title,abstract,year,journal
Acute toxicity of selected herbicides and surfactants to larvae of the midgeChironomus riparius,"The acute toxicities of eight commercial herbicides and two surfactants to early fourth instar larvae of the midgeChironomus riparius were determined under static conditions. The formulated herbicides tested were EradicaneÂ® (EPTC), FargoÂ® (triallate), LassoÂ® (alachlor), ME4 BrominalÂ® (bromoxynil), RamrodÂ® (propachlor), RodeoÂ® (glyphosate), SencorÂ® (metribuzin), and Sutan (+)Â® (butylate); the two surfactants were Activator N.F.Â® and Ortho X-77Â®. In addition, technical grade alachlor, metribuzin, propachlor, and triallate were tested for comparison with the formulated herbicides. The relative toxicity of the commercial formulations, based on percent active ingredient, varied considerably. The EC50 values ranged from 1.23 mg/L for FargoÂ® to 5,600 mg/L for RodeoÂ®. FargoÂ®, ME4 BrominalÂ®, and RamrodÂ® were moderately toxic to midge larvae; LassoÂ®, Sutan (+)Â®, and EradicaneÂ® were slightly toxic; and SencorÂ® and RodeoÂ® were practically non-toxic. The 48-hr EC50 values of the two surfactants were nearly identical and were considered moderately toxic to midges. For two of the herbicides in which the technical grade material was tested, the inert ingredients in the formulations had a significant effect on the toxicity of the active ingredients. FargoÂ® was twice as toxic as technical grade triallate, whereas SencorÂ® was considerably less toxic than technical grade metribuzin. A comparison of the slope function values indicated that the toxic action of all the compounds occurred within a relatively narrow range. Published acute toxicity data on these compounds for other freshwater biota were tabulated and compared with our results. In general, the relative order of toxicity toC. riparius was similar to those for other freshwater invertebrates and fish. Maximum concentrations of each herbicide in bulk runoff during a projected â€œcriticalâ€ runoff event were calculated as a percentage of the application rate lost in a given volume of runoff. A comparison between estimated maximum herbicide concentrations in runoff and results of acute tests indicated that RamrodÂ®, ME4 BrominalÂ®, and LassoÂ® pose the greatest direct risk to midge larvae during a storm event.",1989,Archives of Environmental Contamination and Toxicology
Deriving Solution Value Bounds from the ADMMâˆ—,"This short paper describes a simple subgradient-based techniques for deriving bounds on the optimal solution value when using the ADMM to solve convex optimization problems. The technique requires a bound on the magnitude of some optimal solution vector, but is otherwise completely general. Some computational examples using LASSO problems demonstrate that the technique can produce steadily converging bounds in situations in which standard Lagrangian bounds yield little or no useful information.",2019,
Coordinate descent algorithms for lasso penalized regression,"Imposition of a lasso penalty shrinks parameter estimates toward zero and performs continuous model selection. Lasso penalized regression is capable of handling linear regression problems where the number of predictors far exceeds the number of cases. This paper tests two exceptionally fast algorithms for estimating regression coefficients with a lasso penalty. The previously known l 2 algorithm is based on cyclic coordinate descent. Our new l 1 algorithm is based on greedy coordinate descent and Edgeworth's algorithm for ordinary l 1 regression. Each algorithm relies on a tuning constant that can be chosen by cross-validation. In some regression problems it is natural to group parameters and penalize parameters group by group rather than separately. If the group penalty is proportional to the Euclidean norm of the parameters of the group, then it is possible to majorize the norm and reduce parameter estimation to l 2 regression with a lasso penalty. Thus. the existing algorithm can be extended to novel settings. Each of the algorithms discussed is tested via either simulated or real data or both. The Appendix proves that a greedy form of the l 2 algorithm converges to the minimum value of the objective function.",2008,The Annals of Applied Statistics
From Bayes Calculus to Efficient Integration of Studies,"My thesis contains three main parts: the first part discusses a theoretical development in Bayes calculations, while the latter two parts focus on statistical methods with the applications to genetics. The focus of the talk is on a new meta-analysis approach to identify common predictors from multiple related studies. Identifying molecular signatures for complex diseases remains one major objective in gene expression studies. Commonly used strategies mainly investigate one gene expression study at a time, where the combination of small sample size and a large number of genetic predictors often leads to low detection power and to inaccuracy in the estimation of the set of relevant genes. We present here methodology for improving the power of identifying gene signatures by combining summary statistics from several relevant studies. The group lasso proposed by Yuan and Lin (2006) could be used for this purpose, where the regression coefficients of the same predictor across multiple studies naturally form a group. Their approach is challenged when predictors have heterogeneous effects or effect direction coherence. Motivated by these issues, we introduce a nonparametric approach called Meta-Rank Selection. Our three-step approach first infers the rank of a predictor and its marginal correlation with the response in each individual study, combines the two scores to form a consensus ranking path of all predictors, then selects the relevant predictors along the consensus ranking path. We present theoretical properties of Meta-Rank Selection and use simulations to compare its performance with other methods such as the group lasso. We also discuss its extensions, including ways to incorporate effect direction coherence and tools to deal with strong correlations among predictors. Information about building access for persons with disabilities may be obtained in advance by calling Matt Johnston at 773.702-0541 or by email (mhj@galton.uchicago.edu).",2012,
Chapter 5 Application of Boosting Technique to Ridge Regression 5,"Schapire (1990) introduced boosting as a common method which attempts to boost the precision of any learning algorithm. Boosting is one of the most successful and useful methods introduced in the last eighteen years. The goal of boosting is to improve the performance of weak learning algorithms by combining them in a certain way. The first algorithm of this type was developed by Schapire (1990). The second algorithm, developed by Freund (1995), it was a more efficient boosting algorithm. It was originally designed for classification problems, but it can be extended to regression. Schapire and Freund (1996) came up with the idea of a more practical version of boosting and proposed the algorithm called AdaBoost that combines simple classification rules into more powerful and precise classification algorithms. Friedman (2001) developed boosting methods for regression which are implemented for optimization using the RSS function: this is what we call L2Boosting. Boosting technique can be useful to iteratively fit the current residuals. Duffy and Helmbold (2002) gave a brief overview of boosting and contrasted the classification and regression settings. Buhimann and Yu (2003) proposed an algorithm called L2Boost in linear model. They constructed it from the L2 loss function. L2 loss is suitable for regression. Therefore, they proposed to use L2Boost for a regression problem and not necessarily with Multicollinearity. Boosting of an estimator means that the estimator is applied iteratively to the residuals of the previous iteration. Efron et al. (2004) proposed LARS algorithm as a combination of forward stage-wise linear regression (FSLR), which seems closely related to L2Boost, and the L\ penalized Lasso (see Tibshirani, 1996). Some",2016,
"Water-rock interaction in a zone of lateral flow: A natural example from the active geothermal field and gold-mineralized zone of Beppu (Kyushu Island, Japan)","SummaryBeppu is a water-dominated active geothermal system in Kyushu (Japan). Gold mineralization exists in places within altered Pleistocene volcanites in the southernmost part of this field. A shallow 300 m well was drilled in an alluvial fan deposit made up of unsorted volcanic clasts of andesite and dacite. Water and core samples were collected and a temperature log was carried out. In the depth range of 150-230 m and at temperatures of 126-148Â° C the main authigenic minerals are quartz, calcite, K-feldspar, mixed layers illite/smectite, stilbite and pyrite. The chemical data of the waters indicate that mixing occurs between shallow bicarbonate waters and deep Na-Cl geothermal waters in the outflow zone. The authigenic mineral assemblages found in the well are analogous to those found in the epithermal gold deposits of southern Kyushu. Au concentration data for the hydrothermal springs of Beppu (0.53 Î¼g/kg) indicate that the fluids found in the borehole at 148Â° C could theoretically deposit gold. It is reasonable to hypothesise that a process of mixing between deep Na-Cl fluids and shallow Ca-HCO3-SO4 fluids were responsible for massive silicate deposition, accompanied in places by Au mineralizations.ZusammenfassungBeppu ist ein geothermales System auf der Insel Kyushu, Japan, in der Wasser die dominante Rolle spielt. Goldvererzungen treten stellenweise in umgewandelten pleistozÃ¤nen Vulkaniten im sÃ¼dlichsten Teil des Gebietes auf. Ein 300 m tiefes Bohrloch wurde in einem alluvialen Sedimentations-FÃ¤cher, der aus unsortierten vulkanischen Klasten, aus Andesit und Dazit besteht, niedergebracht. Wasserproben und Kernproben wurden genommen und die Temperaturen im Bohrloch systematisch gemessen. In Tiefen von 150â€“230 m und bei Temperaturen von 126â€“148Â°C sind die wichtigsten autigen gebildeten Minerale Quarz, Calcit, K-Feldspat, Illit/Smectit, Stilbit und Pyrit. Der Chemismus der WÃ¤sser zeigt, daÃŸ eine Mischung zwischen seichten Bikarbonat-WÃ¤ssern und aus der Tiefe stammenden Na-Cl geothermalen WÃ¤ssern erfolgt. Die autigenen Mineralassoziationen in diesem. Bohrloch sind vergleichbar mit denen in epithermalen GoldlagerstÃ¤tten des sÃ¼dlichen Kyushu. Auf der Basis von existierenden Goldkonzentrationsdaten fÃ¼r die hydrothermalen Quellen auf Beppu (0.53 Î¼g/kg) lÃ¤ÃŸt sich zeigen, daÃŸ die Fluide, die in dem Bohrloch bei 148 angetroffen wurden, theoretisch Gold absetzen kÃ¶nnten. Daher lÃ¤ÃŸt sich die Theorie vertreten, daÃŸ MischungsvorgÃ¤nge zwischen einem aus der Tiefe stammenden Na-Cl Fluid und einem oberflÃ¤chennahen Ca-HCO3-SO4 Wasser fÃ¼r die massive Silikatausscheidung verantwortlich waren, die stellenweise von Goldmineralisation begleitet wurden.",1992,Mineralogy and Petrology
Mustafa Kemal ÃœniÌ‡versiÌ‡tesiÌ‡ Tip DergiÌ‡siÌ‡ Yazim Kurallari,"INSTRUCTIONS TO AUTHORS The Medical Journal of Mustafa Kemal University will consider for publication papers in the following categories; experimental and clinical articles about basic and clinical medicine, case reports, reviews, letters to the editor. The journal is quarterly (for issues /one volume) in a year. Manuscripts are accepted for consideration by Medical Journal of Mustafa Kemal University should save not been published previously, and/or are not being considered for publication elsewhere, and have been approved by each author. The name and the date of the meeting should be written as footnote if manuscripts were presented in any scientific meeting. Responsibility for all published papers belongs to the authors. All manuscripts are sent to expert reviewers by the Editor and only those that received a high enough priority are published in the journal. No payment is made for publication of manuscripts to the authors. Rejected manuscripts and their attachments are not returned, unless otherwise specified. Manuscripts should be written in Turkish or English. Each manuscript should accompany two abstracts in Turkish and English before the Introduction. A simple, understandable and scientific writing style should be adopted in preparation of manuscripts. Unnecessary repetition should be avoided and abbreviations defined where the first time it appears. In cover letter, it should be expressed that this manuscript has been read and approved by all authors, all publication rights of accepted manuscripts have been attributed to the Medical Journal of Mustafa Kemal University study in the manuscript was an original, the paper, in whole or in part, has not been published before, is not under consideration by another journal or publication source, and will not be submitted elsewhere unless and until it is declared unacceptable for publication by this journal. If accepted, it will not be published elsewhere in the same form, in either the same or another language, without the consent of the Editors and the Publisher this letter also should state that the authors agree to transfer the copyrights of the article to the Medical Journal of Mustafa Kemal University. The signature of all the authors should accompany their names. This letter must contain the name, address, e-mail address, telephone and fax numbers of the author to whom all correspondence concerning the manuscript should be sent. All authors are responsible for the contents of scientific and ethical points of their papers. Nevertheless, editor has the right to request ethical board document. The author indicated as address for correspondence is responsible for all correspondence regarding the manuscript, all revisions (including names and order of authors) and proof reading of the manuscripts accepted for publication. Manuscripts should be sent to the e-mail address of editors. Manuscripts should be type-written as in A4 paper dimension, 1.5-spacing throughout, 11 punts, at least2.5 cmwide margins throughout on each of four sides of the paper and should not be more than 16 pages. Manuscripts should be prepared in the following order: Title page, Abstract, Text, References, Tables and Figures. Tables and Figures should be printed on separate pages. Title page: This page should include title of the study (Turkish and English), the authors, full names, affiliation, the name, address, fax number and e-mail address of the corresponding author. The title should be succinct, clear and informative. Only the first letters of each word should be in capital (except conjunctions). A separate page following the title page should be provided. It should include the title only, but not the authors, names and addresses. This method is intended to help the reviewing process to be done blindly.Â Â Â  Abstract: Manuscripts in English should accompany an abstract in Turkish or vice versa. Abstracts should not exceed 250 words and structured as follows: Aim, Material & Method, Results and Conclusion). Key words : at least 3 and no more than 5 key words corresponding to ""Index Medicus: Medical Subject Headings"" and â€œTurkey Science Termsâ€ standards should be type-written just subsequent to abstracts in English or in Turkish. You may look for Medical Subject in http://www.nlm.nih.gov/mesh/MBrowser.html and/or http://www.bilimterimleri.com addresses. Text: Research papers should be prepared in the following format: Introduction, Materials & Methods, Results and Discussion. Case reports as Introduction, Case Report and Discussion. Section headings should be typed in capital. Systeme International (SI) guidelines should be followed for units and prefixes. All financial, technical and intellectual support from institutions and individuals should be acknowledged. This section should be placed in between Discussion and References. References: References should be cited in numerical order in the text, and listed in this order at the end of the paper. They should be shown in parenthesis in the text. All items in the Reference list should be cited in the text and, conversely, all references cited in the text must be presented in the list. Personal views and unpublished work cannot be shown as references. Our References style is Vancouver . For references published in journals: Kaufman DM, Mann KV, Miujtjens AMM, Van der Vleuten CPM. A comparison of Standard setting procedures for an OSCE in undergraduate medical education.Academic Medicine. 2000;75:267-71. If the reference is a chapter from a book: Emmerson BT. Gout and renal disease. In: Massry SG, Glassock RJ (Editors). Textbook of Nephrology 1. Baski, Baltimore: Williams and Wilkins; 1989. p. 756â€“760. If the reference is a book: Ozcan R. Cardiovascular diseases. 1st edition, Istanbul: Sanal Publishing; 2003: p. 185-194. If the reference is a thesis: Zararsiz I. Investigation of toxic effects of formaldehyde on prefrontal areas in rat cortex immunohistochemically and the effect of this impact of omega-3 fatty acids.Â  Ph.D. thesis, Elazig: Firat University, Medical School Department of Anatomy, 2003. If the reference is an internet address: Wilson AT. Environmental pollution and breast cancer. http://www.who.int/en/ 29.05.2002. Internet addresses of non-profit organizations, governments, national and international scientific boards and associations can be cited as reference. Date of web access should be indicated. Tables and Figures: All constructions, graphics, pictures, micrograph and radiograph are accepted as figures. Each figure requires title and should be numbered in the order of their mention in the text. Figures (tables, constructions, pictures) should be numbered as inRome numerals at the end of the sentences in a parenthesis. Footnotes of the figures should be type-written in separate page. Pictures should have high resolution and should be sent as JPEG formation. Case Presentations: Case reports should not be more than 3 pages and should have less reference and figures as possible as. Abstract should not be more than 100 words. Reviews: Reviews should be placed in each volume but in a limited manner. Academic position of the reviewer and at least two citations to own self articles in the review should be paid attention. Reviews should include title, title in English, abstract in English, subtitles in the text and references. Table, graphic, figure or picture should be arranged as abovementioned. Editorial board has right to consider the manuscript among these principles. Letter to Editor: Opinions, critiques, additional information about previous publications, or experiences, point of views in other issues should be written to editor. These writings should not be more than 500 words and should be in ethical frame. Publication year of the journal, volume, number of the pages, title of the article and names of the authors should be expressed if the letter is about publicated issues. The references should be expressed in abovementioned rules if the letter is about own self experience or opinion. Preliminary pressed article will be send to corresponding author and have to be returned in three days after checking.",2015,Mustafa Kemal Ãœniversitesi TÄ±p Dergisi
Defensive synergy : the antipredatory role of glass spicules in Caribbean demosponges,"Many sponge species produce secondary metabolites that deter predation. Sponges also 
contain siliceous spicules, but previous studies have provided little evidence that spicules offer 
any defense against generalist fish predators. However, feeding assays in past investigations 
tested sponge skeletal elements in isolation, and did not consider whether they may enhance 
chemical defenses. To determine whether the two components have an additive, antagonistic, or 
synergistic interaction, crude organic extracts and spicules from 8 Caribbean sponge species 
were isolated and tested in laboratory assays. The sponges used included one chemically 
defended reef sponge (Agelas clathrodes) and seven sponges known to be intermediately 
deterrent. These included six reef species (Calyx podotypa, Cinachyra alloclada, Cribrochalina 
vasculum, Niphates digitalis, Rhaphidophlus juniperinus, and Xestospongia muta) and one 
mangrove species (Tedania ignis). Extracts and spicules were used in various concentrations, 
both individually and in combination, in laboratory feeding assays with the bluehead wrasse, 
Thalassoma bifasciatum. A SAS based GENMOD procedure based on an isobolographic 
analysis model was used for statistical comparisons. Four sponges (A. clathrodes, C. alloclada, 
R. juniperinus, and X. muta) showed evidence of synergisms. Of these species, synergy in C. 
alloclada, R. juniperinus, and X. muta was caused by approximate natural concentrations of 
extracts and spicules. Extracts of A. clathrodes were deterrent, but combination assays required 
unnatural reductions in extract concentrations and increases in spicule concentrations to show the 
synergistic effect. Contrary to previous findings, spicules from Cribrochalina vasculum and X. 
muta were deterrent at natural concentrations. These results indicate that, for some sponges, 
structural elements may serve to enhance chemical defenses against consumers.",2009,
Consensus Guideline on Acute Gastroenteritis in the Emergency Department. Emergency Medicine Committee of SLACIP (Latin American Society of Pediatric Intensive Care),"1 1 2 1 1 Ricardo Iramain , Alfredo Jara , Yaneth Martinez Tovilla , Laura Cardozo , Rocio Morinigo , 3 1 1 4 1 Paula Rojas , Norma Bogado , Patricia Rolon , Claudia Flecha , Amanda Amado , Ruben 5 6 7 1 Lasso , Karla Solis , Laura Galvis , RaÃºl De JesÃºs Consensus Guideline on Acute Gastroenteritis in the Emergency Department. Emergency Medicine Committee of SLACIP (Latin American Society of Pediatric Intensive Care)",2017,
Ultra-Deep Targeted Sequencing Does Not Identify MM Patients with Different Prognosis: Results from a Randomized Phase II Clinical Trial,"Next-generation sequencing (NGS) has revealed new insight into the complexity of clonal and subclonal architecture of multiple myeloma (MM). The introduction of targeted studies allows the detection of mutations with very low allele frequencies at affordable price. However, there is few information about the prognostic impact of this mutational profile in series of homogeneously treated MM patients. In this study, we analyzed the most frequently mutated genes in MM from patients included in a randomized clinical trial applying the highest read depth to date. We performed a correlation study between our results and cytogenetics aberrations and clinical outcomes. We used Ampliseq Library Kit 2.0 to target 77 genes (M3Pv2.0 panel) related to critical pathophysiological pathways, associated to drug resistance or targetable with molecular drugs in MM. We sequenced DNA (15ng) from CD138+ purified plasma cells from 80 MM patients at diagnosis included in GEM2010MAS65 clinical trial. We sequenced at an average read depth of 1500X and using Ion Proton sequencer (Thermo Fisher, USA, PaloAlto, CA). We used Ion Reporter software applying in-house modifications in call variants process. We also sequenced DNA from CD138 negative population in 30% of patients in order to filter out potential artifacts and stablish conditions for excluding germline variants. We first fitted a cox-proportional hazard model to predict survival and a second approach using a penalized regression LASSO. We identified 137 gene mutations in the 80 patients analyzed, 54 mutations were predicted pathogenic by Shif and Poliphen and 65 have been described in COSMIC database. 85% of patients harbored at least 1 mutation. The most frequently mutated genes were KRAS (16%) , DIS3 (15%) , NRAS (13%) , BRAF (6%) , and TP53 (5%) , accounting for the 54% of the total number of mutations. The most frequently mutated pathways were RAS and NFKB in 34% and 28% of patients respectively. Mutational allele frequency for KRAS , BRAF and TP53 was, in all cases, lower than 50% while DIS3 showed mutations in a broad range (from 2 to 85%). Only one patient presented one mutation in NRAS at 73 % of allele frequency. For patients with more than one mutation, two different scenarios have been found. Some patients showed several genes mutated in a similar allele frequency values. On the contrary, a complex subclonal structure was confirmed in 3 patients, with mutations at very different clonal frequency. CD138 negative fraction was sequenced to confirm that these mutations were exclusive of plasma cells. The first of them had two mutations in DIS3 at 8 and 53% of allele frequency, second in KRAS and DIS3 at 13 and 63% respectively and the third in NRAS and IFNGR2 at 5 and 37% respectively. We found no differences in the survival based on pathway, mutational allele frequency or number of mutations. We also investigated pairwise associations between events and we not found significant correlations (Figure 1). Cox-proportional hazard model only showed a negative impact in survival of patients with TP53 mutations. This ultra-deep targeted sequencing strategy is able to detect mutations in most of patients, at very low allele frequency and using a minimal amount of DNA. Despite of its huge capacity to detect mutations, we have not identified new prognostic factors in MM patients treated with highly efficient therapies. However, this study again confirms the complexity of the genomic landscape of MM and the great heterogeneity between patients. The role of theses mutations at relapse as well as in the subsequent treatment effectiveness remains unknown and should be preferably investigated in larger cohorts of homogeneously treated MM patients. Disclosures Martinez-Lopez: Novartis: Honoraria, Speakers Bureau. Oriol: Janssen: Honoraria, Membership on an entity9s Board of Directors or advisory committees; Amgen: Honoraria, Membership on an entity9s Board of Directors or advisory committees; Celgene: Honoraria, Membership on an entity9s Board of Directors or advisory committees. Stewart: celgene: Consultancy.",2016,Blood
