title,abstract,year,journal
Confidence intervals of prediction accuracy measures for multivariable prediction models based on the bootstrap-based optimism correction methods,"In assessing prediction accuracy of multivariable prediction models, optimism corrections are essential for preventing biased results. However, in most published papers of clinical prediction models, the point estimates of the prediction accuracy measures are corrected by adequate bootstrap-based correction methods, but their confidence intervals are not corrected, e.g., the DeLongâ€™s confidence interval is usually used for assessing the Cstatistic. These naÃ¯ve methods do not adjust for the optimism bias and do not account for statistical variability in the estimation of parameters in the prediction models. Therefore, their coverage probabilities of the true value of the prediction accuracy measure can be seriously below the nominal level (e.g., 95%). In this article, we provide two generic bootstrap methods, namely (1) location-shifted bootstrap confidence intervals and (2) two-stage bootstrap confidence intervals, that can be generally applied to the bootstrapbased optimism correction methods, i.e., the Harrellâ€™s bias correction, 0.632, and 0.632+ methods. In addition, they can be widely applied to various methods for prediction model development involving modern shrinkage methods such as the ridge and lasso regressions. Through numerical evaluations by simulations, the proposed confidence intervals showed favourable coverage performances. Besides, the current standard practices based on the optimism-uncorrected methods showed serious undercoverage properties. To avoid erroneous results, the optimism-uncorrected confidence intervals should not be used in practice, and the adjusted methods are recommended instead. We also developed the R package predboot for implementing these methods (https://github.com/nomahi/predboot). The effectiveness of the proposed methods are illustrated via applications to the GUSTO-I clinical trial.",2020,
Assessing the relationship between form and use of different kinds of pottery from the archaeological site Sagalassos (southwest Turkey) with lipid analysis,Abstract Lipid extracts of different types of pottery from the archaeological site Sagalassos (southwest Turkey) were investigated using several analytical techniques. The usefulness of lipid analysis in the functional analysis of a broad spectrum of pottery from one archaeological site was evaluated. The results establish indeed a relationship between vessel use and form. Based on the analyses a determination table could be drawn relating vessel use and form and separating the different types of vessels. This research shows that lipid analysis can be a valuable contribution to classify different ceramic pots.,2004,Journal of Archaeological Science
LASSO-Driven Inference in Time and Space,"We consider the estimation and inference in a system of high-dimensional regression equations allowing for temporal and cross-sectional dependency in covariates and error processes, covering rather general forms of weak dependence. A sequence of large-scale regressions with LASSO is applied to reduce the dimensionality, and an overall penalty level is carefully chosen by a block multiplier bootstrap procedure to account for multiplicity of the equations and dependencies in the data. Correspondingly, oracle properties with a jointly selected tuning parameter are derived. We further provide high-quality de-biased simultaneous inference on the many target parameters of the system. We provide bootstrap consistency results of the test procedure, which are based on a general Bahadur representation for the Z-estimators with dependent data. Simulations demonstrate good performance of the proposed inference procedure. Finally, we apply the method to quantify spillover effects of textual sentiment indices in a financial market and to test the connectedness among sectors.",2018,arXiv: Econometrics
Dynamic Quantile Lasso Regression,"Quantile regression has been becoming a relevant and powerfult echnique to study the whole conditional distribution of a response variable without relying on strong assumptions about the underlying data generating process. Furthermore, quantile regression has been effectively used in many real applications, providing a representation of the relation between the response variable and the covariates, that overcomes traditional mean regression. In this paper, we consider a quantile regression model in which the regression coefï¬cients are assumed to evolve over time, following a stationary stochastic process. Furthermore, since homoskedastic quantile regression models result in location shifts of the regression hyperplane, we extend the timeâ€“varying parameter model to allow for heteroskedastic innovations. A dynamic version of the adaptiveâ€“Lasso penalty is then introduced to force the dynamic evolution of non relevant parameters to shrink towards zero. A simulation study is carried out to illustrate the model performances.",2016,
PopPhy-CNN: A Phylogenetic Tree Embedded Architecture for Convolution Neural Networks for Metagenomic Data,"Motivation Accurate prediction of the host phenotype from a metgenomic sample and identification of the associated bacterial markers are important in metagenomic studies. We introduce PopPhy-CNN, a novel convolutional neural networks (CNN) learning architecture that effectively exploits phylogentic structure in microbial taxa. PopPhy-CNN provides an input format of 2D matrix created by embedding the phylogenetic tree that is populated with the relative abundance of microbial taxa in a metagenomic sample. This conversion empowers CNNs to explore the spatial relationship of the taxonomic annotations on the tree and their quantitative characteristics in metagenomic data. Results PopPhy-CNN is evaluated using three metagenomic datasets of moderate size. We show the superior performance of PopPhy-CNN compared to random forest, support vector machines, LASSO and a baseline 1D-CNN model constructed with relative abundance microbial feature vectors. In addition, we design a novel scheme of feature extraction from the learned CNN models and demonstrate the improved performance when the extracted features are used to train support vector machines. Conclusion PopPhy-CNN is a novel deep learning framework for the prediction of host phenotype from metagenomic samples. PopPhy-CNN can efficiently train models and does not require excessive amount of data. PopPhy-CNN facilities not only retrieval of informative microbial taxa from the trained CNN models but also visualization of the taxa on the phynogenetic tree. Contact yagndai@uic.edu Availability Source code is publicly available at https://github.com/derekreiman/PopPhy-CNN Supplementary information Supplementary data are available at Bioinformatics online.",2018,bioRxiv
Online adaptive method for disease prediction based on big data of clinical laboratory test,"To better utilize the medical data in electronic medical records (EMR), this study aims to present an online adaptive method for disease prediction based on the medical data of clinical laboratory test (CLT) items stored in EMR. We firstly extract the diagnosis and CLT items information from the system, and then divide the CLT items into three categories to establish the patterns of CLT items, which are subsequently used for the selection of candidate diseases. A binary relevance approach based on logistic sparse group lasso method is finally used for disease prediction. Four groups of 21,288 patients with diagnosis of chronic hepatitis, hyperuricemia, hyperlipidemia and random diseases are used to test the performance of our method. Results show that the accuracy and recall for these four groups are all above 70%. As a primary attempt to practice intelligent healthcare, this model may have the potential values of computer-aided diagnosis. Further studies are suggested to combine CLT with other types of EMR data to further improve the prediction performance.",2016,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS)
A Geometric Approach to Subset Selection and Sparse Sufficient Dimension Reduction,"Sufficient dimension reduction methods allow to estimate lower dimensional subspaces while retaining most of the information about the regression of a response variable on a set of predictors. However, it may happen that only a subset of the predictors is needed. We propose a geometric approach to subset selection by imposing sparsity constraints on some coefficients. The proposed method can be applied to most existing dimension reduction methods, such as sliced inverse regression and sliced average variance estimation, and may help to improve the estimation accuracy and facilitate interpretation. Simulation studies are presented to show the effectiveness of the proposed method applied to two popular dimension reduction methods, namely SIR and SAVE, and a comparison is made with LASSO and stepwise OLS regression.",2011,
The Thousand and One Nights and Twentieth-Century Fiction,"Acknowledgments Introduction The Thousand and One Nights Incorporation into World Literature This Study Part 1 Enclosures, Journeys, and Texts 1 Enclosures, Letters, and Destiny: Hugo von Hofmannsthal and Andre Gide Hugo von Hofmannsthal, the Kunstmarchen, and Orientalism The Contingency of Fate: Andre Gide's Les faux-monnayeurs 2 Going Home: Al-Tayyib Salih and Ibrahim al-Faqih Season of Migration to the North and the Thousand and One Nights The Forbidden Room: The Thousand and One Nights and Ibrahim al-Faqih's Gardens of the Night 3 Writing and Enclosures: Michel Butor and Abilio Estevez The Portrait of an Author: Michel Butor's Portrait de l'artiste comme jeune singe Imprisoned Imagination: Abilio Estevez Conclusions to Part 1 Part 2 Capturing the Volatility of Time 4 The Return of Time: Marcel Proust and Ahmet Hamdi Tanpinar Proust and the Thousand and One Nights Times of Life and Society: Ahmet Hamdi Tanpinar 5 Narration and Survival: Vladimir Nabokov and Margaret Atwood Nabokov, the Thousand and One Nights, and Life After Death Narrating Against Death: Margaret Atwood 6 Desire Unbound: The Marquis de Sade and Angela Carter Angela Carter: The Feminist-Narrative Complex 7 Temporal Dystopias: Botho Strauss and Haruki Murakami War and the Re-invention of Time: Botho Strauss's Der junge Mann Haruki Murakami and the Constraints of Time Conclusions to Part 2 Part 3 The Textual Universe 8 The Celebration of Textuality: James Joyce and the Argentine (post-)Modernists The Thousand and One Nights and the Textuality of Ulysses and Finnegans Wake Textual Worlds: Fernandez, Arlt, Borges, and Piglia 9 Stories Without End: Italo Calvino and Georges Perec Italo Calvino and Narration: If on a Winter's Night a Traveller ... and the Thousand and One Nights Georges Perec: The Imperative of Form 10 The Celebration of Hybridity: Abdelkebir Khatibi and Juan Goytisolo Abdelkebir Khatibi: Narration and the Body Juan Goytisolo: Hybridity as a Refuge Conclusions to Part 3 Part 4 Narrating History 11 The Traumas of History: William Faulkner, Toni Morrison, and Andre Brink Form History Absalom, Absalom! and the Thousand and One Nights The Haunted House: Toni Morrison's Beloved and Andre Brink's Imaginings of Sand 12 The Enchantment of History: Gabriel Garcia Marquez and Salman Rushdie Gabriel Garcia Marquez and One Hundred Years of Solitude Salman Rushdie: History Gone Awry 13 Words Against Death: Roberto Calasso, David Grossman, and Elias Khoury Roberto Calasso: The Ruin of Kasch David Grossman: Fighting the Nazi Beast Violence and the Boundaries of Narrativity: Elias Khoury's Yalo Conclusions to Part 4 Part 5 Identifications, Impersonations, Doubles: The Discontents of (post-)Modernity 14 Aladdin's Nightmare: Henrik Pontoppidan and Ernst Junger The Curse of Aladdin: Henrik Pontoppidan The City of Brass, Aladdin, and the Discontents of Modernity: Ernst Junger 15 The Sindbad Syndrome: Gyula Krudy and John Barth Gyula Krudy: The Nostalgic Nomad The Intrepid Traveler: John Barth 16 The Mock Caliph: H. G. Wells, Arthur Schnitzler, and Orhan Pamuk A Modern Harun al-Rashid: H. G. Wells's The Research Magnificent Arthur Schnitzler's Der Traumnovelle The Writer and His Double: Orhan Pamuk's The Black Book 17 The Multiple Faces of Shahrazad: Leila Sebbar and Wacini Laredj Leila Sebbar: Sherezade Wacini Laredj: Les ailes de la reine Conclusions to Part 5 Part 6 Aftermaths: The Delusions of Politics 18 The 1002nd Night: Tawfiq al-Hakim, Taha Husayn, and Naji Mahfuz Tawfiq al-Hakim: Shahrazad Taha Husayn: The Dreams of Shahrazad Najib Mahfuz: The Predicament of Shahriyar 19 Fabrications of Power: Hani al-Rahib and Rachid Boudjedra The Curse of Repression: al-Rahib's Alf layla wa-laylatan A False Utopia: Rachid Boudjedra 20 The Secret Lives of Sindbad: Mostafa Nissaboury and Bahram Beyzai Mostafa Nissaboury: Shahrazad's Suffering Sindbad's Return: Bahram Beyzai Conclusions to Part 6 Conclusion The Narrative Universe of Paul Auster The Framework: The Invention of Solitude The Locked Room Doubles Narrativity Bibliography",2018,
Developing and Marketing a Faith-Based Practice: Mission and Business,"Providing faith oriented services to the psychotherapy consumer presents challenges for the integration of faith with the business of managing a clinical practice. Using both American and Canadian experience, we are proposing that a faith based clinical practice is a viable model for providing professional clinical services. As clinicians interested in integrating their spirituality in the therapeutic relationship, we will address some of the practical issues confronting those who offer spiritual resources in clinical settings. The Economic Climate Clinicians are not used to thinking that in economic terms, psychotherapy is a discretionary service. It is our experience that there is a strong correlation between the availability of discretionary household income and the choice to enter psychotherapy. In a tight economy people will choose to spend their income on meeting basic needs rather than on luxury products and services. Canadian studies have estimated that nearly one in five Canadian adults will personally experience a mental illness during a 1 year period (Health Canada, 2002). People in the United States with low incomes and no insurance are nearly twice as likely as the general population to be diagnosed with mental illness (Mauksch et al., 2001). Governments and insurance or managed care companies make similar economic decisions. When money is tight, mental health needs receive lower priority even though the tight economy puts more pressure and stress on the part of the population that is vulnerable. According to the Psychotherapy Finances' 2000 survey, income from psychotherapy was very stable in the 1990's, but the income of psychotherapists has dropped by 22% since 2000. Three reasons for the change in the economics of clinical practice were identified. First is the introduction of managed care in the United States. Managed care treats psychotherapy as a commodity. Based on diagnosis, a specific therapeutic regime is prescribed and a length of treatment is expected without regard to either the specific circumstances of the patient or the unique qualifications of the therapist. In a mature market place where overall product quality is high and where there is an abundance of trained clinicians, product differentiation is determined by price and psychotherapy becomes a commodity. Managed care companies are paying between $00 to $75 per session and capping the number of treatment sessions. The therapist's credentials and qualifications are secondary in an empirically based treatment approach. The second economic factor is the erosion of self paying clients. According to the Psychotherapy Finances data, self paying clients were averaging 44% of a clinical practice in the 1990's but have declined to about 20% of a clinical practice at present. The specific economic circumstances of the geographic area of your practice may make a difference; your practice economics will be different depending on whether your local economy is growing or in distress. Third, the overhead costs of maintaining a practice have not gone down. About 30% to 45% of the income from your practice goes to keeping the lights on. The costs of insurance, professional accreditation and ongoing training are not going down. Clinical practice is a business, as well as mission driven, and the economics of psychotherapy matter. Developing a clinical practice that provides a living wage has been a challenge since professional psychotherapy first began. Freud acknowledged the challenges of economic fluctuations in his practice. In a letter to Wilhelm Fliess in 1899, Freud wrote: My mood also depends very strongly on my earnings. Money is a laughing gas for me. I know from my youth that once the wild horses of the pampas have been lassoed, they retain a certain anxiousness for life. Thus I came to know the helplessness of poverty and continually fear it. You will see that my style will improve and my ideas will be more correct if this city provides me with an ample livelihood. â€¦",2007,Journal of Psychology and Christianity
Amaroxocanes A and B: sulfated dimeric sterols defend the Caribbean coral reef sponge Phorbas amaranthus from fish predators.,"Two new dimeric steroids, amaroxocanes A (1) and B (2), were isolated from Phorbas amaranthus collected on shallow coral reefs off Key Largo, Florida. The two compounds are comprised of two sulfated sterol cores bridged by an oxocane formed by different oxidative side-chain fusions. The structures were characterized by interpretation of MS and NMR spectroscopic data. The compounds are the primary components of a fraction that deters feeding of the bluehead wrasse, Thalassoma bifasciatum, in aquarium assays. When the pure compounds were assayed at eight times the natural concentration, amaroxocane B (2) was found to be an effective antifeedant, but A (1) was not.",2009,Journal of natural products
