title,abstract,year,journal
Private Empirical Risk Minimization Beyond the Worst Case: The Effect of the Constraint Set Geometry,"Empirical Risk Minimization (ERM) is a standard technique in machine learning, where a model is selected by minimizing a loss function over constraint set. When the training dataset consists of private information, it is natural to use a differentially private ERM algorithm, and this problem has been the subject of a long line of work started with Chaudhuri and Monteleoni 2008. A private ERM algorithm outputs an approximate minimizer of the loss function and its error can be measured as the difference from the optimal value of the loss function. When the constraint set is arbitrary, the required error bounds are fairly well understood~\cite{BassilyST14}. In this work, we show that the geometric properties of the constraint set can be used to derive significantly better results. Specifically, we show that a differentially private version of Mirror Descent leads to error bounds of the form $\tilde{O}(G_{\mathcal{C}}/n)$ for a lipschitz loss function, improving on the $\tilde{O}(\sqrt{p}/n)$ bounds in Bassily, Smith and Thakurta 2014. Here $p$ is the dimensionality of the problem, $n$ is the number of data points in the training set, and $G_{\mathcal{C}}$ denotes the Gaussian width of the constraint set that we optimize over. We show similar improvements for strongly convex functions, and for smooth functions. In addition, we show that when the loss function is Lipschitz with respect to the $\ell_1$ norm and $\mathcal{C}$ is $\ell_1$-bounded, a differentially private version of the Frank-Wolfe algorithm gives error bounds of the form $\tilde{O}(n^{-2/3})$. This captures the important and common case of sparse linear regression (LASSO), when the data $x_i$ satisfies $|x_i|_{\infty} \leq 1$ and we optimize over the $\ell_1$ ball. We show new lower bounds for this setting, that together with known bounds, imply that all our upper bounds are tight.",2014,ArXiv
"Continuous plankton records: The distribution of the Euphausiacea (Crustacea: Malacostraca) in the north Atlantic and the North Sea, 1966-1967","An account is given of the occurrence of nineteen species of euphausiids taken at a depth of 10 m in the survey of the north Atlantic and the North Sea with Continuous Plankton Recorders in 1966 and 1967. The distri- butions of seventeen species recorded north of 41 ON are illustrated and interpreted with reference to the current systems and the bathymetry of the area. Most species occurred mainly or entirely over deeper waters beyond the edge of the continental shelf. Several (e.g. Euphausia hemigibba) occurred exclusively in the warm, highly saline waters of the Gulf Stream, to the south and east of Newfoundland. Others (e.g. Euphausia krohni) were widely distributed in the warm North Atlantic Current. Meganyctiphanes norvegica was most abundant over the continental slopes and oceanic ridges in the north-eastern Atlantic, low temperature limiting its occurrence in the west. Thysanoessa longicaudata and Thysanopoda acutifrons were most abundant in the colder waters of the Labrador-Irminger Gyre. Three species had neritic distributions: Thysanoessa inermis and T. raschi in colder northern coastal waters on both sides of the Atlantic, and Nyctiphanes couchi in warmer waters on the European coasts. Five parasites of euphausiids were found: Thalassomyces fagei, Anisakis sp. larvae, Ascarophis sp. larva, acanthocephalan larvae and Heterophryxus appendi-",1977,Journal of Biogeography
Acute neurologic complications of hemodialysis,"We have examined and subjected to statistical analysis the transient acute neurological complications arising in the course of hemodialysis in 103 patients with chronic renal failure (13,969 hemodialysis sessions).Our data show that such complications are multiform. Some of the symptoms are aspecific: headache, nausea and/or vomiting, muscle cramps. We have found these symptoms in over 96% of patients, often combined with extraneurological symptoms and phenomena, such as cardiocirculatory shock or increased blood pressure.The other symptoms denote real cerebral impairment: convulsions, consciousness disturbances, psychomotor agitation. They are present in 36% of the patients, but only 10.5% of the patients show a combination of at least two symptoms. In these patients the so-called â€œDisequilibrium syndromeâ€ is present: its percentage in our case-series is similar to that reported in leterature.SommarioAbbiamo censito e sottoposto ad indagine statistica le complicanze neurologiche acute transitorie insorgenti nel corso di emodialisi in 103 pazienti con insufficienza renale cronica (sono state esaminate 13.969 emodialisi).Dai nostri dati risulta che tali complicanze consistono di una sintomatologia multiforme: parte dei sintomi presentati dai pazienti sono aspecifici (cefalea, nausea e/o vomito, crampi muscolari). Sono presenti in oltre il 96% dei pazienti, associati a sintomi e fenomeni extraneurologici, quali collasso circolatorio o aumento di pressione arteriosa).Altri sintomi denotanti una vera compromissione cerebrale (convulsioni, disturbi di coscienza, agitazione psicomotoria) sono meno frequenti (compaiono nel 36% dei pazienti) e solo il 10,5% dei soggetti presenta un'associazione di almeno due di questi sintomi, configurando una â€œSindrome da disequilibrioâ€, con percentuale, nel nostro campione, analoga a quella riferita in letteratura.",2006,The Italian Journal of Neurological Sciences
Adaptive LASSO Estimation for ARDL Models with GARCH Innovations,"In this paper, we show the validity of the adaptive least absolute shrinkage and selection operator (LASSO) procedure in estimating stationary autoregressive distributed lag(p,q) models with innovations in a broad class of conditionally heteroskedastic models. We show that the adaptive LASSO selects the relevant variables with probability converging to one and that the estimator is oracle efficient, meaning that its distribution converges to the same distribution of the oracle-assisted least squares, i.e., the least square estimator calculated as if we knew the set of relevant variables beforehand. Finally, we show that the LASSO estimator can be used to construct the initial weights. The performance of the method in finite samples is illustrated using Monte Carlo simulation.",2017,Econometric Reviews
Predictive analysis of heat transfer characteristics of nanofluids in helically coiled tube heat exchanger using regression approach,"Nanofluids are the combination of base fluid and nanoparticles which offer 
 higher thermal conductivity resulting higher heat transfer. In this research 
 article, soft computing tool is used to find the accurate Nusselt number of 
 coiled tube heat exchanger handling Al2O3/H2O nanofluids at three different 
 volume concentrations and at different mass flow rate in terms of Dean 
 number (De). The input predictor variables used in this model are convective 
 heat transfer coefficient, thermal conductivity of nanofluids and Dean 
 number and the output response variable is Nusselt number. Linear 
 Regression (LM), Generalized Linear Regression (GLM) and Lasso and 
 Elastic-Net Regularized Generalized Linear Models (GLM_NET) methodologies 
 are taken to predict the Nusselt number. It is observed that the linear 
 regression method shows an accurate agreement with experimental data with 
 Root Mean Square Error (RMSE) value of 0.05614 and regression coefficient 
 value (R2) is 0.99. It is studied that the experimental data holds good 
 accordance with the predicted data given by the trained network. The average 
 relative errors in the prediction of Nusselt number and heat transfer 
 coefficients are found to be 0.3% and 0.2%, respectively.",2020,Thermal Science
Equivalence of graphical lasso and thresholding for sparse graphs,"This paper is concerned with the problem of finding a sparse graph capturing the conditional dependence between the entries of a Gaussian random vector, where the only available information is a sample correlation matrix. A popular approach is to solve a graphical lasso problem with a sparsity-promoting regularization term. This paper derives a simple condition under which the computationally-expensive graphical lasso behaves the same as the simple heuristic method of thresholding. This condition depends only on the solution of graphical lasso and makes no direct use of the sample correlation matrix or the regularization coefficient. It is also proved that this condition is always satisfied if the solution of graphical lasso is replaced by its first-order Taylor approximation. The condition is tested on several random problems and it is shown that graphical lasso and the thresholding method (based on the correlation matrix) lead to a similar result (if not equivalent), provided the regularization term is high enough to seek a sparse graph.",2014,"2014 52nd Annual Allerton Conference on Communication, Control, and Computing (Allerton)"
Proton scattering radiography using an emulsion detector: a feasibility study,"A least absolute shrinkage and selection operator (LASSO) method was used for feature selection. Model performance was evaluated using Harrellâ€™s concordance-index (c-index). Fitted model included sum entropy (GLCM), high intensity large area emphasis (GLSZM), volume with a minimum relative intensity of 60% of the maximum SUV â€“ AVRI60% (IVH), grey level non-uniformity and long run emphasis (RLGL) and volume (shape) â€“ Table 1. Internal performance of the model was 0.64 (p<0.01), while externally it achieved a performance of 0.61 (p = 0.05) and 0.58 (0.20), with no further calibration done. Maximum and mean SUV had a univariable performance in the training data of 0.51 and 0.55, respectively. The reduced accuracy of the model validation can be associated with dissimilarities among data, particularly the different timing and delivered dose of the second scan. Nevertheless, we do see benefit on a timely assessment of response to radiotherapy using the described imaging analysis, particularly when compared with the limited capacity of humans to infer accurate predictions and risk groups identification (5). From the Radiomics analysis one can optimally benefit from early response metrics based on changes in metabolism measured with FDG-PET, even before anatomic changes become noticeable, while treatment can still be adapted. We developed and validated a predictive model on the percentage variation of Radiomics features, the so-called â€œDelta Radiomicsâ€ concept, from repeated FDG-PET scans of NSCLC patients.",2016,
Regularized Partial Phase Synchrony Index Applied to Dynamical Functional Connectivity Estimation,"We study the inference of conditional independence graph from the partial Phase Locking Value (PLV) index of mul-tivariate time series. A typical application is the inference of temporal functional connectivity from brain data. We extend the recently proposed time-varying graphical lasso to the measurement of partial locking values, yielding a sparse and temporally coherent dynamical graph that characterizes the evolution of the phase synchrony between each pair of signals. Cast as an optimization problem, we solve it using the alternating direction method of multipliers. The approach is validated on simulated Gaussian multivariate signals and Roessler oscillators. The potential of this regularized partial PLV is then illustrated on actual iEEG data during an epileptic seizure.",2020,
"Kondisi Dan Strategis Pengelolaan Komunitas Padang Lamun Di Wilayah Pesisir Kota Denpasar, Provinsi Bali","A study on condition and management strategy for sea grass community was undertaken on the beach area of Denpasar City, Bali Province between March and June, 2010. The study was undertaken on two locations: Sanur and Serangan beaches. Aim of the study was to find out recent condition, problems related to sea grass and set up its management strategy. The study was utilising Transect Plot methods. Six sampling stations was determined. Identification of condition and degradation of sea grass community was undertaken by retrospective approaches. Data analyses was undertaken by utilising kualitative and kuantitative approaches; refering to determination of Ã¢â‚¬Å“Kriteria Baku Kerusakan dan Pedoman Penentuan Status Padang LamunÃ¢â‚¬Â (the standard criteria for damage and manual for determination of the status of sea grass) refering to Decission of State Minister on Environment Number 200 year 2004 and cualitative ecology index and analogist comparative approach on formulating management strategy. Species richness of sea grass on beaches of Denpasar city was 10 out of 12 of those existed in Indonesia, namely: Zostera sp., Halodule pinifolia, Halodule uninervis, Cymodocea rotundata, Cymodocea serrulata, Syringodium isoetifolium, Thalassodendron ciliatum, Enhalus acoroides, Halophila ovalis and Thalassia hemprichii. Species density of sea grass varied across locations and observation stations, ie. Sanur beach (209 individual/sq.m) and Serangan Island (276 ind/sq.m); with the higest density made by Cymodocea rotundata. Persentage of sea grass cover on the beach of Denpasar was between 28.79% Ã¢â‚¬â€œ 42.74%, with the highest at Serangan-III and the lowest at Sanur-I. Based on the cover, the status of condition of sea grass on the beach area of Denpasar was classified into the category of bad/poor -moderate/less healthy. The average score of level of damage of sea grass on the beach area of Denpasar varied between 8.89 % Ã¢â‚¬â€œ 15.79 %, which was within the category of low level of damage, where the highest level of damage was at Station I of Ã¢â‚¬Å“Perairan SeranganÃ¢â‚¬Â and the lowest at Serangan II-III, where there were no damage reported to occur. The change in domination of sea grass in Sanur and Serangan from Enhalus acoroides into Cymodocea rotundata and Thalassia hemprichii was observed because the change in the texture of substrate after reclamation of the beach and sedimentation. Human activities which caused damage of sea grass on Sanur and Serangan beaches such as anchoring the fishermanÃ¢â‚¬â„¢s canoes, propeler boats, crib constructions, break water and beach reclamations. For keeping the sea grass ecosystem of Denpasar sustainable, it is recommended for a better management of beaches/sea on the area where sea grass grows and implementing strategy of integrated management of sea grass with integrated coastal and sea management.",2011,
PAPER How do islands become green,"Aim Four long-distance dispersal (LDD) modes have generally been considered to play central roles in the colonization of islands by plants: anemochory (dispersal by wind), thalassochory (dispersal by oceanic currents), endozoochory (internal dispersal by animals) and epizoochory (external dispersal by animals).However,seeds can also be transported by vectors different from those to which they are best suited (non-standard dispersal), meaning that the actual vector of colonization cannot be inferred based on diaspore traits alone. We propose an alternative approach to explore the relative contribution of LDD syndromes to island colonization. Location Europe and the Azores. Methods We scored the presence of syndromes relevant for LDD in the native flora of Europe (c.10,000 species) and the Azores (148 species).We then contrasted the importance of each syndrome in the recipient flora (Azores) and the source floras (Europe and mainland Portugal) to estimate which, if any, syndrome was particularly successful for overseas colonization. We further investigated whether particular LDD syndromes increased plant distribution within the Azores archipelago. Results Most native species in Europe (63%), mainland Portugal (67%) and the Azores (63%) produce unspecialized diaspores. Only species adapted to sea dispersal were overrepresented in the Azores, while those adapted to wind dispersal were underrepresented. The presence of LDD syndromes did not significantly improve the distribution of plant species across the archipelago, except for the moderate advantage of endozoochorous diaspores. Differences in the importance of LDD syndromes across plant families at least partially explain the floristic disharmony of the Azorean flora.",2014,
O n the schem e dependence ofgravitationalbeta functions,"W e discussthearbitrarinessin the choiceofcutoschem ein calculationsofbeta functions.W edene a classof\pure"" cutoschem es,in which thecutoiscom pletely independentoftheparam etersthatappear in theaction.In a sensethey areattheoppositeextrem eofthe\spectrally adjusted"" cutos,which depend on alltheparam etersthatappearin theaction.W ecom paretheresultsforthebeta functionsofNewton's constantand ofthecosm ologicalconstantobtained with a typicalcutoand with a purecutoï¿½,keeping all elsexed. W end thatthe dependence ofthexed pointon an arbitrary param eterin the pure cutois ratherm ild.W e then show in generalthatifa spectrally adjusted cutoproducesaxed point,thereisa corresponding purecutothatwillgiveaxed pointin thesam eposition.",2009,
"Sperm and milt characteristics and male v. female gametic investment in the Caribbean reef fish, Thalassoma bifasciatum","Individual sperm cells produced by two male morphs of the bluehead wrasse Thalassoma bifasciatum did not differ in size (i.e. cell volume). Initial phase (IP) males (high sperm competition) had a 60% higher sperm concentration in their milt than did terminal phase (TP) males (low sperm competition), which may reflect differences in how accurately the two male morphs need to allocate sperm to their spawns. The energy density of milt was about 16% lower than that of eggs. Estimates of gametic energy investment based on (a) the difference in testis weights between the beginning and the end of the spawning period and (b) the number of sperm released in natural spawns (determined in other studies), suggested that, on a daily basis, IP males invest about 65% of that of females. Estimates based on stripping milt from IP males at the beginning and the end of the spawning period, however, indicated that their daily energy investment in gamete production is about 10% of that of females. Gametic investment by TP males is lower than that by both IP males and females.",1999,Journal of Fish Biology
"Las Habilidades LingÃ¼Ã­sticas en el Desarrollo Personal en los niÃ±os de EducaciÃ³n Inicial 2, de la escuela â€œManuel Lasso GuzÃ±ayâ€ cantÃ³n Guamote, provincia de Chimborazo periodo 2014-2015","It has been carried out this research work â€œLanguage skills in chidrenÂ´s personal development of Educacion Inicial 2, of â€œManuel Lasso Guznayâ€ school, in Guamote canton, Chimborazo province, in period 2014-2015. The following objective was found: To determine the impact of the application of language skills to improve the personal development in children of Educacion Inicial 2, of â€œManuel Lasso Guznayâ€ school, in Guamote canton, Chimborazo province, in period 2014-2015. In the theoretical framework are as follows: scientific substantiation.-philosophical, epistemological, psychological, pedagogical, legal; concepts about skills, linguistics, language ability, factors that influence the development of oral language, language functions, language classification, personal and social development. Research is design non-experimental and applicative, transverse type because it considered that it is an obligation to perform a thesis that solutions to the problems encountered. Thirty-two boys and girls were investigated, a document with language skills, with songs, tongue twisters, and riddles were developed, they are common knowledge, which motivated and aroused the interest to fulfill the objectives. Deductive method and observation technique was used; for testing the general hypothesis was took into account the results that are expressed in tables and graphs, and with the percentages obtained from each song, tongue-twisters and riddles was possible to establish critical nodes which must be attended by teachers in this field. Conclusions according to the results and experience gained in research were obtained, with their recommendations. One of them determines that the incidence of language skills through songs is a motivating potential for use in classes so that children can reach levels suitable personal development, even with understanding that it is in early ages that should be pointing to it.",2016,
