title,abstract,year,journal
Lasso Peptide Bioengineering and Bioprospecting,"Lasso peptides are ribosomally synthesized, post-translationally modified peptides produced by bacteria. They share an interlocked topology, consisting of a macrolactam ring at the N-terminus and a C-terminal tail that is threaded through the ring and is firmly trapped inside. This compact and constrained structure gives high stability to lasso peptides, which can thus be applied as a molecular framework for developing bioactive peptides. The chemical and genetic diversity of lasso peptides is revealed by mining microbial genomes. This chapter will present concepts and advances on lasso peptide engineering as well as information gained from genome-mining studies. To conclude, perspectives in the lasso peptide research will be discussed.",2015,
An efficient algorithm for a class of fused lasso problems,"The fused Lasso penalty enforces sparsity in both the coefficients and their successive differences, which is desirable for applications with features ordered in some meaningful way. The resulting problem is, however, challenging to solve, as the fused Lasso penalty is both non-smooth and non-separable. Existing algorithms have high computational complexity and do not scale to large-size problems. In this paper, we propose an Efficient Fused Lasso Algorithm (EFLA) for optimizing this class of problems. One key building block in the proposed EFLA is the Fused Lasso Signal Approximator (FLSA). To efficiently solve FLSA, we propose to reformulate it as the problem of finding an ""appropriate"" subgradient of the fused penalty at the minimizer, and develop a Subgradient Finding Algorithm (SFA). We further design a restart technique to accelerate the convergence of SFA, by exploiting the special ""structures"" of both the original and the reformulated FLSA problems. Our empirical evaluations show that, both SFA and EFLA significantly outperform existing solvers. We also demonstrate several applications of the fused Lasso.",2010,
Penalized Least Squares methods for solving the EEG Inverse Problem,"Most of the known solutions (linear and nonlinear) of the ill-posed EEG Inverse Problem can be interpreted as the estimated coefficients in a penalized regression framework. In this work we present a general formulation of this problem as a Multiple Penalized Least Squares model, which encompasses many of the previously known methods as particular cases (e.g., Minimum Norm, LORETA). New types of inverse solutions arise since recent advances in the field of penalized regression have made it possible to deal with non-convex penalty functions, which provide sparse solutions (Fan and Li (2001)). Moreover, a generalization of this approach allows the use of any combination of penalties based on l1 or l2-norms, leading to solutions with combined properties such as smoothness and sparsity. Synthetic data is used to explore the benefits of non-convex penalty functions (e.g., LASSO, SCAD and LASSO Fusion) and mixtures (e.g., Elastic Net and LASSO Fused) by comparing them with known solutions in terms of localization error, blurring and visibility. Real data is used to show that a mixture model (Elastic Net) allows for tuning the spatial resolution of the solution to range from very concentrated to very blurred sources.",2008,Statistica Sinica
New Error Analysis for Lasso,"The Lasso is one of the most important approaches for parameter estimation and variable selection in high dimensional linear regression. At the heart of its success is the attractive rate of convergence result even when $p$, the dimension of the problem, is much larger than the sample size $n$. In particular, Bickel et al. (2009) showed that this rate, in terms of the $\ell_1$ norm, is of the order $s\sqrt{(\log p)/n}$ for a sparsity index $s$. In this paper, we obtain a new bound on the convergence rate by taking advantage of the distributional information of the model. Under the normality or sub-Gaussian assumption, the rate can be improved to nearly $s/\sqrt{n}$ for certain design matrices. We further outline a general partitioning technique that helps to derive sharper convergence rate for the Lasso. The result is applicable to many covariance matrices suitable for high-dimensional data analysis.",2011,arXiv: Statistics Theory
Polyphasic approach for assessing changes in an autochthonous marine bacterial community in the presence of Prestige fuel oil and its biodegradation potential,"A laboratory experiment was conducted to identify key hydrocarbon degraders from a marine oil spill sample (Prestige fuel oil), to ascertain their role in the degradation of different hydrocarbons, and to assess their biodegradation potential for this complex heavy oil. After a 17-month enrichment in weathered fuel, the bacterial community, initially consisting mainly of Methylophaga species, underwent a major selective pressure in favor of obligate hydrocarbonoclastic microorganisms, such as Alcanivorax and Marinobacter spp. and other hydrocarbon-degrading taxa (Thalassospira and Alcaligenes), and showed strong biodegradation potential. This ranged from >99% for all low- and medium-molecular-weight alkanes (C15â€“C27) and polycyclic aromatic hydrocarbons (C0- to C2- naphthalene, anthracene, phenanthrene, dibenzothiophene, and carbazole), to 75â€“98% for higher molecular-weight alkanes (C28â€“C40) and to 55â€“80% for the C3 derivatives of tricyclic and tetracyclic polycyclic aromatic hydrocarbons (PAHs) (e.g., C3-chrysenes), in 60Â days. The numbers of total heterotrophs and of n-alkane-, aliphatic-, and PAH degraders, as well as the structures of these populations, were monitored throughout the biodegradation process. The salinity of the counting medium affects the counts of PAH degraders, while the carbon source (n-hexadecane vs. a mixture of aliphatic hydrocarbons) is a key factor when counting aliphatic degraders. These limitations notwithstanding, some bacterial genera associated with hydrocarbon degradation (mainly belonging to Î±- and Î³-Proteobacteria, including the hydrocarbonoclastic Alcanivorax and Marinobacter) were identified. We conclude that Thalassospira and Roseobacter contribute to the degradation of aliphatic hydrocarbons, whereas Mesorhizobium and Muricauda participate in the degradation of PAHs.",2011,Applied Microbiology and Biotechnology
"Initial experience using a forward directed, high-intensity focused ultrasound balloon catheter for pulmonary vein antrum isolation in patients with atrial fibrillation.","BACKGROUND
A high-intensity-focused ultrasound balloon catheter (HIFU-BC) is designed to isolate pulmonary veins (PV) outside the ostia (PV antrum). This catheter uses a parabolic CO2 balloon (behind water balloon) to focus a 20-, 25-, or 30-mm diameter ring of ultrasound forward of the balloon (parallel to catheter shaft). The purpose of this study is to test the safety and efficacy of the HIFU-BC for PV antrum isolation in patients with atrial fibrillation (AF).


METHODS AND RESULTS
Twenty-seven patients with paroxysmal (19 patients) or persistent (8 patients) AF were studied. Double transseptal puncture was performed for left atrial deployment of a Lasso catheter (for PV mapping) and the 14 Fr HIFU-BC. The HIFU-BC was positioned outside the PV orifice over a guidewire. HIFU energy (acoustic power 45 watts) was applied for 40 seconds with a 20-mm sonicating ring and 40 or 60 seconds with a 25-mm or 30-mm sonicating ring. No other ablation system was utilized. PV antrum isolation was attempted using HIFU-BC in 78 of 104 PVs (25/27 RSPVs, all 23 LSPVs, all 23 LIPVs, all four left common trunks and 3/27 RIPVs). HIFU-BC successfully isolated 68 (87%) of the 78PV antra with 1-26 (median 3) HIFU applications. The complications include transient bleeding from a distal branch of the left superior PV resulting from guidewire manipulation in one patient and right phrenic nerve injury in another patient. No PV stenosis (>50% narrowing) and no LA-esophageal fistula occurred. At the 12-month follow-up, 16 (59%) of the 27 patients were free of symptomatic episodes of AF (only 3 of the 16 patients were receiving antiarrhythmic medications).


CONCLUSIONS
Forward-focused HIFU applications isolated PVs outside the PV ostium with elimination of AF in 16 (59%) of the 27 patients at 12 months following the single ablation procedure.",2007,Journal of cardiovascular electrophysiology
Penalized EM algorithm and copula skeptic graphical models for inferring networks for mixed variables,"In this article, we consider the problem of reconstructing networks for continuous, binary, count and discrete ordinal variables by estimating sparse precision matrix in Gaussian copula graphical models. We propose two approaches: $\ell_1$ penalized extended rank likelihood with Monte Carlo Expectation-Maximization algorithm (copula EM glasso) and copula skeptic with pair-wise copula estimation for copula Gaussian graphical models. The proposed approaches help to infer networks arising from nonnormal and mixed variables. We demonstrate the performance of our methods through simulation studies and analysis of breast cancer genomic and clinical data and maize genetics data.",2014,arXiv: Methodology
Cryptic Density Dependence: Effects of Covariation between Density and Site Quality in Reef Fish,"The importance and strength of density dependence continues to engender debate because of its central importance to population dynamics and regulation. Here, we show how confounding effects of site quality can mask strong effects of density dependence. In particular, we explore spatiotemporal variation and covariation among (1) densities of newly settled coral reef fish (Thalassoma hardwicke), (2) environmental characteristics, and (3) the strength of density-dependent mortality. Environmental features of patch reefs were spatially and temporally variable and influenced density-dependent survival. Higher- quality sites (i.e., reefs possessing features that yield greater numbers of recruits at any given settlement level) received greater settlement, and this relationship masked the op- eration of density dependence when variation in quality among sites (or times) was not distinguished (a common approach in many observational studies of density dependence). Our work illustrates how spatiotemporal covariation in settlement density and site quality can obscure patterns of density dependence at larger scales, contributing to a phenomenon we call ''cryptic density dependence.'' Acknowledging patterns and consequences of co- variance may alter the way we study population dynamics, especially of marine organisms, where the link between processes that affect settlement and post-settlement survival remains relatively poorly understood.",2003,Ecology
Impact of left atrial size on the outcome of wide area circumferential ablation vs lasso-guided pulmonary vein isolation,"AA drugs and duration of pAF was 6.4 5.6 yrs, and in LALA pts mean age was 61.4 10 yrs, LVEF 60 9%, LA size 3.3 2.1, 18 pts failed AA drugs, and duration of pAF was 8.1 6.8 yrs (all p NS for AVPI vs. LALA pts). Using only 5 mm tip catheters, APVI was performed at 50 watts and 52Â°C guided by a LassoTM catheter, and LALA was performed at 50watts and 55Â°C guided by the ESI NAVXTM system until electrogram amplitude was 0.5 mv. Post-ablation all AVPI pts were followed up at 1 and every 6 mos and LALA pts at 1 and 6 mos for symptomatic pAF and ECGs were obtained. Results: There were no complications with APVI or LALA. Fluoroscopy time was 119 32 min for APVI and 139 22 min for LALA. Post-APVI at 22.7 4.4 mos 8 pts (40%) had recurrent AF, and post-LALA at 3.6 2.2 mos 1 pt (5%) had recurrent AF. After APVI no pts (0%) had LA flutter (LAFL), whereas after LALA 7 pts (35%) had LAFL. After repeat APVI 5 pts had no AF recurrence, and 3 are improved with or without AA drugs. LAFL after LALA required repeat ablation in 1 pt, and 6 pts have had no recurrence after cardioversion on AA drugs. Conclusions: 1) Our new LALA approach results in a higher cure rate of pAF than APVI. 2) LAFL is more common after LALA than after APVI. 3) LAFL may require ablation, but can be controlled with AA drugs and may revolve with followup.",2005,Heart Rhythm
Active odor cancellation,"Noise cancellation is a traditional problem in statistical signal processing that has not been studied in the olfactory domain for unwanted odors. In this paper, we use the newly discovered olfactory white signal class to formulate optimal active odor cancellation using both nuclear norm-regularized multivariate regression and simultaneous sparsity or group lasso-regularized non-negative regression. As an example, we show the proposed technique on real-world data to cancel the odor of durian, katsuobushi, sauerkraut, and onion.",2014,2014 IEEE Workshop on Statistical Signal Processing (SSP)
