title,abstract,year,journal
"Learning to Forget: Schooling and Family Life in New Havenâ€™s Working Class, 1870-1940","This book offers an insightful view of the complex relations between home and school in the working-class immigrant Italian community of New Haven, Connecticut. Through the lenses of history, sociology, and education, Learning to Forget presents a highly readable account of cross-generational experiences during the period from 1870 to 1940, chronicling one generation's suspicions toward public education and another's need to assimilate. Through careful research Lassonde finds that not all working class parents were enthusiastic supporters of education. Not only did the time and energy spent in school restrict children's potential financial contributions to the family, but attitudes that children encountered in school often ran counter to the family's traditional values. Legally mandated education and child labor laws eventually resolved these conflicts, but not without considerable reluctance and resistance.",2005,
Shortest path analysis using partial correlations for classifying gene functions from gene expression data,"MOTIVATION
Gaussian graphical models (GGMs) are a popular tool for representing gene association structures. We propose using estimated partial correlations from these models to attach lengths to the edges of the GGM, where the length of an edge is inversely related to the partial correlation between the gene pair. Graphical lasso is used to fit the GGMs and obtain partial correlations. The shortest paths between pairs of genes are found. Where terminal genes have the same biological function intermediate genes on the path are classified as having the same function. We validate the method using genes of known function using the Rosetta Compendium of yeast (Saccharomyces Cerevisiae) gene expression profiles. We also compare our results with those obtained using a graph constructed using correlations.


RESULTS
Using a partial correlation graph, we are able to classify approximately twice as many genes to the same level of accuracy as when using a correlation graph. More importantly when both methods are tuned to classify a similar number of genes, the partial correlation approach can increase the accuracy of the classifications.",2009,Bioinformatics
Radiomics nomogram for differentiating between benign and malignant soft-tissue masses of the extremities.,"BACKGROUND
Preoperative differentiation between malignant and benign tumors is important for treatment decisions.


PURPOSE/HYPOTHESIS
To investigate/validate a radiomics nomogram for preoperative differentiation between malignant and benign masses.


STUDY TYPE
Retrospective.


POPULATION
Imaging data of 91 patients.


FIELD STRENGTH/SEQUENCE
T1 -weighted images (570 msec repetition time [TR]; 17.9 msec echo time [TE], 200-400 mm field of view [FOV], 208-512â€‰Ã—â€‰208-512 matrix), fat-suppressed fast-spin-echo (FSE) T2 -weighted images (T2 WIs) (4331 msec TR; 87.9 msec TE, 200-400 mm FOV, 312â€‰Ã—â€‰312 matrix), slice thickness 4 mm, and slice spacing 1 mm.


ASSESSMENT
Fat-suppressed FSE T2 WIs were selected for extraction of features. Radiomics features were extracted from fat-suppressed T2 WIs. A radiomics signature was generated from the training dataset using least absolute shrinkage and selection operator algorithms. Independent risk factors were identified by multivariate logistic regression analysis and a radiomics nomogram was constructed. Nomogram capability was evaluated in the training dataset and validated in the validation dataset. Performance of the nomogram, radiomics signature, and clinical model were compared.


STATISTICAL TESTS
1) Independent t-test or Mann-Whitney U-test: for continuous variables. Fisher's exact test or Ï‡2 test: comparing categorical variables between two groups. Univariate analysis: evaluating associations between clinical/morphological characteristics and malignancy. 2) Least absolute shrinkage and selection operator (LASSO)-logistic regression model: selection of malignancy features. 3) Significant clinical/morphological characteristics and radiomics signature were input variables for multiple logistic regression analysis. Area under the curve (AUC): evaluation of ability of the nomogram to identify malignancy. Hosmer-Lemeshow test and decision curve: evaluation and validation of nomogram results.


RESULTS
The radiomics nomogram was able to differentiate malignancy from benignity in the training and validation datasets with an AUC of 0.94. The nomogram outperformed both the radiomics signature and clinical model alone.


DATA CONCLUSION
This radiomics nomogram is a noninvasive, low-cost preoperative prediction method combining the radiomics signature and clinical model.


LEVEL OF EVIDENCE
3 Technical Efficacy: Stage 2 J. Magn. Reson. Imaging 2019.",2019,Journal of magnetic resonance imaging : JMRI
The Disputed Election at Langres in 1138,"Among the many disputed episcopal elections of the twelfth century, there are few that present both as many problems and as many points of interest as that at Langres in 1138. The diocese of Langres had since the time of the Carolingian emperors been among the most important in France. As early as 872 Charles the Bald, at the request of bishop Isaac, granted jointly to the cathedral of St. Mamas at Langres and to St. Stephen at Dijon the right, previously held by the local count, to coin money. In 967, the lay count was officially replaced by the bishop, although most of his rights were subinfeudated to a vidame. â€˜Par Langres,â€™ wrote Ferdinand Lot, â€˜suzeraine du Langogne, du Dijonnais et de ses annexes (Atuyer, Oscheret, Memontois), du Boulenois, du Bassigny, du Lassois, du Tonnerrois, etc., c'est-a-dire de la moitie de la Bourgogne francaise, le roi pouvait exercer, a l'occasion, une grande influence en cette region.â€™ In 1179, the bishop recovered direct control over his rights as count and became tenant-in-chief of the crown for all his lands and powers, whereas among his own vassals he numbered the duke of Burgundy and the count of Champagne. Later, between 1179 and 1356, he rose to the rank of duke and was recognized as the third ecclesiastical peer of the realm, taking precedence over his own metropolitan, the archbishop of Lyons, at the coronation of the king. Already in the first half of the twelfth century, the diocese of Langres compared in power and size to the great ecclesiastical principalities of the Holy Roman Empire. It included practically all the present bishoprics of Langres and Dijon and extended almost to the towns of Troyes and Auxerre to the north and west and beyond Dijon to the south. Within its boundaries lay not only the great old Benedictine abbeys of Beze and of St. Benigne and St. Stephen at Dijon, but also Molesme, the mother-house of Citeaux, and the newly-founded Cistercian monasteries of Clairvaux and Morimund.",1957,Tradition
The effect of the El NiÃ±o-Southern Oscillation event on the distribution of reef-associated labrid fishes in the eastern Pacific Ocean,"We surveyed the labrid fishes of the eastern Pacific ocean at multiple sites before, during, and after the 1997â€98 ENSO event. Our observations showed that reef fish communities in general did not appear to change markedly as a result of the ENSO. Recruitment of labrids at the Galapagos Islands, Clipperton Atoll and Baja California was generally high near the end of the ENSO, indicating no negative effect on populations. Two labrid species did extend their known range during the ENSO: Stethojulis bandanensis settled onto the tip of Baja California and to the Galapagos Islands, while Thalassoma virens recruited heavily to sites along the southern Sea of Cortez in Baja California. We discuss the oceanographic conditions during the ENSO that may have promoted the range extensions. Adults of these species were present in Baja California and Galapagos 2 yrs after the end of the ENSO. Our observations raise the question why these species do not colonize these sites in normal years, given the potential for long larval durations (up to a maximum of 104 d in T. virens) and rapid long-distance transport between islands in the region (recruits of S. bandanensis spent only about 32 d in the plankton). The recent El Ninoâ€Southern Oscillation (ENSO) event of 1997â€98 is considered to be one of the most intense of the past few centuries and has had a profound effect on the marine environment of the eastern Pacific Ocean (Glynn et al., this issue). The most significant and lasting result has been widespread mortality of reef-building corals throughout the region. The effect on reef-associated fishes is less dramatic and less well-documented, yet may be important to explaining the biogeography of fishes in the eastern Pacific Ocean. The epicenter of the temperature anomalies during the ENSO is near the Galapagos Islands, where the normal cool annual upwelling cycle disappears, the thermocline deepens, and a vast region of exceptionally warm surface water develops and persists for many months (reviewed in Enfield, this issue). In addition, the eastward flowing North Equatorial Countercurrent (NECC) speeds up considerably, and warm tropical water builds up in the eastern Pacific and flows towards more temperate regions (Wyrtki,",2001,Bulletin of Marine Science
A Multimodal Approach to the Quantification of Kinetic Tremor in Parkinsonâ€™s Disease,"Parkinson's disease results in motor impairment that deteriorates patients' quality of life. One of the symptoms negatively interfering with daily activities is kinetic tremor which should be measured to monitor the outcome of therapy. A new instrumented method of quantification of the kinetic tremor is proposed, based on the analysis of circles drawn on a digitizing tablet by a patient. The aim of this approach is to obtain a tremor scoring equivalent to that performed by trained clinicians. Models are trained with the least absolute shrinkage and selection operator (LASSO) method to predict the tremor scores on the basis of the parameters computed from the patients' drawings. Signal parametrization is derived from both expert knowledge and the response of an artificial neural network to the raw data, thus the approach was named multimodal. The fitted models are eventually combined into model ensembles that provide aggregated scores of the kinetic tremor captured in the drawings. The method was verified with a set of clinical data acquired from 64 Parkinson's disease patients. Automated and objective quantification of the kinetic tremor with the presented approach yielded promising results, as the Pearson's correlations between the visual ratings of tremor and the model predictions ranged from 0.839 to 0.890 in the best-performing models.",2020,"Sensors (Basel, Switzerland)"
Necessary and Sufficient Conditions of Solution Uniqueness in l(sub 1) Minimization (Preprint),"Abstract : This paper shows that the solutions to various convex l(sub 1) minimization problems are unique if and only if a common set of conditions are satisfied. This result applies broadly to the basis pursuit model, basis pursuit denoising model, Lasso model, as well as other l(sub 1) models that either minimize f(Ax-b) or impose the constraint f(Ax-b) or = to sigma, where f is a strictly convex function. For these models, this paper proves that x* is the unique solution if and only if A(sub I) has full column rank and there exists y. This condition is previously known to be sufficient for the basis pursuit model to have a unique solution supported on I. Indeed, it is also necessary, and applies to a variety of other l(sub 1) models. The paper also discusses ways to recognize unique solutions and verify the uniqueness conditions numerically.",2012,
Now You See Me: High School Dropout and Machine Learning,"In this paper, we create an algorithm to predict which students are eventually going to drop out of US high school using information available in 9th grade. We show that using a naive model - as implemented in many schools - leads to poor predictions. In addition to this, we explain how schools can obtain more precise predictions by exploiting the big data available to them, as well as more sophisticated quantitative techniques. We also compare the performances of econometric techniques like Logistic Regression with Machine Learning tools such as Support Vector Machine, Boosting and LASSO. We offer practical advice on how to apply the new Machine Learning codes available in Stata to the high dimensional datasets available in education. Model parameters are calibrated by taking into account policy goals and budget constraints.",2017,
Palynostratigraphy of Jurrasic to Lower Cretaceous sequences from the Eastern Desert of Egypt,"Abstract Well-preserved miospore assemblages are described from three deep exploration wells in the northern part of the Eastern Desert, Egypt. The composite succession in the three boreholes investigated comprises eight formations assigned to the Jurassic-Lower Cretaceous. The Jurassic/Cretaceous boundary in the subsurface of the studied area is unconformable. A stratigraphical break of varying magnitude exists in the three wells. Miospore analysis of the studied wells yielded about 186 miospore species belonging to 80 genera. Among these, 116 pteridophytic spore species are related to 53 genera, 39 gymnosperm pollen species to 15 genera and 31 angiosperm pollen species to 12 genera. Accordingly, six miospore biozones are recognised, three in the Jurassic and three in the Lower Cretaceous. In ascending stratigraphical order, these are: Classopollis/Circulina-Deltoidospora spp. Assemblage Zone (?Toarcian-Aalenian); Verrucosisporites spp.- Converrucosisporites spp.- Trilobosporites spp. Assemblage Zone (Early Bajocian-Callovian); Cicatricosisporites spp.- Contignisporites spp. Assemblage Zone (Oxfordian-Kimmeridgian); Stellatopollis spp.-? Schrankipollis spp. Assemblage Zone (Barremian); Afropollis operculatus-Brenneripollis-Tricolpites spp. Assemblage Zone (Aptian); and Crybelosporites pannuceus-Afropollis jardinus-Tricolporopollenites Assemblage Zone (Early Albian). These biozones are compared with other contemporaneous microfloral assemblages from the Northern Gondwanan Realm.",2001,Journal of African Earth Sciences
ProfesinÄ—s kvalifikacijos pripaÅ¾inimas Europos Bendrijos teisÄ—je,"Siame darbe nagrinÄ—jamas kvalifikacijÅ³
pripaÅ¾inimo Europos Bendrijoje teisinis reguliavimas. Darbe
nuosekliai analizuojami svarbiausi kvalifikacijÅ³ pripaÅ¾inimÄ…
uÅ¾tikrinantys elementai. Pateikiami pagrindiniai profesinÄ—s veiklos
apribojimai, kvalifikacijÅ³ pripaÅ¾inimo rÅ«sys ir Europos Bendrijos
veiksmÅ³ kvalifikacijï¿½ï¿½ pripaÅ¾inimo srityje teisinis pagrindas.
Darbe analizuojama reglamentuojamÅ³ profesijÅ³ kvalifikacijÅ³
pripaÅ¾inimo raida, Europos Bendrijos Teisingumo Teismo vaidmuo,
uÅ¾tikrinant reglamentuojamÅ³ profesijÅ³ kvalifikacijÅ³ pripaÅ¾inimÄ…, ir
Europos Parlamento ir Tarybos direktyvos 2005/36/EB taikymo
apimtis. Atskleidus direktyvos 2005/36/EB taikymo apimtÄ¯, darbe
analizuojamos sios direktyvos nustatytos pripaÅ¾inimo sistemos: trys
kvalifikacijÅ³ pripaÅ¾inimo sistemos nuolatinio uÅ¾siÄ—mimo profesija
atveju (bendroji pripaÅ¾inimo sistema, sektorinÄ— pripaÅ¾inimo sistema
ir profesinÄ— patirties pripaÅ¾inimu pagrÄ¯sta sistema) ir pripaÅ¾inimo
sistema, taikoma laikino paslaugÅ³ teikimo atveju. Darbe nustatyta,
kad dabartiniame Europos Bendrijos teisÄ—s vystymosi etape
reglamentuojamÅ³ profesijÅ³ kvalifikacijÅ³ pripaÅ¾inimas uÅ¾tikrinamas
Europos Parlamento ir Tarybos direktyvos 2005/36/EB nustatytais
mechanizmais, o sios direktyvos netaikymo atvejais remiantis
Europos Bendrijos Teisingumo Teismo suformuluotomis Europos
Bendrijos Sutarties aiskinimo taisyklÄ—mis, pateiktomis bylose
C-340/89 Vlassopoulou ir C-238/98 Hocsman. Nustatyta, kad
reglamentuojamos profesijos samprata yra itin reiksminga,...
[toliau Å¾r. visÄ… tekstÄ…]%%%%The purpose of this masterâ€™s final thesis is
to analyze the legal regulation of the recognition of professional
qualifications. The core elements that ensure the recognition of
qualifications are consequently investigated in this work. The
paper also presents the main restrains to professional activities,
the types of recognition of qualifications and legal basis for EC
action in the area of recognition of qualifications as well as the
development of the recognition of qualifications of regulated
professions, European Court of Justiceâ€™s role in securing
recognition of professional qualifications, and the scope of the
directive 2005/36/EC of the European Parliament and of the Council.
Having revealed the scope of the directive 2005/36/EC the following
systems of recognition of qualifications, previewed by this
directive, are analyzed. Firstly, the three qualification
recognition systems in case of permanent exercise of profession,
i.e. general recognition system, sectoral recognition system and
the system based on recognition of professional experience and
secondly the recognition system for temporal provision of services.
It is established that at the current EC development stage the
recognition of qualifications of regulated professions is ensured
in two ways: by measures previewed by directive 2005/36/EB and in
case this directive is not applied it is based on EC treaty
explanation formulated by European Court of Justice, presented in
cases C-340/89 Vlassopoulou and C-238/9... [to full
text]",2008,
