title,abstract,year,journal
"United Spates Uspartmmt of the Interior Geological Volcanic Debris in Uranieerojs Sandstones, and Its Possible Bearing Os the Origin and Precipitation of Uranium*'","The possible relationships between uranium and vanadium ore deposits on the Colorado Plateau and the volcanic material which, in part, makes up the host rocks were investigated in 1951 It is suggested that the uranium and vanadium ore deposits have a complex origin and history, and that they were emplaced during the structural deformation and igneous intrusion of early Tertiary time. Volcanic debris, now altered to clay minerals, has been recognized in the Salt Wash and Brushy Basin members of the Mbrrison formation and in the Shinarump conglomerate and Chinle formation. Held studies and microscopic examination of the ores indicate a relationship between the ore minerals and montmorillonite clay formed by devitrification of volcanic glasso The vanadium hydromica formerly called ""roseoelite"" is believed, to be derived from montmorillonite 0 $ A paragenetic sequence of events, shown by examination of thin sections of the ore-bearing sandstones, begins with cementation of the sand by calcite, followed by secondary enlargement of quartz grains* The new silica formed as overgrowths on the quartz grains was probably released by devjLtrification of the glassy volcanic material. At a later date solution of quartz grains and formation of vanadium hydromica and uranium bearing minerals occurred. Deposition of the ore minerals is probably related to a change in ground water conditions brought about by igneous intrusion.",2010,
A gene signature of chemo-immunization to predict outcome in patients with triple negative breast cancer treated with neoadjuvant chemotherapy.,"575Background: In patients with triple-negative breast cancer (TNBC), the extent of tumor-infiltrating lymphocytes (TILs) in the residual disease after anthracycline-based neoadjuvant chemotherapy (NACT) is associated with a better prognosis. We aimed to develop a genomic signature from pre-treatment samples to predict the extent of TILs after NACT, and then to test its prognostic value on survival. Methods: Using 99 pre-treatment samples (training set), we generated a four-gene signature that predicts post-NACT TILs using the LASSO technique. Prognostic value of the signature on survival was assessed on the training set (n=99) and then evaluated on an independent validation set including 185 patients with TNBC treated with NACT. Results: A four-gene signature, assessed on pre-treatment samples and combining the expression levels of HLF, CXCL13, SULT1E1, and GBP1 predicted the extent of lymphocytic infiltration after NACT. In a multivariate analysis performed on the training set, a one-unit increase in th...",2017,Journal of Clinical Oncology
Assessing the performance of hospitals at Kermanshah University of Medical Sciences by Pabon Lasso Model(2006-2011),"Background: Assessment of hospital performance plays an important role in improving the quantity and quality of services. The purpose of this study was to evaluate the performance of the teaching hospitals of Kermanshah University of Medical Sciences using Pabon Lasso model during 2006-2011. Methods : This descriptive-analytical study was carried out to assess the performance of six teaching hospitals of Kermanshah University of Medical Sciences during 2006-2011 using Pabon Lasso Model. This model uses three indexes of bed occupancy rate, bed turnover rate and the average length of stay, simultaneously. The data were collected using a standardized checklist, and Excel software was used for analyzing the data and charting Pabon Lasso. Results: The results showed that one of the studied hospitals had high bed occupancy rate and low turnover rate, two hospitals had high turnover rate and low bed occupancy rate, one hospital had high bed occupancy rate and high bed turnover rate, and two hospitals had low bed turnover rate and high bed occupancy rate. Conclusion: According to this study, about 85 percent of hospitals had low performance in indexes of bed occupancy rate, bed turnover rate or both. So, the reasons for the low performance must be evaluated and analyzed. Also, based on the characteristics of the hospitals, proper strategies can be applied to improve the performance of hospitals and increase the efficiency of resources.",2014,
Emigration from Nepal: some major issues.,This study examined emigration from Nepal during 1952-91. Data were obtained from census records decennially. Records indicate that the volume of emigration amounted to about 2.39% of total population in 1952-53 and 3.58% in 1991. The level of emigration rose from 198120 persons to 658290. Emigrants are persons who were absent from their home for more than 6 months due to tourism pilgrimage business trips studies employment or permanent migration. Most emigrants return home after several months or years. A recent survey finds that 14.1% returned after more than 5 years. The Nepal model of migration is different from conventional or Marxist models. For example landlessness or near landlessness are not the primary reasons for migration. The recent emigration to Arab countries is driven by the desire for better income. Emigrants pay handsomely to go abroad for work (Rs. 85000). Nepalese emigrate to Australia and the US for a better income and a better life. The proportion of female emigrants was 6.23% of total emigrants to Arab countries and 16.2% to India. 31% of emigrants were females who emigrated to North America and 29% emigrated to European countries. Emigrants to Arab countries were likely to return home. Emigrants to North America and Europe were likely to be permanent migrants. The author prefers Mellassouxs (1981) model that says that Nepal is losing manpower during their most productive years. Remittances do not offset the loss. Government costs are incurred for supporting education abroad benefits in old age and for youth and the spread of sexually transmitted diseases.,1997,
Blossom Tree Graphical Models,"We combine the ideas behind trees and Gaussian graphical models to form a new nonparametric family of graphical models. Our approach is to attach nonparanormal ""blossoms"", with arbitrary graphs, to a collection of nonparametric trees. The tree edges are chosen to connect variables that most violate joint Gaussianity. The non-tree edges are partitioned into disjoint groups, and assigned to tree nodes using a nonparametric partial correlation statistic. A nonparanormal blossom is then ""grown"" for each group using established methods based on the graphical lasso. The result is a factorization with respect to the union of the tree branches and blossoms, defining a high-dimensional joint density that can be efficiently estimated and evaluated on test points. Theoretical properties and experiments with simulated and real data demonstrate the effectiveness of blossom trees.",2014,
Efficacy of intervention strategies for bioremediation of crude oil in marine systems and effects on indigenous hydrocarbonoclastic bacteria.,"There is little information on how different strategies for the bioremediation of marine oil spills influence the key indigenous hydrocarbon-degrading bacteria (hydrocarbonoclastic bacteria, HCB), and hence their remediation efficacy. Therefore, we have used quantitative polymerase chain reaction to analyse changes in concentrations of HCB in response to intervention strategies applied to experimental microcosms. Biostimulation with nutrients (N and P) produced no measurable increase in either biodegradation or concentration of HCB within the first 5 days, but after 15 days there was a significant increase (29%; P < 0.05) in degradation of n-alkanes, and an increase of one order of magnitude in concentration of Thalassolituus (to 10(7) cells ml(-1)). Rhamnolipid bioemulsifier additions alone had little effect on biodegradation, but, in combination with nutrient additions, provoked a significant increase: 59% (P < 0.05) more n-alkane degradation by 5 days than was achieved with nutrient additions alone. The very low Alcanivorax cell concentrations in the microcosms were hardly influenced by addition of nutrients or bioemulsifier, but strongly increased after their combined addition, reflecting the synergistic action of the two types of biostimulatory agents. Bioaugmentation with Thalassolituus positively influenced hydrocarbon degradation only during the initial 5 days and only of the n-alkane fraction. Bioaugmentation with Alcanivorax was clearly much more effective, resulting in 73% greater degradation of n-alkanes, 59% of branched alkanes, and 28% of polynuclear aromatic hydrocarbons, in the first 5 days than that obtained through nutrient addition alone (P < 0.01). Enhanced degradation due to augmentation with Alcanivorax continued throughout the 30-day period of the experiment. In addition to providing insight into the factors limiting oil biodegradation over time, and the competition and synergism between HCB, these results add weight to the use of bioaugmentation in oil pollution mitigation strategies.",2007,Environmental microbiology
Sparse methods for Alzheimerâ€™s Disease classification,"The diagnosis of Alzheimerâ€™s disease (AD) using image biomarkers establishes a complex computational challenge. The high dimensionality of this problem is a consequence of the lack of catalogued patients in the databases compared to the number of variables from the images. Nowadays, most of the decisions are still made by physicians without the support of automatic diagnosis tools. The development of a framework able to help and expedite the medical specialists decisions is the main objective of the present study. In this tool, a series of sparse methods capable of dealing with high dimensional problems were used, inducing sparsity in the models created to automatically detect a patient with AD. The two sparse methods used are both based on L1âˆ’norm regularization parameter. The Lasso method, where the voxels from PET scans are used as an input, and the Group Lasso, where the spatial information between voxels, based on brain regions, is explored. The groups of voxels used in this study were based on the Atlas Oxford-Harvard brain segmentation and alternative regions based on Gaussian Mixture Models using cognitive normal patients. The experimental results with the Lasso achieved on the ADNI database were consistent when compared with the state-of-art. Furthermore, they improved the results with the introduction of groups by the Group Lasso when the Atlas and clustered regions were used. However, regions selected manually by experts remain to obtain better accuracy results, stating the need to improve how the regions are selected.",2018,
Measurement Error in LASSO - Analytical Results and a Simulation Study,"The LASSO (Tibshirani, 1996) is a powerful method which due to the fact that is uses a l 1-penalty allows for the estimation of regression coefficients and variable selection at the same time. An important property of the LASSO is that it can be applied even when the number of covariates p is larger than the number of observations n. This differs the LASSO from the popular OLS method which requires p < n. An assumption that is common to the vast majority of studies on the LASSO is that the design matrix X passed to the LASSO for performing linear regression contains perfect covariate measurements that do not suffer from additive measurement error. However, in practice where data corrupted by measurement errors or errors-invariable data are rather the norm than the exception, this assumption does not meet the truth. In this work, we studied the LASSO in the presence of additive measurement error in the design matrix. In doing so, we allowed for analytical results on the estimation and variable selection consistency of both the LASSO with perfect design and the naive LASSO with additive covariate measurement error. We performed a Monte Carlo simulation study to assess the finite sample performance of the OLS and the LASSO under matrix uncertainty. Thereby, we also computed the corresponding corrected estimates. In particular, we used the well-known reliability ratio (Fuller, 1987) for the OLS estimates and a reliability ratio-like factor according to SÃ¸rensen et al. (2014) for the naive LASSO estimates in the presence of measurement error. In summary, we found that the MSE values of both the naive LASSO and the naive OLS increase with growing measurement error variance and covariate correlation. With respect to the corrected LASSO and OLS estimates, our results suggest that there does not exist any overall evidence of the efficacy of the applied measurement error correction factors. Especially, the MSE values of the corrected estimates tend to be larger than the ones for the naive estimators. However, we found that the empirical averages of the MSE values were inflated by a few outliers and that the occurrence of outliers was due to the bad conditioning of a matrix which contributes to the correction factor. Moreover, our simulation results suggest that the coincidence of high covariate correlation and large measurement error variance leads the LASSO to be more or less unable to differ between important and unimportant â€¦",2015,
Consensus Ensemble System for Traffic Flow Prediction,"Traffic flow prediction is a key component of an intelligent transportation system. Accurate traffic flow prediction provides a foundation for other tasks, such as signal coordination and travel time forecasting. There are many known methods in literature for the short-term traffic flow prediction problem, but their efficacy depends heavily on the traffic characteristics. It is difficult, if not impossible, to pick a single method that works well over time. In this paper, we present an automated framework to address this practical issue. Instead of selecting a single method, we combine predictions from multiple methods to generate a consensus traffic flow prediction. We propose an ensemble learning model that exploits the temporal characteristics of the data, and balances the accuracy of individual models and their mutual dependence through a covariance-regularizer. We additionally use a pruning scheme to remove anomalous individual predictions. We apply our proposed model to multi-step-ahead arterial roadway flow prediction. In tests, our method consistently outperforms recently published ensemble prediction methods based on ridge regression and lasso. Our method also produces steady results even when the standalone models and other ensemble methods make wildly exaggerated predictions.",2018,IEEE Transactions on Intelligent Transportation Systems
Opinion polarity detection in Twitter data combining shrinkage regression and topic modeling,"We propose a method to analyze public opinion about political issues online by automatically detecting polarity in Twitter data. Previous studies have focused on the polarity classification of individual tweets. However, to understand the direction of public opinion on a political issue, it is important to analyze the degree of polarity on the major topics at the center of the discussion in addition to the individual tweets. The first stage of the proposed method detects polarity in tweets using the Lasso and Ridge models of shrinkage regression. The models are beneficial in that the regression results provide sentiment scores for the terms that appear in tweets. The second stage identifies the major topics via a latent Dirichlet analysis (LDA) topic model and estimates the degree of polarity on the LDA topics using term sentiment scores. To the best of our knowledge, our study is the first to predict the polarities of public opinion on topics in this manner. We conducted an experiment on a mayoral election in Seoul, South Korea and compared the total detection accuracy of the regression models with five support vector machine (SVM) models with different numbers of input terms selected by a feature selection algorithm. The results indicated that the performance of the Ridge model was approximately 7% higher on average than that of the SVM models. Additionally, the degree of polarity on the LDA topics estimated using the proposed method was compared with actual public opinion responses. The results showed that the polarity detection accuracy of the Lasso model was 83%, indicating that the proposed method was valid in most cases.",2016,J. Informetrics
