title,abstract,year,journal
Comparison of statistical methods for finding network motifs,"Abstract There has been much recent interest in systems biology for investigating the structure of gene regulatory systems. Such networks are often formed of specific patterns, or network motifs, that are interesting from a biological point of view. Our aim in the present paper is to compare statistical methods specifically with regard to the question of how well they can detect such motifs. One popular approach is by network analysis with Gaussian graphical models (GGMs), which are statistical models associated with undirected graphs, where vertices of the graph represent genes and edges indicate regulatory interactions. Gene expression microarray data allow us to observe the amount of mRNA simultaneously for a large number of genes p under different experimental conditions n, where p is usually much larger than n prohibiting the use of standard methods. We therefore compare the performance of a number of procedures that have been specifically designed to address this large p-small n issue: G-Lasso estimation, Neighbourhood selection, Shrinkage estimation using empirical Bayes for model selection, and PC-algorithm. We found that all approaches performed poorly on the benchmark E. coli network. Hence we systematically studied their ability to detect specific network motifs, pairs, hubs and cascades, in extensive simulations. We conclude that all methods have difficulty detecting hubs, but the PC-algorithm is most promising.",2014,Statistical Applications in Genetics and Molecular Biology
Parametric component detection and variable selection in varying-coefficient partially linear models,"In this paper we are concerned with detecting the true structure of a varying-coefficient partially linear model. The first issue is to identify whether a coefficient is parametric. The second issue is to select significant covariates in both nonparametric and parametric portions. In order to simultaneously address both issues, we propose to combine local linear smoothing and the adaptive LASSO and penalize both the coefficient functions and their derivatives using an adaptive L""1 penalty. We give conditions under which this new adaptive LASSO consistently identifies the significant variables and parametric components along with estimation sparsity. Simulated and real data analysis demonstrate the proposed methodology.",2012,J. Multivar. Anal.
The comparative morphology of hepatic photophores in decapod Crustacea,"The hepatic photophores of species of Sergestes (organs of Pesta) contain fluorescent paracrystalline platelets which are the sources of the luminescence. The cells containing these crystals are contiguous with cells filled with lipid droplets which act as a diffuse reflector. The optical properties of the organ as a whole derive from the different arrangement of the various regions in the mosaic of individual tubules. The hepatic photophores of Parapandalus, Thalassocaris and Chlorotocoides have a similar anatomical position but differ considerably in structure. They do not contain paracrystalline material and they have a diffuse reflector, probably not composed of lipid, which is separated from the tubules that make up the photocytes. The organs in Thalassocaris and Chlorotocoides are very similar in structure. Luminescence in the photophores of all four genera is probably intracellular.",1981,Journal of the Marine Biological Association of the United Kingdom
Predicting later asthma in toddlers: Do environmental exposure data improve a clinical tool?,"Background: We recently developed a simple clinical tool for predicting asthma at school-age in toddlers presenting at the doctor with wheeze or cough (ERJ 2011;38(Supp 55):269-270s). It uses 10 predictors (severity of wheeze, atopic family history, eczema, age and sex), summarized in a score. We now assessed, whether environmental (EV) and socioeconomic (SE) factors improve the predictive performance of this tool.

Methods: From a population-based cohort (UK), we included 1-3 year-olds with current wheeze or recurrent cough and related healthcare visits. Current asthma (wheeze needing inhalers) was assessed 5 yrs later. As potential predictors we included the original prediction score, plus EV (nursery care, siblings, cooking and heating fuel, pets, smoking, breastfeeding) and SE factors (Townsend score, overcrowding, traffic density, urban living, parental education, single parents). We first looked at univariable associations between EV and SE factors and asthma 5 yrs later and then used lasso penalized logistic regression to select predictors in a model including all potential predictors.

Results: 345/1226 (28%) eligible children had asthma 5 yrs after baseline. Cooking with gas and maternal smoking were associated with asthma (p<0.05). However, in the lasso penalized logistic regression only the original score was selected.

Conclusion: Severity of wheeze and family history remain the most important predictors of later asthma in toddlers. Information on EV and SE factors adds little to improve predictive performance of the tool. Further research should investigate the additional value of physiological measurements.

Funding: SNF PDFMP3-123162, SNF 32003B-144068, Asthma UK 07/048.",2013,European Respiratory Journal
Factors related to and economic implications of inhospital death in German lung cancer patients - results of a Nationwide health insurance claims data based study,"BackgroundWhen patients die in a hospital their quality of life is lower than when they die at home or in a hospice. Despite efforts to improve palliative care supply structures, still about 60% of lung cancer patients die in a hospital. Studies have examined factors related to inhospital death in lung cancer patients, yet none used data of a representative German population, additionally including economic aspects. This study aimed to identify factors related to inhospital death in German lung cancer patients and analysed resulting costs.MethodsWe analysed a dataset of health insurance claims of 17,478 lung cancer patients (incident 2009) with 3 year individual follow-up. We grouped patients into inhospital death and death elsewhere. Studied factors were indicators of healthcare utilization, palliative care, comorbidities and disease spread. We used logistic regression models with LASSO selection method to identify relevant factors. We compared all-cause healthcare expenditures for the last 30Â days of life between both groups using generalized linear models with gamma distribution.ResultsTwelve thousand four hundred fifty-seven patients died in the observation period, thereof 6965 (55.9%) in a hospital. The key factors for increased likelihood of inhospital death were receipt of inpatient palliative care (ORâ€‰=â€‰1.85), chemotherapeutic treatments in the last 30Â days of life (ORâ€‰=â€‰1.61) and comorbid Congestive Heart Failure (ORâ€‰=â€‰1.21), and Renal Disease (ORâ€‰=â€‰1.19). In contrast, higher care level (ORâ€‰=â€‰0.16), nursing home residency (ORâ€‰=â€‰0.25) and receipt of outpatient palliative care (ORâ€‰=â€‰0.25) were associated with a reduced likelihood. All OR were significant (p-values<â€‰0.05). Expenditures in the last 30Â days of life were significantly higher for patients with inhospital death (â‚¬ 6852 vs. â‚¬ 33,254, p-value<â€‰0.0001).ConclusionFindings suggest that factors associated with inhospital death often relate to previous contact with hospitals like prior hospitalizations, and treatment of the tumour or comorbidities. Additionally, factors associated with dying elsewhere relate to access to care settings which are more focused on palliation than hospitals. From these results, we can derive that implementing tools like palliative care into tumour-directed therapy might help patients make self-determined decisions about their place of death. This can possibly be achieved at reduced economic burden for SHIs.",2018,BMC Health Services Research
Ultrahigh dimensional variable selection through the penalized maximum trimmed likelihood estimator,"Abstract The penalized maximum likelihood estimator (PMLE) has been widely used for variable selection in high-dimensional data. Various penalty functions have been employed for this purpose, e.g., Lasso, weighted Lasso, or smoothly clipped absolute deviations. However, the PMLE can be very sensitive to outliers in the data, especially to outliers in the covariates (leverage points). In order to overcome this disadvantage, the usage of the penalized maximum trimmed likelihood estimator (PMTLE) is proposed to estimate the unknown parameters in a robust way. The computation of the PMTLE takes advantage of the same technology as used for PMLE but here the estimation is based on subsamples only. The breakdown point properties of the PMTLE are discussed using the notion of $$d$$-fullness. The performance of the proposed estimator is evaluated in a simulation study for the classical multiple linear and Poisson linear regression models.",2014,Statistical Papers
Robust estimation of precision matrices under cellwise contamination,"There is a great need for robust techniques in data mining and machine learning contexts where many standard techniques such as principal component analysis and linear discriminant analysis are inherently susceptible to outliers. Furthermore, standard robust procedures assume that less than half the observation rows of a data matrix are contaminated, which may not be a realistic assumption when the number of observed features is large. The problem of estimating covariance and precision matrices under cellwise contamination is investigated. The use of a robust pairwise covariance matrix as an input to various regularisation routines, such as the graphical lasso, QUIC and CLIME is considered. A method that transforms a symmetric matrix of pairwise covariances to the nearest covariance matrix is used to ensure the input covariance matrix is positive semidefinite. The result is a potentially sparse precision matrix that is resilient to moderate levels of cellwise contamination. Since this procedure is not based on subsampling it scales well as the number of variables increases.",2016,Comput. Stat. Data Anal.
Gene expression Gradient lasso for Cox proportional hazards model,"Motivation: There has been an increasing interest in expressing a survival phenotype (e.g. time to cancer recurrence or death) or its distribution in terms of a subset of the expression data of a subset of genes. Due to high dimensionality of gene expression data, however, there is a serious problem of collinearity in fitting a prediction model, e.g. Coxâ€™s proportional hazards model. To avoid the collinearity problem, several methods based on penalized Cox proportional hazards models have been proposed. However, those methods suffer from severe computational problems, such as slow or even failed convergence, because of high-dimensional matrix inversions required for model fitting. We propose to implement the penalized Cox regression with a lasso penalty via the gradient lasso algorithm that yields faster convergence to the global optimum than do other algorithms. Moreover the gradient lasso algorithm is guaranteed to converge to the optimum under mild regularity conditions. Hence, our gradient lasso algorithm can be a useful tool in developing a prediction model based on high-dimensional covariates including gene expression data. Results: Results from simulation studies showed that the prediction model by gradient lasso recovers the prognostic genes. Also results from diffuse large B-cell lymphoma datasets and Norway/Stanford breast cancer dataset indicate that our method is very competitive compared with popular existing methods by Park and Hastie and Goeman in its computational time, prediction and selectivity. Availability: R package glcoxph is available at http://datamining.dongguk.ac.kr/R/glcoxph. Contact: park463@uos.ac.kr",2009,
Uniform Inference in High-dimensional Dynamic Panel Data Models,"We establish oracle inequalities for a version of the Lasso in high-dimensional fixed effects dynamic panel data models. The inequalities are valid for the coefficients of the dynamic and exogenous regressors. Separate oracle inequalities are derived for the fixed effects. Next, we show how one can conduct uniformly valid simultaneous inference on the parameters of the model and construct a uniformly valid estimator of the asymptotic covariance matrix which is robust to conditional heteroskedasticity in the error terms. Allowing for conditional heteroskedasticity is important in dynamic models as the conditional error variance may be non-constant over time and depend on the covariates. Furthermore, our procedure allows for inference on high-dimensional subsets of the parameter vector of an increasing cardinality. We show that the confidence bands resulting from our procedure are asymptotically honest and contract at the optimal rate. This rate is different for the fixed effects than for the remaining parts of the parameter vector.",2015,arXiv: Statistics Theory
A Novel Combined Electricity Price Forecasting Method Based on Data Driven Algorithms,"In the deregulated electricity market, accurate knowledge of electricity price tend helps maximize the profitability of the participants in the electricity market, so electricity price forecasting becomes extremely important. On the basis of not considering the situation of the electricity market itself and many factors affecting the electricity price, the historical load and electricity price are used as inputs to predict the electricity price from the perspective of data driven. The Lasso, Random Forest, Support Vector Machine and BP Neural Network methods are used to establish a single algorithmic electricity price model respectively, and then the linear Lasso and nonlinear BP neural network are used to make combined the prediction results of four single algorithmic electricity price models. Finally, the actual electricity price and load data from Queensland are used for simulation. The simulation results show that: (i) Among the four electricity price models, BP neural network model has the highest accuracy, and the average absolute error is 6.034. The Random Forests model has the worst accuracy, with an average absolute error of 9.669. (ii) The combined nonlinear BP neural network model can predict the electricity price more accurately with an average absolute error of 4.641.",2019,"2019 IEEE Transportation Electrification Conference and Expo, Asia-Pacific (ITEC Asia-Pacific)"
