title,abstract,year,journal
Marine natural products : integrated spectroscopic solutions for structure elucidation - eScholarship,"This dissertation describes the structure determination and biological activity of four groups of sponge derived secondary metabolites by integrated approaches using synthesis and circular dichroism. Chapter 2 describes the isolation and structure determination of brominated ene- yne tetrahydrofuran fatty acids, mutafurans A-G from the marine sponge Xestospongia muta. Two optically active ene- yne tetrahydrofuran model compounds were synthesized for chiroptical comparison to the natural product. Ene-yne and diyne alcohols and their corresponding naphthoate derivatives were synthesized for chiroptical studies. The antifungal activity of mutafurans A-G is reportedChapter 3 describes the identification of the feeding deterrent chemotype in the marine sponge Phorbas amaranthus against the common bluehead wrasse, Thalassoma bifasciatum. Two types of sulfated sterols were isolated from the highly deterrent polar extracts: amaranzoles A-F and amaroxocanes A and B. The structure determination of amaranzoles A and B was assisted by synthesis of optically active hydroxy- phenyl imidazole model compounds for comparison of NMR and CD to the natural products. Amaraoxocane B showed feeding deterrent activity against Thalassoma bifasciatum at higher than natural concentrations. Chapter 4 describes the identification of bis-piperidine alkaloids, xestoproxamines A-C from the marine sponge Neopetrosia proxima. The stereochemistry of the C23 methyl group in xestoproxamine C was elucidated by a Hoffman degradation/ cross metathesis protocol and comparison to an optically active model. A method was established to assign the absolute configuration of the bis-piperidine core in xestoproxamines A-C by chemical conversion to bis-p- bromophenacyl quaternary ammonium salts, and interpretation of the resulting ECCD spectra. The cytotoxic activity for xestoproxamines A-C is reported. Chapter 5 describes the isolation and structure determination of mollenyne A from Spirastrella mollis. The complete stereostructure was determined by a combination of NMR, CD, and chemical conversion. The biological activity for mollenyne A is reported",2011,
"Transformation of the mouse clonal cell line R846-DP8 by Mississippi River, raw, and finished water samples from Southeastern Louisiana.","(1) Fine, D. H., Rounbehler, D. P., Belcher, N. M., Epstein, S. S., Science, 192, 1328 (1976). (2) Pellizzari, E. D., Environmental Sciences Research Laboratory, EPA, Research Triangle Park, N.C., EPA Report 600/7-77-055. ( 3 ) Urban, C. H., Garbe, R. J., Paper 790696 presented at the Society of Automotive Engineers Passenger Car Meeting, Dearborn, Mich., June 1979. (4) General Motors Advanced Emission Control System Development Progress, submitted to the Environmental Protection Agency, Dec 15, 1976, pp VIII-24. (5) Hare, C. T., Banes, T. M., Paper 770719 presented at 1977 Society of Automotive Engineers, Off-Highway Vehicle Meeting, MECCA. Milwaukee, Wis., Sept 1977. (6) Hanst, P . L., Spence, J. W., Miller, M., Enciron. Sci. Techno/. , 11,403 (1977). ( 7 ) Glasson, W. A,. General Motors Research Puhlication GMR-81. Sept 1977. ( 8 ) Grosjean, P. , Cauwenberghe, K., Schmid, J . , Pitts, J., paper presented at the 4th Joint Conference on Sensing Environmental Pollutants, New Orleans, La., Nov 1977. (9) Hurn, R. W., Allsup, J. R., Cox, F., Office of Research and Development, EPA, Research Triangle Park, N.C., EPA Report 650/2-75-014. (10) Hurn, R. W., Cox, F., Allsup, J. R., Office of Research and Development, EPA, Research Triangle Park, N.C., EPA Report 600/2-76-026. (11) Zweidinger, R. B., Tejada, S. B., Sigsby, J. E., Bradow, R. L., â€œIon Chromatographic Analysis of Environmental Pollutants,â€ Sawicki, E., Mulik, J., Wittgenstein, E., Eds., Ann Arbor Science Publishers, Ann Arbor. Mich., 1978. (12) Richards, W., Rockwell International Air Monitoring Center, private communication, 1977. (13) Dahlgren, G., Anal. Chem., 36,596 (1964). (14) Dunn, S. R., Simenhoff, M. L., Wesson, L. G., Jr., Anal. Chem., 4x,41 (1976). (15) Tetlow, J . A,, Wilson, A. L., Anal)st, 89,453 (1964). (16) Dietzmann, H. E., Smith, L. R., Parness, M. A,, Fanick, E. R., Environmental Sciences Research Laboratory, EPA, Research Triangle Park, N.C., EPA Report 600/2-79-017. (17) DiCorcia, A,; Samperi, R., Anal. Chem., 48,977 (1974). (18) Wartheson, J. J., Scanlan, R. A., Bills, D. P., Libbey, M., J . Agric. Food Chern., 23, 298 (1975). (19) Cadle, S. H., Chock, D. P., Monson, P. R., Heuss, J. M., J. Air Poiiut. Control Assoc., 27, 33 (1977). (20) Shapley. D., Science, 191, 268 (1976).",1980,Environmental science & technology
Nonlinear transport of the Wigner solid on superfluid 4He in a channel geometry.,"Nonlinear transport of electron crystal floating on superfluid 4He is investigated in channels 8 and 15 mum in width, where the electron velocity and driving electric field are uniform. At a high excitation, we observe a jump in the velocity caused by the decoupling of the electrons from the underlying surface deformation. The obtained driving field at the jump indicates that the decoupling occurs from the dynamically deepened surface deformation as a result of the Bragg-Cherenkov scattering of surface waves. Our results also account for the unusual nonlinear transport reported by Glasson et al. [Phys. Rev. Lett. 87, 176802 (2001)10.1103/PhysRevLett.87.176802] considering the electrode geometry.",2009,Physical review letters
Adaptive structured subspace clustering algorithm,"Sparse subspace clustering (SSC) algorithm, founds a new pattern for the subspace clustering, and has led to the satisfactory results in many applications. SSC is implemented in two phases: learning a sparse affinity matrix and performing spectral clustering on the affinity matrix. However, SSC can not commendably cluster together the correlated data within cluster, as well as explicitly capture the natural relationship between the affinity matrix and the segmentation of the data. Motivated by some of the CASS and S3C algorithms, a combinatorial algorithm is presented in this paper. Using trace Lasso instead of l1 norm as regularization constraint, it can adaptively segment subspace and lead to more dense intra-cluster and more sparse inter-cluster. Using a joint optimization framework, it can organically connect two phases of SSC. The optimization model is solved by combining efficient alternating minimization and alternating direction method of multipliers. Experiments on Synthetic data, Handwritten Digits dataset, Extended Yale B and ORL facial databases demonstrate the effectiveness of ASSC approach.",2017,2017 3rd IEEE International Conference on Computer and Communications (ICCC)
Split LBI: An Iterative Regularization Path with Structural Sparsity,"An iterative regularization path with structural sparsity is proposed in this paper based on variable splitting and the Linearized Bregman Iteration, hence called \emph{Split LBI}. Despite its simplicity, Split LBI outperforms the popular generalized Lasso in both theory and experiments. A theory of path consistency is presented that equipped with a proper early stopping, Split LBI may achieve model selection consistency under a family of Irrepresentable Conditions which can be weaker than the necessary and sufficient condition for generalized Lasso. Furthermore, some $\ell_2$ error bounds are also given at the minimax optimal rates. The utility and benefit of the algorithm are illustrated by applications on both traditional image denoising and a novel example on partial order ranking.",2016,
Structure of enteric helminth communities in two populations of Eptesicus fuscus (Chiroptera),"Twenty-one species of helminths were recovered from Eptesicus fuscus in Eau Claire, Wisconsin, and thirteen species were collected from E. fuscus in St. Peter, Minnesota. Contingency table analyses of all species pairs from each locality detected no interactions in the St. Peter group. In the Eau Claire group the trematode pairs Paralecithodendrium naviculum â€“ Acanthatrium oligacanthum and Allassogonoporus marginalis â€“ Ochoterenatrema diminutum exhibited positive associations, whereas P. naviculum was negatively associated with the cestode Hymenolepis roudabushi. When the intestinal distribution of each species was summed over all hosts from each locality, the intestinal overlap of each species pair averaged 31% in bats from Eau Claire and 24% in bats from St. Peter. The overlaps dropped to 2% in bats from Eau Claire and 1% in those from St. Peter when intestinal distributions were not summed across hosts. A randomization analysis of intestinal distributions for all pairs of species from the two localitie...",1985,Canadian Journal of Zoology
Entrapment of Lasso Catheter in Chiari Network: Successful Extraction,"Lasso catheter (LC) is commonly used for multiple electrode electrophysiological mapping of cardiac structures. Its entrapment has been reported in the mitral valve and tricuspid valve apparatus.

A 57-year-old man with history of persistent atrial fibrillation (failed Dofetilide therapy) and",2018,Journal of the American College of Cardiology
Long-term outcomes of circumferential pulmonary-vein ablation and complex ablation in patients with paroxysmal atrial fibrillation,"Objectives To compare the long-term outcomes of circumferential pulmonary-vein ablation (CPVA) and complex ablation in patients with paroxysmal atrial fibrillation (PAF) and to investigate the best ablation strategy and endpoint for PAF.Methods One hundred and forty one patients with PAF from January 2006 to August 2007 were randomized into two groups.All the patients underwent CPVA guided by CARTO system and single LASSO electrode.Group 1 underwent only CPVA.Group 2 underwent complex ablation including linear lesion,additional focal ablation and complex fraction atrial electrogram(CFAE) guided by the atrial arrhythmias during the procedures and inducement.We compared the ablation results and complications of the 2 groups.Results Six patients transferred to complex ablation due to the persistent atrial tachycardias (AT) during the procedures.We analyzed the results by on time-treatment, that was 64 patients in group 1 and 77 patients in group 2.There were no significant differences of age , sex, course of disease, left auricle diameter, left ventricular ejection fraction and procedure times between the 2 groups (P 0.05).Group 2 had a significant longer fluoroscopy time than group 1 [(39.8Â±14.2) min vs.(33.1Â±10.7) min, P=0.002].After a follow-up of (39.2Â±5.2) months, the recurrent rates of atrial arrhythmia were similar in two groups [23.4%(15/64) vs.26.0%(20/ 77),P=0.729].Five AT and 4 PAF patients in group 1 underwent redo.All the AT and 2 PAF were eliminated.There were 12 patients (6 AT and 6 PAF) in group 2 undergoing redo.Three mitral isthmus-related AT, 1 right atrial isthmus-related AT, 1 focal AT located at ostium of coronary sinus, and 3 PAF succeeded.The total successful rates were similar in the two groups [87.5%(56/64) vs.84.4%(65/77),P=0.603).Conclusions The successful rate of catheter ablation for PAF is high.CPVA for PAF, with less fluoroscopy time and atrial lesion, had a similar long-term outcomes with complex ablation.Targeting outside pulmonary veins would be important to improve successful rate during the repeated procedures.",2010,South China Journal of Cardiovascular Diseases
Groundwater effects on diversity and abundance of lagoonal seagrasses in Kenya and on Zanzibar Island (East Africa),"Seagrass species diversity and abundance were studied in East African back-reef lagoons with contrasting groundwater-outflow rates. The selection of the lagoons was based on a groundwater flow model. A total of 10 seagrass species was observed at all sites together. Sites with a higher groundwater outflow displayed a lower species diversity than sites with a lower groundwa- ter outflow. Thalassodendron ciliatum dominated at sites with high groundwater outflow rates, while Thalassia hemprichii showed higher coverage at sites with low groundwater outflow. Porewater salinities were up to 5 psu lower at locations with predicted high groundwater-outflow rates indicat- ing supply of freshwater. The reduction in porewater salinity at groundwater outflow sites is rela- tively low, which makes it unlikely that a difference in optimum salinity for growth is the main factor causing reduced diversity at these sites. Nitrogen-stable isotope signatures of seagrass leaves showed a significant increase with increased groundwater outflow rates. This suggests that the nitro- gen source for these plants was, at least in part, groundwater. Differences in competition for nitrogen may explain the observed pattern in species diversity and abundance. To establish a substantive link between the observed reduced seagrass diversity or enhanced Î´ 15 N values of T. ciliatum leaves on the one hand and increased groundwater outflow rates on the other, further exploration through detailed measurements of groundwater outflow rates and groundwater nitrogen isotopic composition are needed.",2002,Marine Ecology Progress Series
"Cytochrome b (Cyt-b) gene sequence analysis in six flatfish species (Teleostei, Pleuronectidae), with phylogenetic and taxonomic insights","Mitochondrial DNA (mtDNA) at Cyt-b gene region was sequenced for six flatfish species (in total nine sequences of at least 1,117Â bp) from the Far East of Russia and compared with other sequences of Pleuronectiformes comprising altogether 34 species and 3 outgroup species (Perciformes). Analysis of the protein-coding Cyt-b gene revealed a statistically substantiated bias in (TÂ +Â C):(AÂ +Â G) content, supporting earlier findings. Values of P-distances, as summarized for different scales of the evolutionary history at Cyt-b gene, revealed a clear pattern of increased nucleotide diversity at four different phylogenetic levels: (1) intraspecies, (2) intragenus, (3) intrafamily, and (4) intraorder. Scores of average P-distances of the four categories of comparison in flatfishes were (1) 0.46Â Â±Â 0.19%, (2) 11.74Â Â±Â 2.26%, (3) 17.51Â Â±Â 3.13%, and (4) 25.60Â Â±Â 0.42%, respectively (mean Â± SE). These data support the concept that speciation in the order Pleuronectiformes, in most cases, follows a geographic mode through the accumulation of numerous small genetic changes over a long period of time. A phylogenetic tree for 64 sequences of flatfishes and 3 other fishes belonging to ray-finned fishes (Actinopterigii) was developed using Cyt-b gene and four different analytical approaches: neighbour-joining (NJ), Bayesian (BA), maximum parsimony (MP), and maximum likelihood (ML). The analysis revealed a monophyletic origin for the representatives of Pleuronectidae, which is the principal flatfish family investigated (99% repetition level in our BA analysis). A well supported property of the phylogenetic tree was the monophyletic placement of all the five flatfish families and the order Pleuronectiformes among other representatives of ray-finned fishes of the class Actinopterigii. Species identification on per individual basis (barcoding tagging) was generally high. However, there were taxonomic complications that arose during analysis, and they are discussed. Major outcomes of this discussion are the necessity of synonymy acceptance for Hippoglossoides elassodon, and H. robustus, and for Pseudopleuronectes yokohamae and P. schrenki. Priority considerations suggest H. elassodon and P. yokohamae as valid species names.",2007,Marine Biology
