id,title,abstract,year,field,author,inCitation,outCitation,journalName,journalVolume,journalPages
3c2e6dc2441a4be48507228ed45cf5d952133f44,Machine Learning Assisted MRI Characterization for Diagnosis of Neonatal Acute Bilirubin Encephalopathy,"Background: The use of magnetic resonance imaging (MRI) in diagnosis of neonatal acute bilirubin encephalopathy (ABE) in newborns has been limited by its difficulty in differentiating confounding image contrast changes associated with normal myelination. This study aims to demonstrate the feasibility of building a machine learning prediction model based on radiomics features derived from MRI to better characterize and distinguish ABE from normal myelination. Methods: In this retrospective study, we included 32 neonates with clinically confirmed ABE and 29 age-matched controls with normal myelination. Radiomics features were extracted from the manually segmented region of interest (ROI) on T1-weighted spin echo images, followed by the feature selection using two-sample independent t-test, least absolute shrinkage and selection operator (Lasso) regression, and Pearson's correlation matrix. Additional feature quantifying the relative mean intensity of ROI was defined and calculated. A prediction model based on the selected features was built to classify ABE and normal myelination using multiple machine learning classifiers and a leave-one-out cross-validation scheme. Receiver operating characteristics (ROC) analysis was used to evaluate the prediction performance with the area under the curve (AUC) and feature importance ranked based on the Fisher score. Results: Among 1319 radiomics features, one radiologist-defined intensity-based feature and 12 texture features were selected as the most discriminative features. Based on these features, decision trees had the best classification performance with the largest AUC of 0.946, followed by support vector machine (SVM), tree-bagger, logistic regression, NaÃ¯ve Bayes, discriminant analysis, and k-nearest neighborhood (KNN), which have an AUC of 0.931, 0.925, 0.905, 0.891, 0.883, and 0.817, respectively. The relative mean intensity outperformed other 12 texture features in differentiating ABE from controls. Conclusions: The results from this study demonstrated a new strategy of characterizing ABE-induced intensity and morphological changes in MRI, which are difficult to be recognized, interpreted, or quantified by the routine experience and visual-based reading strategy. With more quantitative and objective measurements, the reported machine learning assisted radiomics features-based approach can improve the diagnosis and support clinical decision-making.",2019,Medicine,"list(name = ""Zhou Liu"", ids = ""49293561""); list(name = ""Bing Ji"", ids = ""48199080""); list(name = ""Yangguang Zhang"", ids = ""23614019""); list(name = ""Ge Cui"", ids = ""47993765""); list(name = ""Lijian Liu"", ids = ""47967819""); list(name = ""Shuai Man"", ids = ""40522311""); list(name = ""Ling Ding"", ids = ""46573074""); list(name = ""Xiaofeng Yang"", ids = ""39949095""); list(name = ""Hui Mao"", ids = ""144206264""); list(name = ""Liya Wang"", ids = ""114310601"")",,397a07074735d3534a1ce379353d5891a9e95d08; 9ae08a7b7dc0002fb326832a1cc90804b63e35e0; 68fe4e66f7674eb1f97b7feff936c9879d12aaaf; 6bc43977fb11cceed0b9aa55b23c6dd29dd9a132; c6769c7e33ec93b6ffae08b7a885fcb34407ab86; d6a5bcb1e655956d585fd4e0b3084fc0a55b649f; 3b2d63d5b0b16946bf420016e5a516836994932c; 934a2055975c7953d3587acd2d91827660d8a180; 9dd49ac7af4d9fa731e55bb9955caba757f6dbf3; 9874e77209728d46c5e94a6c29fa6c609cf61f3e; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; 1fdb62555eb650662dbe2a6f3985d390861597c2; 3ba31af043aa8815b8c752da68bb94a9923afcd5; 9971ff92d9d09b4736228bdbd7726e2e19b9aa2d; 6c63979ce9a3b7050b67507bfc00aff97000175b; 865742f5f69d8e90eb30d99cd637c00e6dd6dc3d; bd4c0c1cef626c676c8033c9947427047911eddb; dcd99d49af33bd14e9e0750bcf854e7b306c808a; ea7fa618cbe9853f6d8566edf30988a27a4cce8d; 09a8fa25ae273bb189359dd8ddeac1b4dc0389bd; f2d38560a23b12037f086b16dd638a21b17bbbcd; f0bc2a9bc293f41e0f7396c1f8876bb6970523f8; 8ab3161f39281169d76180e3f8928faa55d8c8e9; 7b34a9c510ed846fdc1523e29dc69c9666cdcf22; 3f7698f3a5ce7499d14d3b01b594fc87ab1bbe53; c88522e74be496fa83966d9b5a19feb5178b6ffa; 291c9d66cf886ed27d89dc03d42a4612b66ab007; 6d86f026a7a9ca985ddebf05734658b6cb0c6565; 8a4b6df383b4529c33ef3cdee2c7c38ec245b3b4; 73f15adaeb9d59cf83e6f556500ab9e54d6487c6; 7b29543bb43d73e8d9e0b978fa3c3203521f6a68; bd6d78674335744bcf10654f22ccd37e84f78b44; 2f0296e43a4b7a1e3ad870f1f8417b4aee35a07b; 8fd4ccf74446696c33a28b4d629556577e2a2d9f,Frontiers in Neurology,10,
349891fdd7a9d911589bf467f0599795bab0a858,Composite quantile regression and variable selection of the partial linear single-index models,"In this paper, we propose a composite minimizing average check loss estimation(CMACLE) method for the composite quantile regression(CQR) of the partial linear single-index model(PLSIM) by local linear method. Based on constructive approach, the estimators by CMACLE are able to achieve the best convergence rate. The asymptotical normalities of the estimators are also derived. Meanwhile, the asymptotic efficiency of the CQR estimation relative to the mean regression are investigated. Further more, we propose a variable selection method for the CQR of PLSIM by combining the CMACLE procedure with the adaptive LASSO penalized method. The oracle properties of the proposed variable selection method are also established. Simulations with various non-normal errors and a real data analysis are conducted to assess the finite sample property of the proposed estimation and variable selection methods.",2014,Mathematics,"list(name = ""Lv Ya"", ids = ""65730849"")",,,,,
9e1a4c6e0abd75ce59cac2efb065da259187007c,Short-Term Demand Prediction Method for Online Car-Hailing Services Based on a Least Squares Support Vector Machine,"The purpose of this paper is to study the short-term demand prediction for online car-hailing services problem. Prediction of short-term network car demand can provide many benefits such as an increase in the income of network car drivers. In addition, demand prediction is an important resource for recommendation systems, carpooling systems, and network car scheduling; and therefore, predicting the demand for network cars has great significance. In the last few decades, scholars have studied various problems related to short-term demand prediction for online car-hailing services based on clustering algorithms and regression algorithms. However, these studies are still problematic because the accuracy of demand prediction is not high enough. Therefore, this paper studies a method of improving the accuracy and the efficiency of demand prediction. Due to the high prediction accuracy and the fast training efficiency of least squares support vector machine (LS-SVM), a short-term demand prediction method for online car-hailing services based on LS-SVM is proposed. The modeling process involves selecting the dependent and independent variables, the basic principles of the LS-SVM, the kernel function and superparameter, model training, and prediction. In a numerical experiment, we use network car order data as the network car demand data to test the model. We show that the experimental results with the LS-SVM method implemented in this paper and then compare the model with lasso linear regression, nearest neighbor regression, decision tree regression, and neural network. The experimental results show that the short-term demand prediction model for online car-hailing services based on LS-SVM performs better than the other methods.",2019,Computer Science,"list(name = ""Shan Jiang"", ids = ""143966969""); list(name = ""Wentian Chen"", ids = ""47482653""); list(name = ""Zhiheng Li"", ids = ""48458657""); list(name = ""Haiyang Yu"", ids = ""49514641"")",4d3735ee786f5749e5c60782d9977f69d2e8e5a8; 37782fac24ba6b626d2666a9e4b21ee8ac1dc23b; 46e81ca39265b03e9e1c27c917fe76d443d7416a; 2ef963e1bed0e62ad96c6dfc66ec27ab659c4f9c; 6c20eb2cee6acec6a2b6a6f8e9bfc202fc5f5215,12586e21d54094470a2aa57452c72539a4fa79fe; 9f18fb49567ab8ea29c843e6fc949e31d74257f1; 36561538892e4f814b7bb63dd32d2c8fccbdfbfd; ccce1cf96f641b3581fba6f4ce2545f4135a15e3; a9dffbcc073a1d03541b85d57281d5189fd114e2; c503bb472f00eed11aee5ec7c75f360f70c09e79; 2640c1b06677218871a960ccdb9d4d2db3bfcc05; db967e769a6cf78cf719ac806d30436abfcded78; 63861fbeb7ec41986b85965b9780b428d919919e; f5e77672c95028f4ac116cd96bbc9776ab0942b1; c037ff9dfa4aabefa7d71bb89b5349ea2511e550; 6668f3e10232d2f3d793f4918029da17a9f927c9; e515fa7a3b99e58db64dfa35d8411e5afcf9dacf; 9e02ad481579282e3304cdb3826c191ab0338c88; 8b05aebf0d9397cc6f30e992bf3bf29ba75e4b93; ffcd1f132ec114f6daa22895f05cbc151c46daa2; b5c35aff6ff3d76b67adbe6964c9751f4592db30; aab43c9c33af00b718cf2ae374b861d49862a563; ab4982f7d0840388455375deb787c8fb1e93d974; 9de226442a64985c70eb07619c4f3f8f78c0bbf3; 886c9aef1adb2d6c1995d8d8ae54dbdd3903f819; 3bb5a439a0d610a7eac68f73068cdd278b8c9775; 5dc04ef88d3569a5c2e22f1ba2424fcd189f7d06; 77159aeca77baed801a49685ad40314e204ccb19; 3d2218b17e7898a222e5fc2079a3f1531990708f,IEEE Access,7,11882-11891
8a51232891f4496991c1f45df4a9d04a18a19298,Long intergenic non-coding RNA detection benefited from integrative modeling of (Epi)genomic data,"Prediction of long intergenic non-coding RNAs (lincRNAs) is a prerequisite to analyze sequence features of non-coding RNAs and explore their regulatory function. Genomic sequence features provide fundamental backgrounds for lincRNA predictions, due to that sequence information at least partially aids such predictions. However, genomic sequence alone seems to reach an end involving sensitivity for lincRNA prediction in eukaryotes. Chromatin factors leave marks that can be captured by high-throughput approaches such as ChIP-seq are also important features, as revealed by previous studies. We demonstrate that the performance of lincRNA predictions can be improved when incorporating both high-throughput chromatin modification and genomic sequence features by logistic regression with LASSO regularization. The discriminating features include H3K4me1, H3K27ac, H3K9me3, Open Reading Frames and several repeat elements. Importantly, chromatin information is suggested to be complementary to genomic sequence information, highlighting the importance of an integrated model. We also show that the lincRNA expression specificity can be efficiently modeled by the chromatin data with same developmental stage. The study not only supports the biological hypothesis that chromatin factors can regulate developmental-stage-specific expression of lincRNAs, also reveals the discriminating features between lincRNA and coding genes.",2013,Computer Science,"list(name = ""Jie Lv"", ids = ""143679268""); list(name = ""Hongbo Liu"", ids = ""46936337""); list(name = ""Qiong Wu"", ids = ""145887998"")",,b645b5f145b31c1ea501d7a307dc3c0ddd3346f3; 1d1ac82e26771cf16c6c59f3d0ded625efb8dc17; 623811c52a3f09aeb03e56d4cafe32d6bec20ba5; 5272f35538c6b69806971b19d2f9b59640daedf9; e4a5829b5e65a94335b2d2d2c0d69fbaed55a3b5; 2677c8aa5ebe0647f1fd7245878e83ca8dab52f5; e1116b11942edae6ecd28bea3964459a3443e8bc; f995e0be49ba43b6d3324af2ee00c6a3be84d210; 5bdf59970d48034eb39bc9009af8fe271b60ecba; b9a3f6ee99fcd8d9f343c37e2d9112573ba7c46a; fb11e430be99acfd0ea966a463aab85c6bca4a6c; 45cbb583bced8c385e25483e137363b0b05b85b1; 6c9f4da5ce7cd03a7835a2631c5848b2427e02eb; 7cd9947804654e3aa395ca8f8ee3d140923fc3a5; f4533938f1611cc6f785b709cd7eff58f3c2b256; fd6a0fab6f4447da5738a4f9540d7f1d811e8815; 790a730621508527088abb1515c189ba6f6c4661; 94d0ccd8a656970fad25d0a70533076196b8960e; 5f7f30afac48e84dc9f2939b6629e2d3c953267f; 9ff2ecad799a43857467a543f5f5dead538c70f6; 2ed091b0ab2f3a858078cddcc55ced68befc7939; c008a5237dae66f5bb12bbf365584f3561f94837; b858125e07e24108c4d533fd1ab711a701c5ed6b; 6163d65ec6f4a983787748c9069e65e728542332; 800cae516c15823448096e5341188eb53e446fdd; 659626ab31647f8a5a82802e07fa5a41bcac6a1e; 2830cf5a89339af3ccf8cad2a31ac01e027ad2e4; 0a14824290453b95d051ec9cc299d0f61ad82b23; 2d17766e225df358d3e25bcf1a6720155d942b3c; 32f8898f7074b77259e274f38ec56aa047a96d09; ad07a438761a4ec34dfa78191f94dedd60d714af; e26a73f5651e7001c5c37cbc3df90667270527c1; 7de8b5ce383f19493ec3b1407115970229885b61,2013 10th International Conference on Fuzzy Systems and Knowledge Discovery (FSKD),,735-740
47472ebc5231d13fbb28157b5e99775aef425fdf,Differentially Expressed lncRNAs in Gastric Cancer Patients: A Potential Biomarker for Gastric Cancer Prognosis,"Current studies indicate that long non-coding RNAs (lncRNAs) are frequently aberrantly expressed in cancers and implicated with prognosis in gastric cancer (GC). We intended to generate a multi-lncRNA signature to improve prognostic prediction of GC. By analyzing ten paired GC and adjacent normal mucosa tissues, 339 differentially expressed lncRNAs were identified as the candidate prognostic biomarkers in GC. Then we used LASSO Cox regression method to build a 12-lncRNA signature and validated it in another independent GEO dataset. An innovative 12-lncRNA signature was established, and it was significantly associated with the disease free survival (DFS) in the training dataset. By applying the 12-lncRNA signature, the training cohort patients could be categorized into high-risk or low-risk subgroup with significantly different DFS (HR = 4.52, 95%CI= 2.49-8.20, P < 0.0001). Similar results were obtained in another independent GEO dataset (HR=1.58, 95%CI=1.05 - 2.38, P=0.0270). Further analysis showed that the prognostic value of this 12-lncRNA signature was independent of AJCC stage and postoperative chemotherapy. Receiver operating characteristic (ROC) analysis showed that the area under receiver operating characteristic curve (AUC) of combined model reached 0.869. Additionally, a well-performed nomogram was constructed for clinicians. Moreover, single-sample gene-set enrichment analysis (ssGSEA) showed that a group of pathways related to drug resistance and cancer metastasis significantly enriched in the high risk patients. A useful innovative 12-lncRNA signature was established for prognostic evaluation of GC. It might complement clinicopathological features and facilitate personalized management of GC.",2017,Medicine,"list(name = ""Xianglong Tian"", ids = ""3725840""); list(name = ""Xiaoqiang Zhu"", ids = ""2388034""); list(name = ""Tengfei Yan"", ids = ""20565905""); list(name = ""Chenyang Yu"", ids = ""7530494""); list(name = ""Chaoqin Shen"", ids = ""153076187""); list(name = ""Jie Hong"", ids = ""50751189""); list(name = ""Haoyan Chen"", ids = ""7314341""); list(name = ""Jing-Yuan Fang"", ids = ""67012489"")",caf6e2d75422d9dcb434e98917ac1773a5abf457; d31c865727840bcb3d1da62e428f6248412d7d2e; bc287c85b0068960c08ed09ea27265dad0f6c069; 522caf636568d4843a46561e9f86f3e367b45706; 2c49a116baa1a6bf2281fff04fdd3ad24980c2dd; b905535c2e7384dee1df7aee125fea37121912f4; 2980f22c9aac3425c033528f99ff3d39ce18fad5; ae478b8fb1a7a4fb41cb914fe80eec18d02ad9be; f28bb3047c154e1c27110f6133ca7609f07ffaac; d0a5176c45ff2fa4e3237ee12edb84af53aef637; 37002a01c2014ab97c7d67202f7fac2adf7d2d2d; 6e723d7548fd39e094f6761fc92e1d01a3efe9fb; c983d4ef9686be7bb6088c63978b65ee037f3524; d23025b29e9755c532e75231f623d5151644b8f0,f876ba739b9a2c69a8aeb70cef0bb4b7ceb9b3f3; d192907b97dbe4fd1a9e89edea967ecc0c394bb9; d9aabb916114b7bf04504733ec37390bab76b717; 99f819ba10fea0ea659cf02347f406cb69fcab61; 60e2f47d7374e3a79c82e7fc8630883b49c8c056; 6a7dc37054f997823eaf67c3655899bd947e8d88; 0c6eb2931b807a4a04f7b475e53ceb31b983fe1c; 76ede098dfa26404f70e60d04657fb06f31d29f8; 2c43a514af5a72c57206003f8075a68c92692022; b8608bff54e1cc933eead9e40c725d7933a567ff; 5fc619ab4877317be0e8001a6280ee0910036b28; 161d9631eed25724e7d8c609081da93718198cc2; c5455611b8a5f79cd4f648a8af6d1ad645488da5; f0e31a6556cf2258162ade9deb10092aa9a65629; 75671399d2b6c8284f8fe48c8f97148ea7304351; a0733d15e0d709792d8a79f681352858eac40d0c; a33f430c210f5ddf6b757374182d56786cb28adf; b758f96cb8cb9953044f295b845642dadcc5aec3; 0e423d26b195eb3ac49890201016c2366e949580; 815f5280fa3c080533f1bfd7891268e61efb5bff; f818b0a584eb2166448b9a0be23ffb2448c1d967; 05b02c22c11c6528dd160022a388304a3aba28b6; b155fc70a4625867d76847295827f7393f825165; 24ffb4e043382340ded67d569d5ebf487d0f23e1; 5876809567b4dc52101ba203332fb9af8e64180b; 7f3cf32b5968628834f6e49f2c2aa3a4bda8b6f8; c008a5237dae66f5bb12bbf365584f3561f94837; a1f85499656e39cc90b000475e16fa496dfafe47; a2893118e14c29a23472b02249b4641b9971786b; a4a61a7b8b00919d651cd1070d02a202d34bd6ad; 3af045503abf81705fc1833aadf5db93a9be854c; 302aa727181caf120d2b9c479ab74152ab498f48; a0541ddf81d422d96e3457f5ad0a84d92a429bf0; 39c79c655e2619cdd9ecaabb08ede361a4bfd991; c0c1104c02fc234ddac2e7aefb10ae201b6da5b4; 41c87e2b03c4732603da50a3e06c54fd1f5fc080; d70e4d898ee03256e4cdd9c26edf33312d4c6230; 974a55a9b72367303f846c333ae9d531f817c163; 80b6df0b985e25755bbbcabe3e8662afa65782c0; 4c30e5c97b30d984cf51d50415052ff18cdd94e0; d0876dfe5ea2b14714a34230142ba4a7ee235daf; 93be2a9bd958299c3fa5d2072bfade9c30cb0d80; 10b6ab0426ff35dbc3c9a124b23efb81f8e31bdf,Journal of Cancer,8,2575 - 2586
2f14cda89b255e9a3c5eb61a0188b297c464d2fd,Analysis of Penalized Regression Methods in a Simple Linear Model on the High-Dimensional Data,"Shrinkage methods for linear regression were developed over the last ten years to reduce the weakness of ordinary least squares (OLS) regression with respect to prediction accuracy. And, high dimensional data are quickly growing in many areas due to the development of technological advances which helps collect data with a large number of variables. In this paper, shrinkage methods were used to evaluate regression coefficients effectively for the high-dimensional multiple regression model, where there were fewer samples than predictors. Also, regularization approaches have become the methods of choice for analyzing such high dimensional data. We used three regulation methods based on penalized regression to select the appropriate model. Lasso, Ridge and Elastic Net have desirable features; they can simultaneously perform the regulation and selection of appropriate predictor variables and estimate their effects. Here, we compared the performance of three regular linear regression methods using cross-validation method to reach the optimal point. Prediction accuracy using the least squares error (MSE) was evaluated. Through conducting a simulation study and studying real data, we found that all three methods are capable to produce appropriate models. The Elastic Net has better prediction accuracy than the rest. However, in the simulation study, the Elastic Net outperformed other two methods and showed a less value in terms of MSE.",2019,Mathematics,"list(name = ""Zari Farhadi Zari Farhadi"", ids = ""1478414711""); list(name = ""Reza Arabi Belaghi"", ids = ""51011082""); list(name = ""Ã–zlem GÃ¼rÃ¼nlÃ¼ Alma"", ids = ""89558399"")",,,American Journal of Theoretical and Applied Statistics,8,185
6185802083a8fd0c7ebe311fa21eaaebc8a38ca8,Data-driven Optimal Transport Cost Selection for Distributionally Robust Optimization,"Some recent works showed that several machine learning algorithms, such as square-root Lasso, Support Vector Machines, and regularized logistic regression, among many others, can be represented exactly as distributionally robust optimization (DRO) problems. The distributional uncertainty set is defined as a neighborhood centered at the empirical distribution, and the neighborhood is measured by optimal transport distance. In this paper, we propose a methodology which learns such neighborhood in a natural data-driven way. We show rigorously that our framework encompasses adaptive regularization as a particular case. Moreover, we demonstrate empirically that our proposed methodology is able to improve upon a wide range of popular machine learning estimators.",2019,,"list(name = ""Navonil Mustafee"", ids = ""49420140""); list(name = ""K.-H. G. Bae"", ids = ""153832129""); list(name = ""Sanja Lazarova-Molnar"", ids = ""1398806295""); list(name = ""Martin Rabe"", ids = ""36616682""); list(name = ""Claudia Szabo"", ids = ""47233913""); list(name = ""Pol-AndrÃ© Haas"", ids = ""81267403""); list(name = ""Y-J. Son"", ids = ""114188970"")",,948dfbb55a93aa9585056a4b4dd3cd6553b236a9; d1a2d203733208deda7427c8e20318334193d9d7; 28f7a92e65ebda5496865bcd151185ed55ee829b; 6572648e24877b61277ed02c3f9b4cdfdc5ccedd; 0ec4aa9c9a63da2d5c9f659b093aca00f44081ca; e2c130b85da00d89ff08a5cae1f8632e078a5c8d; d83d874c3754c191ac4dcb2d2fc09747985c1077; 33a0e6bc0404ad8bdb8f4f3f2c64c0031443e3ef; 1473110f6c33b483251ade10b79416d3efee2da4; 51dcc0c6c8ea27f0a5a3071fb8c4b32004cd55d8; 422881a91b829de95c2fede12ce58c36fb1aba68; 6f0cde3fcab0044f386b5b8a4244c371507bec15; 6b489d75edde8ceaa53dd0ff7497b6f89386bb1b; e10642453c5c99442eb24743c4bab60a3a0b6273; 74a6c8ffb2995afce8adb5c8ef353402a914267d; a0622cb2a1662293a0820f09ecd1301952a7485a; 209ae32fe431cce82ce53417f6fd827f2b0acbd7; 5f5bbfc164ffde5a124b738fd0de6f3c1e34a390,,,
76ddd76606f1bf54b731df77a483bdf5587707e4,Ultrahigh Dimensional Variable Selection for Interpolation of Point Referenced Spatial Data: A Digital Soil Mapping Case Study,"Modern soil mapping is characterised by the need to interpolate point referenced (geostatistical) observations and the availability of large numbers of environmental characteristics for consideration as covariates to aid this interpolation. Modelling tasks of this nature also occur in other fields such as biogeography and environmental science. This analysis employs the Least Angle Regression (LAR) algorithm for fitting Least Absolute Shrinkage and Selection Operator (LASSO) penalized Multiple Linear Regressions models. This analysis demonstrates the efficiency of the LAR algorithm at selecting covariates to aid the interpolation of geostatistical soil carbon observations. Where an exhaustive search of the models that could be constructed from 800 potential covariate terms and 60 observations would be prohibitively demanding, LASSO variable selection is accomplished with trivial computational investment.",2016,Mathematics; Medicine,"list(name = ""Benjamin R Fitzpatrick"", ids = ""40394811""); list(name = ""David W. Lamb"", ids = ""31744047""); list(name = ""Kerrie L. Mengersen"", ids = ""3069617"")",f007e497456cce15a2787d97235f171bd702db4e; b3921e49cd96ae2cf2e3f30edbd2ea09d48cdf82; 08f87a874c57700c89666f18ddc159bf8e416acb; 90a8fcab7c0c2ce9ffb83e38a76f7211bc52cc79; 28a6d8e24eb5f974427260644577481c6f75adb5; dee0212aa61dc6bae86d7e59a11365b2936eb49e,,PLoS ONE,11,
66f6d46a4ff8c907d59dc5a69c60c5a5b376f682,Preconditioning to comply with the Irrepresentable Condition,"Preconditioning is a technique from numerical linear algebra that can accelerate algorithms to solve systems of equations. In this paper, we demonstrate how preconditioning can circumvent a stringent assumption for sign consistency in sparse linear regression. Given $X \in R^{n \times p}$ and $Y \in R^n$ that satisfy the standard regression equation, this paper demonstrates that even if the design matrix $X$ does not satisfy the irrepresentable condition for the Lasso, the design matrix $F X$ often does, where $F \in R^{n\times n}$ is a preconditioning matrix defined in this paper. By computing the Lasso on $(F X, F Y)$, instead of on $(X, Y)$, the necessary assumptions on $X$ become much less stringent. 
Our preconditioner $F$ ensures that the singular values of the design matrix are either zero or one. When $n\ge p$, the columns of $F X$ are orthogonal and the preconditioner always circumvents the stringent assumptions. When $p\ge n$, $F$ projects the design matrix onto the Stiefel manifold; the rows of $F X$ are orthogonal. We give both theoretical results and simulation results to show that, in the high dimensional case, the preconditioner helps to circumvent the stringent assumptions, improving the statistical performance of a broad class of model selection techniques in linear regression. Simulation results are particularly promising.",2012,Mathematics,"list(name = ""Jinzhu Jia"", ids = ""2542974""); list(name = ""Karl Rohe"", ids = ""2141647"")",60f61276057a2a2438e91378217897e10594440a; 23040f2d59ce755b99260f5ab6535426e3de6d3a; bf331ef1b31b6c11ab822197fea21300abc41c44; 73e3ffb9c54e2610b9bed2817fed7f334c70577b; c3e30f179c1f19d6230c8373e8f6b4dc5a9f556e; 4113c240d5cd4f1518979689f5193ad1e73f6ea9; 9f74e964f7ffbb5c5aa40763043e9eb1f25127ed; a13df3cea348a90191ab96b0644638da401a93ad; 754ffb13958b8bf86d1acce5ca6e16c668deb519; dda9a258affdbd29eea3492e5d3a59d697e8522c; 32d42bf7473e7b96b9fc557560b5b1d9aa048862; a38429a01ba7ac513b39fbeb2a213dbb21631f4e; bca992e32f6871fc22681b300aef2d8cec99ca14; 458de208f20b8cff6a7aa47d08c1de7a753d610a; c6b7cbadc9df1f92beda25ba78dd6dbfcec50a71; f41adc96f8717c524ea58e3082badbbf15f38c9c; 896addf9b58a4f3fa40295d26dce488ba66bb43b; 60f28b84e2cff2a03aa2c28679ce53e72073ace4,7f1ca14ad1607ed93195723282250b915e9459ab; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; 7236864d8c2f62defea559465462c43a4b4b6b47; e5ffaa4d7752d55cc5cf76eed1fec267b2db171c; 7c32579c18a89127fc32a38395d76ce3d42ecb25; c52e3c799fa7ba51daa9fac06b7d1ec5023ad0b8; 6ed0e4a022dbc09ed1e0748a4ba8c192f5dd1d90; 055538aed1d84b1217b7d084adf6a3be6c5cebda; f6ce2c3102440b9869025456b11cfbc9a46c7e82; d4ff7059aead6b8771f2259bed1c9232d95d28dc,arXiv: Statistics Theory,,
ae2e6c99594d75cac0473b9029b255d1ad137e5c,Gamma Response Regression with Percentile Lasso and Ridge to Estimate Extreme Rainfall,"An extreme rainfall can cause flood or drought and so it is necessary to develop a prediction model to anticipate the impact of extreme rainfall phenomenon. The statistical downscaling is one of the existing methods to analyze the rainfall data based on Global Circulation Model (GCM) output. The rainfall data can be Gamma distribution because the data can be zero or more than zero. The extreme rainfall data could be in the tail of Gamma distribution and so General Linier Model (GLM) with Gamma response variable.The GCM output is usually high dimensional data and multicollinearity. Least absolute shrinkage and selection operator (lasso) and ridge penalty included in a model can overcome such problems. The value of optimum penalty can be estimated using cross validation. However, the method is very sensitive tothe k-fold size and the results are unstable. This weakness is overcome by repeating cross validation and finding some percentiles. This paper discusses a regression model with the response of Gamma distribution to predict extreme rainfall based on the25th,50th,75th,90th,and95thpercentiles. The result shows that,based on the value of root mean square error of prediction (RMSEP), the model with lasso (RMSEP=48.42 mm/month) on percentile 75th is better than that with ridge (RMSEP=50.44 mm/month) on percentile 25th.",2016,Mathematics,"list(name = ""Ichsan Ali"", ids = ""116354556""); list(name = ""Anik Djuraidah"", ids = ""18133721""); list(name = ""Agus M Soleh"", ids = ""18083682"")",,,,3,
