id,title,abstract,year,field,author,inCitation,outCitation,journalName,journalVolume,journalPages
11b762df87a31e09da4fa116982cdc1a3c0c8e60,Confidence intervals of prediction accuracy measures for multivariable prediction models based on the bootstrap-based optimism correction methods,"In assessing prediction accuracy of multivariable prediction models, optimism corrections are essential for preventing biased results. However, in most published papers of clinical prediction models, the point estimates of the prediction accuracy measures are corrected by adequate bootstrap-based correction methods, but their confidence intervals are not corrected, e.g., the DeLongâ€™s confidence interval is usually used for assessing the Cstatistic. These naÃ¯ve methods do not adjust for the optimism bias and do not account for statistical variability in the estimation of parameters in the prediction models. Therefore, their coverage probabilities of the true value of the prediction accuracy measure can be seriously below the nominal level (e.g., 95%). In this article, we provide two generic bootstrap methods, namely (1) location-shifted bootstrap confidence intervals and (2) two-stage bootstrap confidence intervals, that can be generally applied to the bootstrapbased optimism correction methods, i.e., the Harrellâ€™s bias correction, 0.632, and 0.632+ methods. In addition, they can be widely applied to various methods for prediction model development involving modern shrinkage methods such as the ridge and lasso regressions. Through numerical evaluations by simulations, the proposed confidence intervals showed favourable coverage performances. Besides, the current standard practices based on the optimism-uncorrected methods showed serious undercoverage properties. To avoid erroneous results, the optimism-uncorrected confidence intervals should not be used in practice, and the adjusted methods are recommended instead. We also developed the R package predboot for implementing these methods (https://github.com/nomahi/predboot). The effectiveness of the proposed methods are illustrated via applications to the GUSTO-I clinical trial.",2020,Mathematics,"list(name = ""Hisashi Noma"", ids = ""144974869""); list(name = ""Tomohiro Shinozaki"", ids = ""5809847""); list(name = ""Katsuhiro Iba"", ids = ""51305542""); list(name = ""Satoshi Teramukai"", ids = ""1916479""); list(name = ""Toshiaki A. Furukawa"", ids = ""143713438"")",,,,,
b76ed3c9677a28e2b27a2a474203240e04a1b8c2,LASSO-Driven Inference in Time and Space,"We consider the estimation and inference in a system of high-dimensional regression equations allowing for temporal and cross-sectional dependency in covariates and error processes, covering rather general forms of weak dependence. A sequence of large-scale regressions with LASSO is applied to reduce the dimensionality, and an overall penalty level is carefully chosen by a block multiplier bootstrap procedure to account for multiplicity of the equations and dependencies in the data. Correspondingly, oracle properties with a jointly selected tuning parameter are derived. We further provide high-quality de-biased simultaneous inference on the many target parameters of the system. We provide bootstrap consistency results of the test procedure, which are based on a general Bahadur representation for the Z-estimators with dependent data. Simulations demonstrate good performance of the proposed inference procedure. Finally, we apply the method to quantify spillover effects of textual sentiment indices in a financial market and to test the connectedness among sectors.",2018,Computer Science,"list(name = ""Victor Chernozhukov"", ids = ""26331346""); list(name = ""Wolfgang K. HÃ¤rdle"", ids = ""119445313""); list(name = ""Chen Huang"", ids = ""1641470152""); list(name = ""Weining Wang"", ids = ""47824952"")",,,arXiv: Econometrics,,
01fc65566717336450c18db49587f0b31cdea67b,Dynamic Quantile Lasso Regression,"Quantile regression has been becoming a relevant and powerfult echnique to study the whole conditional distribution of a response variable without relying on strong assumptions about the underlying data generating process. Furthermore, quantile regression has been effectively used in many real applications, providing a representation of the relation between the response variable and the covariates, that overcomes traditional mean regression. In this paper, we consider a quantile regression model in which the regression coefï¬cients are assumed to evolve over time, following a stationary stochastic process. Furthermore, since homoskedastic quantile regression models result in location shifts of the regression hyperplane, we extend the timeâ€“varying parameter model to allow for heteroskedastic innovations. A dynamic version of the adaptiveâ€“Lasso penalty is then introduced to force the dynamic evolution of non relevant parameters to shrink towards zero. A simulation study is carried out to illustrate the model performances.",2016,Mathematics,"list(name = ""Fabrizio Poggioni"", ids = ""103990744""); list(name = ""Lea Petrella"", ids = ""48660786""); list(name = ""Mauro Bernardi"", ids = ""145428031"")",,,,,
1babb281243cf4d43cd808e2097364dac6208040,A Geometric Approach to Subset Selection and Sparse Sufficient Dimension Reduction,"Sufficient dimension reduction methods allow to estimate lower dimensional subspaces while retaining most of the information about the regression of a response variable on a set of predictors. However, it may happen that only a subset of the predictors is needed. We propose a geometric approach to subset selection by imposing sparsity constraints on some coefficients. The proposed method can be applied to most existing dimension reduction methods, such as sliced inverse regression and sliced average variance estimation, and may help to improve the estimation accuracy and facilitate interpretation. Simulation studies are presented to show the effectiveness of the proposed method applied to two popular dimension reduction methods, namely SIR and SAVE, and a comparison is made with LASSO and stepwise OLS regression.",2011,Mathematics,"list(name = ""Luca Scrucca"", ids = ""3029789"")",ddf9e221d9411705ed7b9540d60d46fa5f51118e,,,,569-576
8e5a9150e0404d449b7101615cbed8973ffe6e69,Estimasi Koefisien Regresi Logistik Biner Dengan Metode Least Absolute Shrinkage and Selection Operator,"High correlation between predictor variables (multicollinearity) become a problem in logistic regression. There are some method to solve the problem, but the methods have drawbacks i.e. they can not shrink some coefficients to 0 and do variable-selection technique simultaneity. Least Absolute Shrinkage and Selection Operator (LASSO) method can shrink some coefficients to 0 and do variableselection technique simultaneity. This paper proposed to estimate binary logistic regression coefficients with LASSO method. Then it will be applied on proverty data of all village in Jeneponto. According to the binary logistic regression model with LASSO method, the estimated model shows that if number of household that which using lighting source i.e. oil lamp and not State Electricity Enterprise more than number of household using which State Electricity Enterprise and work in industry sector then that village is classificated in proverty village. Accuracy of classification with LASSO method is 80,53%.",2015,Mathematics,"list(name = ""I. Widjaja"", ids = ""2458869""); list(name = ""Anna Islamiyati"", ids = ""87389500""); list(name = ""Raupong"", ids = ""101560168"")",96d78d56f19a212ab6a60fd4837092548840b516,,,,
3f27c819283c59d64577dcafd59715d82410b659,Isotonic Modeling with Non-Differentiable Loss Functions with Application to Lasso Regularization,"In this paper we present an algorithmic approach for fitting isotonic models under convex, yet non-differentiable, loss functions. It is a generalization of the greedy non-regret approach proposed by Luss and Rosset (2014) for differentiable loss functions, taking into account the sub-gradiental extensions required. We prove that our suggested algorithm solves the isotonic modeling problem while maintaining favorable computational and statistical properties. As our suggested algorithm may be used for any nondifferentiable loss function, we focus our interest on isotonic modeling for either regression or two-class classification with appropriate log-likelihood loss and lasso penalty on the fitted values. This combination allows us to maintain the non-parametric nature of isotonic modeling, while controlling model complexity through regularization. We demonstrate the efficiency and usefulness of this approach on both synthetic and real world data. An implementation of our suggested solution is publicly available from the first author's website (https://sites.google.com/site/amichaipainsky/software).",2016,Computer Science; Medicine,"list(name = ""Amichai Painsky"", ids = ""3092268""); list(name = ""Saharon Rosset"", ids = ""1816048"")",40cc8c496a75c00e97434bacdcc78cc3f3f6ccef; 819a7b35e67cfbfe628c7c1fcd4b6c025c3c72f8; 72286e6ea8405cf99a7217c41c336d08576847ff; ced68e6daf721838f38ce8193f8caa18f8fe1625; 543adc65b49e21e8fd6c452ab217d5e0d3593124,ce2d34d0123526eacfa652c88a5dcce1227b4348; 8a501aaf2c52210eea45e1786b41233d6b62c774; 9bffeb52bcc72234725274de22619046790b4381; d0ccb840c51b7415dcb124e1d8d2521c1654c7b7; 4afccbc28a6ce5224762bc101b7efe6c9d9b71f4; dc423c0563ac6c80ae8af840c8560438644a0e59; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; b7294ac444ae927f71ac442372903ff5e2a763e1; bdd6f0e3456ff3097fea9b01346b2fe4403f84f4; e5b9d0a57b4b2fe1079c25724703aa7c1b433ac2; e04108dc293c9cd7cabf32ee1524eaab0d4641b3; 80db408970c1b8d4ebb664ac313bf5c452f95671; d56162b07529c915503a4035e5ba6cd80425ad2e; 30a4431d8b890f6b60de125319d9644923ea880d; c6ec647ddb04054b429896e6134d7c0c85b96203; 7fcd6b8a2a82679ce7b894cf4205689eb664f3ad; e9133969c2fa2113948a2698a3f5ced97e219781; 7a72f95fe6ca8ff2d147a78975efe664c87e807c; c2e09ebd2075da83f93b0f9a2967659aef1001c4; 9e7b804f7e3c01f13a554dfcc7fd7b3f1c098a6b; 072d756c8b17a78018298e67ff29e6d3a4fe5770; 2b01834d100aa17b8d41ee79e2973170108a28a2; 954afb07454a449f8d21bd8da13e4f685895ad45; f5616db9e1e377ef580bbe5c05b6e969b16dc222; 61f53054eecddcca3f78915e70c62aa80af1ec8f,IEEE Transactions on Pattern Analysis and Machine Intelligence,38,308-321
79f7bc7adafd50dbe3922b621b6ceb10f3780d63,Data-driven Optimal Cost Selection for Distributionally Robust Optimization,"Recently, (Blanchet, Kang, and Murhy 2016, and Blanchet, and Kang 2017) showed that several machine learning algorithms, such as square-root Lasso, Support Vector Machines, and regularized logistic regression, among many others, can be represented exactly as distributionally robust optimization (DRO) problems. The distributional uncertainty is defined as a neighborhood centered at the empirical distribution. We propose a methodology which learns such neighborhood in a natural data-driven way. We show rigorously that our framework encompasses adaptive regularization as a particular case. Moreover, we demonstrate empirically that our proposed methodology is able to improve upon a wide range of popular machine learning estimators.",2017,Mathematics,"list(name = ""JosÃ© H. Blanchet"", ids = ""50411298""); list(name = ""Yang Kang"", ids = ""143855291""); list(name = ""Fan Zhang"", ids = ""144184855""); list(name = ""K. Rama Murthy"", ids = ""143936734"")",,,arXiv: Machine Learning,,
2ffcdd6b3541c83b005d779f14ba94a504eeee0e,Uniformly valid confidence sets based on the Lasso,"In a linear regression model of fixed dimension $p \leq n$, we construct confidence regions for the unknown parameter vector based on the Lasso estimator that uniformly and exactly hold the prescribed in finite samples as well as in an asymptotic setup. We thereby quantify estimation uncertainty as well as the ""post-model selection error"" of this estimator. More concretely, in finite samples with Gaussian errors and asymptotically in the case where the Lasso estimator is tuned to perform conservative model selection, we derive exact formulas for computing the minimal coverage probability over the entire parameter space for a large class of shapes for the confidence sets, thus enabling the construction of valid confidence regions based on the Lasso estimator in these settings. The choice of shape for the confidence sets and comparison with the confidence ellipse based on the least-squares estimator is also discussed. Moreover, in the case where the Lasso estimator is tuned to enable consistent model selection, we give a simple confidence region with minimal coverage probability converging to one. Finally, we also treat the case of unknown error variance and present some ideas for extensions.",2018,Mathematics,"list(name = ""Karl Ewald"", ids = ""145123155""); list(name = ""Ulrike Schneider"", ids = ""36000138"")",eb2b6425dd3d07a6ae1e7e169204f64ca841891c; 38fa4431eb31ecf809f6000064472f3950588e42; 74a8230998e5314bd38cf116622be57149abd6af; 9b70a2d0785c5ccf55bd6c19c23175f79e8c4c7f; cb0bd5773a45d88c47b41794d33e978b77e4729f,a4527adde7e91a87b8d7c7cbecc673d088709b86; 74acb6b724751c41fec6b6528de39db2d437c016; 0ee02083aa568681f1e3146aec60061a7838e170; d5c9d2dd5a4792f6cfe36cd3514b56a493742208; 46be236b6c3896aea3866672bb4606496694fc77; 67f33b4ea84c8cf815a9919dd34fee6e85c22f6f; 3352e59ce4a58e9f12e0942769c1fbd57319d5f2; 1c7c5595dc7a1f5d360acf5c360ca1ca49536ba5; 71dc66aef9690747c8ab3a779cc9b98d85045966; 574753071c85f6484f049305744d669c37c6a9d4; 98f995133de844d814e5491abb705d0bc23c685d; e5ffaa4d7752d55cc5cf76eed1fec267b2db171c; 078aec85e29f35a81e63bd4571eec6ba549de1b2; dc5b06753fac11268bc2300b7c25d50cbbcdeb5c; 6ed0e4a022dbc09ed1e0748a4ba8c192f5dd1d90; 28ff4e0de42caa4c6dfb03a46af25c7afd42b7d9; 1c9b0bd09cbd955aa50163c9e6f6842bcc730964; 419c999432f38c89d4f40da5393832e73d937c89; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; 1660b97b4cee1205d099844d6ece4afe43a63cf7; 6410ec306cfec30aa85d2172ac9eba1ef5bea4cc,Electronic Journal of Statistics,12,1358-1387
2b0d16e74abf3c512fc70def14163b119f1988f2,Super-resolution for facial image using multilateral affinity function,"In this paper, a patch-based super-resolution (SR) method is proposed to hallucinate facial images, where the image patches are selected and weighted based on a multilateral affinity function (MAF). Inspired by the property of human faces, we design the MAF by combining four parts, each of which is also an affinity function and inspired from different insights. The first part describes the similarity of two patches by their appearances. The second one takes the probable positions of patches into account. The third part incorporates the global information of faces by Lasso regression. The fourth one includes the information of significant facial components. Through the data consistency constraint, weights of training patches are calculated from MAF. The final SR results are obtained by the stitching of inferred HR patches and a post-processing. The experiments on two public databases demonstrate the superiority of the proposed method over some state-of-the-art methods via various criteria. The feasibility of our method in the real-world scenario is also demonstrated experimentally.",2014,Mathematics; Computer Science,"list(name = ""Fei Zhou"", ids = ""143741782""); list(name = ""Biao Wang"", ids = ""39467013""); list(name = ""Qingmin Liao"", ids = ""2883861"")",38bdcf2f1abf8e0e1d5bcfcee83324d4d21ba93d; 05b7816542bafcecb1b721d39f2474e513ded9e6; 70366c049cd80cdf88956b0757a218af4e1a3c08; c1cf5dda56c72b65e86f3a678f76644f22212748,f99d0bd1f1288fe35d46f719125844bfbaf544e3; eae2e0fa72e898c289365c0af16daf57a7a6cf40; 09ad57265a1f0dfd60b3360daa499f5e93059c22; ccee154d982f9523440e3a956b6c90a5a27cf83e; 1e0d92b9b4011822825d1f7dc0eba6d83504d45d; d3f945e0f14cf069d8a3f97497e94044f5d3b21a; b4018623293585e06e5ec159d11a9178f9f99380; 064700e8aa90debc7731d662ce24555fe79cec26; c4c5309ab3916bcf27617826d8aaf1e75ef9500a; a99e76f6debc3eb6b8f654321a6f76200bc1086d; e484ef6b9a1b38a86a8c79b5559a3070f327a033; 725320ba274e1a8c79817059327c4176c1ca1ae0; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; 94863eb3be7092fc3111f220cc18b6931eedd9d0; 3f4b8fe5edfac918c1c74317242b2d91346d5fb6; 2c57a3a8e845decd3300260ce05b8255edc94f7a; 37590c01629cf8c7a9bcf47a8985cf9b7fbe6788; b372432ccd4c9cf169b1eee2adadae074eb3a3fd; e8e560ed428f88af52579732196b8c3dc5037b40; a6929ca81b420cc02c8be2c32dbb4d8e690f3ddf; f6488c7741eaddf6cbbd0b0728c48fd8ee1c00a4; befc6e69cc611aab94ca8217424c83f467605dce; 5818c076d0a12d540c55f9172dd2ed917ed43b33; e7c4665ce36a53484f8a7b7dfa821a9f6273eab4; 7c850f4c56f184891f3ccfe2de6213881dc0e08c; 9e4982f8a16afdbecab535be6682a88050dd8991; e5c22faf19bd7ab529ec7c39e4f46e8116211679; 29bf5edc915b14a3b5b788f7427b56908bc5f2ab; 8670e2aaec203332b46abed2237e54fc3e422c11; a12e2504d494febaf723aa1053e75ef1548f69b3; bf164e9199793202b5006bf08434e1037ba74a5a; d9be29b77a5eec69414a76c0fdf8099501a9f7b7; 80167e8e03cdb830948b23af2a3bb2d3131dfdfb; fd37b25760cb3adc01c4e3209e6f7072e66ab724; 7ffa7a36e5414a0f2b16b1d8f93442ab15e2235d; 7f15a4dd12ff31096ad2368a0d7d9507cf5af76c; a79516249f840b94b73746bb5670f9e2801cface; 791d46aa9cdd40bc9d82067a2e9b71785c62838b; f2743cb3cd26bad5a36fabaeb82fd86166e93b53; d675629b0f3beac3c4ef92ea05ae6bfdf83af34f; c0e5a471179d2d8c7025febe77a90c3a99c7c9fa; 58707a7d67e1f28b1a9ee719504c8d325c2ccf48; 90e0fc0bc4fc1292fe8bad1453b5945eda85f649,Neurocomputing,133,194-208
9af21b138061326c9add932cb2cb085fb16d7345,Parkinsonâ€™s Disease Rigidity: Relation to Brain Connectivity and Motor Performance,"OBJECTIVE
(1) To determine the brain connectivity pattern associated with clinical rigidity scores in Parkinson's disease (PD) and (2) to determine the relation between clinically assessed rigidity and quantitative metrics of motor performance.


BACKGROUND
Rigidity, the resistance to passive movement, is exacerbated in PD by asking the subject to move the contralateral limb, implying that rigidity involves a distributed brain network. Rigidity mainly affects subjects when they attempt to move; yet the relation between clinical rigidity scores and quantitative aspects of motor performance are unknown.


METHODS
Ten clinically diagnosed PD patients (off-medication) and 10 controls were recruited to perform an fMRI squeeze-bulb tracking task that included both visually guided and internally guided features. The direct functional connectivity between anatomically defined regions of interest was assessed with Dynamic Bayesian Networks (DBNs). Tracking performance was assessed by fitting Linear Dynamical System (LDS) models to the motor performance, and was compared to the clinical rigidity scores. A cross-validated Least Absolute Shrinkage and Selection Operator (LASSO) regression method was used to determine the brain connectivity network that best predicted clinical rigidity scores.


RESULTS
The damping ratio of the LDS models significantly correlated with clinical rigidity scores (pâ€‰=â€‰0.014). An fMRI connectivity network in subcortical and primary and premotor cortical regions accurately predicted clinical rigidity scores (pâ€‰<â€‰10(-5)).


CONCLUSION
A widely distributed cortical/subcortical network is associated with rigidity observed in PD patients, which reinforces the importance of altered functional connectivity in the pathophysiology of PD. PD subjects with higher rigidity scores tend to have less overshoot in their tracking performance, and damping ratio may represent a robust, quantitative marker of the motoric effects of increasing rigidity.",2013,Medicine,"list(name = ""Nazanin Baradaran"", ids = ""47194596""); list(name = ""Sun Nee Tan"", ids = ""2051371""); list(name = ""Aiping Liu"", ids = ""46263537""); list(name = ""Ahmad Ashoori"", ids = ""1684086""); list(name = ""Samantha J. Palmer"", ids = ""1906247""); list(name = ""Zheng Wang"", ids = ""48708116""); list(name = ""Meeko M. K. Oishi"", ids = ""1722063""); list(name = ""Martin J. McKeown"", ids = ""1711848"")",5ab526ed7a32bed783b4aff3423f8e832e69d8e6; 862a3d01ac79d862bd5db85e1187608ecead823e; 80dda2f0e95260b2f655c092c8880233262faa8e; 8f646cf2e0e0811ce3a40ad9ca7fcde21d339fc3; 2629d83d2c4598279572c8bc5ba125776f1b53e1; 2c17f9c9c9c634d43bffe6dd2793c7bed44bfc79; e5496d6a51f116f07a7cb2fbb82f37152ebfb934; 4eccbef2d43ecc8e06017cac55ead2c7d2a2171e; 3a498d15bd9a85f4ad1ca9a2e9282af7c4e7441e; 6769c6e0f8cd31e86672fad01f075b90f404c695; c678439e3687de0fe5b96b01f2d2c6872eea1cbc; adb3e62e346f326c6d09d76c2b9555f2eab5af48; d8052f28d4132bb5c1075388d824f1aaa9a05243; bbe41b4be7dc48d51f47cd01dfbad1b03e81433f; ad07294352f2511351c6b3bef853331fd913632b; d3761e1688e01b4261384c7b9386aa0dfb0d516a; 1f484ae52d0e7db375a2eea8d43692feba34b96a; 09de16a77d824120d7fd5bbf2fd95b8789c8cd46; 7ffcdc362aa3d6ba9e1ce108cf01fcb28d30dfa7; 92dbd31515a351cb0d7aae42a251f71b7b32de3c; 6931d83d8371082938c8d5cfe976cc09df329336; ce552b948fff06f051de496e664b87012b60cf3f; ee2523f592abdb57d46ca67e9a70b3782c70101d; b7ee492108114ff9df90ed8d7f0a8c63e0a1f591; ddd07f3749660935963e61547d7bea9667b66ff7,47d94f837624a0b7c69b7be05b25fe97b9fc0853; fdf822cdd1595a93678c2f86e03c185e0a0b6ed2; 344a1dd03d94779f950beea9220b0a91f67cd57a; 1da3045635fbe7423d2c1fa17041798c6f263325; 82f52e05f4df8d50f56582189d89f00775147bac; 5530e66b9a8fce83c448bb7752695c9df02259f7; 38bfb2bd838430a82fb80cf472465faa905f9c52; 6848010d1f338fd7cc81053c2ff69b1bbc317812; 09303286ae92be4a6116f976874bff0bfc5ae450; 5c80fc38e0ed6a17f8df929290dec6d5eccac00a; c06d52d23daaa1a3824fbdc0f2b20a66ad299420; 89531afe96ab3a1ca9dd6f4f5d759463493ad183; 3d9435085848134e47828e1ef3d8f738c5c63342; 13dff3daaf277a709e87573db9c9d8ded8d1557d; 39ea2973cb5c7879833eb81ed71fcfe1286c9b94; a048f818dbaac1fd976e94b0b83dd176c879d55c; 5345dfbf95ad8f4734cb0b30925c04e47372c112; 78887694d4fd49fc420b9b5f61187502d9ba503b; 6a17ebeeb80cd696bc83a288f1a77ddfc1467079; 5df5ddb7969cb45cccda578e2551bff3a989e38e; e55ff24ad5aa033d33913688045b22bd6914b88d; 88f2b85a322414462047cf327d3b2ff93af0feb1; 44da312df6ace83699ca5e68d164c2477885c50a; 0d177b764116c2b694f78c66587bd5acd020b5e7; 58c3bd1c1788fbd8a6a98529a4be71917f856d8d; d90242c215f0c221031e1913be19e31f68337cec; b02a7ddb6e5cba9f94f14f79bd16f3cc1074234c; 3621a46df88ba82de60a8d3126de96b16620411c; b9014f0f5a1bd539569b444f7a6e8bc7b479dcd9; 7e7e1543be54a354dece522077a4bf339c97c722; 2f5eb21d74d2f42f8a099a0bc0e7f57950bdb3ec; 2d8abd810184c44959212ea8748e8e2e1df0a5b4; c6b531ab953c28b35057ab5fb35590d34c2d6614; a78db5ceaae229c4ca971dad51d24c86846c3190; 6e7ff0145060b0b2d6f8b532b1a7ce8247d3e862; 0f28c524f0201a6a2221040dbc0c6d7fc90aef5c; 27588746aba03fbf294268d520b63acd77975f1b; 1103f496df55451486b037a2869af495f109aac0; fd970a9611e1d7d5fe4c4f43d52b79c596fbfff9; 1d10fa8b851f83a64179be68cee0cef63a04e277; 9c505fdd165d4220d15a96c86debab59bc775dbb; f037d801b8e60b5a87e4d02e595a428ad6848838; 25a3553c692b0f2cf4ecc092f102f85e99e916c4; c5b2497598983ea55107026de97f26aba0555322; c02f3111e296004fe4b55422036f674e1764e12f; b365b8e45b7d81f081de44ac8f9eadf9144f3ca5; e240a1d15a5aa596fd0073ee3344e70dbc70cb66; 39f404da5b783fc1e30322f59dea99eef5adfb19; 0d97bd0ed94499bfdb5416fcb037ff2d933a1f59; 3dc1f36dc7771ba9510a581147feeb8bda7ba4ca; 6719b8d18d86e6ab68551f581718393113ec8153; d007b0231bad18eb98e82bab4b1753884f60c896,Frontiers in Neurology,4,
