title,abstract,year,journal
Fractal dimension of cerebral white matter: A consistent feature for prediction of the cognitive performance in patients with small vessel disease and mild cognitive impairment,"Patients with cerebral small vessel disease (SVD) frequently show decline in cognitive performance. However, neuroimaging in SVD patients discloses a wide range of brain lesions and alterations so that it is often difficult to understand which of these changes are the most relevant for cognitive decline. It has also become evident that visually-rated alterations do not fully explain the neuroimaging correlates of cognitive decline in SVD. Fractal dimension (FD), a unitless feature of structural complexity that can be computed from high-resolution T1-weighted images, has been recently applied to the neuroimaging evaluation of the human brain. Indeed, white matter (WM) and cortical gray matter (GM) exhibit an inherent structural complexity that can be measured through the FD. In our study, we included 64 patients (mean ageâ€¯Â±â€¯standard deviation, 74.6â€¯Â±â€¯6.9, education 7.9â€¯Â±â€¯4.2â€¯years, 53% males) with SVD and mild cognitive impairment (MCI), and a control group of 24 healthy subjects (mean ageâ€¯Â±â€¯standard deviation, 72.3â€¯Â±â€¯4.4â€¯years, 50% males). With the aim of assessing whether the FD values of cerebral WM (WM FD) and cortical GM (GM FD) could be valuable structural predictors of cognitive performance in patients with SVD and MCI, we employed a machine learning strategy based on LASSO (least absolute shrinkage and selection operator) regression applied on a set of standard and advanced neuroimaging features in a nested cross-validation (CV) loop. This approach was aimed at 1) choosing the best predictive models, able to reliably predict the individual neuropsychological scores sensitive to attention and executive dysfunctions (prominent features of subcortical vascular cognitive impairment) and 2) identifying a features ranking according to their importance in the model through the assessment of the out-of-sample error. For each neuropsychological test, using 1000 repetitions of LASSO regression and 5000 random permutations, we found that the statistically significant models were those for the Montreal Cognitive Assessment scores (p-valueâ€¯=â€¯.039), Symbol Digit Modalities Test scores (p-valueâ€¯=â€¯.039), and Trail Making Test Part A scores (p-valueâ€¯=â€¯.025). Significant prediction of these scores was obtained using different sets of neuroimaging features in which the WM FD was the most frequently selected feature. In conclusion, we showed that a machine learning approach could be useful in SVD research field using standard and advanced neuroimaging features. Our study results raise the possibility that FD may represent a consistent feature in predicting cognitive decline in SVD that can complement standard imaging.",2019,NeuroImage : Clinical
New Bayesian Lasso Composite Quantile Regression,"In this paper, we propose a new Bayesian lasso inference scheme for variable selection in composite quantile regression model (C Quantile Reg). The suggested approach is to construct a hierarchical structure within the Gibbs sampling under the assumption that the residual term comes from skew Laplace distribution (asymmetric Laplace distribution) andÂ  assign scale mixture uniform (SMU) as prior distributions on the coefficients of composite quantile regression model. Our proposed method was compared to some other existing methods by testing the performance of these methods through simulation studies and real data examples.",2017,"American Scientific Research Journal for Engineering, Technology, and Sciences"
Mineral water from spring Px-6 â€“ physico-chemical characteristics and indications for use,"The aim of the article is to present full physiochemical analyses of the mineral water from spring Px-6 which is used for the treament of patients in the Clinic of Thalassotherapy, Physiotherapy and Rehabilitation at Saints Constantine and Helena resort, the indications for use of that water and the main benefits that may occur after treatment. Full physico-chemical analyses show significant stability in the composition of the components. Combining physical exercises, electrotherapy, hot packs with lye or other kind of physical factors with balneotherapy is highly effective for the treatment of different disorders. The use of water for prophylaxis, wellness and recreation in healthy people is not excluded. Contraindications are limited. Though the positive effect of water from spring Px-6 is proven concerning its physico-chemical characteristics and our own experience, more scientific researches should be conducted to increase the evidence of the benefits of this water and its further optimal use for prophylaxis, treatment and wellness.",2018,
APPLE: approximate path for penalized likelihood estimators,"In high-dimensional data analysis, penalized likelihood estimators are shown to provide superior results in both variable selection and parameter estimation. A new algorithm, APPLE, is proposed for calculating the Approximate Path for Penalized Likelihood Estimators. Both convex penalties (such as LASSO) and folded concave penalties (such as MCP) are considered. APPLE efficiently computes the solution path for the penalized likelihood estimator using a hybrid of the modified predictor-corrector method and the coordinate-descent algorithm. APPLE is compared with several well-known packages via simulation and analysis of two gene expression data sets.",2014,Statistics and Computing
On the interest of a space-time regularization for reconstructing sparse excitation sources,"In time domain, force reconstruction problems are commonly solved from Tikhonov and LASSO regularizations. Practically, these approaches can lead to inaccurate reconstructions, if the sources to identify don't share the same space-time characteristics or the corresponding force vector doesn't exhibit the desired structure. To alleviate this potential drawback, we have recently introduced a multiplicative space-time regularization that allows exploiting one's prior knowledge of the spatial distribution of the sources as well as their time history. In this contribution, the proposed regularization strategy is compared to the multiplicative Tikhonov and LASSO regularizations through an experimental application to point out the practical interest of exploiting simultaneously both spatial and temporal prior information in terms of quality and robustness of the reconstructed excitation sources. 1. Introduction Force reconstruction problems in time domain still remain an active topic in the structural dynamics community. To solve this problem, several approaches have been developed, such as Kalman filtering [1] or adaptive filtering [2]. However, the most widespread strategy is certainly the regularization, and more particularly, the Tikhonov and LASSO regularizations. From a theoretical standpoint, Tikhonov regularization should be used when the force signal exhibits a certain continuity [3, 4] and the spatial distribution of the sources is rather smooth [5]. On the contrary, LASSO regularization should be used when the excitation signal is rather impulsive [6, 7] and the spatial distribution of the sources is sparse [8]. It results that classical strategies developed in the literature are theoretically not always well adapted to tackle both the local-ization and time reconstruction problems at the same time, except for configurations where the force vector to identify has the desired structure or the spatial distribution of sources and the nature of the excitation signals share the same space-time characteristics, such as the sparsity [9]. To the best of our knowledge, only a few methods have been developed to address this specific issue and they generally consist in solving the space-time reconstruction problem in a separated manner [10].",2019,
Estimating the Penalty Level of $\ell_{1}$-minimization via Two Gaussian Approximation Methods,"In this paper, we aim to give a theoretical approximation for the penalty level of $\ell_{1}$-regularization problems. This can save much time in practice compared with the traditional methods, such as cross-validation. To achieve this goal, we develop two Gaussian approximation methods, which are based on a moderate deviation theorem and Stein's method respectively. Both of them give efficient approximations and have good performances in simulations. We apply the two Gaussian approximation methods into three types of ultra-high dimensional $\ell_{1}$ penalized regressions: lasso, square-root lasso, and weighted $\ell_{1}$ penalized Poisson regression. The numerical results indicate that our two ways to estimate the penalty levels achieve high computational efficiency. Besides, our prediction errors outperform that based on the 10-fold cross-validation.",2020,arXiv: Statistics Theory
Proactive advising: a machine learning driven approach to vaccine hesitancy,"Despite once being nearly eradicated, Measles cases in Europe have surged to a 20-year high with more than 60,000 cases in 2018, due to a dramatic decrease in vaccination rates. The decrease in Measles, Mumps, and Rubella (MMR) vaccination rates can be attributed to an increase in â€˜vaccine hesitancyâ€™, or the delay in acceptance or refusal of vaccines despite their availability. Vaccine hesitancy is a relatively new global problem for which effective interventions are not yet established. In this paper, a novel machine learning approach to identify children at risk of not being vaccinated against MMR is proposed, with the objective of facilitating proactive action by healthcare workers and policymakers. A use case of the approach is the provision of individualized informative guidance to families that may otherwise become or are already vaccine hesitant. Using a LASSO logistic regression model trained on 44,000 child Electronic Health Records (EHRs), vaccine hesitant families can be identified with a higher precision (0.72) than predicting vaccine uptake based on a childâ€™s infant vaccination record alone (0.63). The model uses a low number of attributes of the child and his or her family and community to produce a prediction, making it readily interpretable by healthcare professionals. The implementation of the machine learning model into an open source dashboard for use by healthcare providers and policymakers as an Early Warning and Monitoring System (EWS) against vaccine hesitancy is proposed. The EWS would facilitate a wide variety of proactive, anticipatory and therefore potentially more effective public health interventions, compared to reactive interventions taken after vaccine rejections.",2019,2019 IEEE International Conference on Healthcare Informatics (ICHI)
Interactive Object Retrieval using Interpretable Visual Models,"This thesis is an attempt to improve visual object retrieval by allowing users to interact with the system. Our solution lies in constructing an interactive system that allows users to define their own visual concept from a concise set of visual patches given as input. These patches, which represent the most informative clues of a given visual category, are trained beforehand with a supervised learning algorithm in a discriminative manner. Then, and in order to specialize their models, users have the possibility to send their feedback on the model itself by choosing and weighting the patches they are confident of. The real challenge consists in how to generate concise and visually interpretable models. Our contribution relies on two points. First, in contrast to the state-of-the-art approaches that use bag-of-words, we propose embedding local visual features without any quantization, which means that each component of the high-dimensional feature vectors used to describe an image is associated to a unique and precisely localized image patch. Second, we suggest using regularization constraints in the loss function of our classifier to favor sparsity in the models produced. Sparsity is indeed preferable for concision (a reduced number of patches in the model) as well as for decreasing prediction time. To meet these objectives, we developed a multiple-instance learning scheme using a modified version of the BLasso algorithm. BLasso is a boosting-like procedure that behaves in the same way as Lasso (Least Absolute Shrinkage and Selection Operator). It efficiently regularizes the loss function with an additive L1-constraint by alternating between forward and backward steps at each iteration. The method we propose here is generic in the sense that it can be used with any local features or feature sets representing the content of an image region.",2011,
Genome-Wide Association Mapping and Genomic Selection for Alfalfa (Medicago sativa) Forage Quality Traits,"Genetic progress for forage quality has been poor in alfalfa (Medicago sativa L.), the most-grown forage legume worldwide. This study aimed at exploring opportunities for marker-assisted selection (MAS) and genomic selection of forage quality traits based on breeding values of parent plants. Some 154 genotypes from a broadly-based reference population were genotyped by genotyping-by-sequencing (GBS), and phenotyped for leaf-to-stem ratio, leaf and stem contents of protein, neutral detergent fiber (NDF) and acid detergent lignin (ADL), and leaf and stem NDF digestibility after 24 hours (NDFD), of their dense-planted half-sib progenies in three growing conditions (summer harvest, full irrigation; summer harvest, suspended irrigation; autumn harvest). Trait-marker analyses were performed on progeny values averaged over conditions, owing to modest germplasm Ã— condition interaction. Genomic selection exploited 11,450 polymorphic SNP markers, whereas a subset of 8,494 M. truncatula-aligned markers were used for a genome-wide association study (GWAS). GWAS confirmed the polygenic control of quality traits and, in agreement with phenotypic correlations, indicated substantially different genetic control of a given trait in stems and leaves. It detected several SNPs in different annotated genes that were highly linked to stem protein content. Also, it identified a small genomic region on chromosome 8 with high concentration of annotated genes associated with leaf ADL, including one gene probably involved in the lignin pathway. Three genomic selection models, i.e., Ridge-regression BLUP, Bayes B and Bayesian Lasso, displayed similar prediction accuracy, whereas SVR-lin was less accurate. Accuracy values were moderate (0.3-0.4) for stem NDFD and leaf protein content, modest for leaf ADL and NDFD, and low to very low for the other traits. Along with previous results for the same germplasm set, this study indicates that GBS data can be exploited to improve both quality traits (by genomic selection or MAS) and forage yield.",2017,PLoS ONE
Estimating stellar atmospheric parameters based on LASSO and support-vector regression,"A scheme for estimating atmospheric parameters T$_{eff}$, log$~g$, and [Fe/H] is proposed on the basis of Least Absolute Shrinkage and Selection Operator (LASSO) algorithm and Haar wavelet. The proposed scheme consists of three processes. A spectrum is decomposed using the Haar wavelet transform and low-frequency components at the fourth level are considered as candidate features. Then, spectral features from the candidate features are detected using the LASSO algorithm to estimate the atmospheric parameters. Finally, atmospheric parameters are estimated from the extracted spectral features using the support-vector regression (SVR) method. The proposed scheme was evaluated using three sets of stellar spectra respectively from Sloan Digital Sky Survey (SDSS), Large Sky Area Multi-object Fiber Spectroscopic Telescope (LAMOST), and Kurucz's model, respectively. The mean absolute errors are as follows: for 40~000 SDSS spectra, 0.0062 dex for log~T$_{eff}$ (85.83 K for T$_{eff}$), 0.2035 dex for log$~g$ and 0.1512 dex for [Fe/H]; for 23963 LAMOST spectra, 0.0074 dex for log~T$_{eff}$ (95.37 K for T$_{eff}$), 0.1528 dex for log~$g$, and 0.1146 dex for [Fe/H]; and for 10469 synthetic spectra, 0.0010 dex for log T$_{eff}$(14.42K for T$_{eff}$), 0.0123 dex for log~$g$, and 0.0125 dex for [Fe/H].",2015,Monthly Notices of the Royal Astronomical Society
