title,abstract,year,journal
RÃ©flexions sur la SystÃ©matique et la GenÃ©se Des Bassins de SÃ©dimentation,"Publisher Summary This chapter illustrates the differences among recent basinsâ€”in the morphological senseâ€”and paleobasinsâ€”in the geological sense. A classification of the latter is presented, in which new elements are introduced: (1) the longitudinal development, (2) the genesis, (3) the kinematics, (4) the age, and (5) the concept of spatial and geographical unity. It is considered in what ways certain types of paleobasins can develop, and how they can change into other types. It is also considered whether the alpine basins represent a prototype and whether one should not reckon with the possibility of a different evolution in the course of geological times. As to the genesis, a distinction is made between thalassogenesis (origin of the ocean) and anguieogenesis (origin of the basin). The basin can be a part of the ocean, generally situated on the continental border where the maximum sedimentation takes place. Certain paleobasins can originate by deformation and subsidence of old peneplains that became continental shelves. In the chapter a tentative comparison is made between deposition in the recent depressions and in the paleobasins.",1964,Developments in sedimentology
"Mutagenicity Testing of Herbicides, Fungicides and Insecticides","The insecticides: summithion, lannate, carbicron, thiodan and kelthane, the fungicides: diathane M-45 and aladrin and the herbicides: ramrod, lasso, round up and grammoxone induce acute mitostatic effects of Vicia faba root meristematic cells. Pycnotic nuclei and premature chromosome condensation are also evident. Also carbicron, kelthane, lasso and ramrod induce anaphase bridges accompanied by relatively scarce micronuclei. The results suggest possible genetic damage by these chemicals.",1981,Cytologia
A methodology for qualitative archaeometallurgical fieldwork using a handheld X-ray fluorescence spectrometer,"AbstractRecent work aimed at provenancing metal slag from Sagalassos, south-west Turkey, as part of a study investigating the Roman iron industry in the area. Although previously samples of the slag material had been exported from the country for the purposes of analysis, a method of analysing the materials in-situ was required. It was decided that the best technique for achieving â€˜in-the-fieldâ€™ results would be handheld X-ray fluorescence spectrometry (HH-XRF). A series of laboratory based tests were first performed in order to determine the ideal working parameters for the HH-XRF and the best method for preparing the samples. The results indicated that different slag (i.e. Ti-rich/poor) could clearly be distinguished amongst the powdered samples.A total of 45 metal slag were analysed in the field in order to see whether the slag could be qualitatively characterised based on provenance. The results of the field study indicated two principle groups (a high Ti â€“ Zr group and a low Ti â€“ Zr group). The Ca an...",2015,
Machine Learning-Based Temperature Prediction for Runtime Thermal Management Across System Components,"Elevated temperatures limit the peak performance of systems because of frequent interventions by thermal throttling. Non-uniform thermal states across system nodes also cause performance variation within seemingly equivalent nodes leading to significant degradation of overall performance. In this paper we present a framework for creating a lightweight thermal prediction system suitable for run-time management decisions. We pursue two avenues to explore optimized lightweight thermal predictors. First, we use feature selection algorithms to improve the performance of previously designed machine learning methods. Second, we develop alternative methods using neural network and linear regression-based methods to perform a comprehensive comparative study of prediction methods. We show that our optimized models achieve improved performance with better prediction accuracy and lower overhead as compared with the Gaussian process model proposed previously. Specifically we present a reduced version of the Gaussian process model, a neural networkâ€“based model, and a linear regressionâ€“based model. Using the optimization methods, we are able to reduce the average prediction errors in the Gaussian process from <inline-formula><tex-math notation=""LaTeX""> $4.2^\circ$</tex-math><alternatives><inline-graphic xlink:href=""ogrencimemik-ieq1-2732951.gif""/></alternatives> </inline-formula>C to <inline-formula><tex-math notation=""LaTeX"">$2.9^\circ$</tex-math><alternatives> <inline-graphic xlink:href=""ogrencimemik-ieq2-2732951.gif""/></alternatives></inline-formula>C. We also show that the newly developed models using neural network and Lasso linear regression have average prediction errors of <inline-formula><tex-math notation=""LaTeX"">$2.9^\circ$</tex-math><alternatives> <inline-graphic xlink:href=""ogrencimemik-ieq3-2732951.gif""/></alternatives></inline-formula>C and <inline-formula> <tex-math notation=""LaTeX"">$3.8^\circ$</tex-math><alternatives> <inline-graphic xlink:href=""ogrencimemik-ieq4-2732951.gif""/></alternatives></inline-formula>C respectively. The prediction overheads are 0.22, 0.097, and 0.026 ms per prediction for reduced Gaussian process, neural network, and Lasso linear regression models, respectively, compared with 0.57 ms per prediction for the previous Gaussian process model. We have implemented our proposed thermal prediction models on a two-node system configuration to help identify the optimal task placement. The task placement identified by the models reduces the average system temperature by up to <inline-formula><tex-math notation=""LaTeX"">$11.9^\circ$</tex-math><alternatives> <inline-graphic xlink:href=""ogrencimemik-ieq5-2732951.gif""/></alternatives></inline-formula>C without any performance degradation. Furthermore, these models respectively achieve 75, 82.5, and 74.17 percent success rates in correctly pointing to those task placements with better thermal response, compared with 72.5 percent success for the original model in achieving the same objective. Finally, we extended our analysis to a 16-node system and we were able to train models and execute them in real time to guide task migration and achieve on average 17 percent reduction in the overall system cooling power.",2018,IEEE Transactions on Parallel and Distributed Systems
Structural studies of salvage enzymes in nucleotide biosynthesis,"There are two routes to produce deoxyribonucleoside triphosphates (dNTPs) precursors for DNA synthesis, the de novo and the salvage pathways. Deoxyribonucleoside kinases (dNKs) perform the initial phosphorylation of deoxyribonucleosides (dNs). Furthermore, they can act as activators for several medically important nucleoside analogs (NAs) for treatment against cancer or viral infections. Several disorders are characterized by mutations in enzymes involved in the nucleotide biosynthesis, such as Lesch-Nyhan disease that is linked to hypoxanthine guanine phosphoribosyltransferase (HPRT). In this thesis, the structures of human thymidine kinase 1 (TK1), a mycoplasmic deoxyadenosine kinase (Mm-dAK), and phosphoribosyltransferase domain containing 1 (PRTFDC1) are presented. Furthermore, a structural investigation of Drosophila melanogaster dNK (Dm-dNK) N64D mutant was carried out. The obtained structural information reveals the basis for substrate specificity for TKs and the bacterial dAKs. The TK1 revealed a structure different from other known dNK structures, containing an Î±/Î² domain similar to the RecA-F1ATPase family, and a lasso-like domain stabilized by a structural zinc. The Mm-dAK structure was similar to its human counterparts, but with some alterations in the proximity of the active site. Furthermore several residues important for substrate specificity were identified. The crystal structure of PRTFDC1 was structurally very similar to its homolog HPRT. PRTFDC1 was classified as having an unknown function and with structural and biochemical data we showed that PRTFDC1 has some phosphoribosyltransferase activity. A changed behavior of the Dm-dNK N64D mutant was previously observed. This mutant displayed an increased sensitivity towards NAs and a decreased feedback inhibition. Complexes with substrate and feedback inhibitor provided an explanation for the changed behavior of the mutant. The structural data presented here, provide a foundation for substrate specificity for dNKs. The information of differences between human and bacterial enzymes will be of importance for the design of new anti-bacterial agents. Mutational studies to improve desired properties of an enzyme are an important issue in suicide gene/chemotherapy. Although we have found a potential function of PRTFDC1 there are still a lot of questions concerning its biological role to answer.",2007,
"Calcineurin Associated with the lnositol 1,4,5=Trisphosphate Receptor-FKBPI 2 Complex Modulates Ca*+ Flux","Siraj M. Ali, * Gabriele V. Ronnett,? and Solomon H. Snyder**5 *Department of Neuroscience tDepartment of Neurology $Department of Pharmacology and Molecular Sciences SDepartment of Psychiatry and Behavioral Sciences Johns Hopkins University School of Medicine Baltimore, Maryland 21205 Summary The immunosuppressant drug FK506 binds to the im- munophilin protein FKBPl2 and inhibits its prolyl iso- meraseactivity. Immunosuppresiveactions, however, are mediated via an FK506-FKBP12 inhibition of the Ca*+-activated phosphatase calcineurin. Physiologic cellular roles for FKBPl2 have remained unclear. FKBPl2 is physically associated with the RyR and IP3R Ca*+ channels in the absence of FK506, with added FK506 disrupting these complexes. Dissociation of FKBPl2 results in alteration of channel Ca% conduc- tance in both cases. We now report that calcineurin is physiologically associated with the IP3R-FKBP12 and RyR-FKBP12 receptor complexes and that this inter- action can be disrupted by FK506 or rapamycin. Cal- cineurin anchored to the IP3R via FKBP12 regulates the phosphorylation status of the receptor, resulting in a dynamic Ca*+ -sensitive regulation of IP3-mediated Ca2+ flux. Introduction The immunophilin proteins mediate the clinical effects of the immunosuppressant drugs cyclosporin A, FK506, and rapamycin. Cyclophilins, thefirstclassof immunophilinsto be identified, bind to cyclosporin A, acyclic undecapeptide (Handschumacher et al., 1984; for review see Walsh et al., 1992). FK506 and rapamycin, structurally related mac- rolides, instead bind to the FK506-binding protein (FKBP) class of immunophilins. Although there are a number of membersoftheimmunophilinfamily, immunosuppressant actions appear largely attributable to cyclophilin A and B and FKBP12 (Bram et al., 1993). The cyclophilins and FKBPs do not share amino acid sequence similarity, but both display peptidylprolyl-cis-trans isomerase (rota- mase) activity thought to be associated with protein folding (Schmid, 1993). Furthermore, immunophilin rotamase ac- tivity is inhibited by their respective immunosuppressant ligands. lmmunosuppressant actions, however, do not ap- pear to derive from inhibition of this isomerase activity. Rather, the drug-immunophilin complex of cyclosporin A-cyclophilin or FK506-FKBP12 binds to the protein phosphatase calcineurin to inhibit its activity, thereby aug- menting levels of phosphorylated calcineurin substrates such as the transcription factor NFAT (for nuclear of activated T cells) (Liu et al., 1991; Oâ€™Keefe et al., 1992; Clipstone and Crabtree, 1992; for review of calcineurin, see Klee et al., 1988). In its phosphorylated state, NFAT cannot translocate to the nucleus, where it regulates ex- pression of genes critical for T cell activation such as in- terleukin-2 (IL-2). Rapamycin acts differently than cyclo- sporin A and FK506, as it blocks the actions of IL-2 rather than its synthesis (Bierer et al., 1990). Rapamycin binds with high affinity to FKBP12 and inhibits its rotamase activ- ity, but the rapamycin-FKBP12 complex does not interact with calcineurin. Rather, this immunosuppressant-immu- nophilin complex binds to a recently identified target pro- tein designated RAFT (for rapamycin and FKBP12 target) or FRAP (for FKBP-rapamycin-associated protein) (Sa- batini et al., 1994; Brown et al., 1994). Marks and colleagues have observed an association of FKBP12 with the ryanodine receptor (RyR) skeletal muscle in the absence of FK506 (Jayaraman et al., 1992; Timerman et al., 1993; Brillantes et al., 1994). RyR is a tetrameric Ca*+ channel that mediates Caâ€™+-induced Ca2+ release in muscle, brain, and other tissues (Takeshima et al., 1989; McPherson and Campbell, 1993). We have demonstrated that the inositol 1,4,5-trisphosphate (IP,) re- ceptor (IPBR), a structurally and functionally related tetra- merit Ca2+ channel that shares up to 40% homology RyR in some regions, is also a direct target of FKBP12 (Cameron et al., 1995; for review see Furuichi and Miko- shiba, 1995; Snyder and Sabatini, 1995). Whereas FK506 stimulates the binding of FKBP12 to calcineurin, FK506 dissociates FKBP12 from RyR and IP$R. When FKBP12 is â€œstrippedâ€ from the RyR-FKBPlP or IP3R- FKBP12 complex, the Ca2+ channels of these two proteins become â€œleaky.â€ Accordingly, net accumulation of Caâ€™+ into RyR-or IPsR-gated stores is diminished, and releasing agents such as caffeine or IPa cause increased Ca*+ flux at lower concentrations. It was assumed that the isomerase activity of FKBP12 was the means by which this protein modulates the RyR and IP3R. However, recent evidence obtained from mutant FKBP12 proteins lacking isomerase activity suggests that this is not the case (Timerman et al., 1995). Accordingly, we have attempted investigate alternative means by which FKBP12 modulates IP,R- and RyR-mediated Ca*+ flux. IP3R can be phosphorylated at three distinct sites by protein kinase C (PKC), Caz+/calmodulin~dependent pro- tein kinase II (CaMKII), and cyclic AMP-dependent protein kinase (PKA), respectively (Ferris et al., 1991). Whether phosphorylation and dephosphorylation physiologically regulate IP,R function has not been established. The asso- ciation of FKBP12 with IP3R suggested a potential func- tional link of calcineurin and IP3R. We now demonstrate a physical association of calcineurin with the IP,R-FKBP12 and RyR-FKBP12 complexes that is potently disrupted by treatment with FK506 or rapamycin. We also show that complexed calcineurin modulates the phosphorylation status and Caâ€™+ flux properties of IP3R.",1995,
A Differentiable Alternative to the Lasso Penalty,"Regularized regression has become very popular nowadays, particularly on high-dimensional problems where the addition of a penalty term to the log-likelihood allows inference where traditional methods fail. A number of penalties have been proposed in the literature, such as lasso, SCAD, ridge and elastic net to name a few. Despite their advantages and remarkable performance in rather extreme settings, where $p \gg n$, all these penalties, with the exception of ridge, are non-differentiable at zero. This can be a limitation in certain cases, such as computational efficiency of parameter estimation in non-linear models or derivation of estimators of the degrees of freedom for model selection criteria. With this paper, we provide the scientific community with a differentiable penalty, which can be used in any situation, but particularly where differentiability plays a key role. We show some desirable features of this function and prove theoretical properties of the resulting estimators within a regularized regression context. A simulation study and the analysis of a real dataset show overall a good performance under different scenarios. The method is implemented in the R package DLASSO freely available from CRAN.",2016,arXiv: Methodology
Penalized Cox models and Frailty,A very general mechanism for penalized regression has been added to the coxph function in S Plus A user written S Plus function can be supplied that gives addi tional term s to the partial likelihood along with the rst and second derivatives of those terms The variance and degrees of freedom for the extended model are then computed as outlined in Gray Several other arguments control optional aspects of the iteration This setup allows for general shrinkage methods including ridge regression the lasso smoothing splines and other techniques There is an interesting connection between penalized regression and random e ects or frailty models It happens that the gamma frailty model can be repre sented exactly as a penalized regression and a Gaussian frailty can be represented approximately Thus we can t these models as well using the generalized program,1998,
The Incidence of Venous Thromboembolism (VTE) in 892 Allogeneic Hematopoietic Cell Transplant (allo-HCT) Recipients ( A single institution study comparison of VTE incidence with sirolimus versus non-sirolimus-based GVHD prophylaxis),"s / Biol Blood Marrow Transplant 21 (2015) S266eS321 S297 multivariate analysis using the LASSO approach to logistic regression analysis. Results: Of 134 allo-HSCTs, 29 (21.6%) patients experienced CMV viremia. Among these patients, median age was 51 years (range 27-67), with 48 episodes of viremia. Nine (31%) viremic patients developed CMV disease. CMV disease occurred at a median of 124 days post HSCT (range 61-322). Patients with CMV disease had a median of 2 viremic episodes before disease (range 1-4). Disease occurred at a median of 33 days from the start of the last viremic episode, and 75 days from the start of the first episode of viremia. On univariate analysis, factors associated with progression to CMV disease were: steroid-refractory acute GVHD (60 vs. 20%, p1â„40.028); number of episodes of viremia >1x103 copies/mL (mean 2.4 vs 1.1, p1â„40.016); longer duration of viremia (mean 38 vs. 22 days, p1â„40.01); higher peak viral load (mean 4.49x105 vs. 8.31x103 copies/mL, p 1x103 copies/mL, a longer duration of viremia, and to have failed first-line pre-emptive ganciclovir therapy. This study, while limited, suggests that these risk factors may be predictive of CMV disease. Larger, prospective studies are needed to confirm these risk factors, some of which may be amenable to more aggressive anti-viral therapy.",2015,Biology of Blood and Marrow Transplantation
Learning to Share: simultaneous parameter tying and Sparsification in Deep Learning,"Deep neural networks (DNNs) usually contain millions, maybe billions, of parameters/weights, making both storage and computation very expensive. This has motivated a large body of work to reduce the complexity of the neural network by using sparsity-inducing regularizers. Another well-known approach for controlling the complexity of DNNs is parameter sharing/tying, where certain sets of weights are forced to share a common value. Some forms of weight sharing are hard-wired to express certain in- variances, with a notable example being the shift-invariance of convolutional layers. However, there may be other groups of weights that may be tied together during the learning process, thus further re- ducing the complexity of the network. In this paper, we adopt a recently proposed sparsity-inducing regularizer, named GrOWL (group ordered weighted l1), which encourages sparsity and, simulta- neously, learns which groups of parameters should share a common value. GrOWL has been proven effective in linear regression, being able to identify and cope with strongly correlated covariates. Unlike standard sparsity-inducing regularizers (e.g., l1 a.k.a. Lasso), GrOWL not only eliminates unimportant neurons by setting all the corresponding weights to zero, but also explicitly identifies strongly correlated neurons by tying the corresponding weights to a common value. This ability of GrOWL motivates the following two-stage procedure: (i) use GrOWL regularization in the training process to simultaneously identify significant neurons and groups of parameter that should be tied together; (ii) retrain the network, enforcing the structure that was unveiled in the previous phase, i.e., keeping only the significant neurons and enforcing the learned tying structure. We evaluate the proposed approach on several benchmark datasets, showing that it can dramatically compress the network with slight or even no loss on generalization performance.",2018,
