title,abstract,year,journal
Hierarchical Total Variations and Doubly Penalized ANOVA Modeling for Multivariate Nonparametric Regression,"For multivariate nonparametric regression, functional analysis-of-variance (ANOVA) modeling aims to capture the relationship between a response and covariates by decomposing the unknown function into various components, representing main effects, two-way interactions, etc. Such an approach has been pursued explicitly in smoothing spline ANOVA modeling and implicitly in various greedy methods such as MARS. We develop a new method for functional ANOVA modeling, based on doubly penalized estimation using total-variation and empirical-norm penalties, to achieve sparse selection of component functions and their knots. For this purpose, we formulate a new class of hierarchical total variations, which measures total variations at different levels including main effects and multi-way interactions, possibly after some order of differentiation. Furthermore, we derive suitable basis functions for multivariate splines such that the hierarchical total variation can be represented as a regular Lasso penalty, and hence we extend a previous backfitting algorithm to handle doubly penalized estimation for ANOVA modeling. We present extensive numerical experiments on simulations and real data to compare our method with existing methods including MARS, tree boosting, and random forest. The results are very encouraging and demonstrate considerable gains from our method in both prediction or classification accuracy and simplicity of the fitted functions.",2019,arXiv: Methodology
Accelerated proximal gradient method for elastoplastic analysis with von Mises yield criterion,"It is known that, under certain conditions, the quasi-static incremental analysis problem of elastoplastic structures with the von Mises yield criterion can be formulated as a second-order cone programming (SOCP) problem, which can be solved with a primal-dual interior-point method. Alternatively, this paper proposes to solve an equivalent unconstrained nonsmooth convex optimization problem, which has a form similar to a class of regularized least-square problems, known as group LASSO. We propose an accelerated proximal gradient method with an adaptive restart scheme for solving this unconstrained optimization problem. The algorithm is easy to implement, and free from numerical solution of linear equations unlike conventional methods in computational mechanics. Numerical experiments suggest that the presented algorithm outperforms a standard solver that implements a primal-dual interior-point method for conic optimization.",2018,Japan Journal of Industrial and Applied Mathematics
Learning Some Popular Gaussian Graphical Models without Condition Number Bounds,"Gaussian Graphical Models (GGMs) have wide-ranging applications in machine learning and the natural and social sciences. In most of the settings in which they are applied, the number of observed samples is much smaller than the dimension and they are assumed to be sparse. While there are a variety of algorithms (e.g. Graphical Lasso, CLIME) that provably recover the graph structure with a logarithmic number of samples, they assume various conditions that require the precision matrix to be in some sense well-conditioned. 
Here we give the first polynomial-time algorithms for learning attractive GGMs and walk-summable GGMs with a logarithmic number of samples without any such assumptions. In particular, our algorithms can tolerate strong dependencies among the variables. Our result for structure recovery in walk-summable GGMs is derived from a more general result for efficient sparse linear regression in walk-summable models without any norm dependencies. We complement our results with experiments showing that many existing algorithms fail even in some simple settings where there are long dependency chains, whereas ours do not.",2019,ArXiv
"Sugars, Cyclitols and Seagrass Phylogeny","Abstract Seagrasses of the Zannichelliaceae accumulate larger amounts and a greater range of cyclitols than do other seagrasses. Amphibolis, Cymodocea, Syringodium and Thalassodendron contained up to 10% dry weight of compounds identified as 1- chiro -inositol, muco -inositol and a methyl-O- muco -inositol, in addition to traces of myo -inositol. These compounds were not utilised as carbohydrate reserves and there is some evidence that they accumulated as by-products of an unusual glucose cyclisation mechanism. Sucrose can accumulate to more than 50% of dry weight in underground rhizomes and roots of these and other seagrasses and it was also the major initial product of photosynthesis in most seagrasses leaves. A distinct phylogenetic trend, based on their cyclitols, can be distinguished within the seagrass. This is discussed in terms of seagrass origins and biogeography.",1983,Aquatic Botany
Results of thumb correction in leprosy using different techniques.,"Forty-four hands of 42 leprosy patients with paralysis of intrinsic muscles of the hand were treated by opponensplasty using ring finger superficialis (FDS4) or extensor indicis proprius (EIP). Superficialis tendon of middle finger was also used in these hands for lumbrical replacement by ""direct lasso"" operation. Low ulnar paralysis with Froment's sign was corrected by transfer of radial half of flexor pollicis longus (FPL) to extensor pollicis longus (EPL). Results of thumb correction were assessed and analysed in 37 hands of 35 patients. The mean follow-up period was 19 months. Best results were found with transfer of half FPL to EPL. Results of FDS transfer was good in 12 out of 16 manual workers. EIP transfer worked well, but the power of the thumb and patients' satisfaction was less.",1999,Indian journal of leprosy
FamLBL: detecting rare haplotype disease association based on common SNPs using case-parent triads,"MOTIVATION
In recent years, there has been an increasing interest in using common single-nucleotide polymorphisms (SNPs) amassed in genome-wide association studies to investigate rare haplotype effects on complex diseases. Evidence has suggested that rare haplotypes may tag rare causal single-nucleotide variants, making SNP-based rare haplotype analysis not only cost effective, but also more valuable for detecting causal variants. Although a number of methods for detecting rare haplotype association have been proposed in recent years, they are population based and thus susceptible to population stratification.


RESULTS
We propose family-triad-based logistic Bayesian Lasso (famLBL) for estimating effects of haplotypes on complex diseases using SNP data. By choosing appropriate prior distribution, effect sizes of unassociated haplotypes can be shrunk toward zero, allowing for more precise estimation of associated haplotypes, especially those that are rare, thereby achieving greater detection power. We evaluate famLBL using simulation to gauge its type I error and power. Compared with its population counterpart, LBL, highlights famLBL's robustness property in the presence of population substructure. Further investigation by comparing famLBL with Family-Based Association Test (FBAT) reveals its advantage for detecting rare haplotype association.


AVAILABILITY AND IMPLEMENTATION
famLBL is implemented as an R-package available at http://www.stat.osu.edu/âˆ¼statgen/SOFTWARE/LBL/.",2014,Bioinformatics
Accelerating Bayesian synthetic likelihood with the graphical lasso,"Simulation-based Bayesian inference methods are useful when the statistical model of interest does not possess a computationally tractable likelihood function. One such likelihood-free method is approximate Bayesian computation (ABC), which approximates the likelihood of a carefully chosen summary statistic via model simulation and non-parametric density estimation. ABC is known to suer a curse of dimensionality with the size of the summary statistic. When the model summary statistic is roughly normally distributed in regions of the parameter space of interest, Bayesian synthetic likelihood (BSL), which uses a normal likelihood approximation for a summary statistic, is a useful method that can be more computationally efficient than ABC. However, BSL requires estimation of the covariance matrix of the summary statistic for each proposed parameter, which requires a large number of simulations to estimate precisely using the sample covariance matrix when the summary statistic is high dimensional. In this paper we propose to use the graphical lasso to provide a sparse estimate of the precision matrix. This approach can estimate the covariance matrix accurately with significantly fewer model simulations. We discuss the non-trivial issue of tuning parameter choice in the context of BSL and demonstrate on several complex applications that our method, which we call BSLasso, provides significant improvements in computational efficiency whilst maintaining the ability to produce similar posterior distributions to BSL. The BSL and BSLasso methods applied to the examples of this paper are implemented in the BSL package in R, which is available on the Comprehensive R Archive Network (CRAN).",2018,Science & Engineering Faculty
Index Tracking Based on LARS-Lasso and Its Application to Stock Index Future Arbitrage,"We use the method of choose covariates of multi-regression to do research on index tracking and stock index future arbitrage,we use LARS algorithm to solve the positive constraint Lasso problem, and give a new method to construct portfolio.And find that:the spot portfolio which used Lasso method has smaller tracking error while using small numbers of stocks.Also,we use the tracking error to study the spot-future arbitrage of HS300,and get good results.",2011,Journal of Applied Statistics and Management
Conifer Fossils from the Lower Cretaceous Youngdong Group and Their Paleoclimatic Implication,"A large number of fossil plants were collected from the Lower Cretaceous Youngdong Group in the Youngdong area of Chungcheongbug-do, Korea. Youngdong flora consists of 5 genera and 6 species, such as Frenelopsis cf. alata, Pseudofrenelopsis cf. parceramosa, P. cf. varians, Brachyphyllum cf. vulgare, Pagiophyllum sp., and Classostrobus sp., including the male and female cones of Pseudofrenelopsis first occurred in the study area. All of them belong to conifers of Cheirolepidiaceae. It is presumed that Youngdong flora might have flourished under the arid subtropical climate during the middle-late Early Cretaceous.",2009,Journal of The Korean Earth Science Society
A multi-label classification approach for Facial Expression Recognition,"Facial Expression Recognition (FER) techniques have already been adopted in numerous multimedia systems. Plenty of previous research assumes that each facial picture should be linked to only one of the predefined affective labels. Nevertheless, in practical applications, few of the expressions are exactly one of the predefined affective states. Therefore, to depict the facial expressions more accurately, this paper proposes a multi-label classification approach for FER and each facial expression would be labeled with one or multiple affective states. Meanwhile, by modeling the relationship between labels via Group Lasso regularization term, a maximum margin multi-label classifier is presented and the convex optimization formulation guarantees a global optimal solution. To evaluate the performance of our classifier, the JAFFE dataset is extended into a multi-label facial expression dataset by setting threshold to its continuous labels marked in the original dataset and the labeling results have shown that multiple labels can output a far more accurate description of facial expression. At the same time, the classification results have verified the superior performance of our algorithm.",2013,2013 Visual Communications and Image Processing (VCIP)
