title,abstract,year,journal
Classification of Low-grade and High-grade Glioma using Multiparametric Radiomics Model,"Glioma is the most common primary central nervous system malignancy. Accurate grading of glioma before surgery is essential for the patientâ€™s next treatment planning and prognosis. In recent years, radiomics has been increasingly popular in the field of image diagnosis, providing new ideas and techniques for conventional image interpretation modes. By mining the deep morphological and physiological features of tumor tissue inside the image, by using information gain and LASSO to select features, the SVM classifier classifies the high and low levels of glioma according to the selected features, and finally obtains that the information gain mechanism can be better selected to have a significant degree of discrimination. Features and achieves an accuracy of 0.91 and an AUC value of 0.862.",2019,"2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)"
Chronic disability in walking: Results of a school survey,"Introduction Walking disorder is a frequent reason for consultation in pediatric rehabilitation. It is most often a lameness that imposes a precise etiologic diagnosis for an appropriate treatment. Objectives Establish the epidemiological and diagnostic profile of chronic disability in school-based walking in Bobo-Dioulasso. Material/patients and methods This was a cross-sectional study conducted in Bobo-Dioulasso primary schools from January to May 2014. It involved 10 schools from a simple random draw. Sampling was exhaustive. The diagnosis of the cases was based on clinical and paraclinical examination. Only students with a walking disorder who have been living for more than six months have been selected. Results A total of 4336 students were examined. Of these, 62 had a chronic walking disability, giving a prevalence of 14.3â€°. The main causes of chronic walking disability were axial deviations of the lower limbs (37.3%), followed by aseptic necrosis of the femoral head (30.65%) and iatrogenic paralysis of the sciatic nerve (11.3%). No cases of poliomyelitis were found. DiscussionÂ â€“Â conclusion Chronic walking disability occupies a modest place in childhood pathology in Burkina Faso. An epidemiological transition is under way with the disappearance of poliomyelitis sequelae in the infant population.",2017,Annals of Physical and Rehabilitation Medicine
Foresight of Macro Environment in Agribusiness: Dynamic Relationships of Food Consumption and Agricultural Production (Analysis of the Relations between Agricultural Production and Domestic Consumption),"The article is devoted to an important economic element agribusinessforesight the analysis of general economic conditions, and specifically the search for links in the production of agricultural products in general and domestic consumption of basic food products. As the main research methods for the current research there were used LASSO Regression method with a regularizer and Gradient Boosting Machine algorithm. The time series from 1991 to 2018, transformed into the form of annual percentage changes, were used as the initial data. At the beginning, a preliminary selection of features was made, and further two corresponding models were formed on the basis of the selected hyperparameters. As an additional target variable, a series of production was created with a time lag of one period in relation to the rest of the series. The degrees of the linear and nonlinear relationships for various types of food are determined, as well as differences in aggregates of crop production and animal husbandry are revealed. General recommendations are given within the framework of the policy for the development of the institutional environment of agribusiness and its foresight systems.",2020,
Selection of Academic Influence Evaluation Index of Network Science and Technology Articles,"The influence evaluation effect of network science and technology articles depends on the selection of evaluation index variable.Firstly,this paper associates influence evaluation of science and technology articles with their ranking in popular open-access journal databases.It takes mathematics articles from the WOS database as sample,and respectively selects ten articles from the top six ranking groups which are 0.01% ã€0.01%-0.1% ã€0.1%-1% ã€1%-10% ã€ 10%-20% and 20%-50%.With literature information method,28 different features are extracted from each of these articles from three aspects of the article content,the journal publishing articles,and the authors.Then it takes the ranking level of 324 articles and 28 academic link indexes as the sample,to study the ""ordinal regression model"".Secondly,with Lasso method,based on the variable selection and parameter estimation of 28 academic link indexes,it obtains 9 features that are considered to be the basic characteristics indexes to evaluate academic influence of network science and technology articles.Thirdly,based on the ranking level of 418 OA articles,and the selection of 20 network influence measurement indexes and its derivative variable,this paper gets 5 evaluation indexes of network transmission and utilization of impact.Finally,this paper generalizes 14 academic influence evaluation indexes of network science and technology articles.",2013,
The Oxford Companion to the Economics of Africa,"Africa is a diverse continent. But is there a pattern to the diversity? Are there commonalities across the countries? And what does economics tell us about the diversity and the commonalities? The Oxford Companion to the Economics of Africa is a definitive and comprehensive account of the key issues and topics affecting Africa's ability to grow and develop. It includes 53 thematic and 48 country perspectives by a veritable who's who of more than 100 leading economic analysts of Africa. The contributors include: bright new African researchers based in Africa; renowned academics from the top Universities in Africa, Europe and North America; present and past Chief Economists of the African Development Bank; present and past Chief Economists for Africa of the World Bank; present and past Chief Economists of the World Bank; African Central Bank governors and finance ministers; and four Nobel Laureates in Economics. Contributors to this volume - Christopher Adam, University of Oxford Ali Issa Abdi, Horn Economic and Social Policy Institute (HESPI), Addis Ababa Arun Agrawal, University of Michigan Jehovaness Aikaeli, Bank of Tanzania S. Ibi Ajayi, University of Ibadan Channing Arndt, University of Copenhagen Ernest Aryeetey, University of Ghana John Asafu-Adjaye, University of Queensland Elizabeth Asiedu, University of Kansas Jean-Paul Azam, Toulouse School of Economics and Institut Universitaire de France Mina Baliamoune-Lutz, University of North Florida Christopher B. Barrett, Cornell University Barbara Barungi, African Development Bank Robert H. Bates, Harvard University David Bevan, University of Oxford Haroon Bhorat, University of Cape Town Arne Bigsten, University of Gothenburg Christopher Blattman, Yale University Jean Christophe Boungou Bazika, CERAPE Serign Cham, Ministry of Finance, The Gambia Ashwini Chhatre, University of Illinois Paul Collier, University of Oxford Massa Coulibaly, GREAT (Groupe de recherche en economie appliquee et theorique Universite de Bamako) Victor Davies, African Development Bank Alain de Janvry, University of California at Berkeley Stefan Dercon, University of Oxford Shantayanan Devarajan, The World Bank Yazid Dissou, University of Ottawa Nadjiounoum Djimtoingar, Commission de la CEMAC Ibrahim A. Elbadawi, The Dubai Economic Council, Dubai (DEC), UAE and Center for Global Development (CGD) Adam B. Elhiraika, UN Economic Commission for Africa Augustin Kwasi Fosu, United Nations University World Institute for Development Economics Research (UNU-WIDER) Seraphin Magloire Fouda, University of Yaounde II - Cameroon Ahmed Galal, Economic Research Forum (ERF, Cairo) Bernard Gauthier, The World Bank and HEC Montreal Alan Gelb, Center for Global Development (CGD) Rachel Glennerster, Massachusetts Institute of Technology Patrick Guillaumont, University of Clermont-Ferrand Kamilla Gumede, University of Cape Town Kwabena Gyimah-Brempong, University of South Florida Heba Handoussa, Egypt Human Development Report James Heintz, University of Massachusetts Ali Hemal, Universite de Batna Johannes Herderschee, The World Bank Amadou Ibrahim, The World Bank Jennifer Isern, International Finance Corporation Abdul B. Kamara, African Development Bank Ravi Kanbur, Cornell University Louis Kasekende, Bank of Uganda Abbi Kedir, University of Leicester Homi Kharas, The Brookings Institution Asmerom Kidane, University of Dar es Salaam Mwangi S. Kimenyi, The Brookings Institution Jane Kiringai, The World Bank Jacob Kolster, African Development Bank Steven Kyle, Cornell University Erin C. Lentz, Cornell University Benjamin Leo, Center for Global Development (CGD) Justin Yifu Lin, The World Bank William Lyarkuwa, African Economic Research Consortium (AERC) Andrew McKay, University of Sussex Damian Ondo Mane, Economics Advisor to the President, Equatorial Guinea Ita Mannathoko, Adviser to the Executive Director, Africa Group I, IMF Adelaide R. Matlanyane, Central Bank Lesotho Ahmadou Aly Mbaye, Faculte des Sciences Economiques et de Gestion Universite Cheikh Anta DIOP de Dakar (Senegal) Kupukile Mlambo, African Development Bank Victor Murinde, University of Birmingham Situmbeko Musokotwane, Ministry of Finance and National Planning, Zambia Germano Mwabu, University of Nairobi Mustapha K. Nabli, The World Bank Vinayak Nagaraj, Ministry of Finance and National Planning, Zambia Gobind Nankani, International Growth Center, LSE and Oxford University Mthuli Ncube, Chief Economist and Vice President, African Development Bank Leonce Ndikumana, African Development Bank Benno Ndulu, Central Bank of Tanzania Njuguna Ndung'u, Central Bank of Kenya Tchetche N'guessan, African Development Bank Phindile Ngwenya, The World Bank Machiko Nissanke, SOAS, University of London Dominique Njinkeu, The World Bank Janvier D. Nkurunziza, UNCTAD Akbar Noman, Columbia University Khwima Nthara, The World Bank Kako Nubukpo, West African Economic and Monetary Union (WAEMU) and University of Lome Yaw Nyarko, New York University Stephen A. O'Connell, Swarthmore College Abena D. Oduro, University of Ghana Ngozi Okonjo-Iweala, The World Bank Elinor Ostrom, Indiana University John Page, The Brookings Institution Lauren Persha, University of Michigan Peter Quartey, ISSER, University of Ghana Vijaya Ramachandran, Center for Global Development Jean Razafindravonona, University of Antananarivo - Ministry of Finance and Budget James A. Robinson, Harvard University Thomas Kigabo Rusuhuzwa, National Bank of Rwanda Elisabeth Sadoulet, University of California at Berkeley David E. Sahn, Cornell University Ana Santana, University of Stellenbosch Thomas Schelling, University of Maryland Khalid Sekkat, Economic Research Forum (ERF, Cairo) and Universite Libre de Bruxelles (ULB, Brussels) Lemma W. Senbet, University of Maryland Robin Sherbourne, Nedbank Amadou Sidibe, Rural Development Institute, Polytechnic University of Bobo-Dioulasso Michael Spence, New York University William Steel, University of Ghana Joseph E. Stiglitz, Columbia University Francis Teal, CSAE, University of Oxford Erik Thorbecke, Cornell University Yamssekre Tiendrebeogo, Directeur General de l' Economie et de la Planification Christopher Udry, Yale University Imraan Valodia, University of KwaZulu-Natal, Durbin Anthony J. Venables, University of Oxford Desiree Venkatachellum, African Development Bank Waly Wane, The World Bank Leonard Wantchekon, New York University Kerfalla Yansane, Former Governor, Central Bank of Guinea Zeine Ould Zeidane, Former Prime Minister and Governor of the Central Bank of Mauritania",2014,
Adaptive Lasso for Sparse High-dimensional Regression Models,"We study the asymptotic properties of the adaptive Lasso estimators in sparse, high-dimensional, linear regression models when the number of covariates may increase with the sample size. We consider variable selection using the adap- tive Lasso, where the L1 norms in the penalty are re-weighted by data-dependent weights. We show that, if a reasonable initial estimator is available, under ap- propriate conditions, the adaptive Lasso correctly selects covariates with nonzero coefficients with probability converging to one, and that theestimators of nonzero coefficients have the same asymptotic distribution they would have if the zero co- efficients were known in advance. Thus, the adaptive Lasso hasan oracle property in the sense of Fan and Li (2001) and Fan and Peng (2004). In addition, under a partial orthogonality condition in which the covariates with zero coefficients are weakly correlated with the covariates with nonzero coefficients, marginal regression can be used to obtain the initial estimator. With this initial estimator, the adaptive Lasso has the oracle property even when the number of covariates is much larger than the sample size.",2008,
Learning structured densities via infinite dimensional exponential families,"Learning the structure of a probabilistic graphical models is a well studied problem in the machine learning community due to its importance in many applications. Current approaches are mainly focused on learning the structure under restrictive parametric assumptions, which limits the applicability of these methods. In this paper, we study the problem of estimating the structure of a probabilistic graphical model without assuming a particular parametric model. We consider probabilities that are members of an infinite dimensional exponential family [4], which is parametrized by a reproducing kernel Hilbert space (RKHS) H and its kernel k. One difficulty in learning nonparametric densities is the evaluation of the normalizing constant. In order to avoid this issue, our procedure minimizes the penalized score matching objective [10, 11]. We show how to efficiently minimize the proposed objective using existing group lasso solvers. Furthermore, we prove that our procedure recovers the graph structure with high-probability under mild conditions. Simulation studies illustrate ability of our procedure to recover the true graph structure without the knowledge of the data generating process.",2015,
Respecting the Policy of the Journal,"Authors require timely peer review and publication for papers they send forpossible publication. Especially when the manuscript is needed for upgrading purpose,the demand for timely publication rises. Many manuscripts are sent to The EthiopianJournal of Social Sciences and Language Studies (EJSSLS) for quick and possiblepublication. The editors of the journal are working hard to satisfy the demand of theauthors. However, we the editors of the journal, during the last three years, have foundthat many authors do not strictly follow the policy of the journal in general and theâ€œInformation to Contributorsâ€ in particular. Consequently, timely publication hasbecome a challenge. Some areas that presented challenges to the editors are as follows.Language: When we call for paper, we always inform authors that theirmanuscript must be edited for language. However, the language used for composingmost of the manuscripts we have received so far is below the required standardâ€“it doesnot well communicate the subject matter. Even after a manuscript is edited for language,incorporating the given comments in to the manuscript is time demanding for the editors.References: The journal follows a referencing style of American PsychologicalAssociation (APA) for any manuscript from different disciplines submitted to the journal.But authors send their manuscript with different citation and referencing styles. This alsohas presented challenges to the editors to release issues timely.Abstract: Problems related to abstract writing are twofold as far as the editorsâ€™experience is concerned. The â€œInformation to Contributorsâ€, which is given on the innerback page of the journal and posted on the journalâ€™s webpage reads: â€œThis [the abstractâ€should be a single paragraph standing alone (not italic), and not exceeding 250 words.The abstract should state briefly the purpose of the research, instruments used to collectdata, methods of analysis, the principal results and major conclusions as well asrecommendation/implicationâ€. The problem is that many authors do not obey the giveninformation. For one thing, they write more than 250 words. For the other thing, they donot include the basic components of an abstract. A few authors may be because of theirbusy schedule ask the editors to write and to shorten the abstract for them. Imagine theburden it adds to the editors.Article Length: According to the policy of the journal, â€œoriginal manuscriptsshould not exceed 15 pages. Book review and Article Review should not exceed 2000and 8,000 words respectively. Editorial preferably consist of no more than 1,000 to1,500 words and usually do not have subheadings. Short communication should notexceed 4 pagesâ€. Yet, many of the manuscripts sent to the journal are beyond therequired length. Shortening the length to the required size takes longer time; hence delayof publication.Submission: The policy of the journal requires authors to sign and submitmanuscript submission form along with the manuscript as an email attachment.However, some authors do not do so. This delays the review process because the editorsdo not initiate the review process without getting guaranty from a corresponding authorthat the manuscript has not been published or has not been considered for possiblepublication somewhere else. After passing through review and editorial process, justbefore their release/publish, a few manuscripts have been found plagiarized. Hence, theeditors of the journal have the right to request corresponding authors to submit signedmanuscript submission form. The â€œInformation to contributorsâ€ reads: â€œSignedmanuscript submission form should accompany the manuscript (it can be copied from thejournalâ€™s Wabe page)â€. Not doing so also delays timely publication.So far we have spent great deal of sacrifices to maintain quality of publicationsand time of issue releases. However, after now, though we do love helping our dearmanuscript contributors, we editors cannot give such services for varies reasons such aslarge number of submitted manuscripts, work burden and family responsibilities. Now,since the journal by default has reached the stage of reputability, the editors would beforced to prioritize manuscripts with very important issues and strictly follow the policyof the journal. Hence, dear respected manuscript contributors, to get your manuscriptspublished timely, please follow strictly the policy of the journal. 
Regards, 
The editor-in-Chief",2016,
Thalassoma amblycephalus ein neuer Anemonenfisch-Typ,"Observations in the Indian Ocean near Shimoni (Kenya) have added the labride Thalassoma amblycephalus (Bleeker) to the list of fishes which regularly visit sea-anemones. If disturbed, the fish seeks protection near the column or under the oral disk of anemones. It normally visits the anemones spontaneously, inspects the tentacles and picks up small food particles caught by the anemones; this behavior characterizes T. amblycephalus as a food parasite. New observations, and the fact that T. amblycephalus is a labride and not a pomacentride like the species of Amphiprion, Dascyllus and Premnas-other fishes known to establish associations with anemones-throw new light on the ecological importance of anemone-fish associations.Zusammenfassung1.Freiwasserbeobachtungen im Indischen Ozean zeigten, daÃŸ auch der Labride Thalassoma amblycephalus (Bleeker), aktiv Anemonen aufsucht; einmal auf Ã¤uÃŸere StÃ¶rungen hin, zum anderen spontan, um von Anemonen Nahrungspartikel abzuweiden, die diese zum Eigenverzehr gefangen haben.2.Durch dieses Verhalten wird Thalassoma amblycephalus zum Nahrungsparasiten.3.Es wird diskutiert, welche neuen Aspekte sich in evolutionistischer, phylogenetischer und populationsdynamischer Sicht fÃ¼r die Beurteilung des Zusammenlebens von Riffanemonen mit anderen Tieren aus der Tatsache ergeben, daÃŸ Thalassoma amblycephalus Anemonen aufsucht, obwohl er mit den bisher bekannten Anemonenfischen nicht verwandt ist.",1970,Marine Biology
New Realism(s) : brief theoretical inquiry,"espanolEntre las diferentes tendencias de la filosofia contemporanea, el llamado ""nuevo realismo"" es probablemente uno de los mas interesantes. El ""Nuevo Realismo"" no es simplemente un ""regreso"" a la realidad, un reconocimiento banal y trivial de la existencia del mundo externo. Mas bien, es un movimiento filosofico polemico (y por lo tanto politico) contra el monopolio teorico, especialmente en la filosofia continental, gobernada por el discurso filosofico posmoderno. Por lo tanto, el Nuevo Realismo es una especie de antagonista filosofico de la posmodernidad. Sin embargo, no podemos reducir el Nuevo Realismo a la simple critica de la posmodernidad. De hecho, el Nuevo Realismo es un movimiento filosofico multifacetico y estratificado. Hay muchos Realismos Nuevos diferentes. Estos Nuevos Realismos incluyen diferentes autores, lineas y caminos de investigacion, unidos por la critica de la posmodernidad, pero distinguidos de muchas maneras. El objetivo de esta contribucion es doble. En primer lugar, se rastreara brevemente la historia teorica del Nuevo Realismo. En segundo lugar, se pondra el acento en las tematicas mas importantes del nuevo realismo y, al mismo tiempo, en las diferentes teorias filosoficas (Ferraris, Meillassoux, Gabriel, Boghossian, Harman, Gratton) desarrolladas bajo la denominacion de ""Nuevo Realismo"". EnglishAmong the different tendencies in contemporary philosophy, the so called â€œnew realismâ€ is probably one of the most interesting. The â€œNew Realismâ€ is not simply a â€œbackâ€ to the reality, a banal and trivial recognition of the existence of the external world. Rather, it is a polemic (and therefore political) philosophical movement against the theoretical monopoly, especially in continental philosophy, ruled by the postmodern philosophical discourse. Therefore, New Realism is a sort of philosophical antagonist of postmodernity. However, we cannot flatten the New Realism on the critique of postmodernity. Indeed, New Realism is a multifaceted and stratified philosophical movement. There are several different New Realisms. These New Realisms include different authors, lines and paths of research, joined by the critique of postmodernity, but distinguished in many ways. The aim of this contribution is double. Firstly, I will trace briefly the theoretical history of New Realism. Secondly, I will focus my paper on the most important topics of new realism, and at the same time on the different philosophical theories (Ferraris, Meillassoux, Gabriel, Boghossian, Harman, Gratton) developed within the name of â€œNew Realismâ€. catalaEntre les diferents tendencies de la filosofia contemporania, l'anomenat ""nou realisme"" es probablement un dels mes interessants. El ""Nou Realisme"" no es simplement un ""retorn"" a la realitat, un reconeixement banal i trivial de l'existencia del mon extern. Mes aviat, es un moviment filosofic polemic (i per tant politic) contra el monopoli teoric, especialment en la filosofia continental, governada pel discurs filosofic postmodern. Per tant, el Nou Realisme es una especie d'antagonista filosofic de la postmodernitat. No obstant aixo, no podem reduir el Nou Realisme a la simple critica de la postmodernitat. De fet, el Nou Realisme es un moviment filosofic multifacetic i estratificat. Hi ha molts Realismes Nous diferents. Aquests Nous Realismes inclouen diferents autors, linies i camins d'investigacio, units per la critica de la postmodernitat, pero distingits de moltes maneres. L'objectiu d'aquesta contribucio es doble. En primer lloc, es rastrejara breument la historia teorica del Nou Realisme. En segon lloc, es posara l'accent en les tematiques mes importants del nou realisme i, al mateix temps, en les diferents teories filosofiques (Ferraris, Meillassoux, Gabriel, Boghossian, Harman, Gratton) desenvolupades sota la denominacio de ""Nou Realisme"".",2017,
