title,abstract,year,journal
Rank-Based Methods for Single-Index Varying Coefficient Models,"The single-index varying coefficient model has received much attention due to its flexibility and interpretability in recent years. This dissertation is mainly concerned with the rank-based estimation and variable selection in single-index varying coefficient models. In the first part of this dissertation, we consider a rank-based estimation of the index parameter and the coefficient functions for single-index varying coefficient model. The consistency and asymptotic normality of the proposed estimators are established. An extensive Monte-Carlo simulation study demonstrates the robustness and the efficiency of the proposed estimators compared to the least squares estimators. The rank-based approach was motivated by a problem from fisheries ecology where it is used to provide accurate estimates of interspecies dependence along an environmental gradient. We use a real data example to show that the classical approach is highly affected by outliers in response space but not the rank-based method we proposed in this dissertation. The second part of this dissertation is based on variable selection method for single-index varying coefficient model. We develop a LASSO-type rank-based variable selection procedure to select and estimate coefficient functions. A Monte-Carlo simulation study shows that the proposed method is highly robust and efficient compared to least squares type approaches. Our method can be easily applied to single-index and varying coefficient models since they are special cases of single-index varying coefficient model. ii Acknowledgments This dissertation would not have been possible without the support of many people. First of all, I wish to take this opportunity to express my sincere gratitude to my supervisor, Dr. Asheber Abebe who was abundantly helpful and offered invaluable assistance, support and guidance. I benefit so much from his deep insight into statistics, his professionalism and his constant encouragement. I feel extremely lucky to have him as my thesis advisor. I am also deeply grateful to my Co-advisor Dr. Nedret Billor for her invaluable advice and helpful comments. Deepest gratitude are also due to my members of the supervisory committee, Drs. Peng Zeng, Guanqun Cao and Huybrechts F.Bindele without whose knowledge and assistance this study would not have been successful. I wish to thank all professors who taught me in the Mathematics and Statistics department for their excellent lectures, particularly, Drs. Asheber Abebe, Nedret Billor, Peng Zeng, Ming Liao and Jessica McDonald. I appreciate the friendship with my classmates and friends, including Dr. Yi Xu, Dr. Zhefeng Jiang, Dr. Zhifeng He, Xuyu Wang, Kefan Xiao, Yu Wang, Mingjie Feng, Ninkai Tang, Dr. Hao Wu, Chi Xu, Hannah Correia, Dr. Jessica Busler, and many others. Finally, I would like to dedicate this thesis to my parents for their boundless love.",2017,
Estimation and Feature Selection in High-Dimensional Mixtures-of-Experts Models,"This thesis deals with the problem of modeling and estimation of high-dimensional MoE models, towards effective density estimation, prediction and clustering of such heterogeneous and high-dimensional data. We propose new strategies based on regularized maximum-likelihood estimation (MLE) of MoE models to overcome the limitations of standard methods, including MLE estimation with Expectation-Maximization (EM) algorithms, and to simultaneously perform feature selection so that sparse models are encouraged in such a high-dimensional setting. We first introduce a mixture-of-experts' parameter estimation and variable selection methodology, based on $\ell_1$ (lasso) regularizations and the EM framework, for regression and clustering suited to high-dimensional contexts. Then, we extend the method to regularized mixture of experts models for discrete data, including classification. We develop efficient algorithms to maximize the proposed $\ell_1$-penalized observed-data log-likelihood function. Our proposed strategies enjoy the efficient monotone maximization of the optimized criterion, and unlike previous approaches, they do not rely on approximations on the penalty functions, avoid matrix inversion, and exploit the efficiency of the coordinate ascent algorithm, particularly within the proximal Newton-based approach.",2019,
Exact Calabi-Yau categories and disjoint Lagrangian spheres,"An exact Calabi-Yau structure, originally introduced by Keller, is a special kind of smooth Calabi-Yau structures in the sense of Kontsevich-Vlassopoulos. For a Weinstein manifold $M$, the existence of an exact Calabi-Yau structure on its wrapped Fukaya category $\mathcal{W}(M)$ imposes strong restrictions on its symplectic topology. Under the cyclic open-closed map constructed by Ganatra, an exact Calabi-Yau structure on $\mathcal{W}(M)$ induces a class $\tilde{b}$ in the degree one equivariant symplectic cohomology $\mathit{SH}_{S^1}^1(M)$. In particular, any Weinstein manifold admitting a quasi-dilation in the sense of Seidel-Solomon has an exact Calabi-Yau wrapped Fukaya category. We prove that for many Weinstein manifolds with exact Calabi-Yau $\mathcal{W}(M)$, there is an upper bound on the number of pairwise disjoint Lagrangian spheres, and the homology classes of these Lagrangian spheres are non-trivial. On the other hand, we show that the wrapped Fukaya category of the Milnor fiber of a 3-fold triple point is exact Calabi-Yau despite that there is no quasi-dilation.",2019,arXiv: Symplectic Geometry
Genome Mining and Heterologous Expression Reveal Two Distinct Families of Lasso Peptides Highly Conserved in Endofungal Bacteria.,"Genome mining identified the fungal-bacterial endosymbiosis Rhizopus microsporus-Mycetohabitans (previously: Burkholderia) rhizoxinica as a rich source of novel natural products. Yet, most of the predicted compounds have remained cryptic. In this study we employed heterologous expression to isolate and characterize three ribosomally-synthesized and post-translationally modified peptides (RiPPs) with lariat topology (lasso peptides) from the endosymbiont M. rhizoxinica: burhizin-23, mycetohabin-16 and mycetohabin-15. Through coexpression experiments it was shown that an orphan gene product results in mature mycetohabin-15, albeit encoded remotely from the core biosynthetic gene cluster. Comparative genomics revealed that mycetohabins are highly conserved trait among M. rhizoxinica and related endosymbiotic bacteria. Gene knockout and reinfection experiments indicated that the lasso peptides are not crucial for establishing the symbiosis; instead, the peptides are exported into the environment during endosymbiosis. This is the first report on lasso peptides from endosymbiontic bacteria.",2019,ACS chemical biology
Asymptotic behavior of dynamic local-field corrections for electron liquids,"Abstract We prove that the large- k asymptotic behavior of dynamic local-field corrections G( k , Ï‰) for the electron liquids differ in quantum and classical treatments. In the quantum case, one recovers a finite-temperature generalization of the Niklasson relation, lim kâ†’âˆž G( k ,Ï‰ = 2 3 [1âˆ’g(0)] , where g(0) is the radial distribution function at the origin. If the clas limit is taken first, we find lim kâ†’âˆž lim Î·â†’0 G( k , Ï‰) = 1âˆ’g(0) .",1989,Physics Letters A
Multi-task and multi-view learning based on particle swarm optimization for short-term traffic forecasting,"Abstract Spatiotemporal prediction modeling of traffic is an important issue in the field of spatiotemporal data mining. However, it is encountering multiple challenges such as the global spatiotemporal correlation between predictive tasks, balanced between spatiotemporal heterogeneity and the global predictive power of the model, and parameter optimization of prediction models. Most existing short-term traffic prediction methods only emphasize spatiotemporal dependence and heterogeneity, so it is difficult to get satisfactory prediction accuracy. In this paper, spatiotemporal multi-task and multi-view feature learning models based on particle swarm optimization are combined to concurrently address these challenges. First, cross-correlation is used to construct the spatiotemporal proximity view, periodic view and trend view of each road segment to characterize spatiotemporal dependence and heterogeneity. Second, the prediction results of three spatiotemporal views are obtained using a set of kernels, which is further regarded as a high-level heterogeneous semantic feature as the input of the multi-task multi-view feature learning model. Third, additional regularization terms (e.g., group Lasso penalty, graph Laplacian regularization) are utilized to constrain all tasks to select a set of shared features and ensure the relatedness between tasks and consistency between views, so that the predictive model has a good global predictive ability and can capture global spatiotemporal correlation in the road network. Finally, particle swarm optimization is introduced to obtain the optimal parameter set and enhance the training speed of the proposed model. Experimental studies on real vehicular-speed datasets collected on city roads demonstrate that the proposed model significantly outperform the existing nine baseline methods in terms of prediction accuracy. The results suggest that the proposed model merits further attention for other spatiotemporal prediction tasks, such as water quality, crowd flow, owing to the versatility of the modeling process for spatiotemporal data.",2019,Knowl. Based Syst.
Erratum to: Model selection by LASSO methods in a change-point model,"The paper considers a linear regression model with multiple change-points occurring at unknown times. The LASSO technique is very interesting since it allows the parametric estimation, including the change-points, and automatic variable selection simultaneously. The asymptotic properties of the LASSO-type (which has as particular case the LASSO estimator) and of the adaptive LASSO estimators are studied. For this last estimator the oracle properties are proved. In both cases, a model selection criterion is proposed. Numerical examples are provided showing the performances of the adaptive LASSO estimator compared to the LS estimator.",2014,Statistical Papers
Relaxation time spectra of star polymers,"Abstractâ€‚The linear viscoelastic data for model star polymer melts with varying functionality and arm molecular weight were represented by means of a modified Baumgaertel-Schausberger-Winter (BSW) relaxation time spectrum, based on data analysis with the parsimonius model of Baumgaertel etâ€‰al., reported in 1990. In the case of high arm functionality, the second slow terminal relaxation observed by Vlassopoulos etâ€‰al. in 1997, was captured with a straightforward extension of the BSW model using broad cut-off functions. This study represents a potentially promising attempt to extend the applicability of this representation of viscoelastic data to more complex architectures, beyond simple linear chains which are characterized by self-similarity. The casting of linear viscoelastic data into spectra allows the exploration of star polymer behavior. It is a necessary step in preparation for large scale complex flow calculations in conjunction with constitutive models and for material databases.",2000,Rheologica Acta
"""Lens lasso"" repositioning of dislocated posterior chamber intraocular lenses.","BACKGROUND
Dislocation of posterior chamber intraocular lenses poses unique surgical problems for the vitreous surgeon. Although many methods have been devised to correct this problem, none are easily accomplished. A new technique that simplifies this task is described.


METHODS
Six patients with complete posteriorly dislocated posterior chamber intraocular lenses underwent this procedure. Five lenses had prolene haptics and one was all polymethylmethacrylate. All except one traumatic case were spontaneous dislocations. A 9-0 prolene suture was transocularly placed through opposite sides of the ciliary sulcus; slip knots were tied on the internal ends and these knots then used to ""lasso"" the intraocular lens haptics. This achieved, the lens was easily pulled back up into the ciliary sulcus.


RESULTS
All patients tolerated the procedure well without any complications. Lens centering was excellent and the externalized sutures showed no erosion through the conjunctiva. Visual acuity was 20/40 or better in all but the one patient with traumatic dislocation, who had a final visual acuity of 20/100. Average length of follow-up period was 17 months.


CONCLUSIONS
This surgical technique offers distinct advantages to the surgeon by eliminating cumbersome manipulation of the dislocated intraocular lens, more accuracy in lens replacement, and secure suture attachment to the lens haptics.",1994,Retina
A Lasso regression model for the construction of microRNA-target regulatory networks,"MOTIVATION
MicroRNAs have recently emerged as a major class of regulatory molecules involved in a broad range of biological processes and complex diseases. Construction of miRNA-target regulatory networks can provide useful information for the study and diagnosis of complex diseases. Many sequence-based and evolutionary information-based methods have been developed to identify miRNA-mRNA targeting relationships. However, as the amount of available miRNA and gene expression data grows, a more statistical and systematic method combining sequence-based binding predictions and expression-based correlation data becomes necessary for the accurate identification of miRNA-mRNA pairs.


RESULTS
We propose a Lasso regression model for the identification of miRNA-mRNA targeting relationships that combines sequence-based prediction information, miRNA co-regulation, RISC availability and miRNA/mRNA abundance data. By comparing this modelling approach with two other known methods applied to three different datasets, we found that the Lasso regression model has considerable advantages in both sensitivity and specificity. The regression coefficients in the model can be used to determine the true regulatory efficacies in tissues and was demonstrated using the miRNA target site type data. Finally, by constructing the miRNA regulatory networks in two stages of prostate cancer (PCa), we found the several significant miRNA-hubbed network modules associated with PCa metastasis. In conclusion, the Lasso regression model is a robust and informative tool for constructing the miRNA regulatory networks for diagnosis and treatment of complex diseases.


AVAILABILITY
The R program for predicting miRNA-mRNA targeting relationships using the Lasso regression model is freely available, along with the described datasets and resulting regulatory network, at http://biocompute.bmi.ac.cn/CZlab/alarmnet/. The source code is open for modification and application to other miRNA/mRNA expression datasets.


CONTACT
zhangcg@bmi.ac.cn


SUPPLEMENTARY INFORMATION
Supplementary data are available at Bioinformatics online.",2011,Bioinformatics
