title,abstract,year,journal
An adapted geographically weighted LASSO (Ada-GWL) model for predicting subway ridership,"Ridership prediction at station level plays a critical role in subway transportation planning. Among various existing ridership prediction methods, direct demand model has been recognized as an effective approach. However, direct demand models including geographically weighted regression (GWR) have rarely been studied for local model selection in ridership prediction. In practice, acquiring insights into subway ridership under multiple influencing factors from a local perspective is important for passenger flow management and transportation planning operations adapting to local conditions. In this study, we propose an adapted geographically weighted LASSO (Ada-GWL) framework for modelling subway ridership, which involves regression-coefficient shrinkage and local model selection. It takes subway network layout into account and adopts network-based distance metric instead of Euclidean-based distance metric, making it so-called adapted to the context of subway networks. The real-world case of Shenzhen Metro is used to elaborate our proposed model. The results show that the proposed Ada-GWL model performs the best compared with the global model (ordinary least square, GWR, GWR calibrated with network-based distance metric and geographically weighted LASSO (GWL) in terms of estimation error and goodness-of-fit. Through understanding the variation of each coefficient across space (elasticities) and variables selection of each station, it provides more realistic conclusions based on local analysis. Besides, through clustering analysis of the stations according to the regression coefficients, clustersâ€™ functional characteristics are found to be in compliance with the policy of functional land use in Shenzhen, indicating the high interpretability of Ada-GWL model from the spatial angle. In other words, the regression coefficients of different stations can provide us the local prospective to understand the influence of factors on stationsâ€™ ridership.",2020,Transportation
Temporal Gut Microbial Changes Predict Recurrent Clostridiodes Difficile Infection in Patients With and Without Ulcerative Colitis.,"BACKGROUND
Ulcerative colitis (UC) carries an increased risk of primary and recurrent Clostridiodes difficile infection (rCDI), and CDI is associated with UC flares. We hypothesized that specific fecal microbial changes associate with UC flare and rCDI.


METHODS
We conducted a prospective observational cohort study of 57 patients with UC and CDI, CDI only, and UC only. Stool samples were collected at baseline, at the end of antibiotic therapy, and after reconstitution for 16S rRNA sequencing. The primary outcomes were recurrent UC flare and rCDI. Logistic regression and Lasso models were constructed for analysis.


RESULTS
There were 21 (45.7%) patients with rCDI, whereas 11 (34.4%) developed UC flare. Patients with rCDI demonstrated significant interindividual (Pâ€…=â€…0.008) and intraindividual differences (Pâ€…=â€…0.004) in community structure by Jensen-Shannon distance (JSD) compared with non-rCDI. Two cross-validated Lasso regression models predicted risk of rCDI: a baseline model with female gender, hospitalization for UC in the past year, increased Ruminococcaceae and Verrucomicrobia, and decreased Eubacteriaceae, Enterobacteriaceae, Lachnospiraceae, and Veillonellaceae (AuROC,â€…0.94); and a model 14 days after completion of antibiotics with female gender, increased Shannon diversity, Ruminococcaceae and Enterobacteriaceae, and decreased community richness and Faecalibacterium (AuROC,â€…0.9). Adding JSD between baseline and post-treatment samples to the latter model improved fit (AuROC,â€…0.94). A baseline model including UC hospitalization in the past year and increased Bacteroidetes was associated with increased risk for UC flare (AuROC,â€…0.88).


CONCLUSION
Fecal microbial features at baseline and after therapy predict rCDI risk in patients with and without UC. These results may help risk stratify patients to guide management.",2020,Inflammatory bowel diseases
Learning to measure for preshipment garment sizing,"Abstract Clothing is still manually manufactured for the most part nowadays, resulting in discrepancies between nominal and real dimensions, and potentially ill-fitting garments. Hence, it is common in the apparel industry to manually perform measures at preshipment time. We present an automatic method to obtain such measures from a single image of a garment that speeds up this task. It is generic and extensible in the sense that it does not depend explicitly on the garment shape or type. Instead, it learns through a probabilistic graphical model to identify the different contour parts. Subsequently, a set of Lasso regressors, one per desired measure, can predict the actual values of the measures. We present results on a dataset of 130 images of jackets and 98 of pants, of varying sizes and styles, obtaining 1.17 and 1.22â€¯cm of mean absolute error, respectively.",2018,Measurement
In VitroEffectof @2-Agonists on Bacterial KillingandSuperoxide Anion(02) ReleaseFromAlveolarMacrophages of PatientsWithChronicBronchitis*,"A newclassof long-acting @-adrenoceptor agonists has been studied in the last few years. Apparently, they display an important anti-inflammatory activity with an inhibition of different cellular functions. This study was carried out to compare a long-acting p2-agonist, formoterol, with a conventional short-acting one, salbutamol, on the release of superoxide anion (Or) and bacterial killing by alveolar macrophagesobtained with bronchoalveolarlavage (BAL) from 20 patients with chronic bronchitis.The O@ produc tion in basal conditionswas not affected by @5-agonists. On the contrary,after phagocytosisof opsonized zymosan 10' M formoterol significantly affected the phagocytic index (difference between stimulated and basal O@ release): 7.9Ã‚Â±2.0 nM O@/10@AM/lO mm vs 16.8Ã‚Â±2.5, p<O.000Ã¢â‚¬Âl. Bacterial killing was inhibited by the two drugs in a dose dependent way, but the effect of formoterol was more evident than that of salbutamol. After blocking @-receptors with propranolol, we observed a prevention of the (3magonist effects on both 0 release and bacterial killing. The inhibitionofthe alveolar macrophagefunctionsconsid ered in this study is evident for both @,-agonists, but it is signfficantly more pronounced for formoterol. Our data can be interpreted as one possible mechanism of the anti inflammatory effect described for long-acting @5@-agonists. On the other hand, also a potential suppression of pulmo nary antibacterial defenses must not be overlooked, partic ularly in chronic bronchitis, a disease characterized by recurrent airways infections. Whether current therapeutic dosages are sufficient to achieve anti-inflammatory or microbicidal suppressive effects of clinical relevance has not been demonstratedso far. (Chest 1993; 104:481-86) BAL = bronchoalveolar lavage; cAMP cyclic adenosine mon ophosphate",2017,
The Experiences and Complexities of Care-Seeking Behavior of People Living with HIV/AIDS: A Qualitative Study in Nigeria,"In 2009, approximately 2.98 million people in Nigeria were living with HIV/AIDS. More than 192,000 deaths were caused by AIDS and 2.175 million AIDS orphans are now living in Nigeria (UNAIDS, 2010). The availability of anti-retroviral therapy (ART) implies that people living with HIV/AIDS (PLWHA) should be able to carry out daily activities like the rest of society. However, there are a number of hindrances to the utilization of care, leading to suboptimal effectiveness of available treatment (Hilhorst et al., 2006; Morolake et al., 2009). One of the factors seems to be stigma; PLWHA and their care givers have to cope with negative reactions from the people directly around them as well as from the community (Mwinituo & Mill, 2006; Mitchell et al., 2007; Sabin et al., 2008; Adewuya et al., 2009; Hejoaka, 2009; Demmer, 2011). A study carried out among home based care givers in KwaZulu Natal South Africa showed that home based care givers experience high levels of burden and are targets of HIV-related prejudice and discrimination (Singh et al., 2011). Not only does the discovery that one is infected with HIV lead to fear of progression into AIDS and fear of dying, it also creates an anticipation of negative social reactions among PLWHA. Sontag (1989) argues that it is not the suffering of the disease that is deeply feared, but the denigration that is suffered from having the disease that makes PLWHA vulnerable as individuals and within society. People in the community have a negative attitude towards PLWHA because they attribute the characteristic of promiscuity to those who are infected (Campbell et al., 2007). Societal norms and values in Nigeria are restrictive and secretive, while discussion about sex is often private for cultural and religious reasons (Ajuwon et al., 1998), making people who transgress these norms likely to be condemned because norms are very strong and strict. Several studies around the world (Amirkhanian et al., 2003; Singh et al., 2009; Stevelink et al., 2011; Vlassoff & Ali, 2011) and in Africa indicate that PLWHA are still discriminated against (Muyinda et al., 1997; Duffy, 2005; Shisana et al., 2005; Muula & Mfutso-Bengo, 2005; Hilhorst et al., 2006; Liamputtong et al., 2009; Morolake et al., 2009; Amuri et al., 2011), making them resort to varied ways of coping with their problems (Mbonu et al., 2009). Despite these studies indicating the presence of stigma, literature have equally acknowledged that one of the positive noticeable interventions in the fight of HIV/AIDS",2011,
Fast Modeling and Identification of Robot Dynamics Using the Lasso,"This paper presents an approach for fast modeling and identification of robot dynamics. By using a data-driven machine learning approach, the process is simplified considerably from the conventional analytical method. Regressor selection using the Lasso (l1-norm penalized least squares regression) is used. The method is explained with a simple example of a two-link direct-drive robot. Further demonstration is given by applying the method to a three-link belt-driven robot. Promising result has been demonstrated.Copyright Â© 2013 by ASME",2013,
Geometric Ergodicity of Gibbs Samplers in Bayesian Penalized Regression Models,"We consider three Bayesian penalized regression models and show that the respective deterministic scan Gibbs samplers are geometrically ergodic regardless of the dimension of the regression problem. We prove geometric ergodicity of the Gibbs samplers for the Bayesian fused lasso, the Bayesian group lasso, and the Bayesian sparse group lasso. Geometric ergodicity along with a moment condition results in the existence of a Markov chain central limit theorem for Monte Carlo averages and ensures reliable output analysis. Our results of geometric ergodicity allow us to also provide default starting values for the Gibbs samplers.",2016,arXiv: Statistics Theory
Feature selection for automated speech scoring,"Automated scoring systems used for the evaluation of spoken or written responses in language assessments need to balance good empirical performance with the interpretability of the scoring models. We compare several methods of feature selection for such scoring systems and show that the use of shrinkage methods such as Lasso regression makes it possible to rapidly build models that both satisfy the requirements of validity and intepretability, crucial in assessment contexts as well as achieve good empirical performance.",2015,
The behaviour of the White-backed Duck,"These observations on the White-backed Duck Thalassomis leuconotus were underÂ­ taken to check and extend those which Johnsgard (1967) made on captive birds, because of the apparent lack o f informaÂ­ tion on this species in the wild. They were made on ducks which were present for varying periods at three dams and one natural pan situated in the vicinity of the Witwatersrand, Transvaal, South Africa. The waters were relatively shallow, with maximum depths varying from two to six feet. Although sedges and other aquatic plants provided suitable nesting sites, no breeding took place during the period of observation, i.e. July 1968 to April 1969. The names of the various comfort moveÂ­ ments described are taken from M cÂ­ Kinney (1965) and for the movements associated with threat and copulation the names are taken from Johnsgard (1967).",1969,WWT Publications
Millimeter Wave Vehicular Channel Emulation: A Framework for Balancing Complexity and Accuracy â€ ,"We propose a general framework for the specification of a sparse representation of millimeter wave vehicular propagation channels and apply this to both synthetic data and real-world observations from channel sounding experiments. The proposed framework is based on the c-LASSO (complex Least Absolute Shrinkage and Selection Operator) which minimizes the mean squared error of the sparse representation for a given number of degrees of freedom. By choosing the number of degrees of freedom, we balance the numerical complexity of the representation in the channel emulation against its accuracy in terms of the mean squared error. A key ingredient is the choice of basis of the representation and we discuss two options: the Fourier basis and its projection onto a given subband. The results indicate that the subband-projected Fourier basis is a low-complexity choice with high fidelity for representing clustered channel impulse responses. Finally, a sequential estimator is formulated which enforces a consistent temporal evolution of the geometry of the interacting objects in the propagation environment. We demonstrate the performance of our approach using both synthetic data and measured 60 GHz vehicular channel traces.",2018,"Sensors (Basel, Switzerland)"
