title,abstract,year,journal
Crossing the Bridge: The Role of Lived Experiences in Shaping Noncredit Workforce Education Students' Educational Goals.,"The purpose of this study was to explore the lived experiences of students enrolled in noncredit workforce education programs as preparation for ongoing education. Ten students enrolled in a noncredit welding class were interviewed and the interview transcripts were subjected to analytic induction. Notable findings indicate that students were greatly influenced by the expectations and support of their families and teachers. Findings also illustrate that students generally complete high school and that career and technical education programs are important to student success. Students primarily desire job skills and certification with credentials. Findings in this study will increase higher education leaders' knowledge of a vital and growing body of students within an important division of community colleges. Additional findings and implications are included. Introduction The community college has become a crossroads of learning, an educational waypoint for workforce training and retraining (Grubb & Lazerson, 2004; Jacobs & Voorhees, 2006). Individuals seeking employment-based education may transit a college's campus multiple times seeking a variety of outcomes (Grubb, Badway, & Bell, 2003; Jacobs & Voorhees, 2006). Such training most likely appeals to students' professional or financial motivations since studies have demonstrated that workforce training (Galasso, Ravallion, & Salvia, 2004) and college-employer workforce training collaborations (Hawley, Sommers, & Melendez, 2005) have beneficial effects on wages. While the professional and financial value of noncredit workforce education may be established, there remains the question of its academic worth in encouraging further education. Background As millions of students enroll in community colleges to obtain work-related knowledge (Jacobs & Dougherty, 2006), Grubb, Badway, and Bell (2003) observed that community colleges' noncredit workforce training may serve an important role by creating a bridge for unlikely and underserved students to higher educational pathways. The authors classified the current state of noncredit workforce education as training dead ends that ""lead to nowhere"" (p. 233). Thus, the best workforce service colleges could do for underserved, low-wage, low-skill, and nontraditional students would be to advance them toward degree-seeking status or outcomes that might lead to greater employment opportunities. If Grubb et al. (2003) were correct in suggesting that lower-division schools should serve a precollege role in ushering low-wage or low-skilled workers into higher educational echelons, then it stands to reason that colleges that fully comprehend the abilities and desires of this population of potential students stand a greater chance of assisting and assimilating them. Included among these characteristics may be the students' desired training outcomes, future expectations, and confidence in their own learning efficacy (Norman & Hyland, 2003). However, despite the accessibility of community colleges to myriad students of all stations in life (Grubb et al., 2003), the relationship between outcomes from noncredit workforce education and that education's overall impact on students' lives does not seem to be well documented or understood (Bragg, 2002; Milam, 2005; Seybert, 2002; Van Noy, Jacobs, Korey, Bailey, & Hughes, 2008). Understanding these students may begin with understanding their motivation. Norman and Hyland (2003) observed that a major component in student learning was the student's own disposition--including their sense of efficacy--toward education and learning. Thus, one possible starting point in understanding the educational aspirations of these noncredit students might be to explore how students' lived experiences shape their academic self-efficacy and expectations. Such an understanding might enable educators to fully comprehend how to better serve these students and offer more access to students in all walks of life. â€¦",2012,The Community College Enterprise
Performance Issues with IEEE 802,"Although 802.11 was initially designed for infrastructure-based networks, the distributed coordination function allows mobiles to access the radio medium without the need for a base station. Thus, studies in wireless multihop networks, also called ad hoc networks, often rely on the use of IEEE 802.11 for the physical and MAC layers. However, for a couple of years the use of 802.11 in ad hoc networks has been discussed. Different scenarios show serious performance issues. The performance offered by 802.11 is often low and directly impacts the performance of higher-layer protocols. In this article we provide a summary of the different performance issues extracted so far. We classify basic situations according to the main effects. We then present a quick survey of the possible solutions to these problems. This classification is intended to help design appropriate MAC protocols dedicated to ad hoc networks. Performance Issues with IEEE 802.11 in Ad Hoc Networking LASSOUS LAYOUT 6/20/05 10:14 AM Page 110 Authorized licensed use limited to: IEEE Xplore. Downloaded on May 01,2010 at 21:51:14 UTC from IEEE Xplore. Restrictions apply. IEEE Communications Magazine â€¢ July 2005 111 As collision detection is not possible due to the half-duplex characteristic of the wireless interfaces, each unicast frame has to be acknowledged. When a receiver successfully receives a frame, it waits for a short interframe space (SIFS) and then emits the acknowledgment. The SIFS is much shorter than the DIFS in order to give priority to acknowledgments over data frames. The emitter treats the lack of reception of an acknowledgment as a collision. When an erroneous frame is detected at the MAC level (due to collisions or transmission errors), emitters will defer their transmission of an extended interframe space (EIFS) interval time instead of a DIFS, when the medium becomes idle. This timing is much larger than the DIFS and sufficient to protect acknowledgment transmission. The reception of an errorfree frame during the EIFS wait cancels this long wait mechanism. To prevent a hidden node situation in which two independent emitters simultaneously send a frame to the same receiver, an optional request to send (RTS)/clear to send (CTS) exchange can be used. Before transmitting a frame, the emitter asks the receiver if the medium is free in its vicinity by emitting an RTS frame. If no interfering transmission is present, the receiver answers by a CTS frame and the transmission can begin. Neighbors of both emitter and receiver overhear these frames and consider the medium reserved for the duration of the transmission, acting as if it was busy for this whole time. This mechanism is called virtual carrier sense. Figure 1 summarizes part of these operations. This figure represents the MAC operations in a network of three nodes in mutual communication range. At the beginning, node A has a frame to send. As the medium is free, it can emit its frame after a DIFS, which is followed by the acknowledgment from B. A then wishes to emit another frame. If the new frame has been enqueued while the previous exchange was taking place, A has to draw a backoff. In this example, a backoff of 2 slots is drawn. In parallel, C also wishes to send a frame to B. As the medium was sensed free, it emits as soon as DIFS is elapsed. Unfortunately, A and C choose the exact same moment to start their emission, and a collision happens at B. As no acknowledgment is sent back, both emitters re-emit their frame, drawing a backoff in a doubled contention window. This time, C wins the contention, and its emission stops the backoff decrementation of A two slots before it finishes. After the data-acknowledgment exchange is finished, A restarts the backoff process with its two remaining slots.",2005,
Lasso procedure to correct finger-clawing in leprosy using index or middle finger flexor digitorum superficialis split into four tails--a long-term follow-up study.,"For obvious reasons, the use of flexor digitorum superficialis (FDS) from the ring finger, for correction of finger-clawing, is usually not recommended in leprosy. Hence, one has to choose either index or middle finger FDS for correction of finger-clawing. No significant differences could be made out when follow-up data of claw-finger correction by modified lasso procedure, using FDS either from index or middle finger, were compared. In some hands post-operative problems, such as stiffness, superficialis minus deformities of proximal interphalangeal joints (PIPJ) and distal interphalangeal joints (DIPJ), were noted. As revealed by finger dynamography, the working space of the hand was not found to be fully restored, the donor finger showing distortion of its working space.",2004,Indian journal of leprosy
"Le point sur le conseil liÃ© au dÃ©pistage de lâ€™infection par le VIH Ã  Bobo-Dioulasso, Burkina Faso","Comment est percu le test de depistage du VIH dans une consultation prenatale a Bobo-Dioulasso au Burkina Faso ? Quelles sont les attitudes des professionnels de la sante et des responsables politiques et religieux face au conseil ? Pour repondre a ces questions, deux approches, lâ€™une quantitative, lâ€™autre qualitative, ont ete adoptees. Cent trente-cinq femmes enceintes, venant en consultation au Centre de sante maternelle et infantile de Farakan a Bobo-Dioulasso, ont ete interrogees individuellement et 96 % dâ€™entre elles ont accepte le principe dâ€™un test de depistage du VIH. Parmi elles, 91 % souhaitaient connaitre le resultat du test, 46 % en presence dâ€™une personne de leur entourage qui etait, dans la majorite des cas, le partenaire ou le conjoint. Huit entretiens approfondis ont ete realises. Quatre informateurs proposaient que soit associee une personne de lâ€™entourage a lâ€™annonce des resultats pour ameliorer la prise en charge des patients. Plusieurs raisons limitant le test de depistage ont ete evoquees : lâ€™absence de prise en charge therapeutique et psychosociale, le cout du test, le manque de confidentialite, les consequences psycho-sociales, la difficulte a communiquer et a changer les comportements. Ces observations pourraient constituer une base de reflexion pour aboutir a un consensus local et national en matiere de conseil lie au depistage de lâ€™infection par le VIH au Burkina Faso.",1996,
"Bmp Receptors Specific for Op-1 Are Identified in Human Normal, Degenerative and Oa Cartilage","protein expression for type I and II OP-1 receptors. By using antibodies against these receptors (BMPR-II, ALK-2, ALK-3 and ALK-6) primarily cellassociated specific immunostaining was found in normal and OA cartilage. The strongest cellular staining in normal cartilage was found in the superficial and upper middle layer chondrocytes, while in OA cartilage cells from the deep layer were also stained positively. Some light matrix staining was detected for type I receptor (more for ALK-2 than for ALK-3) in the superficial and upper middle layer of normal cartilage. The intensity of the interterritorial matrix staining and its distribution were increased in the degenerative and OA cartilage. Similar pattern of immunostaining was observed for BMPR-II. This type II receptor was mostly co-localized with type I receptor. However, in addition, BMPR-II was found also in the territorial matrix of degenerative and OA cartilage. By western blot analysis OP-1 receptors were detected in total cartilage extracts as well as in membrane-enriched fraction. The intensity of immunoreactive bands for type I receptors was higher in OA samples when compared to normal, while the intensity of BMPR-II bands was stronger in normal tissue than in OA. Interestingly, type I OP-1 receptors were present in OA cartilage also in the soluble fraction. In normal adult cartilage by immunofluorescence all receptors were visualized on the membranes of isolated chondrocytes. Comparative analysis of mRNA levels for each receptor type showed that BMPR-II, ALK-2 and ALK-3 message was elevated two-three fold in degenerative tissues (grade II and III) and in OA cartilage. Expression of ALK-6 did not show substantial changes, although some decrease in message was noticed. DISCUSSION. In the current study we report for the first time that all known OP-1 receptors are expressed by human adult normal and OA chondrocytes. We identified both message and the protein for these receptors. As comparative analyses show the levels of mRNA and protein expression as well as protein distribution correlate with the pathophysiological state of the tissue. The strongest staining for OP-1 receptors was found in the upper part of the cartilage indicating their co-localization with the ligand (mature OP-1). The matrix staining for the receptors in the degenerative and OA cartilage and their appearance in the soluble fraction suggest a possible shedding from the cell membrane during process of cartilage degeneration. Importantly, the parallel changes in the message levels for BMPR-II and only for two out of three type I receptors (ALK-2 and ALK-3) indicate, perhaps, the primary involvement of these receptors in OP-1 signaling pathway in human degenerative and OA cartilage. In conclusion, our study confirms that not only the ligand (OP-1) but also its receptors depend on the pathophysiological state of the tissue. This study provides a critical background for further understanding of the role of OP-1 and OP-1 signaling in cartilage homeostasis under physiological and pathophysiological conditions.",2001,
The limit state of indefinite plates on elastoplastic continuum,"SommarioSi analizza lo stato limite delle piastre indefinite, appoggiate su un mezzo elastoplastico continuo e sottoposte a carico ripartito su una superficie parziale a contorno circolare, pervenendo all'equazione fondamentale che regge il problemaImponendo quindi delle condizioni minimizzanti, si trova, tramite il calcolo variazionale, la soluzione che fornisce il carico di collasso del sistema piastra-suolo.SummaryThe limit analysis of indefinite plates resting on a continuous elastoplastic medium and subjected to a load distributed over a partial surface with a circular boundary yields the fundamental equation governing the problem. Minimum conditions are set and the solution that supplies the collapse load of the plate-soil system is found by variational calculus.",1972,Meccanica
Modern Nonparametric Statistics: Going Beyond Asymptotic Minimax,"During the years 1975 1990 a major emphasis in nonparametric estimation was put on computing the asymptotic minimax risk for many classes of functions. Modern statistical practice indicates some serious limitations of the asymptotic minimax approach and calls for some new ideas and methods which can cope with the numerous challenges brought to statisticians by modern sets of data. Mathematics Subject Classification (2000): 62Gxx. Introduction by the Organisers The workshop took place during the period March 28 April 2 and, as usual, talks were planned from Monday morning to Friday morning (most participants leaving on Friday afternoon) with a break on Wednesday afternoon for the traditional walk to Saint-Roman. There were finally 48 participants, due to some late cancellations. Unfortunately, Iain Johnstone could not attend the meeting since he had a very important committment in the US with the NSF during that week. However, he could participate quite actively in the organization up to the last minute since we, organizers, had the opportunity to meet together during a previous workshop and also exchange extensively by e-mail through which the list of participants and talks and all final details were set up. Therefore we were really three organizers and the success of the meeting should be put on the three of us. Actually, the list of speakers and the schedule of the talks were ready before our arrival and only minor changes 884 Oberwolfach Report 16/2010 were made during that week. This precise schedule can be found at the end of our report. During the years 1975 1990 (roughly speaking) a major emphasis in nonparametric estimation was put on computing the (possibly asymptotic) minimax risk for many classes of functions, starting from the simplest Holder classes to the more sophisticated Besov balls in the beginning of the 90â€™s. It was clear, at that time, that this minimax point of view was quite pessimistic, since it was directed towards the worse case and also unrealistic, since one never knows to which smoothness class (or other specific class) the true parameter does belong. Nevertheless, this approach allowed to design useful estimators, which could be more or less practically calibrated (by cross-validation for instance) and provided some benchmarks for the performance of a given method. Then, by the beginning of the 90â€™s (approximately), started an important movement towards what is now called adaptation, either to some smoothness class or to the specific function that was to be estimated. This was made via different tools like Lepskiâ€™s method, the use of localized basis and thresholding, model selection . . . More recently, many new methods (aggregation of estimators, Lasso, etc.) appeared in order to cope with the numerous challenges brought to statisticians by modern sets of data and the huge progress of computing : huge data sets or situations where the number of unknown parameters is much larger than the number of data, together with some sparsity assumption. This also coincides with an important renewal of Bayesian methods due to much better and powerful computing facilities. Workshop organization In view of the importance of the numerous new techniques that are presently studied and used to solve the challenges offered by the modern sets of data, we decided that the main purpose of the workshop would be to expose many young researchers to those new techniques. We invited a number of confirmed specialists and experts together with younger professionals, PhD. students, postdocs, new assistant professors, in order to get a mix of generations and experiences. We also selected 5 senior professors to give longer talks (one hour and a half, one each morning) in order to develop their subject. These persons were especially asked, several months before the workshop, to deliver these special conferences. We also spent a lot of time and discussion in order to select the talks among the proposals by the participants in order to keep a maximal coherence between the subjects and keep the level as high as possible, finally limiting the number of talks to 24, including the five major ones mentioned above, and avoiding the multiplication of short talks. All normal talks were of 45mn, with the exception of the last morning since it was asked to us by the MFO organization to shorten the session for an early lunch (apparently for Easter vacation). It was also an occasion for us to invite an unusually large number of participants (mostly young researchers and some more senior French) that visited the MFO for Modern Nonparametric Statistics: Going Beyond Asymptotic Minimax 885 the first time, which gave them an occasion to discover this very nice place, the wonderful library, the numerous working facilities and the excellent MFO organization (as usual). We tried, as much as possible, to organize our 8 sessions around themes like Model Selection, Adaptive Density Estimation, High-dimensional Data and Sparsity, Statistics for Processes, Nonparametric Bayesian Methods, with also some talks by young and promising researchers which were given exactly the same time as the more senior ones. Modern Nonparametric Statistics: Going Beyond Asymptotic Minimax 887 Workshop: Modern Nonparametric Statistics: Going Beyond Asymptotic Minimax",2010,Oberwolfach Reports
"Thalassobaculum salexigens sp. nov., a new member of the family Rhodospirillaceae from the NW Mediterranean Sea, and emended description of the genus Thalassobaculum.","A novel Gram-negative bacteria, named CZ41_10a(T), was isolated from coastal surface waters of the north-western Mediterranean Sea. Cells were motile, pleomorphic rods, 1.6 mum long and 0.7 mum wide and formed cream colonies on marine agar medium. The G+C content of the genomic DNA was 65 mol%. Phylogenetic analysis of 16S rRNA gene sequences placed the new isolate in the genus Thalassobaculum, a member of the family Rhodospirillaceae, class Alphaproteobacteria. Unlike Thalassobaculum litoreum CL-GR58(T), its closest relative, strain CZ41_10a(T) was unable to grow anaerobically and did not exhibit nitrate reductase activity. On the basis of DNA-DNA hybridization, fatty acid content and physiological and biochemical characteristics, this isolate represents a novel species for which the name Thalassobaculum salexigens sp. nov. is proposed. The type strain is CZ41_10a(T) (=DSM 19539(T)=CIP 109604(T)=MOLA [corrected] 84(T)). An emended description of the genus Thalassobaculum is also given.",2010,International journal of systematic and evolutionary microbiology
Sparsification of Linear Models for Large-Scale Text Classification,In this paper we propose a simple yet effective method for sparsifying a posteriori linear models for large-scale text classification. The objective is to maintain high performance while reducing the prediction time by producing very sparse models. This is especially important in real-case scenarios where one deploys predictive models in several machines across the network and constraints apply on the prediction time. We empirically evaluate the proposed approach in a large collection of documents from the Large-Scale Hierarchical Text Classification Challenge. The comparison with a feature selection method and LASSO regularization shows that we achieve to obtain a sparse representation improving in the same time the classification performance.,2015,
Ossaluria: Tecnica Di Determinazione Dell'acido Ossalico Con La Cromatografia a Scambio Ionico,"I I soggetto normale elimina giornalmente con le urine modeste quantita di ossalati; la quantita totale edata dalla somma della quota assorbita a livello intestinale con gli alimenti piu quella .derivata dal metabolismo dell'acido ascorbico e del gliossilato. Si possono quindi distinguere due tipi di iperossaluria: I) iperossaluria da aumentato assorbimento intestinale; 2) iperossaluria da aumentata produzione metabolica. Gli ossalati di origine dietetica si trovano in numerosi alimenti di 0rigine vegetale: radici, barbabietoIe,prezzemolo, rabarbaro, the, noci, fichi secchi, spinaci, ecc (I); normalmente I'iperossaluria puramente alimentare e abbastanza rara, piu spesso elegata a patologie intestinali, che ne aumentano I'assorbimento (16): malattia di Crohn resezione ileale by-pass digiuno-ileale malattia celiaca malassorbimento dei grassi ingestione di fosfato di cellulosa. In condizioni normali (Tab. I) l'intestino assorbe il 3-5% del totale degli ossali presenti negli alimenti, la restante quota viene rapidamente legata al calcio costituendo un compiesso non assorbibile e facil-",1992,Giornale di Techniche Nefrologiche e Dialitiche
