title,abstract,year,journal
Sparse BD-Net,"In this work, we propose a multiplication-less binarized depthwise-separable convolution neural network, called BD-Net. BD-Net is designed to use binarized depthwise separable convolution block as the drop-in replacement of conventional spatial-convolution in deep convolution neural network (DNN). In BD-Net, the computation-expensive convolution operations (i.e., Multiplication and Accumulation) are converted into energy-efficient Addition/Subtraction operations. For further compressing the model size while maintaining the dominant computation in addition/subtraction, we propose a brand-new sparse binarization method with a hardware-oriented structured sparsity pattern. To successfully train such sparse BD-Net, we propose and leverage two techniques: (1) a modified group-lasso regularization whose group size is identical to the capacity of basic computing core in accelerator and (2) a weight penalty clipping technique to solve the disharmony issue between weight binarization and lasso regularization. The experiment results show that the proposed sparse BD-Net can achieve comparable or even better inference accuracy, in comparison to the full precision CNN baseline. Beyond that, a BD-Net customized process-in-memory accelerator is designed using SOT-MRAM, which owns characteristics of high channel expansion flexibility and computation parallelism. Through the detailed analysis from both software and hardware perspectives, we provide an intuitive design guidance for software/hardware co-design of DNN acceleration on mobile embedded systems. Note that this journal submission is the extended version of our previous published paper in ISVLSI 2018 [24].",2020,ACM Journal on Emerging Technologies in Computing Systems (JETC)
The Learning Organisation Part I. The Learning Organisation : what is it? Does it constitute a useful set of ideas for the human resource development practitioner?,"This paper was published as Working Paper 29 by the Centre for Labour Market Studies, University of Leicester. It is available from http://www.clms.le.ac.uk/research/wpapers.lasso",2000,
"Poster: Brush, lasso, or magic wand? Picking the right tool for large-scale multiple object selection tasks","Selection of multiple objects is a frequent interaction task in virtual environments. Accomplishing this task efficiently and intuitively is difficult, especially in cases where there are a very large number of objects to be selected. In this work, we seek to investigate two well-known techniques, a spherical brush and a box-shaped lasso for multiple object selection (MOS), and compare them to a new MOS technique, which we have named the magic wand. This new technique automates a lot the work, which the user would normally have to do manually. The comparison is made through a user study, where users are presented with a range of different geometric layouts of selection targets, to investigate the pros and cons of each of the MOS techniques. The evaluation shows that the magic wand is significantly faster to use than the other techniques, however the quality of the magic wand's selections is highly dependent on the geometric scenario. The spherical brush proved to be a good overall technique, whereas the box lasso proved slow and inaccurate even in geometric scenarios specifically designed for the lasso.",2012,2012 IEEE Symposium on 3D User Interfaces (3DUI)
Current Awareness on Comparative and Functional Genomics,"2002. Special issue: Papers presented at the IIIrd Anton Dohm Workshop â€˜Fish Genomics: Structural and Functional Aspectsâ€™ Ischia (Naples), Italy 1-2 June 2001. Gene 295: (2) 2002. Special issue: Proceedings of the European Conference on Computational Biology (ECCB 2002). Bioinformatics 18: (Suppl 2) Adriaenssens E, Lemoine J, El Yazidi-Belkoura I, Hondermarck H. 2002. Growth signaling in breast cancer cells: Outcomes and promises of proteomics. Biochem Pharmacol 64: (5-6) 797. Arber W. 2002. Roots, strategies and prospects of functional genomics. Curr Sci 83: (7) 826. Bailey SN, Wu RZ, Sabatini DM. 2002. Applications of transfected cell microarrays in high-throughput drug discovery (Review). Drug Discov Today 7: (18) S113. Basile VS, Masellis M, Potkin SG, Kennedy JL. 2002. Pharmacogenomics in schizophrenia: The quest for individualized therapy (Review). Hum Mol Genet 11: (20) 2517. Beske OE, Goldbard S. 2002. High-throughput cell analysis using multiplexed array technologies (Review). Drug Discov Today 7: (18) S131. Birney E, Clamp M, Hubbard T. 2002. Databases and tools for browsing genomes. Annu Rev Genomic Hum Genet 3: 293. Brazhnik P, De la Fuente A, Mendes P. 2002. Gene networks: How to put the function in genomics (Review). Trends Biotechnol 20: (11) 467. Brunner D, Nestler E, Leahy E. 2002. In need of high-throughput behavioral systems. Drug Discov Today 7: (18) S107. Carson JP, Thaller C, Eichele G. 2002. A transcriptome atlas of the mouse brain at cellular resolution (Review). Curr Opin Neurobiol 12: (5) 562. Chalmers DT, Behan DP. 2002. The use of constitutively active GPCRs in drug discovery and functional genomics (Review). Nat Rev Drug Discov 1: (8) 599. Chaurand P, Caprioli RM. 2002. Direct profiling and imaging of peptides and proteins from mammalian cells and tissue sections by mass spectrometry (Review). Electrophoresis 23: (18) 3125. Dahl SG, Kristiansen K, Sylte I. 2002. Bioinformatics: From genome to drug targets. Ann Med 34: (4) 306. Dewey TG. 2002. From microarrays to networks: Mining expression time series. Drug Discov Today 7: (20) S170. Dierick JF, Eliaers F, Remacle J, Raes M, Fey SJ, Larsen PM, Toussaint O. 2002. Stress-induced premature senescence and replicative senescence are different phenotypes, proteomic evidence. Biochem Pharmacol 64: (5-6) 1011. Edwards AM, Kus B, Jansen R, Greenbaum D, Greenblatt J, Gerstein M. 2002. Bridging structural biology and genomics: Assessing protein interaction data with known complexes (Review). Trends Genet 18: (10) 529. Famulok M, Verma S. 2002. In vivo-applied functional RNAs as tools in proteomics and genomics research (Review). Trends Biotechnol 20: (11) 462. Gromov PS, Ostergaard M, Gromova I, Celis JE. 2002. Human proteomic databases: A powerful resource for functional genomics in health and disease (Review). Prog Biophys Mol Biol 80: (1-2) 3. Hayduk EJ, Choe LH, Lee KH. 2002. Proteomic tools in discovery-driven science. Curr Sci 83: (7) 840. Hemmila IA, Hurskainen P. 2002. Novel detection strategies for drug discovery (Review). Drug Discov Today 7: (18) S150. Hubbard MJ. 2002. Functional proteomics: The goalposts are moving. Proteomics 2: (9) 1069. Huels C, Muellner S, Meyer HE, Cahill DJ. 2002. The impact of protein biochips and microarrays on the drug development process (Review). Drug Discov Today 7: (18) S119. Ilag LL, Ng JH, Beste G, Henning SW. 2002. Emerging high-throughput drug target validation technologies (Review). Drug Discov Today 7: (18) S136. Ivanova AV, Ivanov SV. 2002. Differential display analysis of gene expression in yeast (Review). Cell Mol Life Sci 59: (8) 1241. Klysik J. 2002. Mice and humans: Chromosome engineering and its applications to functional genomics (Review). Acta Biochim Pol 49: (3) 553. Ko YG, Park H, Kim S. 2002. Novel regulatory interactions and activities of mammalian tRNA synthetases: Review. Proteomics 2: (9) 1304. Kohlmann A, Schoch C, Schnittger S, Kern W, Haferlach T. 2002. Diagnosis of leukemia using microarray technology (Review) (German, English Abstract). Dtsch Med Wochenschr 127: (42) 2216. Koonin EV, Wolf YI, Karev GP. 2002. The structure of the protein universe and genome evolution. Nature 420: (6912) 218. Kuo WP, Whipple ME, Sonis ST, Ohno-Machado L, Jenssen TK. 2002. Gene expression profiling by DNA microarrays and its application to dental research (Review). Oral Oncol 38: (7) 650. Lal SP, Christopherson RI, Dos Remedios CG. 2002. Antibody arrays: An embryonic but rapidly growing technology (Review). Drug Discov Today 7: (18) S143. Liao VHC, Freedman JH. 2002. Differential display analysis of gene expression in invertebrates (Review). Cell Mol Life Sci 59: (8) 1256. Michener CM, Ardekani AM, Petricoin EF, Liotta LA, Kohn EC. 2002. Genomics and proteomics: Application of novel technology to early detection and prevention of cancer. Cancer Detect Prev 26: (4) 249. Mira A, Klasson L, Andersson SGE. 2002. Microbial genome evolution: Sources of variability. Curr Opin Microbiol 5: (5) 506. Mo WJ, Karger BL. 2002. Analytical aspects of mass spectrometry and proteomics. Curr Opin Chem Biol 6: (5) 666. Nicholson JK, Connelly J, Lindon JC, Holmes E. 2002. Metabonomics: A platform for studying during toxicity and gene function. Nat Rev Drug Discov 1: (2) 153. Petricoin EF, Zoon KC, Kohn EC, Barrett JC, Liotta LA. 2002. Clinical proteomics: Translating benchside promise into bedside reality (Review). Nat Rev Drug Discov 1: (9) 683. Roses AD. 2002. Genome-based pharmacogenetics and the pharmaceutical industry (Review). Nat Rev Drug Discov 1: (7) 541. Ruijter JM, Van Kampen AHC, Baas F. 2002. Statistical evaluation of SAGE libraries: consequences for experimental design (Review). Physiol Genomics 11: (2) 37. Schaeferling M, Schiller S, Paul H, Kruschina M, Pavlickova P, Meerkamp M, Giammasi C, Kambhampati D. 2002. Application of self-assembly techniques in the design of biocompatible protein microarray surfaces (Review). Electrophoresis 23: (18) 3097. Shen YF, Smith RD. 2002. Proteomics based on high-efficiency capillary separations (Review). Electrophoresis 23: (18) 3106. Simon HG. 2002. Messenger RNA differential display strategies in birds and amphibians (Review). Cell Mol Life Sci 59: (8) 1264. Sreenivasulu N, Kishor PBK, Varshney RK, Altschmied L. 2002. Mining functional information from cereal genomes: The utility of expressed sequence tags (Review). Curr Sci 83: (8) 965. Stein J, Liang P. 2002. Differential display technology: A general guide (Review). Cell Mol Life Sci 59: (8) 1235. Comparative and Functional Genomics Comp Funct Genom 2003; 4: 277â€“284 Published online in Wiley InterScience (www.interscience.wiley.com). DOI I0.I002/cfg.227",2003,Comparative and Functional Genomics
Draft Genome Sequence of Thalassospira xiamenensis Strain MCCC 1A03042T,"Thalassospira xiamenensis strain MCCC 1A03042T was isolated from deep-sea sediment of the Indian Ocean, and it was characterized with heavy-metal arsenic tolerance. Here, we present the draft genome of strain MCCC 1A03042T, which contains 4,786,207Â bp with a G+C content of 52.6% and 4,359 protein-coding genes.",2017,Genome Announcements
Thalassomyxa canariensis n. sp. from a tide pool of Tenerife (Canary Islands),"Summary The new species, Thalassomyxa canariensis n. sp. from a tide pool on the northeastern coast of Tenerife (Canary Islands) differs from Thalassomyxa jamaicensis (Grell 1992 a, b) by the spongy structure of its cytoplasm that becomes discernible in the motile stages after feeding with diatoms. The obligatory change of two phases and the capability of the resting stages to undergo binary divisions before and multipartite fissions (plasmotomy) after fusion are similar in both species.",1994,Archiv fÃ¼r Protistenkunde
"Race vis-Ã -vis Latitude: Their Influence on Intelligence, Infectious Diseases, and Income","Fuerst and Kirkegaard (this issue) have done a Herculean job in generating data on the relationships existing between European ancestry and complex cognitive ability (CCA) - the construct measured by IQ scores and/or student achievements in math, reading, and/or science (Rindermann, 2007) - simultaneously considering infectious diseases, socioeconomic outcomes, and other variables in several American countries. Their analytic approach is rigorous and includes lasso regression. But their findings contradict the results of a ministudy of 11 large American countries in which both European ancestry and absolute latitude determined national PISA scores; in that study, whereas the cognitive effects of absolute latitude remained significant when European ancestry was controlled, those of ancestry lost significance when absolute latitude was controlled (Leon, 2015b). Hence, rather than commenting their valuable paper, I decided to resolve the empirical issue by generating new evidence at a higher level of analysis. Neither the study by Leon (2015b) of 11 countries nor the Fuerst and Kirkegaard study of USA state data distinguished between exogenous and endogenous variables. I decided to use fully saturated path models entailing two exogenous and three endogenous variables and targeted US states because in this country latitude has been found to correlate with CCA (Kanazawa, 2006; Leon, 2015a; McDaniel, 2006a, 2006b; Pesta & Posnanski, 2014; Ryan, Bartels, & Townsend, 2010) and other relevant variables, such as infectious diseases (Eppig, Fincher, & Thornhill, 2011), income per capita (Ram, 1999), as well as the seroprevalence of infectious diseases (McQuillan et al., 2004) and georesidential pattern of Whites vis-a-vis African Americans and Hispanics (U.S. Census, 2010). Whereas the percentage of Whites is higher in the northern than southern United States, these minorities are more demographically important in the southern U.S.I calculated the percentage of Whites in each of the 48 contiguous U.S. states using data from the U.S. Census (2010), which uses self-identification. Other important categories are African American, Hispanic, Native American, East Asian, and Pacific Islander. The latitude of each capital city was obtained from the World Atlas (2015). Math and reading scores from male and female publicschool students in 4thand 8thgrade are from the most recent report of the National Assessment of Educational Progress, corresponding to 2013 (NAEP, 2015). Data on income per capita came from the U.S. Department of Commerce (2015). Finally, I incorporated measurements of prevalence of infectious diseases per state from a standardized Parasite Stress USA index encompassing cholera, measles, meningitis, pertussis, rubella, tetanus, and tuberculosis in 1993-2007 (Eppig, Fincher & Thornhill, 2011; Fincher & Thornhill, 2012). I did not include more variables to avoid problems of multicollinearity with a small number of observations.Percent White is treated as an exogenous variable in the path analyses because the causes of its distribution in the U.S. territory are historical and unrelated to the other variables in the path models; the earliest English immigrants settled in the U.S. northeast in the 16th century because it was close to England, and then moved south and west; they were followed by immigration from Africa into the rural South because slaves were needed in the cotton plantations, while Hispanics came later, mainly from Mexico and Cuba into the southern U.S. because they came from places south of the U.S.In all figures, I use+ pâ‰¤ .10, * p â‰¤ .05, **p â‰¤ .01, and ***p â‰¤ .001. The results shown in Figure 1 reveal that CCA is influenced only by latitude, whereas income is determined positively by CCA and negatively by Percent White. The latter finding can be understood considering that the White population is most prevalent in the U.S. northwest and north-midwest, that is, states with low population density and scarce natural resources (see Fig. â€¦",2016,Mankind Quarterly
"Gas generator module with a gas generator, vehicle safety system and method for operating a vehicle passenger protection system","Ein Gasgenerator, insbesondere fur ein Fahrzeugpersonenschutzsystem, hat ein Gehause (12), in dem eine einen pyrotechnischen Treibsatz enthaltende Brennkammer (16), in der Heisgas erzeugt wird, angeordnet ist und das wenigstens eine Ausstromoffnung (22) zur Umgebung des Gasgenerators (10) aufweist, sowie einen im Gehause (12) angeordneten Kuhlmittelbehalter (24), in dem vor der Aktivierung des Gasgenerators (10) eine Kuhlflussigkeit aufgenommen ist und der wenigstens eine Kuhlmittel-Auslassoffnung (28') aufweist. Die Kuhlmittel-Auslassoffnung (28) ist in unmittelbarer Nahe zur Ausstromoffnung (22) angeordnet. Nach Aktivierung des Gasgenerators (10) stromt Kuhlflussigkeit aus dem Gasgenerator (10) in das Schutzsystem und benetzt eine angrenzende Wand (32) des Schutzsystems, welche auch von dem Heisgas angestromt wird. Ein Modul weist einem Gasgenerator, einem von dem Gasgenerator aufblasbaren Gassack und eine Befestigungseinrichtung zur Anbringung des Moduls an einem Fahrzeug auf. Ein Fahrzeugsicherheitssystem, insbesondere zum Schutz einer Person, beispielsweise eines Fahrzeuginsassen oder Passanten, weist einen Gasgenerator, einen von diesem aufblasbaren Gassack, als Teil eines Moduls, und eine elektronische Steuereinheit auf, mittels der der Gasgenerator bei Vorliegen einer Auslosesituation aktivierbar ist.",2011,
Extruder zur Herstellung eines Bauteils aus Leichtmetall,"Die Erfindung betrifft einen Extruder zur Herstellung eines Bauteils aus Leichtmetall mittels eines Semi-Solid-Verfahrens. Der Extruder weist einen Zylinder (2) und eine im Zylinder angeordnete Forderschnecke (3), einen Antrieb (4) fur die Forderschnecke, eine Einrichtung (5) zum Beschicken des Zylinders mit einem zu extrudierenden Material, eine Auslassoffnung (6) zum Ausgeben des Materials aus dem Extruder sowie eine Heizeinrichtung (7) im Bereich des Zylinders auf. Bei einem solchen Extruder weist der Zylinder erfindungsgemas mindestens eine Entgasungszone (18) auf, durch die in bereits verdichteten Materialbereichen befindliches Gas aus dem Zylinder entweichen kann. Da dieses Gas entweichen kann, weist das vom Extruder ausgegebene Material eine geringe Gasporositat auf und es besitzt das mittels dieses Materials hergestellte Bauteil gute mechanische Eigenschaften, somit eine gute Bauteilqualitat.",2009,
A Review of the Leaf-beetles (coleoptera: Chrysomelidae) of Subfamilies Alticinae and Cassidinae of the Mongolian Altai.,"A check-list for the subfamiliesÂ Alticinae, Cassidinae isÂ provided. Currently, 59 species of 16 genera of theseÂ subfamilies are known from theÂ  Mongolian Altai .Â  Nine species of leaf-beetles,Â  PsylliodesÂ macella Weise, 1900,Â  Argopus nigritarsisÂ  (Gebler ,Â  1823), Â Altica tamaricis Schrank, 1785, Â A. balassogloiÂ  (Jacobson, 1892),Â  Longitarsus violentusÂ  Weise, 1893,Â  Hispa atra (Fabricius ,Â  1775), Cassida murraea Â Linnaeus, 1767,Â  C. berolinensis Suffrian, 1844 andÂ  HypocassidaÂ subferruginea Â (Schrank, 1776)Â  are new records forÂ  Bayan-Ulegei aimak, twoÂ  species,Â  ChaetocnemaÂ sahlbergii Â (Gyllenhal, 1827) andÂ  Ch. mannerheimi (Gyllenhal, 1827) are new forÂ  Hovd aimak and threeÂ  species,Â  CrepidoderaÂ plutus (Latreille, 1804),Â  Longitarsus luridus (Scopoli ,Â  1763) andÂ  Cassida berolinensisÂ  Suffrian, 1844 are new for Gobi-Altai aimak.",2016,Ukrainian Journal of Ecology
