title,abstract,year,journal
Improving LASSO performance for Grey Leaf Spot disease resistance prediction based on genotypic data by considering all possible two-way SNP interactions.,"Disease resistance prediction using genotypic data has been widely pursued in animal as well as plant research, mostly in cases where genotypic data can be readily available for a large number of subjects. With the evolution of SNP marker genotyping technology and the consequent cost reduction for genotyping thousands of SNP markers, significant research effort is being undertaken in the statistics and machine learning community to perform efficient analysis of these multidimensional datasets. For large plant breeding programs, besides identifying biomarkers associated with disease resistance, developing accurate predictive models of the phenotype based on the genotype alone is one of the most relevant scientific goals, as it allows for efficient selection without having to grow and phenotype every individual. While the importance of interactions for understanding diseases has been shown in many studies, the majority of the existing methods are limited by considering each biomarker as an independent variable, completely ignoring complex interactions among biomarkers. In this study, logistic regression p-value, Pearson correlation and mutual information were calculated for all two-way SNP interactions with respect to the Grey Leaf Spot (GLS) disease resistance phenotype. These interactions were subsequently ranked based on these measures and the performance of the LASSO algorithm for GLS disease resistance prediction was then shown to be maximized by adding the top 10â€‰000 two-way interactions from the logistic regression p-value based rank. The logistic regression p-value based rank also led to an error rate of more than 3 percentual points lower than not adding any interaction and more than 3.5 percentual points lower than adding interactions chosen at random.",2012,Integrative biology : quantitative biosciences from nano to macro
A temporary self-expanding metallic stent for malignant colorectal obstruction.,"AIM
To investigate the clinical safety and efficacy of a temporary self-expanding metallic stent (SEMS) for malignant colorectal obstruction.


METHODS
From September 2007 to June 2012, 33 patients with malignant colorectal obstruction were treated with a temporary SEMS. The stent had a tubular configuration with a retrieval lasso attached inside the proximal end of the stent to facilitate its removal. The SEMS was removed one week after placement. Clinical examination, abdominal X-ray and a contrast study were prospectively performed and both initial and follow-up data before and at 1 d, 1 wk, and 1 mo, 3 mo, 6 mo and 12 mo after stent placement were obtained. Data collected on the technical and clinical success of the procedures, complications, need for reinsertion and survival were analyzed.


RESULTS
Stent placement and removal were technically successful in all patients with no procedure-related complications. Post-procedural complications included stent migration (n = 2) and anal pain (n = 2). Clinical success was achieved in 31 (93.9%) of 33 patients with resolution of bowel obstruction within 3 d of stent removal. Eleven of the 33 patients died 73.81 Â± 23.66 d (range 42-121 d) after removal of the stent without colonic re-obstruction. Clinical success was achieved in another 8 patients without symptoms of obstruction during the follow-up period. Reinsertion of the stent was performed in the remaining 12 patients with re-obstruction after 84.33 Â± 51.80 d of follow-up. The mean and median periods of relief of obstructive symptoms were 97.25 Â± 9.56 d and 105 Â± 17.43 d, respectively, using Kaplan-Meier analysis.


CONCLUSION
Temporary SEMS is a safe and effective approach in patients with malignant colorectal obstruction due to low complication rates and good medium-term outcomes.",2013,World journal of gastroenterology
Abstract 3113: Hyperactivation of FOXM1 drives ovarian cancer growth and metastasis independent of the G2-M cell cycle checkpoint.,"Forkhead box M1 (FOXM1) is a TP53- and phosphorylation-dependent transcription factor that plays a critical role in cell cycle progression. Recent analyses by the Cancer Genome Atlas (TCGA) consortium indicate that FOXM1 overexpression may be a key, early event driving the growth of epithelial ovarian cancer (EOC). However, this hypothesis has not been critically tested. Using RT-qPCR, we examined the expression of each of the known FOXM1 splice variants. We found that levels of FOXM1c but not FOXM1b or the translationally inactive FOXM1a are significantly higher in specimens of EOC (n=5) than normal ovary (n=3) or fallopian tube (n=3). By western blot, we found that FOXM1 is highly phosphorylated in EOC, suggesting that its hyperactivation is a consistent feature of ovarian cancer. When FOXM1 expression was targeted in TP53-wt HEYA8, TP53-mutated OVCAR8, and TP53-deficient SkOViP31 ovarian cancer cells by siRNAs, we found that ovarian cancer cell lines with reduced FOXM1 expression grow much more slowly than control cultures transfected with a non-targeting siRNA control and that a loss of FOXM1 results in G2-M cell cycle arrest that can be detected by flow cytometry using propidium iodide stained cells. Reduced FOXM1 expression also inhibited migration and invasion when OVCAR8 and HeyA8 cells were evaluated using standard Boyden chamber assays. Using qPCR and Western blot, we examined the ability of FOXM1 to directly regulate >19 gene products that are highly expressed in EOC. Despite the fact that FOXM1 regulates many of these genes (Cyclin B1, Plk1, and CENPF) in other cells and tissues, levels of their expression were not observed when FOXM1 was knocked down SKOV3ip1, HEY8 and OVCAR8 cells. Therefore, we analyzed patterns of gene expression from 581 TCGA ovarian cancer specimens using serial linear regression with L1 normalization (Lasso analysis) to test for correlations with FOXM1 expression. These analyses identified multiple gene products whose expression is potentially regulated by FOXM1 in ovarian cancer. Altered levels of expression for multiple gene products identified by these analyses have been examined by qPCR and Western blot in ovarian cancer cell lines transfected with shRNA targeting FOXM1 expression. These included multiple gene products, including VEGF-B and -C known to regulate angiogenesis. To explore the in vivo impact of targeting FOXM1 expression, a xenograft model was established by inoculating Fox1Nu mice with OVCAR8 cells stably transfected with either shRNA targeting FOXM1 and a non-targeting control. Collectively, these results indicate that hyperactivation of FOX1-mediated transcriptional activity is a consistent feature of EOC and plays a critical role in regulating ovarian cancer metastasis in addition to proliferation. FOXM1 may be a valuable therapeutic target for overcoming the genetic heterogeneity that limits current ovarian cancer treatments. Citation Format: Triparna Ghosh-Choudhury, Holli A. Loomans, Ying-Wooi Wan, Zhangdon Liu, Shannon M. Hawkins, Matthew L. Anderson. Hyperactivation of FOXM1 drives ovarian cancer growth and metastasis independent of the G2-M cell cycle checkpoint. [abstract]. In: Proceedings of the 104th Annual Meeting of the American Association for Cancer Research; 2013 Apr 6-10; Washington, DC. Philadelphia (PA): AACR; Cancer Res 2013;73(8 Suppl):Abstract nr 3113. doi:10.1158/1538-7445.AM2013-3113",2013,Cancer Research
"Charles De Koninck et la pensÃ©e spÃ©culative contemporaine (Meillassoux, Grant, Garcia, Bergson) : une Ã©tude comparative autour de la question du rÃ©el","Lâ€™ambition de cet article est de tirer au clair le versant speculatif de lâ€™oeuvre de Charles De Koninck en la mettant en dialogue avec la pensee speculative contemporaine. Pour ce faire, nous nous efforcons dâ€™abord de synthetiser la maniere dont Quentin Meillassoux et Iain Hamilton Grant (dont la relecture de Schelling nâ€™est pas sans recouper certaines idees vitalistes de Bergson) rehabilitent la connaissance du reel lui-meme, apres quoi nous relevons differents points dâ€™accord ou de desaccord entre ces auteurs et Charles De Koninck. Parmi les themes abordes en lâ€™occurrence et qui recoupent tous la question du reel, figurent la difference entre lâ€™en-soi et le pour-nous, le finalisme, lâ€™indeterminisme et les alternatives que propose lâ€™ontologie aux concepts de devenir et de substance (Tristan Garcia).",2016,Laval Theologique Et Philosophique
"Improving Data Collection on Fathers: Comments on Methods and Measurement Papers, National Fatherhood Forum","University of MarylandThe papers by West, Mitchell, and colleagues, andby Roy and Kwon address which aspects offathers and fathering are important to exploreand how to conduct research on them. I wouldlike, first, to reiterate why it is that we are inter-ested in devoting time to examining fathers andfathering. I believe that it is because men whoare in close contact with children make contribu-tions to their well being, for good or bad, and thatthe more we know about the contributions menmake to children, the better we understand theirchildrenâ€™s own transitions to fatherhood andsubsequent fathering behavior.Jerry West identifies four key challenges: (1)defining fathers, (2) identifying appropriate mento interview, (3) locating and gaining cooperation,and (4) developing appropriate measures of father-ing to use. I agree that these are the key issues toaddress.Defining FathersThe answer to the question Jerry West asksabout which fathers to include and which not toinclude is simple. Include those men with whomchildren have either a biological or a residentialassociation. This would mean the biological father(residential or nonresidential) and the residentialstepfather or father figure, if any. Recent researchsuggests that stepfathers are important men inchildrenâ€™s lives and should be included (Marsiglio,2004). Many biological fathers leave and have noor minimal contact with children; including suchdads would not add information about fathering.Most research also includes adoptive parents asparents; they have agreed to act as natural parentsand should be treated as such. Foster parentsshould probably not be included, but only a verysmall fraction of children are in such settings.Identifying Appropriate Men to InterviewJerry Westâ€™s second question is how to deter-mine which men should be studied. To do so weneed to make sure to obtain sufficient data on bio-logical and marital relationships and contact=involvement. By asking questions about amountof contact of the biological father, any residentialfather, and other possible father figures with thechild, we can determine which men are involvedin childrenâ€™s lives. Collect data from all relevantmen and let the researcher determine how to usethe data. Researchers with an interest in biologicalfatherhood will focus on biological fathers, resi-dent or not, and those with an interest in residen-tial fatherhood will focus on residential fathers,stepfathers, and other father figures. Asking aboutboth, as was done in the National LongitudinalSurvey of Youth (1979), provides more flexibilityfor researchers. Another important considerationis from whom to ask the questions. It seems thatobtaining reports from mothers, fathers, and chil-dren is critical. These different family membershave different points of view that contribute tothe overall picture. The NLSY-79 asked childrenabout their fathers, asked mothers about chil-drenâ€™s fathers, and recently began asking fathersthemselves about their relations with children.Locating and Obtaining CooperationLocating and obtaining cooperation fromfathers is a very tough task at the moment. TheMitchell et al. paper provides a sobering descrip-tion of the difficulties of obtaining cooperation.Many of the fathers in whom we are interestedare working several jobs and juggling one or sev-eral families. They have little time to talk withresearchers. We need to think harder and morecreatively about the types of incentives that wouldencourage fathers to participate. Providing struc-tured time with children, paid babysitting, learningopportunities for fathers and child, and substantialfinancial incentives are some ideas.",2007,Applied Developmental Science
"A Siamese Embassy Lost in Africa, 1686: The Odyssey of Ok-Khun Chamnan","This long-forgotten tale of the shipwreck off the coast of Africa of a Siamese embassy to Lisbon in 1686 lay buried in the text of a French book printed 300 years ago. The author of the text was the intrepid and intriguing Jesuit Tachard, who published accounts of his first two journeys to Siam. In his second book, written when he was King Narai's personal envoy to Louis XIV and Pope Innocent XI, Tachard relates the account of the shipwreck as told by one of its survivors, Ok-khun Chamnan Chaicong, who was accompanying Tachard on his return to France. Ok-khun Chamnan, during his odyssey as part of the aborted embassy to Portugal, spent nearly a year in Goa, where he learned Portuguese; a month traveling overland from Cape Agulhas, the southernmost tip of Africa, to the Cape of Good Hope; four months at the Dutch settlement at the Cape; six months in Batavia; and several months at sea. On his return to Siam in 1687 he was ordered to greet the French envoys La Loubere and Seberet soon after their arrival. The adventures of this Siamese khunnang did not end with his unsuccessful journey to Lisbon. He went on to Europe in 1688, visited the Riviera and Rome in winter, met the pope, and then in 1689 had an audience with Louis XIV. He converted to Catholicism and returned from Europe in 1690, disembarking at Balassor in Bengal before returning to Ayutthaya overland from Mergui. This extraordinary account has been translated into English for the first time, and is accompanied by three contemporary texts by Choisy, Tachard, and La Loubere describing the Dutch settlement at the Cape.",2000,
[Neurologic manifestations associated with HIV infections at the Bobo-Dioulasso Hospital Center (Burkina Faso)].,"Neurological manifestations of HIV infection are frequent and diverse. Diagnosis is often difficult due to geographical factors. 686 of the 3409 patients admitted to the Internal Medicine ward of Bobo-Dioulasso in 1995-1996 were HIV seropositive. This represents a prevalence of 20.1%. The sociodemographic and clinical characteristics of 101 patients with neurological problems during the study period are reported in this paper. This case series represents 14% of the HIV-positive admissions. The mean age was 35.7 years and 43% of the cases were aged 30 to 40 years. Sex-ratio was 1.6 male for 1 female. Focal deficits were observed in 36 of cases. Peripheral neuropathy (37%), meningitis or meningoencephalitis (20%), fitting (8%) and myelitis (8%) were the other clinical presentations. The etiology of the focal deficits was not ascertained because of the lack of tomodensitometry, specific serology and necropsy. Any neurological manifestation in a HIV seropositive patient should prompt investigations in order to diagnose those infections which can be treated, especially Toxoplasma gondii abscess and Cryptococcus neoformans meningitis.",1999,Bulletin de la Societe de pathologie exotique
Detection and quantification in real-time polymerase chain reaction,"The estimation of the concentration of an infectious agent in the environment is a key step to trigger an alert when there is a biological threat. This concentration can be obtained trough a quantitative polymerase chain reaction (qPCR). Nevertheless, standard real-time procedure do not address detection delay which is a main concern in alert triggering. Therefore, we propose a method based on Lasso regression and CUSUM change detection to accurately estimate the concentration while minimizing the detection delay. The trade-off between accuracy and delay can be managed through a parameter. We compare our results with those found by a standard method (threshold method) and promising results are obtained.",2013,
"New trends in hepatology : the proceedings of the Annual Meeting of the Italian National Programme on Liver Cirrhosis and Viral Hepatitis, San Miniato (Pisa), Italy, 7-9 January 1996","Section 1: Pathogenetic Mechanisms of Liver Injury. 1. 4-Hydroxy Alkenals, Products of Lipid Peroxidation, as Signals for Biochemical Functions of Normal Cells M.U. Dianzani. 2. Oxidative Stress and Protein Kinase C Activity Modulation C. Domenicotti, et al. 3. Oxidative Damage in Chronic Liver Disease E. Baldi, et al. 4. Chronic Ethanol Consumption Impairs Dolichol Levels and Glycosylation Processes in Rat Liver Microsomes and Golgi Apparatus D. Cottalasso, et al. 5. Compartmentation and Redox State of Thiols and Proteins During Acute Ethanol Intoxication in Rats E. Altomare, et al. 6. Possible Role of Ethanol-Derived Free Radicals in the Pathogenesis of Alcohol-Induced Liver Damage E. Albano, et al. 7. Hepatic Iron Overload Induced by Phenylhydrazine: Release of Iron in a Free Form and DNA Damage M. Comporti, et al. 8. The Effects of Development of the MDR 1 Phenotype on Cell Susceptibility to Undergoing Lipid Peroxidation and Ionizing Radiation R. Mazzanti, et al. 9. Molecular and Cellular Aspects of Iron-Mediated Liver Toxicity A. Pietrangelo, et al. 10. The Cellular and Molecular Basis of Liver Fibrogenesis M. Pinzani, et al. 11. Proliferation of Hepatic Stellate Cells and Lipid Peroxidation: Changes Due to Polyphenols G. Svegliati Baroni, et al. 12. Reoxygenation Injury in Isolated Rat Hepatocytes P. Caraceni, et al. 13. Oxidative Stress and Cell Damage Following Orthotopic Liver Transplantation E. Chiarpotto, et al. 14. The Genomic Response of Liver Cells to Post-Ischemic Reperfusion and Oxidative Stress A. Bernelli-Zazzera. Section 2: Pathophysiology of Bile Secretion. 15. Cytotoxic and Protective Effects of Bile Salts in Vitro F. Carubbi, et al. 16. Lamellar Bodies in Human Gallbladder Bile S. Ginanni Corradini, et al. 17. Hepatocyte Lipid-Metabolic Interplays and the Cholesterol Secretion Process to Bile: Insights from Rat Studies M. Carrella. Section 3: Insights in Hepatic Carcinogenesis. 18. Lipid Peroxidation and Hepatocarcinogenesis: -Glutamyl Transpeptidase-Dependent Oxidant Stress in Hepatic Preneoplastic Lesions and HEPG2 Hepatoma Cells A. Pompella, et al. 19. Antioxidant System in Hepatocellular Carcinoma A. Grattagliano, et al. 20. Loss of Heterozygosity of the Long Arm of Chromosome 16 in Hepatocellular Carcinoma on Liver Cirrhosis L. Gramantierei, et al. 21. Potential Molecular Mechanisms of Viral Liver Carcinogenesis M.S. De Mitri, et al. 22. Prevalence of Wild-Type and Variant Transcripts of Liver Estrogen Receptors in Chronic Liver Disease E. Villa, et al. Section 4: Pathogenetic Aspects of Hepatitis C Virus (HCV) Infection. 23. Molecular Biology of HCV: Implications in Epidemiology and Diagnosis of Infection M. Rapicetta, et al. 24. Cell-Mediated Immune Response in Hepatitis C Virus (HCV) Infection: Are Different Strategies Adopted by HCV and Hepatitis B Virus to Persist? F. Fiaccadori, et al. 25. The Epidemiological and Clinical Aspects of Hepatitis C in Italy F. Morisco. (Part contents)",1996,
The Effort of Economics Teachers on Teaching Learningmanagement,"The purpose of this research is to describes the effort of economics 
subject teacher on teaching learning management at the Public Senior 
High School Number 1 Lubuk Pinang and Public Senior High School 
Number 2 North Mukomuko. This research Focussed on lesson planning, 
learning methodology, media, teaching learning material, evaluation of 
teaching learning result, classroom administration, support and constrain 
factors of the teachers in teching learning , and also the strategy of the 
teachers in increasing the quality of the teaching learning management . 
This research used descriptive qualitative method, and the data then 
analyzed with descriptive technique . The subject of this research were the 
economic teachers, the headmaster, the vise headmaster of curriculum 
affairand and some student. Insstrument of this research were observation 
, interview, and documentation. The result of this research showed that the 
teachers had done some effort in teaching learning management but it still 
needs to be improved in making lasson planning, classroom administration, 
and evaluation of teaching learning.",2008,
