title,abstract,year,journal
Identification of molecular correlations of RBM8A with autophagy in Alzheimer's disease,"Our previous studies revealed RBM8A may play a role in various progressive neurological diseases. The present study aimed to explore the role of RBM8A in Alzheimer's disease (AD). RBM8A is significantly down-regulated in AD. Interestingly, 9186 differentially expressed genes are overlapped from comparisons of AD versus control and RBM8A-low versus RBM8A-high. Weight gene correlation analysis was performed and 9 functional modules were identified. Modules positively correlated with AD and RBM8A-low are significantly involved in the RAP1 signaling pathway, PI3K-AKT signaling pathway, hematopoietic cell lineage, autophagy and APELIN signaling pathway. Fifteen genes (RBM8A, RHBDF2, TNFRSF10B, ACP1, ANKRD39, CA10, CAMK4, CBLN4, LOC284214, NOVA1, PAK1, PPEF1, RGS4, TCEB1 and TMEM118) are identified as hub genes, and the hub gene-based LASSO model can accurately predict the occurrence of AD (AUC = 0.948). Moreover, the RBM8A-module-pathway network was constructed, and low expression of RBM8A down-regulates multiple module genes, including FIP200, Beclin 1, NRBF2, VPS15 and ATG12, which composes key complexes of autophagy. Thus, our study supports that low expression of RBM8A correlates with the decrease of the components of key complexes in autophagy, which could potentially contribute to pathophysiological changes of AD.",2019,Aging (Albany NY)
Approximate Steepest Coordinate Descent,"We propose a new selection rule for the coordinate selection in coordinate descent methods for huge-scale optimization. The efficiency of this novel scheme is provably better than the efficiency of uniformly random selection, and can reach the efficiency of steepest coordinate descent (SCD), enabling an acceleration of a factor of up to $n$, the number of coordinates. In many practical applications, our scheme can be implemented at no extra cost and computational efficiency very close to the faster uniform selection. Numerical experiments with Lasso and Ridge regression show promising improvements, in line with our theoretical guarantees.",2017,ArXiv
Valutazione della vulnerabilitÃ  sismica di capannoni industriali prefabbricati attraverso l'analisi dinamica incrementale (IDA) = Seismic vulnerability assessment of precast industrial facilities through incremental dynamic analysis (IDA),"Tra tutte le tipologie di edifici industriali presenti in Italia, i capannoni prefabbricati in calcestruzzo armato rappresentano una delle soluzioni piu ricorrenti. Tali strutture sono composte da elementi prefabbricati (travi e colonne) spesso assemblati con collegamenti a secco. A seguito del terremoto dellâ€™Emilia del 2012 la maggior parte di queste strutture ha presentato ha mostrato significativa vulnerabilita nei confronti delle azioni sismiche. Tale vulnerabilita e causata principalmente da due fenomeni: la perdita dâ€™appoggio della trave rispetto alla colonna a causa dellâ€™assenza di ritegni traslazionali e dal raggiungimento della capacita deformativa rotazionale alla base delle colonne. La tesi affronta la valutazione della vulnerabilita sismica di queste tipologie strutturale tramite lâ€™impiego dellâ€™analisi dinamica incrementale (IDA). Per eseguire tali analisi e stato modellato un portale in Opensees; il modello tiene conto delle non linearita geometriche (P-delta) e meccaniche, tramite elementi a fibre â€œforce based elementâ€ e opportuni legami tensioni-deformazioni per calcestruzzo confinato e non confinato ed acciaio. Il collegamento trave-pilastro e stato modellato con elementi â€œflat slider bearingâ€ consentendo di simulare la forza dâ€™attrito tra trave e pilastro e le relative variazioni dovute al sisma verticale. Le analisi dinamiche incrementali sono state svolte svolte sottoponendo il modello ad un set di ventidue accelerogrammi opportunamente scalati rispetto allâ€™ordinata spettrale dello spettro di risposta elastico rappresentativo della pericolosita sismica del sito di Mirandola. Vengono monitorati lo spostamento in testa al pilastro (e di conseguenza il drift) e lo spostamento relativo tra trave e pilastro. Le analisi vengono interrotte al raggiungimento del primo meccanismo di collasso. Sono state investigate diverse geometrie e per ognuna diversi coefficienti dâ€™attrito. Dalle analisi incrementali dinamiche si ricavano poi le curve di fragilita fissando volta per volta diversi parametri ingegneristici di controllo. Tramite queste curve si stimano, per le diverse geometrie, i benefici rispetto al collasso per perdita dâ€™appoggio di un aumento dello spostamento relativo tra trave e pilastro possibile. Viene infine proposta una possibile soluzione per la mitigazione degli effetti del sisma verticale sulla trave.",2018,
Archives des essais. AnnÃ©e 1998,"Test de courbes de niveau : profils hydriques (Konobougou); essais de cations (Oumarbougou); effets des courbes de niveau sur les rendements (K, Nogolasso, O); effets des courbes de niveau sur les rendements de Yayadiassa; essais azote et calcium (N, station de Farako); essai acidite (K) : evolution du pH au cours de l'annee; essais d'engrais calcique (K) : evolution du pH au cours de l'annee; essais apport de calcium (N); test de calcium au champ (K); tests de PNT ameliore; essais de semis direct de cotonniers",1998,
Covariance Estimation: The GLM and Regularization Perspectives,"Finding an unconstrained and statistically interpretable reparameterization of a covariance matrix is still an open problem in statistics. Its solution is of central importance in covariance estimation, particularly in the recent high-dimensional data environment where enforcing the positive-definiteness constraint could be computationally expensive. We provide a survey of the progress made in modeling covariance matrices from two relatively complementary perspectives: (1) generalized linear models (GLM) or parsimony and use of covariates in low dimensions, and (2) regularization or sparsity for high-dimensional data. An emerging, unifying and powerful trend in both perspectives is that of reducing a covariance estimation problem to that of estimating a sequence of regression problems. We point out several instances of the regression-based formulation. A notable case is in sparse estimation of a precision matrix or a Gaussian graphical model leading to the fast graphical LASSO algorithm. Some advantages and limitations of the regression-based Cholesky decomposition relative to the classical spectral (eigenvalue) and variance-correlation decompositions are highlighted. The former provides an unconstrained and statistically interpretable reparameterization, and guarantees the positive-definiteness of the estimated covariance matrix. It reduces the unintuitive task of covariance estimation to that of modeling a sequence of regressions at the cost of imposing an a priori order among the variables. Elementwise regularization of the sample covariance matrix such as banding, tapering and thresholding has desirable asymptotic properties and the sparse estimated covariance matrix is positive definite with probability tending to one for large samples and dimensions.",2011,Statistical Science
Multi-sensor joint kernel sparse representation for personnel detection,"In this paper, we propose a novel nonlinear technique for multi-sensor classification, which relies on sparsely representing a test sample in terms of all the training samples in a feature space induced by a kernel function. Our approach simultaneously takes into account the correlations as well as the complementary information between the homogeneous/heterogeneous sensors, while also considering the joint sparsity within each sensor's multiple observations in the feature space. This approach can be seen as a generalized model for representing a multi-task and multivariate Lasso in the feature space, where the data from all the sensors representing the same physical events are jointly represented by a sparse linear combination of the training data. Extensive experiments are conducted on real data sets and the results are compared with the conventional discriminative classifiers to verify the effectiveness of the proposed method in the application of automatic border patrol, where it is required to discriminate between human and animal footsteps.",2012,2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO)
Using GEV-regression to improve accuracy of probability of default in low default portfolios,"Calculating probability of default (PD) for low default portfolios in a 
statistically sound way can be a daunting task. For groups of coun- 
terparties with no or few defaults, e.g. large corporates and nancial 
institutions, standard approaches like logistic regression fail due to the 
low number of events. In this thesis, a dierent approach is used. The 
logit function in logistic regression is replaced with the inverse of the 
Generalized Extreme Value (GEV) distribution function, called GEV- 
regression. 
The LASSO regression technique provides a way to automatically 
nd the attributes that contain the most information in the data by 
including all attributes, and adding a penalty for complexity in the 
maximization of the likelihood function for the parameters. This ap- 
proach is used to make a strong predictive model. Data was provided 
by Danske Bank consisting of two portfolios of anonymized counterpar- 
ties. PD was calculated for each observation, and the accuracy of the 
predictions using GEV-regression and logistic regression was compared. 
The purpose of this thesis is twofold. First, to use the data provided 
to create a model for probability of default, using LASSO regression. 
Second, to investigate if GEV-regression is suitable for calculating PD 
for low default portfolios. 
The analysis suggests that it is possible to make a good predictive 
model using LASSO regression. It also supports that GEV-regression 
is a viable option to logistic regression, as it had a similar accuracy. It 
does not however support that GEV-regression is better than logistic 
regression in low default portfolios. Further studies with more data is 
needed to conclude which methodology is the optimal one.",2014,
"Metamaterials and Plasmonics: Fundamentals, Modelling, Applications","Preface. General Aspects Of Metamaterials And Plasmonics. Handedness in Plasmonics: Electrical Engineer's Perspective A. Sihvola, S. Zouhdi.- Bounds on Metamaterials - Theoretical and Experimental Results G. Kristensson et al.- Transformation Media And Cloaking. Plasmonic Cloaks A. Alu and N. Engheta.- Geometrical Transformations for Numerical Modelling and for New Material Design in Photonics A. Nicolet et al.- Transformation and Moving Media: A Unified Approach Using Geometric Algebra M A. Ribeiro and C. R. Paiva.- Effective Medium Modeling. Homogenization of Split-Ring Arrays, Seen as the Exploitation of Translational Symmetry A. Bossavit.- Mixing Formulas and Plasmonic Composites H. Wallen et al.- Applications: Antennas, Absorbers. Applications of EBG in Low Profile Antenna Designs: What Have We Learned? Y. Rahmat-Samii and F. Yang.- Negative Index Metamaterial Lens for the Scanning Angle Enhancement of Phased-Array Antennas T. Lam et al.- Application of Wire Media in Antenna Technology S.Hrabar.- Optimization of Radar Absorber Structures using Genetic Algorithms N. Lassouaoui et al.- Design of Metamaterial-Based Resonant Microwave Absorbers with Reduced Thickness and Absence of a Metallic Backing F Bilotti and L. Vegni.- Metamaterial Elements And Components. Dual-Mode Metamaterial-Based Microwave Components D. S. Goshi et al.- Chiral Swiss Rolls M C. K. Wiltshire.- Trapped-Mode Resonances in Planar Metamaterials with High Structural Symmetry S. Prosvirnin et al.- Fabricating Plasmonic Components for Nano- and Meta-Photonics A. Boltasseva et al.- Line Source Excitation ofan Array of Circular Metamaterial Cylinders: Boundary Value Solution and Applications B. H. Henin et al.- Surfaces And Planar Structures. Analytical Modeling of Surface Waves on High Impedance Surfaces A. B. Yakovlev et al.- Migration and Collision of Magnetoplasmon Modes in Magnetised Planar Semiconductor-Dielectric Layered Structures A. G.Schuchinsky and X. Yan.- Transmission Lines And Waveguides. Dispersion Engineering in Resonant Type Metamaterial Transmission Lines and Applications J. Bonache et al.- Compact Dual-band Rat-Race Coupler Based on a Composite Right/Left Handed Transmission Line X. Hu and S.He.- Dispersion and Losses in Metamaterial DNG H-Guides A. L. Topa et al.- List of Contributors.",2009,
"Las inadecuadas relaciones interpersonales entre los trabajadores de la gerencia de la red asistencial la libertad, del hospital lazarte echegaray en el aÃ±o 2013.","The intention of this investigation was to analyze the social factors that influence the inadequate interpersonal relations between the workers of the management of the welfare network The Freedom of the hospital Victor To lasso Echegaray Echegaray in the year 2013. The methodology that developed in the present work of investigation went on the basis of ""fieldwork"", that is to say, to the procedures executed in the place of study Hospital Victor To lasso Echegaray Echegaray, of ethnographic and ethnological level. The population in study was shaped by the total number of 79 workers I motivate for which the total population was equal to the sample universe. In this investigation there are described the social factors that influence in llas inadequate interpersonal relations between the workers of the management of the welfare network The Freedom of the hospital Victor To lasso Echegaray Echegaray of Trujillo in the year 2013 and that are the breaches of functions and the low level of communication for the teamwork which limit the suitable functioning in the organization and in the well-being of the institution.",2013,
High-Dimensional Classification Models with Applications to Email Targeting,"Email communication is valuable for any modern company, since it offers an easy mean for spreading important information or advertising new products, features or offers and much more. To be able to identify which customers that would be interested in certain information would make it possible to significantly improve a company's email communication and as such avoiding that customers start ignoring messages and creating unnecessary badwill. This thesis focuses on trying to target customers by applying statistical learning methods to historical data provided by the music streaming company Spotify.An important aspect was the high-dimensionality of the data, creating certain demands on the applied methods. A binary classification model was created, where the target was whether a customer will open the email or not. Two approaches were used for trying to target the costumers, logistic regression, both with and without regularization, and random forest classifier, for their ability to handle the high-dimensionality of the data. Performance accuracy of the suggested models were then evaluated on both a training set and a test set using statistical validation methods, such as cross-validation, ROC curves and lift charts.The models were studied under both large-sample and high-dimensional scenarios. The high-dimensional scenario represents when the number of observations, N, is of the same order as the number of features, p and the large sample scenario represents when N â‰« p. Lasso-based variable selection was performed for both these scenarios, to study the informative value of the features.This study demonstrates that it is possible to greatly improve the opening rate of emails by targeting users, even in the high dimensional scenario. The results show that increasing the amount of training data over a thousand fold will only improve the performance marginally. Rather efficient customer targeting can be achieved by using a few highly informative variables selected by the Lasso regularization.",2015,
