title,abstract,year,journal
"CompetÃ¨ncies transverals i la formaciÃ³ universitÃ ria, Les","El tema al voltant del qual es construeix aquesta tesi es el diagnostic de les competencies que es desenvolupen al llarg de la formacio universitaria en un ensenyament a partir de lanalisi de les seves practiques avaluatives.
El problema, que es defineix a Quimica, es desglossa en dos objectius: 1) Identificar el model avaluatiu de lensenyament, per tal de 2) diagnosticar les competencies que sen desprenen. La tesi subjacent al model de diagnostic proposat es que lanalisi del model avaluatiu dun ensenyament permet tenir evidencies de lassoliment del perfil de formacio, mentre aquest model sigui coherent amb el perfil de formacio pretes.
La tesi empra una metodologia qualitativa i respon al disseny duna investigacio no experimental de tall descriptiu - interpretatiu. El treball de camp es va estructurar en dues fases consecutives: en una primera, es van dur a terme quatre grups de discussio amb estudiants (un per cada curs academic), i, en una segona, es van realitzar entrevistes amb 22 professors de lensenyament. Aquestes dades shan pogut triangular amb les obtingudes duna altra investigacio en la qual es van entrevistar empresaris de lambit quimic.
A la primera part de la tesi, es fa una curosa analisi del constructe de competencies en el context de leducacio superior i sesbossen les estrategies formatives, molt especialment, les estrategies avaluatives coherents amb el constructe de competencies. Aixi mateix, sofereix una reflexio sobre els principals reptes de la formacio cientifica i els referents del perfil de formacio del graduat de Quimica (Benchmarks britanics, Projecte Tuning i Llibre blanc de lANECA).
A la segona part es descriuen els resultats i es presenten les conclusions. Els resultats analitzen el perfil de formacio assumit pel professorat entrevistat (a partir de lanalisi dun questionari i de lordenacio dunes targetes de valors), el contingut avaluat (a partir del guio de lentrevista) i la forma davaluacio emprada. Les principals conclusions son les seguents: 1) hi ha un desajust inicial entre el perfil de formacio assumit a lensenyament i el dels referents analitzats, aixi com el que es despren del constructe de competencies transversals; 2) Hi ha coherencia entre el perfil de formacio assumit i els continguts objectes davaluacio; 3) Les practiques avaluatives son coherents amb els objectius o continguts objectes davaluacio. Consequentment, a lensenyament de Quimica de la UB, es pot afirmar que les competencies assumides son avaluades (i per tant, certificades); ara be, les llacunes daquest perfil (com per exemple, les competencies interpersonals), no son certificades en aquest ensenyament.
"" RESUMEN:
El tema alrededor del que se construye esta tesis es el diagnostico de las competencias que se desarrollan a lo largo de la formacion universitaria en una titulacion a partir del analisis de sus practicas evaluativas.
El problema, que se define a Quimica, se desglosa en dos objetivos: 1) Identificar el modelo evaluativo de la ensenanza, para 2) diagnosticar las competencias que se desprenden de este modelo. La tesis subyacente al modelo de diagnostico propuesto es que el analisis del modelo evaluativo de una titulacion permite tener evidencias de la consecucion del perfil de formacion, en tanto que este modelo sea coherente con el perfil de formacion pretendido.
La tesis utiliza una metodologia cualitativa y responde al diseno de una investigacion no experimental de corte descriptivo-interpretativo. El trabajo de campo se estructuro en dos fases consecutivas: en una primera, se llevaron a cabo cuatro grupos de discusion con estudiantes (uno por cada curso academico), y, en una segunda, se realizaron entrevistas con 22 profesores de la ensenanza. Estos datos se han podido triangular con les obtenidas de otra investigacion en la cual se entrevistaron a empresarios del ambito quimico.
En la primera parte de la tesis, se hace una cuidadosa analisis del constructo de competencias en el contexto de la educacion superior, y se esbozan las estrategias formativas, y, muy especialmente, las estrategias evaluativas coherentes con el constructo de competencias. Asimismo, se ofrece una reflexion sobre los principales retos de la formacion cientifica, y los referentes del perfil de formacion del graduado de Quimica (Benchmarks britanicos, Proyecto Tuning y Libro blanco de ANECA).
En la segunda parte, se describen los resultados y se presentan las conclusiones. Los resultados analizan el perfil de formacion asumido por el profesorado entrevistado, el contenido evaluado y la forma de evaluacion utilizada. Las principales conclusiones son las siguientes: 1) hay un desajuste inicial entre el perfil de formacion asumido en la ensenanza y el de los referentes analizados, asi como con lo que se desprende del constructo de competencias transversales; 2) Hay coherencia entre el perfil de formacion asumido y los contenidos objeto de evaluacion; 3) Las practicas evaluativas son coherentes con los objetivos o contenidos objeto de evaluacion. Consecuentemente, en la ensenanza de Quimica de la UB, se puede afirmar que las competencias asumidas son evaluadas (y por tanto, certificadas); ahora bien, no se puede certificar el desarrollo de las competencias no asumidas en el perfil.""
SUMMARY:
This thesis is based on the diagnosis of the competences developed through the university training in a degree from the analysis of its assessment practices.
The problem, which is described in Chemistry, breaks down into two goals: 1) Identifying the assessment model of the degree, in order to 2) diagnose the competences that gather from it. The underlying thesis to the diagnosis model proposed is that the analysis of a degree assessment model allows to have evidence of the fulfilment of the education profile, as long as this model is coherent/consistent with the education profile expected.
The thesis uses a qualitative methodology and obeys to the design of a non experimental descriptive - interpretative (type) research. The fieldwork was structured in two consecutive phases: the first one, four focus groups were carried out with students (one for every academic course), and, the second one, interviews were carried out with 22 teachers of the degree. These data have been triangulated with the ones obtained from another research in which employers of the chemical area were interviewed.
In the first part of the thesis, a careful analysis of the construct of competences within the context of higher education is made, as well as the education/training strategies are outlined, especially the assessment strategies consistent with the construct of competences. Likewise, it is offered a reflection on the main challenges of the scientific education and the referents of the Chemistry graduate education profile (British Benchmarks, Project Tuning and White Book of the ANECA).
In the second part, the results are described and the conclusions are presented. The results analyze the education profile assumed by the teaching staff interviewed, the assessed content and the used form of assessment. The main conclusions are the following ones: 1) there is an initial disparity between the assumed education profile and that of the analyzed referents, as well as what gathers from the construct of transferable competences; 2) There is consistence/coherence between the assumed education profile and the contents which are assessed; 3) The assessment practices are consistent with the goals or contents which are assessed. Consequently, in the Chemistry degree of the University of Barcelona, it can be stated that the assumed competences are evaluated (and therefore, certified); however, the profile gaps (as for example, the interpersonal competences) are not certified in this degree.",2005,
Detecting rare and common haplotype-environment interaction under uncertainty of gene-environment independence assumption.,"Finding rare variants and gene-environment interactions (GXE) is critical in dissecting complex diseases. We consider the problem of detecting GXE where G is a rare haplotype and E is a nongenetic factor. Such methods typically assume G-E independence, which may not hold in many applications. A pertinent example is lung cancer-there is evidence that variants on Chromosome 15q25.1 interact with smoking to affect the risk. However, these variants are associated with smoking behavior rendering the assumption of G-E independence inappropriate. With the motivation of detecting GXE under G-E dependence, we extend an existing approach, logistic Bayesian LASSO, which assumes G-E independence (LBL-GXE-I) by modeling G-E dependence through a multinomial logistic regression (referred to as LBL-GXE-D). Unlike LBL-GXE-I, LBL-GXE-D controls type I error rates in all situations; however, it has reduced power when G-E independence holds. To control type I error without sacrificing power, we further propose a unified approach, LBL-GXE, to incorporate uncertainty in the G-E independence assumption by employing a reversible jump Markov chain Monte Carlo method. Our simulations show that LBL-GXE has power similar to that of LBL-GXE-I when G-E independence holds, yet has well-controlled type I errors in all situations. To illustrate the utility of LBL-GXE, we analyzed a lung cancer dataset and found several significant interactions in the 15q25.1 region, including one between a specific rare haplotype and smoking.",2017,Biometrics
Water and health: a forgotten connection?,"There are frequent and doom-laden messages concerning impending water shortages but the consequential negative effects on the availability of waters for healing and the factors underlying the decline in the use of water therapies in some parts of the world are ignored. This article reviews the evidence for the medicinal uses of water, past and present, showing how ancient Egyptian, Greek, Roman, Celtic and Hebrew societies all used water for medicinal purposes, sometimes in conjunction with herbal medicine. Water treatments consisted of hydrotherapy (techniques of therapeutic bathing and use of water), balneotherapy (therapeutic bathing in medicinal and thermal springs) and thalassotherapy (the therapeutic use of ocean bathing and marine products) and these treatments continue to be used to the present day although their use in the Anglo-Saxon world is diminised. Factors in this decline are the lack of research funding and the availability of allopathic medicine. In ancient society, the factors underlying the efficacious healing properties of water may have been ignored and its benefits instead attributed to divine sources. Latterday science, however, from the 19th century to the present, has isolated those factors in water that have health-giving properties.",2010,Perspectives in public health
Polyphonic keyboard accompaniment in the early Baroque: an alternative to basso continuo,"B ASSO continuo and the style period to which it belongs were conjoined early in this century when Hugo Riemann coined the term Generalbafizeitalter, the Thoroughbass Era.1 Basso continuo has indeed become integral to our conception of Baroque style, and with few exceptions pervades modern-day performances of Baroque music. It would seem, however, that in establishing neat stylistic boundaries for the Baroque as the Thoroughbass Period, scholars have largely neglected, and on occasion suppressed, an alternative and concurrent method of accompaniment-namely, polyphonic accompaniment from intabulation or score. In judging from most modern accounts of Baroque music, the popularity of the basso continuo was virtually instantaneous, its application universal, its success unequivocal. Once established, basso continuo soon exceeded its original functional designation and became fashionably de rigueur, as prima prattica works of the 16th century were reissued with redundant but stylish continuo parts. In 1619, for example, an edition of four 16th-century Masses (three by Palestrina, one by Giovanni Francesco Anerio) was published with figured basses, and was warmly enough received that it was reprinted several times before the end of the century.2 In Germany the Promptuarium musicum, a three-volume anthology of ecclesiastical works written in the prima prattica, was compiled by the Speyer school rector Abraham Schadaeus and published at Strasbourg between 1611 and 1613.3 Caspar Vincentius, who at the time was active as Speyer's civic organist and as Schadaeus's collaborator, prepared a supplementary volume containing a figured bass part for the motets. A fourth volume with figured bass was prepared by Vincentius in 1617, and in 1625 he saw fit to prepare and publish at Wtirzburg a figured bass part for Orlande de Lassus's Magnum opus musicum.4 In his prefacing remarks to the work, Vincentius notes that the practice of adding basso continuo to polyphonic music in this manner had become common throughout Italy and Germany.5 While the thought of recasting Palestrina and Lasso in a Baroque mould may cause some consternation, similar feelings of ambivalence towards basso continuo existed in the 17th century. In the second volume of his Il transilvano (Venice, 1609), Girolamo Diruta directs his organ students towards the sedulous study of ricercares, canzonas, Masses, motets and madrigals with the hope that they might thereby attain the highest level of expertise in playing the organ.6 Diruta recommends that organists copy polyphonic compositions into score and play as many of the vocal parts as possible. His pupils were advised in particular against accompanying from a figured bass, because figures, to his mind, were incapable of reliably indicating in which part of a polyphonic texture the consonances and dissonances occur.7 In the Conclusioni del suono del Organo (Bologna, 1609), Adriano Banchieri concurs fully with Diruta:",1998,Early Music
Direct interaction network and differential network inference from compositional data via lasso penalized D-trace loss,"The development of high-throughput sequencing technologies for 16S rRNA gene profiling provides higher quality compositional data for microbe communities. Inferring the direct interaction network under a specific condition and understanding how the network structure changes between two different environmental or genetic conditions are two important topics in biological studies. However, the compositional nature and high dimensionality of the data are challenging in the context of network and differential network recovery. To address this problem in the present paper, we proposed two new loss functions to incorporate the data transformations developed for compositional data analysis into D-trace loss for network and differential network estimation, respectively. The sparse matrix estimators are defined as the minimizer of the corresponding lasso penalized loss. Our method is characterized by its straightforward application based on the ADMM algorithm for numerical solution. Simulations show that the proposed method outperforms other state-of-the-art methods in network and differential network inference under different scenarios. Finally, as an illustration, our method is applied to a mouse skin microbiome data.",2019,PLoS ONE
Supervised dynamic mode decomposition via multitask learning,"Abstract Understanding dynamical systems by extracting spatiotemporal patterns from data is fundamental in a variety of fields of engineering and science. Dynamic mode decomposition (DMD) has recently attracted attention in these fields as a way of obtaining a global modal description of a nonlinear dynamical system from data, without requiring explicit prior knowledge. However, DMD is in principle an unsupervised dimensionality reduction algorithm; it is not endowed with the mechanism to utilize label information even if a set of data with different labels is given. In this paper, we propose the algorithm that incorporates label information into DMD via multitask learning by solving sparse-group Lasso. To this end, we estimate sparse weights over dynamic modes in a label-wise manner by regarding data with different labels as different tasks. Modal descriptions estimated by this approach share a part of the global modes, resulting in the extraction of label-specific and common (or mixed) dynamical structures, which could be useful in understanding mechanisms in the spatiotemporal behavior behind data. We investigate the empirical performance using synthetic and real-world datasets, and validate that our algorithm can extract and visualize common and label-specific spatiotemporal structures.",2019,Pattern Recognit. Lett.
Comparing high-dimensional confounder control methods for rapid cohort studies from electronic health records,"AIMS
Electronic health records (EHR), containing rich clinical histories of large patient populations, can provide evidence for clinical decisions when evidence from trials and literature is absent. To enable such observational studies from EHR in real time, particularly in emergencies, rapid confounder control methods that can handle numerous variables and adjust for biases are imperative. This study compares the performance of 18 automatic confounder control methods.


METHODS
Methods include propensity scores, direct adjustment by machine learning, similarity matching and resampling in two simulated and one real-world EHR datasets.


RESULTS & CONCLUSIONS
Direct adjustment by lasso regression and ensemble models involving multiple resamples have performance comparable to expert-based propensity scores and thus, may help provide real-time EHR-based evidence for timely clinical decisions.",2016,Journal of Comparative Effectiveness Research
A Lasso-LS Optimization with a Frequency Variable Dictionary in a Multizone Sound System,"This paper presents an approach for multizone wideband sound field generation using an efficient harmonic nested (EHN) dictionary for sparse loudspeakers' placement and weight. Effectively, the nested arrays provide a priori knowledge of prospective loudspeaker locations based on the frequency bands of interest. The nested arrays are then further optimized in the Lasso stage to form an efficient loudspeakers' location dictionary. The final loudspeaker locations and weightings are estimated by a two-stage Lasso-LS pressure matching optimization. In the first stage Lasso algorithm, the center band frequencies of octave bands from 1 kHz to 8 kHz were used to select active loudspeakers. A second stage then optimizes reproduction using all selected loudspeakers on the basis of a regularized LS algorithm. The results demonstrate that the proposed approach provides a solution for the multizone sound system with the mean squared error (MSE) under -30 dB across the targeted frequency range (500 Hz16 kHz) using a linear array e.g. 13 loudspeakers. While, the single-stage LS approach generates the MSE peaks of -10 dB and -9 dB at 9 kHz within the active and silent zones respectively using an identical number of loudspeakers and array length.",2016,"IEEE/ACM Transactions on Audio, Speech, and Language Processing"
Prospects and Potential Uses of Genomic Prediction of Key Performance Traits in Tetraploid Potato,"Genomic prediction is a routine tool in breeding programs of most major animal and plant species. However, its usefulness for potato breeding has not yet been evaluated in detail. The objectives of this study were to (i) examine the prospects of genomic prediction of key performance traits in a diversity panel of tetraploid potato modeling additive, dominance, and epistatic effects, (ii) investigate the effects of size and make up of training set, number of test environments and molecular markers on prediction accuracy, and (iii) assess the effect of including markers from candidate genes on the prediction accuracy. With genomic best linear unbiased prediction (GBLUP), BayesA, BayesCÏ€, and Bayesian LASSO, four different prediction methods were used for genomic prediction of relative area under disease progress curve after a Phytophthora infestans infection, plant maturity, maturity corrected resistance, tuber starch content, tuber starch yield (TSY), and tuber yield (TY) of 184 tetraploid potato clones or subsets thereof genotyped with the SolCAP 8.3k SNP array. The cross-validated prediction accuracies with GBLUP and the three Bayesian approaches for the six evaluated traits ranged from about 0.5 to about 0.8. For traits with a high expected genetic complexity, such as TSY and TY, we observed an 8% higher prediction accuracy using a model with additive and dominance effects compared with a model with additive effects only. Our results suggest that for oligogenic traits in general and when diagnostic markers are available in particular, the use of Bayesian methods for genomic prediction is highly recommended and that the diagnostic markers should be modeled as fixed effects. The evaluation of the relative performance of genomic prediction vs. phenotypic selection indicated that the former is superior, assuming cycle lengths and selection intensities that are possible to realize in commercial potato breeding programs.",2018,Frontiers in Plant Science
Prendre en compte le profil gÃ©nÃ©tique des patients dans la pharmacocinÃ©tique : quelles mÃ©thodes en analyse de population ?,"La pharmacogenetique (PGt) etudie la part de la variabilite interindividuelle dans la reponse aux traitements expliquee par des variations genetiques. La PGt relie les genotypes de substitutions nucleotidiques a la variabilite pharmacocinetique (PK) dâ€™un medicament. Dans lâ€™objectif dâ€™individualiser le traitement, des donnees genetiques sont collectees dans de nombreux essais cliniques. Il nâ€™existe pas de consensus sur la methodologie pour etudier lâ€™effet de la genetique sur la PK, notamment lors du developpement clinique de medicaments. Nous evaluons et comparons les methodes dâ€™analyse PGt dans les etudes PK en phases precoces du developpement, afin de proposer des approches ameliorant la detection des effets genetiques. Dans une premiere serie de simulations basee sur un exemple reel, nous comparons differentes methodes utilisees en PGt afin de detecter lâ€™effet simule de plusieurs variants genetiques : les methodes pour estimer le phenotype PK (analyse non compartimentale et modeles non lineaires a effets mixtes (MNLEM)) ; les methodes dâ€™association (approche iterative et trois regressions penalisees : regression ridge, Lasso et HyperLasso). Dans une seconde etude de simulation nous proposons des protocoles dâ€™etude pour augmenter la puissance de detection des variants genetiques. Enfin nous evaluons par simulations dans une troisieme etude une approche pour corriger la regression vers la moyenne des phenotypes PK estimes par MNLEM qui entraine une diminution de la puissance de detection des variants genetiques. A travers ces differentes etudes de simulations, nous proposons des recommandations pour les analyses PGt lors dâ€™etude PK dans le developpement du medicament.",2016,
