title,abstract,year,journal
Pathwise Coordinate Optimization,"We consider â€œone-at-a-timeâ€ coordinate-wise descent algorithms for a class of convex optimization problems. An algorithm of this kind has been proposed for the L1-penalized regression (lasso) in the literature, but it seems to have been largely ignored. Indeed, it seems that coordinate-wise algorithms are not often used in convex optimization. We show that this algorithm is very competitive with the well-known LARS (or homotopy) procedure in large lasso problems, and that it can be applied to related methods such as the garotte and elastic net. It turns out that coordinate-wise descent does not work in the â€œfused lasso,â€ however, so we derive a generalized algorithm that yields the solution in much less time that a standard convex optimizer. Finally, we generalize the procedure to the two-dimensional fused lasso, and demonstrate its performance on some image smoothing problems. 1. Introduction. In this paper we consider statistical models that lead to convex optimization problems with inequality constraints. Typically, the optimization for these problems is carried out using a standard quadratic programming algorithm. The purpose of this paper is to explore â€œone-at-a-timeâ€ coordinate-wise descent algorithms for these problems. The equivalent of a coordinate descent algorithm has been proposed for the L1-penalized regression (lasso) in the literature, but it is not commonly used. Moreover, coordinate-wise algorithms seem too simple, and they are not often used in convex optimization, perhaps because they only work in specialized problems. We ourselves never appreciated the value of coordinate descent methods for convex statistical problems before working on this paper. In this paper we show that coordinate descent is very competitive with the wellknown LARS (or homotopy) procedure in large lasso problems, can deliver a path of solutions efficiently, and can be applied to many other convex statistical problems such as the garotte and elastic net. We then go on to explore a nonseparable problem in which coordinate-wise descent does not workâ€”the â€œfused lasso.â€ We derive a generalized algorithm that yields the solution in much less time that a standard convex optimizer. Finally, we generalize the procedure to",2007,The Annals of Applied Statistics
Only a town planner would run a toxic- waste pipeline through a recreational area Planning and planners in the British press,"Given the many planning reforms underway, including the increasing emphasis on public participation, and the many high-profi le issues to which planning can be linked, it is an important time to refl ect on the media image of planning and planners. This paper draws on the results of a survey of newspaper coverage in British national and local papers in 2003â€04 to illustrate how planning and planners are being represented and framed in the media. The results of the survey suggest a frequently stereotypical and critical image in the national print media, with more of a focus on planning in action in the local press. A similar survey of the professional journal Planning suggests a mismatch in public and professional images of planning. Taken together, these results give cause for concern as to how planning is represented in the public press and it is argued that such â€˜planning pessimismâ€™ highlights the need for greater attention to media representations of planning and planners. Planning skills are in high demand in contemporary Britain, with the Egan Review (Egan, 2004) highlighting the central place of planning and planners in the creation of so-called â€˜Sustainable Communitiesâ€™. Yet, despite this renaissance for planning, Durning and Glasson (2004) highlight a 2001 Local Government Association survey which found that 87 per cent of English local authorities had experienced problems regarding the recruitment and retention of planning staff . They point to the poor image of the planning profession among the general public as a major cause of this problem.",2006,
Abstract 18245: Identifying Novel Predictors for Incident Heart Failure Using Statistical Learning Techniques in the Womenâ€™s Health Initiative (WHI) Cohort,"Introduction: Machine learning (statistical learning) techniques applied to high-dimensional health data may aid in identifying novel predictors of heart failure (HF). We used machine learning to identify novel predictors of HF in post-menopausal women and compared these models to an established HF risk model. Methods: After performing minimum-necessary data cleaning on all baseline WHI variables, 1227 variables remained. Without a priori input, we separately applied the Least Absolute Shrinkage and Selection Operator (LASSO) technique with cross-validation, and Classification and Regression Trees (CART) to select sets of variables that are predictive for our primary outcome of incident heart failure hospitalization. We built Cox Proportional Hazards models using each set of predictors and using published predictors from the Atherosclerosis risk in Communities (ARIC) cohort. Model discrimination was compared using Receiver Operator Characteristic (ROC). Results: Total sample size was 44,173; there were 2,355 outcomes and the median time to event was 8.7 years. LASSO and CART identified 12 and 9 significant predictors, respectively. The highest correlation between selected variables was 0.56. Selected novel predictors include physical function, Hodgkinâ€™s Lymphoma, prior pulmonary embolism, Medicare insurance, and use of cardiotonic, antiarrhythmic and mineral supplement medication among others. Other variables reflected known risk factors for HF (Table). In ROC analysis the model using CART variables had the highest C-statistic (0.794), followed by LASSO (0.775) and ARIC (0.712). Conclusions: When applied in the WHI, machine learning techniques can identify novel sets of variables without a priori input that yield risk prediction models with improved discrimination as compared to an established HF risk model. Both the models and the novel predictors provide a basis for hypothesis generation and future investigation.",2016,Circulation
49 In vitro dynamics of chromatin organization and migration,"The organization of eukaryotic chromatin is not static but changes as a function of cell status during processes such as proliferation, differentiation and migration. One major task of cell biologists is to develop technology and methodology for studying the chromatin organization without perturbing its function. A living cell is a dynamic object and conventional biochemical analyses do not provide spatial and temporal information. DNA quantification has not been extensively used to investigate chromatin dynamics in combination with cellular migration. In this context, an optimized, DNA specific, non perturbant method has been deve lopped for s tudying chromat in organization, using the fluorescent vital bisbenzimidazole probe Hoechst 33342 (Ho342, Paillasson et al, 1995). Computer-assisted image analysis was used to follow migratory activity and chromatin organization on living L929 fibroblasts. This approach is of interest for investigating: i) cell-extracellular matrix interactions, by using different substrates, ii) migratory response to chemotactic factors, and iii) in vitro wound assay, based on the ability of cells to migrate into a denuded scrapped off area. This model will provide efficient tools for functional and structural analysis of cell behavior. It is also interesting in order to gain a better understanding about drag action. It allows in situ xenobiotic action monitoring under varying living conditions. This work is supported by grants from Rdgion Rhone-Alpes, Universitd Joseph Fourier and the Association pour la Recherche sur le Cancer (ARC) and by a fellowship to A. Doisy from the Ligue Rdgionale Franfaise Contre le Cancer (LRFCC).",2004,Cell Biology and Toxicology
Comparison of machine learning algorithms for soil salinity predictions in three dryland oases located in Xinjiang Uyghur Autonomous Region (XJUAR) of China,"ABSTRACT Many different machine learning approaches have been applied for various purposes. However, there has been limited guidance regarding which, if any, machine learning models and covariate sets might be optimal for predicting soil salinity across different oases in the Xinjiang Uyghur Autonomous Region (XJUAR) of China. This study aimed to compare five machine learning algorithms, Least Absolute Shrinkage and Selection Operator (LASSO), Multiple Adaptive Regression Splines (MARS), Classification and Regression Trees (CART), Random Forest tree ensembles (RF), and Stochastic Gradient Treeboost (SGT), to predict soil salinity in three geographically distinct areas (the Qitai, Kuqa, and Yutian oases). A total of 21 data sets from three oases were used to evaluate the performance of the algorithm and to screen the optimal variables. The results show the following indices are considered to be important indicators for quantitative assessment of soil salinity: EEVI, CSRI, EVI2, GDVI, SAIO, and SIT. Comparison results show that SGT is the most suitable algorithm for predicting soil salinity in arid areas. This study provides a comprehensive comparison of machine learning techniques for soil salinity prediction and may assist in the modeling and variable selection of digital soil mapping in the XJUAR of China.",2019,European Journal of Remote Sensing
Mortality risk factors in patients with gastric cancer using Bayesian and ordinary Lasso logistic models: a study in the Southeast of Iran,"Aim
The aim of this study was to apply two types of statistical models to determine the factors that influence the mortality rate in patients with gastric cancer.


Background
In Iran, gastric cancer ranks the first and second most prevalent among men and women, respectively. It is the first cause of death in Iran in both gendersival.


Methods
In this retrospective study, data were obtained from 339 (216 male) patients diagnosed with gastric cancer in the city of Kerman (South-East of Iran) during 2001-2015. In this study, ordinary and Bayesian Lasso (least absolute shrinkage and selection operator) logistic regression models, with goodness-of-fit indices, were compared and the models' risk factors were also determined.


Results
The mean age of the participants was 62.84 Â±14.53 years, and 12.4% of them were younger than 45 years. Also, the mortality rate was 57.7%. Gender, morphology of the tumor, and time of diagnosis were found to be significant factors in the mortality of the patients in both models. This study found that the Bayesian Lasso model had better fitness.


Conclusion
The high mortality rate of gastric cancer and its high prevalence at age below 45 years are alarming. Thus, great attention should be paid to prevention, early diagnosis, especially in females, and adenocarcinoma to improve the survival of patients with gastric cancer.",2020,Gastroenterology and Hepatology From Bed to Bench
"The Funeral in the Village: Urbanitesâ€™ Shifting Imaginations of Belonging, Mobility, and Community","Throughout Africa, the continuing involvement of urbanites with the village of originâ€”for some time, seen as a special trait of urbanization in the continentâ€”seems to be under heavy strain. For the Yoruba area, where urbanization has a relatively long history, Dan Aronson spoke in 1971 of â€œa single-role systemâ€ still uniting city and village, with people constantly moving to and fro between the two poles in different phases of their lives. In the same year, Joseph Gugler suggested for the Igbo, with their powerful â€œTribal Unions,â€ that urbanites lived in â€œa dual systemâ€ between city and village (1971). From quite a different perspective, Claude Meillassoux (1975) and Samir Amin (1973) characterized wage-laborers in Africa as â€œsemi-proletariansâ€ because most of them retained a footing in the village economy; this would be the explanation why wages in the capitalist sectors could remain relatively low as the costs of the reproduction of labor were borne by the village economy.",2014,
Asymptotic Analysis of MAP Estimation via the Replica Method and Applications to Compressed Sensing,"The replica method is a nonrigorous but well-known technique from statistical physics used in the asymptotic analysis of large, random, nonlinear problems. This paper applies the replica method, under the assumption of replica symmetry, to study estimators that are maximum a posteriori (MAP) under a postulated prior distribution. It is shown that with random linear measurements and Gaussian noise, the replica-symmetric prediction of the asymptotic behavior of the postulated MAP estimate of an -dimensional vector â€œdecouplesâ€ as scalar postulated MAP estimators. The result is based on applying a hardening argument to the replica analysis of postulated posterior mean estimators of Tanaka and of Guo and VerduÌ. The replica-symmetric postulated MAP analysis can be readily applied to many estimators used in compressed sensing, including basis pursuit, least absolute shrinkage and selection operator (LASSO), linear estimation with thresholding, and zero norm-regularized estimation. In the case of LASSO estimation, the scalar estimator reduces to a soft-thresholding operator, and for zero norm-regularized estimation, it reduces to a hard threshold. Among other benefits, the replica method provides a computationally tractable method for precisely predicting various performance metrics including mean-squared error and sparsity pattern recovery probability.",2012,IEEE Transactions on Information Theory
Use of tropical cleaner fish to control the ectoparasite Neobenedenia melleni (Monogenea: Capsalidae) on seawater-cultured Florida red tilapia,"Abstract The juvenile bluehead wrasse ( Thalassoma bifasciatum ), the neon goby ( Gobiosoma oceanops ) and the cleaning goby ( Gobiosoma genie ) were evaluated for their abilities to remove ectoparasitic monogeneans ( Neobenedenia melleni ) from seawater-cultured Florida red tilapia. Initial and final infection levels (number of monogeneans/fish) were monitored for individual tilapia maintained with and without cleaner fish in three 8-day trials. Initial infection levels varied widely among trials, with averages (Â± s.e.) of 412 Â± 103, 103 Â± 45 and 291 Â± 130 in trials 1, 2 and 3, respectively. Final infection levels on tilapia maintained without cleaners (controls) were significantly ( P P P > 0.05). The results demonstrate that cleaner fish, particularly the gobies, may be a viable biological method for controlling monogenean parasitosis in seawater-cultured tilapia.",1993,Aquaculture
L'invenzione del SestriÃ¨re,"II tema centrale di questa ricerca consiste nella ricostruzione e nell'analisi delle vicende che hanno portato alla formazione della piu importante localita turistica invernale piemontese, Sestriere. Nel breve lasso di tempo che va dal 1931 al 1939 si consuma il ""miracolo"" della trasformazione di un colle alpino a 2000 metri di altitudine: dove prima c'era solo un piccolo hotel circondato da pascoli, sorgono funivie, alberghi e tutte le attrezzature necessarie al funzionamento di una moderna stazione sciistica. La modernita irrompe all'improvviso nella fissita secolare della montagna. 
Questa tesi, che si riferisce specificatamente al primo decennio di vita della stazione, avrebbe potuto essere intitolata La nascita di Sestriere o La fondazione di Sestriere, invece e stato adottato il termine invenzione. La scelta deriva da una serie di valutazioni. Prima di tutto, su questo valico di collegamento tra la val Chisone e l'alta vai Susa si inventa un nuovo luogo, si costruisce concretamente un insediamento che prima non c'era. Ma l'invenzione del Sestriere va oltre questa banale considerazione: e l'invenzione di un nuovo modo di concettualizzare, vivere e costruire la montagna, estrema conseguenza di una modernita in divenire che nasce nelle possibilita offerte dagli sviluppi dell'ultima fase della rivoluzione industriale, dallo sport, dal consumo del tempo libero. E' l'invenzione di una stazione integrata senza esempi ne precedenti, pianificata per la pratica dello sci alpino: per la prima volta l'insediamento viene concepito in relazione alle piste di discesa, insieme al domarne skiable. E' l'invenzione di un modo moderno di gestione della localita turistica: acquisto delle aree, progettazione, costruzione, organizzazione alberghiera e sportiva, promozione, sono aspetti complementari delle capacita di un unico gruppo dirigente di stampo manageriale. Ancora, e l'invenzione di una citta di fondazione basata sulla mobilita automobilistica: le strade, i parcheggi, le autorimesse, lo sgombero meccanizzato della neve sono parte fondamentale del progetto complessivo. Ma e anche l'invenzione di un diverso approccio architettonico allo spazio montano: lo stile della tradizione viene abbandonato a favore di forme schiettamente moderne, razionali e funzionali, prodotti della cultura urbana e industriale che le ha concepite. E' l'invenzione di un insolito paesaggio alpino in cui l'artificiale si inserisce in antitesi con la natura, come segno forte e caratterizzante, quasi metafisico, creando un nuovo panorama, un nuovo scenario simbolico. Questo studio si propone di far emergere tale complessita di valori e significati, analizzando le ragioni e le modalita della costruzione di Sestriere. Da una parte vi e dunque un interesse storico nel tentativo di colmare un vuoto, ordinare gli avvenimenti, restituire un nome e un ruolo ai protagonisti; dall'altra si cerca di valutare e riflettere su un episodio fondamentale nel lungo processo di scoperta e conquista delle Alpi operato dalla civilta urbana durante le diverse fasi della modernita.",2010,
