title,abstract,year,journal
The LocaLisa system as the key to shortening the procedure duration and fluoroscopy time during ablation of atrial fibrillation.,"BACKGROUND
Ablation of atrial fibrillation (AF) can be difficult and time-consuming. Systems facilitating catheter navigation may be helpful.


AIM
To compare the efficacy of the LocaLisa system with the conventional mapping/ablation approach to radiofrequency (RF) ablation of AF.


METHODS
Group 1, consisting of 64 patients (48 male; aged 51.5+/-10.6 years), underwent segmental isolation of the pulmonary veins with the Lasso catheter and the LocaLisa system. Group 2, consisting of 64 patients (44 male, aged 51.4+/-11.0 years), had RF ablation guided by means of a conventional fluoroscopy-based approach. Clinical and procedural data were analysed.


RESULTS
Nine patients from group 1 and three patients from group 2 had persistent AF. In group 1 the mean number of isolated veins was 3.98+/-0.96, while in group 2 - 4.0+/-0.95 (NS). In group 1 cavotricuspid isthmus lines were created in four patients and lines in the roof of the left atrium in two patients. One patient needed slow pathway ablation. In group 2 six patients had ablation of the cavotricuspid isthmus and a line was created at the roof of the left atrium in one patient. Two patients had ectopic activity ablated in the crista terminalis. Procedure times were 131.6+/-40.3 and 170.0+/-56.5 min (p <0.0001) and fluoroscopy times were 16.93+/-9.7 and 35.66+/-12.7 min (p <0.0001) for groups 1 and 2, respectively. Long-term efficacy of RF ablation was similar in both groups (for example, complete success was achieved in 59% of patients using LocaLisa and 50% without using this system, NS).


CONCLUSIONS
The LocaLisa navigation system makes it possible to shorten both the duration of the procedure and the total fluoroscopy time during ablation of AF.",2008,Kardiologia polska
Estimation of an oblique structure via penalized likelihood factor analysis,"The problem of sparse estimation via a lasso-type penalized likelihood procedure in a factor analysis model is considered. Typically, model estimation assumes that the common factors are orthogonal (i.e., uncorrelated). However, if the common factors are correlated, the lasso-type penalization method based on the orthogonal model frequently estimates an erroneous model. To overcome this problem, factor correlations are incorporated into the model. Together with parameters in the orthogonal model, these correlations are estimated by a maximum penalized likelihood procedure. Entire solutions are computed by the EM algorithm with a coordinate descent, enabling the application of a wide variety of convex and nonconvex penalties. The proposed method is applicable even when the number of variables exceeds that of observations. The effectiveness of the proposed strategy is evaluated by Monte Carlo simulations, and its utility is demonstrated through real data analysis.",2014,Comput. Stat. Data Anal.
The attractors for 2nd-order stochastic delay lattice systems,This paper deals with the long-time dynamical behavior of a classof 2nd-order stochastic delay lattice systems. It is shown under thedissipative and sublinear growth conditions that such a systempossesses a compact global random attractor within the set oftempered random bounded sets. A numerical example is given toillustrate the obtained theoretical result.,2016,Discrete and Continuous Dynamical Systems
Artificial intelligence models to stratify cardiovascular risk in incident hemodialysis patients,"End stage renal disease condition increases the risk of cardiovascular disease. The mortality rates among hemodialysis patients are 20% higher than the general population, thus in recent years the preservation of the cardiovascular system has become a major point of focus for nephrology care in patients. Cardiovascular events jeopardize the life of a dialysis patient and must therefore be prevented. The aim of this study is to develop forecast models that can predict the cardiovascular outcome of incident hemodialysis (HD) patients. Data relating to the treatment methods and the physiological condition of patients was collected during the first 18months of renal replacement therapy and then used to predict the insurgence of cardiovascular events within a 6-month time window. Information regarding 4246 incident hemodialysis patients was collected. A Lasso logistic regression model and a random forest model were developed and used for predictive comparison. Every forecast model was tested on 20% of the data and a 5-fold cross validation approach was used to validate the random forest model. Random forest showed higher performance with AUC of the ROC curve and sensitivity higher than 70% in both the temporal windows models, proving that random forests are able to exploit non-linear patterns retrieved in the feature space. Out of bag estimates of variable importance and regression coefficients were used to gain insight into the models implemented. We found out that malnutrition and an inflammatory condition strongly influence cardiovascular outcome in incident HD patients. Indeed the most important variables in the model were blood test variables such as the total protein content, percentage value of albumin, total protein content, creatinine and C reactive protein. Age of patients and weight loss in the first six months of renal replacement therapy were also highly involved in the prediction. A greater understanding of the mechanisms involved in the insurgence of cardiovascular events in dialysis patients can ensure physicians to intervene in the appropriate manner when a high-risk cardiovascular condition is identified.",2013,Expert Syst. Appl.
"Acute Urinary Retention among Adult Men at Bobo-Dioulasso University Teaching Hospital: Epidemiology, Aetiologies and Initial Management","We conducted a cross-sectional study 
between February 1st, 2012 and September 30, 2012 at Bobo-Dioulasso University 
Teaching hospital. The target population was all patients seen at the 
emergency services for acute urinary retention. Among the 155 patients 
admitted for urological emergencies, 104 (67.1%) had acute urinary retention. 
The average age of patients was 65 years, ranging from 23 to 89 years and the 
majority was more than 60 years old (77.8%) and lived in rural areas (64.4%). 
Prostate tumor pathology and urethral stricture were the most frequent 
diagnosis, and the renal function was impaired in 33.7% of cases. 
Urethrovesical drainage, cystocatheterism, and suprapubic cystostomy were the 
treatment approach in 56.0%, 28.0% and 15.2% of the cases. Acute urinary 
retention is the most common urological emergency and many complications are 
associated with urethrovesical sounding. These complications should therefore 
be prevented by improving acute urinary care.",2015,Open Journal of Urology
Estimating net efficiency of a survey trawl for flatfishes,"Net efficiency, or the proportion of fish within the path of a trawl net that are captured, of the 83-112 Eastern bottom trawl was estimated for four flatfish and one roundfish species encountered on the stock assessment surveys of the eastern Bering Sea. Net efficiency data was collected by repeatedly towing with an experimental trawl consisting of the usual trawl net with an auxiliary net attached underneath which is designed to capture all fish escaping under the trawl footrope. Efficiency was estimated by the ratio of the catch from the trawl net to the combined catch from both nets. Estimates of net efficiency as a function of fish length were obtained by sequentially fitting a nested hierarchy of statistical models to the efficiency and length data for each species and choosing the best model using likelihood ratio tests. For flathead sole, Hippoglossoides elassodon; northern rock sole, Lepidopsetta sp. cf. bilineata; Pacific halibut, Hippoglossus stenolepis and Pacific cod, Gadus macrocephalus, net efficiency did not vary with body length and was always >0.94. For yellowfin sole, Limanda aspera, net efficiency increased with body length and reached an asymptotic maximum of 0.77.",2002,Fisheries Research
A signature of 33 immuneâ€related gene pairs predicts clinical outcome in hepatocellular carcinoma,"OBJECTIVE
Hepatocellular carcinoma (HCC) has become the second most common tumor type that contributes to cancer-related death worldwide. The study aimed to establishÂ a robust immune-related gene pair (IRGP) signature for predicting the prognosis of HCC patients.


METHODS
Two RNA-seq datasets (The Cancer Genome Atlas Program and International Cancer Genome Consortium) and one microarray dataset (GSE14520) were included in this study. We used a series of immune-related genes from the ImmPort database to construct gene pairs. Lasso penalized Cox proportional hazards regression was employed to develop the best prognostic signature. We assigned patients into two groups with low immune risk and high immune risk. Then, the prognostic ability of the signature was evaluated by a log-rank test and a Cox proportional hazards regression model.


RESULTS
After 1000 iterations, the 33-immune gene pair model obtained the highest frequency. As a result, we chose the 33 immune gene pairs to establish the immune-related prognostic signature. As we expected, the immune-related signature accurately predicted the prognosis of HCC patients, and high-risk groups showed poor prognosis in the training datasets and testing datasets as well as in the validation datasets. Furthermore, the immune-related gene pair (IRGP) signature also showed higher predictive accuracy than three existing prognostic signatures.


CONCLUSION
Our prognostic signature, which reflects the link between the immune microenvironment and HCC patient outcome, is promising for prognosis prediction in HCC.",2020,Cancer Medicine
Sharp oracle inequalities for low-complexity priors,"In this paper, we consider a high-dimensional statistical estimation problem in which the number of parameters is comparable or larger than the sample size. We present a unified analysis of the performance guarantees of exponential weighted aggregation and penalized estimators with a general class of data losses and priors which encourage objects which conform to some notion of simplicity/complexity. More precisely, we show that these two estimators satisfy sharp oracle inequalities for prediction ensuring their good theoretical performances. We also highlight the differences between them. When the noise is random, we provide oracle inequalities in probability using concentration inequalities. These results are then applied to several instances including the Lasso, the group Lasso, their analysis-type counterparts, the $$\ell _\infty $$â„“âˆž and the nuclear norm penalties. All our estimators can be efficiently implemented using proximal splitting algorithms.",2017,Annals of the Institute of Statistical Mathematics
[Retroperitoneal laparoscopic nephron-sparing surgery for renal tumors].,"OBJECTIVE
To evaluate the feasibility and clinical efficacy of employing a homemade lasso to control the renal blood flow in retroperitoneal laparoscopic nephron-sparing surgery for the treatment of renal tumors.


METHODS
Eight patients with benign renal tumors and 14 with malignant renal tumors underwent enucleation and wedge resection of renal tumors through retroperitoneal laparoscopy. Of these 22 patients, 15 were males and 7 females with a mean age of 45 years old. The mean tumor diameter was 3.2 cm.


RESULTS
All the procedures were technically successful without conversion to open surgery in all 22 patients. The mean operative time was 150 min and mean blood loss 80 ml. The mean postoperative hospital stay was 8 days. No intraoperative or postoperative complication occurred. All 14 cases of malignant renal tumors had a negative surgical margin. With a follow-up of 5-29 months, no recurrence occurred.


CONCLUSION
Retroperitoneal laparoscopic partial nephrectomy is feasible and safe for selective patients with renal tumors. Using a homemade lasso to control the renal blood flow in retroperitoneal laparoscopic partial nephrectomy is simple and less interferential.",2009,Zhonghua yi xue za zhi
"Speculation, philosophy and the end of religion: Save the name 'God' and the folly of this name as the queen of the sciences or the jester of academia","In this article, Meillassoux and Laruelle were brought into conversation with Derrida concerning contingency, temporality, non-philosophy and God. The conversation between Derrida and Meillassoux focused on their respective views on trace and radical contingency, which opened towards reflections on God as either divinology (Meillassoux) or the endless desertification of language (Derrida), thus saving the name â€˜Godâ€™ and keeping the name safe. One cannot think this desertification of language, â€˜Godâ€™, without a reflection on khÅra. This opened a conversational space with Laruelleâ€™s non-philosophy. One of the major criticisms against Laruelle is that his non-philosophy has no worth in terms of the extra-philosophical (ethical, political or juridical) and the same could be said with regards to khÅra and, specifically, Derridaâ€™s interpretation of khÅra. Therefore Derridaâ€™s interpretation of khÅra with its â€˜unilateralâ€™ relation to logos, the giving and receiving of khÅra without giving and receiving anything and thus remaining indifferent, were brought into conversation with Laruelleâ€™s unilateral duality. This unilateral duality, although indifferent to philosophy, makes all the difference to logos and thus to philosophy. The question is: what place is given to khÅra and/or non-philosophy within academia? Derridaâ€™s God can be interpreted as a kind of autodeconstructive divine violence or holy folly. What place is given to divine violence or holy folly within academia? What is the relation of non-philosophy to philosophy? Is it the non-foundational foundation that remains totally indifferent to philosophy as it does not engage in a dialectical relationship with philosophy and yet it is the theory or science of philosophy? Can academia afford to â€˜give placeâ€™ to this holy folly, this non-philosophy, this khÅratic theo-logic, but on the other hand, can it afford not to â€˜give placeâ€™ to the queen and/or jester of academia?",2014,Verbum Et Ecclesia
