title,abstract,year,journal
Variable selection for high-dimensional generalized varying-coefficient models,"In this paper, we consider the problem of variable selection for high- dimensional generalized varying-coefficient models and propose a polynomial-spline based procedure that simultaneously eliminates irrelevant predictors and estimates the nonzero coefficients. In a ""large p, small n"" setting, we demonstrate the conver- gence rates of the estimator under suitable regularity assumptions. In particular, we show the adaptive group lasso estimator can correctly select important vari- ables with probability approaching one and the convergence rates for the nonzero coefficients are the same as the oracle estimator (the estimator when the impor- tant variables are known before carrying out statistical analysis). To automatically choose the regularization parameters, we use the extended Bayesian information cri- terion (eBIC) that effectively controls the number of false positives. Monte Carlo simulations are conducted to examine the finite sample performance of the proposed procedures.",2012,Statistica Sinica
Normalization of multicenter CT radiomics by a generative adversarial network method.,"PURPOSE
To reduce the variability of radiomics features caused by computed tomography (CT) imaging protocols through using a generative adversarial network (GAN) method.


MATERIAL AND METHODS
In this study, we defined a set of images acquired with a certain imaging protocol as a domain, and a total of 4 domains (A, B, C, and T [target]) from 3 different scanners were included. In dataset#1, 60 patinets for each domain were collected. Datasets#2 and #3 included 40 slices of spleen for each of the domains. In dataset#4, the slices of 3 colorectal cancer groups (n = 28, 38, and 32) were separately retrieved from 3 different scanners, and each group contained short-term and long-term survivors. 77 features were extracted for evaluation by comparing features distributions. First, we trained the GAN model on dataset#1 to learn how to normalize images from domains A, B, and C to T. Next, by comparing feature distributions between normalized images of the different domains, we identified the appropriate model and assessed it , in dataset #2 and dataset#3, respectively. Finally, to investigate whether our proposed method could facilitate multicenter radiomics analysis, we built the lasso classifier to distinguish short-term from long-term survivors based on a certain group in dataset#4, and validate it in another two groups, which formed a cross-validation between groups in dataset#4.


RESULTS
After normalization, the percentage of aligned features between domains A vs T, B vs T, and C vs T increased from 10.4 %, 18.2%, and 50.1% to 93.5%, 89.6%, and 77.9%, respectively. In the cross-validation results, average improvement of the area under the receiver operating characteristic curve achieved 11% (3%-32%).


CONCLUSION
Our proposed GAN-based normalization method could reduce the variability of radiomics features caused by different CT imaging protocols and facilitate multicenter radiomics analysis.",2020,Physics in medicine and biology
Rischi glaciali in Valle d'Aosta. Monitoraggio e ricerca applicata,"I fenomeni di origine glaciale rappresentano una fonte di rischio importante nelle aree di montagna e nelle Alpi in particolare. Il rischio deriva dall'interazione tra le dinamiche glaciali, molto attive ed in rapida evoluzione anche - ma non solo - in relazione al cambiamento climatico, e la presenza antropica, in forte espansione nelle aree alpine nell'ultimo secolo. I principali rischi di origine glaciale derivano dal crollo di seracchi, dal collasso di ghiacciai temperati e dal rilascio improvviso di acqua accumulata nei ghiacciai stessi. Il territorio valdostano, per le sue caratteristiche, e particolarmente soggetto a tali rischi. Per questa ragione l'amministrazione regionale, tramite la Fondazione montagna sicura, ha attuato un piano di monitoraggio specifico per il rischio glaciale. Il piano si articola in diverse azioni, sia a livello dell'intero territorio sia per il monitoraggio di casi specifici",2013,
SÃ©roprÃ©valence des rickettsioses et de la fiÃ¨vre Q chez les patients fÃ©briles Ã  l'hÃ´pital de Bobo-Dioulasso (Burkina Faso),"Resume Objectifs Les rickettsioses sont repandues et frequentes dans les pays en developpement. Leur place dans la morbidite et la mortalite hospitalieres reste cependant mal etablie. Materiel et methodes Dans le but de preciser la place des rickettsioses chez les malades febriles hospitalises a Bobo-Dioulasso, une etude prospective a ete menee durant le premier trimestre de 1995: 183 cas dont 102 enfants et 81 adultes ont ete inclus. Resultats L'immunofluorescence indirecte a montre un taux global de prevalence de 45,3 %. La seroprevalence etait respectivement de 35 %, 13,1 % et 10,9 % pour Rickettsia conorii, Coxiella burnetii et Rickettsia typhi . L'incidence de C. burnetii etait de 5 % contre 4 % pour R. conorii et 1 % pour R. typhi . L'incidence de la fievre boutonneuse mediterraneenne est faible et les cas symptomatiques proviennent surtout des quartiers peripheriques. Le typhus murin est frequent en peripherie urbaine, la presentation clinique est classique et l'evolution simple. La fievre Q a une prevalence maximale entre 30 et 60 ans avec une atteinte respiratoire dans 55 % des cas et hepatite biologique dans 75 % des cas. Conclusion Cette etude precise la place de la fievre boutonneuse mediterraneenne, du typhus murin et de la fievre Q chez les patients febriles hospitalises a Bobo-Dioulasso. Des etudes en communaute sont necessaires pour preciser l'epidemiologie.",2000,Medecine Et Maladies Infectieuses
New Records of Free-Living Marine Nematodes (Nematoda: Enoplida) from East Coast of India,"The present study provides information about the systematics of nematodes along the East coast of India for the first time. Altogether 92 nematode species were identified, represented by 55 genera, 24 families and 3 orders. Enoplus brevis, Enoplolaimus denticulatus, Oxystomina asetosa, Thalassoalaimus tardus, Metoncholaimus scanicus, Viscosia cobbi, Viscosia elegans and Trefusia longicauda belonging to the order Enoplida which happen to be first records from Indian waters. The detailed descriptions along with drawings of nematode species were presented in this paper.",2012,International journal of scientific research
Sparsity-based approaches for damage detection in plates,"Abstract The data deluge in Structural Health Monitoring (SHM) and the need for automated online damage detection systems necessitates a move away from traditional model-based approaches. To that end, we propose sparsity-based algorithms for damage detection in plates. Instead of high-fidelity models, our proposed algorithms use dictionaries, consisting of response signals acquired directly from the system of interest, as the key feature to both detect and localize damages. We address the damage detection problem both when the damage is located on or off a grid of possible damage coordinates defined by the dictionary. This gives rise to two classes of problems, namely, on the grid and off the grid problems. In our sparsity-based on the grid damage detection (SDD-ON) platform, we solve a LASSO regression problem, where, the unknown vector is a pointer for existence of damage at the various locations defined on the grid used for dictionary construction. In our proposed off the grid damage detection (SDD-OFF) platform, we use a penalized regression algorithm to extend the dictionary of measured damage signals to points off-the-grid by linear interpolation. We evaluate the performance of both SDD frameworks, in detecting damages on plates, using finite element simulations as well as laboratory experiments involving a pitch-catch setup using a single actuator-sensor pair. Our results suggest that the proposed algorithms perform damage detection in plates efficiently. We obtain area under receiver operating characteristic (ROC) curves of 0.997 and 0.8314 for SDD-ON and SDD-OFF, respectively.",2019,Mechanical Systems and Signal Processing
Combining Value-at-Risk forecasts using penalized quantile regressions,"Penalized quantile regressions are proposed for the combination of Value-at-Risk forecasts. The primary reason for regularization of the quantile regression estimator with the elastic net, lasso and ridge penalties is multicollinearity among the standalone forecasts, which results in poor forecast performance of the non-regularized estimator due to unstable combination weights. This new approach is applied to combining the Value-at-Risk forecasts of a wide range of frequently used risk models for stocks comprising the Dow Jones Industrial Average Index. Within a thorough comparison analysis, the penalized quantile regressions perform better in terms of backtesting and tick losses than the standalone models and several competing forecast combination approaches. This is particularly evident during the global financial crisis of 2007â€“2008.",2017,Econometrics and Statistics
A learning-based CT prostate segmentation method via joint transductive feature selection and regression,"In1 recent years, there has been a great interest in prostate segmentation, which is a important and challenging task for CT image guided radiotherapy. In this paper, a learning-based segmentation method via joint transductive feature selection and transductive regression is presented, which incorporates the physician's simple manual specification (only taking a few seconds), to aid accurate segmentation, especially for the case with large irregular prostate motion. More specifically, for the current treatment image, experienced physician is first allowed to manually assign the labels for a small subset of prostate and non-prostate voxels, especially in the first and last slices of the prostate regions. Then, the proposed method follows the two step: in prostate-likelihood estimation step, two novel algorithms: tLasso and wLapRLS, will be sequentially employed for transductive feature selection and transductive regression, respectively, aiming to generate the prostate-likelihood map. In multi-atlases based label fusion step, the final segmentation result will be obtained according to the corresponding prostate-likelihood map and the previous images of the same patient. The proposed method has been substantially evaluated on a real prostate CT dataset including 24 patients with 330 CT images, and compared with several state-of-the-art methods. Experimental results show that the proposed method outperforms the state-of-the-arts in terms of higher Dice ratio, higher true positive fraction, and lower centroid distances. Also, the results demonstrate that simple manual specification can help improve the segmentation performance, which is clinically feasible in real practice.",2016,Neurocomputing
Matthew Cole of Verlasso Salmon | Verlasso,"Meet Matthew Cole, Western Regional Sales Manager for Verlasso Salmon, the worldâ€™s first provider of harmoniously raised fish.",2013,
Activated STAT 5 proteins induce activation of the PI 3-kinase / Akt and Ras / MAPK pathways via the Gab 2 scaffolding adapter,"RÃ©my NYGA*1, Christian PECQUET*1, Noria HARIR*, Haihua GUâ€ , Isabelle DHENNIN-DUTHILLE*, Aline RÃ‰GNIER*, ValÃ©rie GOUILLEUX-GRUART*, KaÄ±Ìˆss LASSOUED* and Fabrice GOUILLEUX*2 *INSERM E0351, Laboratoire dâ€™Immunologie, FacultÃ© de MÃ©decine, UniversitÃ© de Picardie Jule Verne, 3 rue des Louvels, 80036 Amiens, France, and â€ Division of Hematology/Oncology, Department of Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, MA 02115, U.S.A.",2005,
