title,abstract,year,journal
"InfÃ©rence statistique en grande dimension pour des modÃ¨les structurels. ModÃ¨les linÃ©aires gÃ©nÃ©ralisÃ©s parcimonieux, mÃ©thode PLS et polynÃ´mes orthogonaux et dÃ©tection de communautÃ©s dans des graphes.","Cette these s'inscrit dans le cadre de l'analyse statistique de donnees en grande dimension. Nous avons en effet aujourd'hui acces a un nombre toujours plus important d'information. L'enjeu majeur repose alors sur notre capacite a explorer de vastes quantites de donnees et a en inferer notamment les structures de dependance. L'objet de cette these est d'etudier et d'apporter des garanties theoriques a certaines methodes d'estimation de structures de dependance de donnees en grande dimension.La premiere partie de la these est consacree a l'etude de modeles parcimonieux et aux methodes de type Lasso. Apres avoir presente les resultats importants sur ce sujet dans le chapitre 1, nous generalisons le cas gaussien a des modeles exponentiels generaux. La contribution majeure a cette partie est presentee dans le chapitre 2 et consiste en l'etablissement d'inegalites oracles pour une procedure Group Lasso appliquee aux modeles lineaires generalises. Ces resultats montrent les bonnes performances de cet estimateur sous certaines conditions sur le modele et sont illustres dans le cas du modele Poissonien. Dans la deuxieme partie de la these, nous revenons au modele de regression lineaire, toujours en grande dimension mais l'hypothese de parcimonie est cette fois remplacee par l'existence d'une structure de faible dimension sous-jacente aux donnees. Nous nous penchons dans cette partie plus particulierement sur la methode PLS qui cherche a trouver une decomposition optimale des predicteurs etant donne un vecteur reponse. Nous rappelons les fondements de la methode dans le chapitre 3. La contribution majeure a cette partie consiste en l'etablissement pour la PLS d'une expression analytique explicite de la structure de dependance liant les predicteurs a la reponse. Les deux chapitres suivants illustrent la puissance de cette formule aux travers de nouveaux resultats theoriques sur la PLS . Dans une troisieme et derniere partie, nous nous interessons a la modelisation de structures au travers de graphes et plus particulierement a la detection de communautes. Apres avoir dresse un etat de l'art du sujet, nous portons notre attention sur une methode en particulier connue sous le nom de spectral clustering et qui permet de partitionner les noeuds d'un graphe en se basant sur une matrice de similarite. Nous proposons dans cette these une adaptation de cette methode basee sur l'utilisation d'une penalite de type l1. Nous illustrons notre methode sur des simulations.",2015,
Higher Order Refinements by Bootstrap in Lasso and other Penalized Regression Methods,"Selection of important covariates and to drop the unimportant ones from a high-dimensional regression model is a long standing problem and hence have received lots of attention in the last two decades. After selecting the correct model, it is also important to properly estimate the existing parameters corresponding to important covariates. In this spirit, Fan and Li (2001) proposed Oracle property as a desired feature of a variable selection method. Oracle property has two parts; one is the variable selection consistency (VSC) and the other one is the asymptotic normality. Keeping VSC fixed and making the other part stronger, Fan and Lv (2008) introduced the strong oracle property. In this paper, we consider different penalized regression techniques which are VSC and classify those based on oracle and strong oracle property. We show that both the residual and the perturbation bootstrap methods are second order correct for any penalized estimator irrespective of its class. Most interesting of all is the Lasso, introduced by Tibshirani (1996). Although Lasso is VSC, it is not asymptotically normal and hence fails to satisfy the oracle property.",2019,arXiv: Statistics Theory
Developing and validating a multivariable prediction model for in-hospital mortality of pneumonia with advanced chronic kidney disease patients: a retrospective analysis using a nationwide database in Japan,"The prognosis of pneumonia in patients with advanced stage chronic kidney disease (CKD) remains unimproved for years. We attempt to develop a simple and more useful scoring system for predicting in-hospital mortality for advanced CKD patients with pneumonia. Using the Diagnosis Procedure Combination database, we identified the in-hospital adult patients both with a record of pneumonia and stage 5 or 5D CKD as a comorbidity on admission between April 1, 2012 and March 31, 2016. Predictive variable selection was analyzed by multivariable logistic regression analysis, stepwise method, LASSO method and random forest method, and then develop a new simple scoring system seeking for highest c-statistics combination of variables in one sample data set for model development. Finally, we compared c-statistics of univariate logistic regression about new scoring system with c-statistics about â€œA-DROPâ€ in the other sample data set. We identified 8402 patients in 707 hospitals, and the total in-hospital mortality was 11.0% (437 patients) in development data set. Seven variables were selected, which includes age (maleâ€‰â‰¥â€‰70 years, femaleâ€‰â‰¥â€‰75 years), respiratory failure, orientation disturbance, low blood pressure, the need of assistance in feeding or bowel control, severe or moderate thinness and CRP 200 mg/L or extent of consolidation on chest X-rayâ€‰â‰¥â€‰2/3 of one lung. The c-statistics of univariate logistic regression was 0.8017 using seven variables, while that was 0.7372 using â€œA-DROPâ€ In advanced CKD patients, if we select appropriate variables for predicting in-hospital mortality, simple scoring system may have better discrimination than â€œA-DROPâ€.",2020,Clinical and Experimental Nephrology
A six-gene prognostic model predicts overall survival in bladder cancer patients,"BackgroundThe fatality and recurrence rates of bladder cancer (BC) have progressively increased. DNA methylation is an influential regulator associated with gene transcription in the pathogenesis of BC. We describe a comprehensive epigenetic study performed to analyse DNA methylation-driven genes in BC.MethodsData related to DNA methylation, the gene transcriptome and survival in BC were downloaded from The Cancer Genome Atlas (TCGA). MethylMix was used to detect BC-specific hyper-/hypo-methylated genes. Metascape was used to carry out gene ontology (GO) enrichment and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses. A least absolute shrinkage and selection operator (LASSO)-penalized Cox regression was conducted to identify the characteristic dimension decrease and distinguish prognosis-related methylation-driven genes. Subsequently, we developed a six-gene risk evaluation model and a novel prognosis-related nomogram to predict overall survival (OS). A survival analysis was carried out to explore the individual prognostic significance of the six genes.ResultsIn total, 167 methylation-driven genes were identified. Based on the LASSO Cox regression, six genes, i.e., ARHGDIB, LINC00526, IDH2, ARL14, GSTM2, and LURAP1, were selected for the development of a risk evaluation model. The Kaplanâ€“Meier curve indicated that patients in the low-risk group had considerably better OS (Pâ€‰=â€‰1.679eâˆ’05). The area under the curve (AUC) of this model was 0.698 at 3Â years of OS. The verification performed in subgroups demonstrated the validity of the model. Then, we designed an OS-associated nomogram that included the risk score and clinical factors. The concordance index of the nomogram was 0.694. The methylation levels of IDH2 and ARL14 were appreciably related to the survival results. In addition, the methylation and gene expression-matched survival analysis revealed that ARHGDIB and ARL14 could be used as independent prognostic indicators. Among the six genes, 6 methylation sites in ARHGDIB, 3 in GSTM2, 1 in ARL14, 2 in LINC00526 and 2 in LURAP1 were meaningfully associated with BC prognosis. In addition, several abnormal methylated sites were identified as linked to gene expression.ConclusionWe discovered differential methylation in BC patients with better and worse survival and provided a risk evaluation model by merging six gene markers with clinical characteristics.",2019,Cancer Cell International
"Measuring social media influencer index- insights from facebook, Twitter and Instagram","Abstract The growth of social media has completely revamped the way people interact, communicate and engage. These platforms play a key role in facilitating greater outreach and influence. This study proposes a mechanism for measuring the influencer index across popular social media platforms including Facebook, Twitter, and Instagram. A set of features that determine the impact on the consumers are modelled using a regression approach. The underlying machine learning algorithms including Ordinary Least Squares (OLS), K-NN Regression (KNN), Support Vector Regression (SVR), and Lasso Regression models are adapted to compute a cumulative score in terms of influencer index. Findings indicate that engagement, outreach, sentiment, and growth play a key role in determining the influencers. Further, the ensemble of the four models resulted in the highest accuracy of 93.7% followed by the KNN regression with 93.6%. The study has implications across various domains of e-commerce, viral marketing, social media marketing and brand management wherein identification of key information propagators is essential. These influencer indices may further be utilized by e-commerce portals and brands for the purpose of social media promotion and engagement for larger outreach.",2019,Journal of Retailing and Consumer Services
Experimental Validation of Genomic Selection in Sugarcane,"Sugarcane cultivars (Saccharum spp.) are interspecific hybrids characterized by highly heterozygous and polyploid genome. Genomic selection (GS) approach is believed to be well suited for complex traits by including all markers in prediction models. Our objective was to test the GS approach in a complex polyploid crop. Predictions of genetic values were carried out on two independent panels, each composed of 167 cultivars and breeding materials covering the worldwide diversity. Accessions were genotyped using 1499 DArT. Phenotyping was carried out in Reunion for one panel and in Guadeloupe for the other one. We considered ten traits relative to sugar and fiber contents, digestibility and composition of the bagasse, plant morphology and disease resistances. We used seven predictive models: Bayesian Regression, Bayesian LASSO, Ridge-regression, BayesA, BayesB, Reproducing Kernel Hilbert Space and Partial Least Square Regression. Accuracies of predictions were assessed through correlations between observed and predicted genetic values, firstly by using a cross-validation within each panel, and secondly by using a cross-validation between panels. Accuracies of predictions were of similar value between the seven GS models for a given trait, while differences were observed among traits. Depending on the trait considered, the average GS accuracy values related to within-panel prediction ranged from 0.29 to 0.61 in the Reunion panel and from 0.13 to 0.5 in the Guadeloupe panel. GS accuracy values based on cross-validations between the two independent panels ranged from 0.13 (smut resistance) to 0.55 (brix). This study represents the first validation of GS approach in sugarcane with experimental data. (Resume d'auteur)",2013,
Contribution Ã  la sÃ©lection de modÃ¨le via pÃ©nalisation Lasso en Ã‰pidÃ©miologie,"Mes travaux portent principalement sur le developpement, lâ€™adaptation, lâ€™implementation et lâ€™application de methodes statistiques de selection de modele. Ma principale contribution consiste a adapter des methodes de l'apprentissage statistique supervise qui sont devenues tres populaires lors de la derniere decennie, les regressions penalisees de type Lasso, a l'analyse de donnees issues d'etudes epidemiologiques. L'enjeu est de s'attaquer aux problemes des donnees volumineuses (\textit{Big Data}) tout en respectant les objectifs et specificites de la discipline. Le volume important se refere ici au fait que le nombre d'observations et/ou le nombre de variables est bien plus important que celui qui etait classique dans le domaine, sans exclure le cas ou le nombre de variables est superieur au nombre d'observations (donnees de grande dimension). 
 
Le contexte de la pratique epidemiologique est en plein changement avec les evolutions technologiques et la consequente disponibilite croissante des Big Data. Le Systeme National des Donnees de Sante (SNDS), regroupant les principales bases de donnees de sante publique existantes en France, constitue un exemple de Big Data en sante. Le donnees ``omiques'' (genomiques, transcriptomiques, proteomiques, metabolomiques, microbiomiques, mycobiomiques, viromiques,$\ldots$) issues des avancees des techniques de sequencage a haut debit constituent un autre exemple de Big Data en sante. Enfin, les mesures de l'\textit{exposome} (par opposition aux facteurs genetiques), qui designe en epidemiologie lâ€™ensemble des expositions environnementales que subit un individu au long de sa vie peut egalement constituer une source de Big Data. 
 
Ce document s'articule autour de trois chapitres. Il resume mon activite de recherche depuis 2005, soit depuis mon recrutement a lâ€™Universite de Bordeaux apres ma these. 
Le premier chapitre est une introduction generale dans laquelle je contextualise, motive et enonce la problematique abordee tout au long de mes recherches. Le deuxieme chapitre est consacre a mes travaux en lien avec les etudes sur les traumatismes accidentels et expositions medicamenteuses a partir des donnees du SNDS. Le troisieme chapitre est consacre a mes travaux en lien avec des etudes biomedicales: la prediction de la charge virale censuree par un seuil de detection a partir des mutations du VIH, d'une part, et l'automatisation de la detection des seuils d'anomalie des hemogrammes en population generale, d'autre part.",2018,
Profit or Loss: A Long Short Term Memory based model for the Prediction of share price of DLF group in India,"Presently, the prediction of share is a challenging issue for the research community as share market is a chaotic place. The reason behind it, there are several factors such as government policies, international market, weather, performance of company. In this article, a model has been developed using long short term memory (LSTM) to predict the share price of DLF group. Moreover, for the experimental purpose the data of DLF group has been taken from yahoo financial services in the time duration of 2008 to 2018 and the recurrent neural network (RNN) model has been trained using data ranging from 2008 to 2017. This RNN based model has been tested on the data of year 2018. For the performance comparison purpose, other linear regression algorithms i.e. k-nn regression, lasso regression, XGboost etc has been executed and the proposed algorithm outperforms with 2.6% root mean square error.",2019,2019 IEEE 9th International Conference on Advanced Computing (IACC)
Analysis of Energy Consumption Influencing Factors in China Based on the Lasso Method,"éšç€ç»æµŽå‘å±•çš„åŠ å¿«å’Œèµ„æºéœ€æ±‚é‡çš„åŠ å¤§ï¼Œèƒ½æºæ¶ˆè´¹å‘ˆçŽ°å‡ºè¿žå¹´æ”€å‡çš„æ€åŠ¿ï¼Œèƒ½æºæ¶ˆè´¹å½±å“å› ç´ çš„ç ”ç©¶åŠèƒ½æºæ¶ˆè´¹éœ€æ±‚çš„åˆç†é¢„æµ‹ï¼Œå¯¹ä¿è¯æˆ‘å›½ç»æµŽå¹³ç¨³æŒç»­å¥åº·å‘å±•æ˜¯ååˆ†å¿…è¦çš„ã€‚ç›®å‰å­¦è€…ä»¬åˆ†åˆ«ç”¨è¿‡ç®€å•çº¿æ€§å›žå½’æ³•ã€ä¸»æˆåˆ†å›žå½’æ³•åŠå²­å›žå½’æ³•å¯¹æˆ‘å›½èƒ½æºæ¶ˆè´¹å½±å“å› ç´ è¿›è¡Œåˆ†æžï¼Œä½†è¿™äº›ç ”ç©¶å¾—åˆ°çš„æ¨¡åž‹å¯èƒ½å¤ªè¿‡ç²¾ç®€è€Œæœªèƒ½è¾ƒä¸ºå…¨é¢åœ°æ‰¾å‡ºèƒ½æºæ¶ˆè´¹çš„ä¸»è¦å½±å“å› ç´ ã€‚è€Œæœ¬æ–‡ä¾æ®2000å¹´~2012å¹´æˆ‘å›½èƒ½æºæ¶ˆè´¹æ€»é‡çš„ç›¸å…³æ•°æ®ï¼Œé’ˆå¯¹å˜é‡åå¤šï¼Œè§‚æµ‹æ•°æ®å°‘çš„ç‰¹ç‚¹é€‰ç”¨äº†Lassoæ–¹æ³•å¯¹æˆ‘å›½èƒ½æºæ¶ˆè´¹å½±å“å› ç´ å»ºç«‹äº†å›žå½’æ¨¡åž‹ï¼Œå¾—åˆ°äº†å½±å“æˆ‘å›½èƒ½æºæ¶ˆè´¹çš„ä¸»è¦å› ç´ æœ‰ç»æµŽå¢žé•¿å› ç´ ã€äººå£å¢žé•¿å› ç´ ã€äº§ä¸šç»“æž„å› ç´ ã€æŠ€æœ¯è¿›æ­¥å› ç´ ã€èƒ½æºåˆ©ç”¨æ•ˆçŽ‡å› ç´ ä»¥åŠèƒ½æºä»·æ ¼å› ç´ ï¼Œå› æ­¤ï¼Œæˆ‘ä»¬å¯ä¸»è¦ä»Žè¿™äº›å› ç´ å…¥æ‰‹ï¼Œå¯¹èƒ½æºæ¶ˆè´¹åŠ ä»¥ç®¡ç†å’ŒæŽ§åˆ¶ã€‚åŒæ—¶æˆ‘ä»¬è¿˜ç”¨é€æ­¥å›žå½’æ³•å’Œå²­å›žå½’æ³•åˆ†åˆ«å»ºç«‹äº†å›žå½’æ¨¡åž‹ï¼Œå¹¶å°†Lassoæ–¹æ³•å¾—åˆ°çš„ç»“æžœä¸Žå…¶è¿›è¡Œæ¯”è¾ƒï¼Œç»“æžœè¡¨æ˜ŽLassoæ–¹æ³•åœ¨èƒ½æºæ¶ˆè´¹å½±å“å› ç´ çš„é€‰æ‹©æ–¹é¢ï¼Œæ¯”å…¶ä»–ä¸¤ç§æ–¹æ³•æ›´ä¸ºå…¨é¢åœ°æ‰¾å‡ºèƒ½æºæ¶ˆè´¹çš„ä¸»è¦å½±å“å› ç´ ï¼Œåœ¨å¯¹2013å¹´åŠ2014å¹´èƒ½æºæ¶ˆè´¹æ€»é‡é¢„æµ‹æ–¹é¢ï¼ŒLassoæ–¹æ³•æ¯”å…¶ä»–ä¸¤ç§æ–¹æ³•æ›´ä¸ºç²¾ç¡®ã€‚ With the acceleration of economic development and the increasing demand for resources, energy consumption shows a rising trend in recent years. To ensure the stable, sustainable and healthy development of Chinaâ€™s economy, it is necessary to study on consumption factors and to forecast energy consumption demand reasonably. As so far, scholars have used simple linear regression, principal component regression and ridge regression method for analyzing Chinaâ€™s energy consumption factors, but models achieved from these studies may be too lean to find more comprehensive energy consumption factors. While according to the related data of domestic energy consumption during 2000-2012, this paper chooses a new methodâ€”Lasso method to make regression model for domestic energy consumption, and then we get the main energy consumption effecting factors: economic development, demographic factor, industrial structure, technological progress, energy consumption efficiency and energy price factor, so we can control energy consumption through these main factors. Additionally, we use stepwise regression and ridge regression to make regression models, the results got from the Lasso, stepwise regression and ridge regression are compared, the study shows the Lasso method is better than the other methods in terms of variable selection, because it could find more comprehensive energy consumption factors; for predictions of 2013 and 2014, Lasso method is more accurate than the other two methods.",2017,
Performance-Based Prediction of Chronic Kidney Disease Using Machine Learning for High-Risk Cardiovascular Disease Patients,"People at high-risk of cardiovascular disease are most likely vulnerable to chronic kidney diseases, and historical medical records can help avert complicated kidney problems. In this paper, 12 supervised machine learning algorithms were used to analyses a retrospective electronic medical data on chronic kidney disease. The study targeted 544 outpatients although 48 failed to meet the inclusion criteria and some other 21 cases had missing values and were excluded from the study. The profiling and the preliminaries result established that 88.5% of the cases were labeled as advance CKD while 11.5% were labelled as early-stage CKD cases. The classification task and the subsequent evaluation of the models were based on the correct classification of the two groups. Of the evaluated algorithms, decision tree boosted decision tree, and CN2 rule induction was the least accurate ones. However, logistic regression (Ridge and Lasso), neural network (logistic and stochastic gradient descent), and support vector machine (Radial Basis Function and Polynomial) had very high accuracies and efficiency. With an efficiency of 93.4% and a classification accuracy of 91.7%, Polynomial Support Vector Machine algorithm was the most efficient and accurate. The model suggested 253 2-dimensional combinations of factors with a history of vascular diseases and smoking as the most influential factors. The other combinations can provide information that can be used to predict or detect chronic kidney disease based on historical records. Future research prospects should consider using discretized Glomerular Filtration Rate to ensure that the classification integrates the five stages of the CKD.",2020,
