title,abstract,year,journal
Sparsity-based approaches for damage detection in plates,"Abstract The data deluge in Structural Health Monitoring (SHM) and the need for automated online damage detection systems necessitates a move away from traditional model-based approaches. To that end, we propose sparsity-based algorithms for damage detection in plates. Instead of high-fidelity models, our proposed algorithms use dictionaries, consisting of response signals acquired directly from the system of interest, as the key feature to both detect and localize damages. We address the damage detection problem both when the damage is located on or off a grid of possible damage coordinates defined by the dictionary. This gives rise to two classes of problems, namely, on the grid and off the grid problems. In our sparsity-based on the grid damage detection (SDD-ON) platform, we solve a LASSO regression problem, where, the unknown vector is a pointer for existence of damage at the various locations defined on the grid used for dictionary construction. In our proposed off the grid damage detection (SDD-OFF) platform, we use a penalized regression algorithm to extend the dictionary of measured damage signals to points off-the-grid by linear interpolation. We evaluate the performance of both SDD frameworks, in detecting damages on plates, using finite element simulations as well as laboratory experiments involving a pitch-catch setup using a single actuator-sensor pair. Our results suggest that the proposed algorithms perform damage detection in plates efficiently. We obtain area under receiver operating characteristic (ROC) curves of 0.997 and 0.8314 for SDD-ON and SDD-OFF, respectively.",2019,Mechanical Systems and Signal Processing
Combining Value-at-Risk forecasts using penalized quantile regressions,"Penalized quantile regressions are proposed for the combination of Value-at-Risk forecasts. The primary reason for regularization of the quantile regression estimator with the elastic net, lasso and ridge penalties is multicollinearity among the standalone forecasts, which results in poor forecast performance of the non-regularized estimator due to unstable combination weights. This new approach is applied to combining the Value-at-Risk forecasts of a wide range of frequently used risk models for stocks comprising the Dow Jones Industrial Average Index. Within a thorough comparison analysis, the penalized quantile regressions perform better in terms of backtesting and tick losses than the standalone models and several competing forecast combination approaches. This is particularly evident during the global financial crisis of 2007â€“2008.",2017,Econometrics and Statistics
A learning-based CT prostate segmentation method via joint transductive feature selection and regression,"In1 recent years, there has been a great interest in prostate segmentation, which is a important and challenging task for CT image guided radiotherapy. In this paper, a learning-based segmentation method via joint transductive feature selection and transductive regression is presented, which incorporates the physician's simple manual specification (only taking a few seconds), to aid accurate segmentation, especially for the case with large irregular prostate motion. More specifically, for the current treatment image, experienced physician is first allowed to manually assign the labels for a small subset of prostate and non-prostate voxels, especially in the first and last slices of the prostate regions. Then, the proposed method follows the two step: in prostate-likelihood estimation step, two novel algorithms: tLasso and wLapRLS, will be sequentially employed for transductive feature selection and transductive regression, respectively, aiming to generate the prostate-likelihood map. In multi-atlases based label fusion step, the final segmentation result will be obtained according to the corresponding prostate-likelihood map and the previous images of the same patient. The proposed method has been substantially evaluated on a real prostate CT dataset including 24 patients with 330 CT images, and compared with several state-of-the-art methods. Experimental results show that the proposed method outperforms the state-of-the-arts in terms of higher Dice ratio, higher true positive fraction, and lower centroid distances. Also, the results demonstrate that simple manual specification can help improve the segmentation performance, which is clinically feasible in real practice.",2016,Neurocomputing
Variable Selection in the Chlamydia Pneumoniae Lung Infection Study,"In this study, the data based on nucleic acid amplication tech- niques (Polymerase chain reaction) consisting of 23 dierent transcript vari- ables which are involved to investigate genetic mechanism regulating chlamy- dial infection disease by measuring two dierent outcomes of muring C. pneumonia lung infection (disease expressed as lung weight increase and C. pneumonia load in the lung), have been analyzed. A model with fewer reduced transcript variables of interests at early infection stage has been obtained by using some of the traditional (stepwise regression, partial least squares regression (PLS)) and modern variable selection methods (least ab- solute shrinkage and selection operator (LASSO), forward stagewise regres- sion and least angle regression (LARS)). Through these variable selection methods, the variables of interest are selected to investigate the genetic mechanisms that determine the outcomes of chlamydial lung infection. The transcript variables Tim3, GATA3, Lacf, Arg2 (X4, X5, X8 and X13) are being detected as the main variables of interest to study the C. pneumonia disease (lung weight increase) or C. pneumonia lung load outcomes. Models including these key variables may provide possible answers to the problem of molecular mechanisms of chlamydial pathogenesis.",2013,
Identification of a metabolic gene panel to predict the prognosis of myelodysplastic syndrome.,"Myelodysplastic syndrome (MDS) is clonal disease featured by ineffective haematopoiesis and potential progression into acute myeloid leukaemia (AML). At present, the risk stratification and prognosis of MDS need to be further optimized. A prognostic model was constructed by the least absolute shrinkage and selection operator (LASSO) regression analysis for MDS patients based on the identified metabolic gene panel in training cohort, followed by external validation in an independent cohort. The patients with lower risk had better prognosis than patients with higher risk. The constructed model was verified as an independent prognostic factor for MDS patients with hazard ratios of 3.721 (1.814-7.630) and 2.047 (1.013-4.138) in the training cohort and validation cohort, respectively. The AUC of 3-year overall survival was 0.846 and 0.743 in the training cohort and validation cohort, respectively. The high-risk score was significantly related to other clinical prognostic characteristics, including higher bone marrow blast cells and lower absolute neutrophil count. Moreover, gene set enrichment analyses (GSEA) showed several significantly enriched pathways, with potential indication of the pathogenesis. In this study, we identified a novel stable metabolic panel, which might not only reveal the dysregulated metabolic microenvironment, but can be used to predict the prognosis of MDS.",2020,Journal of cellular and molecular medicine
Cluster feature selection in high-dimensional linear models,"This paper concerns with variable screening when highly correlated variables exist in high-dimensional linear models. We propose a novel cluster feature selection (CFS) procedure based on the elastic net and linear correlation variable screening to enjoy the benefits of the two methods. When calculating the correlation between the predictor and the response, we consider highly correlated groups of predictors instead of the individual ones. This is in contrast to the usual linear correlation variable screening. Within each correlated group, we apply the elastic net to select variables and estimate their parameters. This avoids the drawback of mistakenly eliminating true relevant variables when they are highly correlated like LASSO [R. Tibshirani, Regression shrinkage and selection via the lasso, J. R. Stat. Soc. Ser. B 58 (1996) 268â€“288] does. After applying the CFS procedure, the maximum absolute correlation coefficient between clusters becomes smaller and any common model selection methods like sure independence screening (SIS) [J. Fan and J. Lv, Sure independence screening for ultrahigh dimensional feature space, J. R. Stat. Soc. Ser. B 70 (2008) 849â€“911] or LASSO can be applied to improve the results. Extensive numerical examples including pure simulation examples and semi-real examples are conducted to show the good performances of our procedure.",2017,
The correction of TEOM $${\hbox {PM}}_{10}$$ PM 10 measurements at different monitoring sites and climates,"The reference method for $${\hbox {PM}}_{{10}}$$
 and $${\hbox {PM}}_{2.5}$$
 measurement in Europe is active sampling with subsequent gravimetric analysis. Also tapered element oscillating microbalance (TEOM) monitors are widely used across Europe for the assessment of particulate matter (PM), even though they are known to be biased due to the loss of semi-volatile materials attributed to sample heating. In our work we correct TEOM $${\hbox {PM}}_{{10}}$$
 measurements at eight different monitoring sites located in different surroundings and different climates across Slovenia to replicate reference measurements. We use simultaneous reference and TEOM measurements from a period of seven years (2011â€“2017) and assess the advantage of custom defined correction factors (with linear and orthogonal regression) compared to default correction factors. We further try to improve the corrections by adding meteorological parameters as inputs and training a linear model (lasso) and nonlinear model (random forest). Random forest and lasso models also enable us to evaluate the impact of different meteorological parameters or chemical compounds on TEOM measurements. Our results show that TEOM measurements can be efficiently corrected using correction factors defined with two linear regressions (for summer and winter) at most locations across continental Slovenia. Koper, which lies at the sea side, was the most problematic measurement site. There the measurements were the most affected by the meteorological situation, and they could not be successfully corrected. When examining the effect of the chemical composition at two different locations, levels of $${\hbox {NH}}_4^+$$
 , $${\hbox {NO}}_3^{-}$$
 , and organic carbon exhibited major impact on the discrepancies between reference and TEOM measurements.",2019,
Censored linear model in high dimensions,"Censored data are quite common in statistics and have been studied in depth in the last years [for some references, see Powell (J Econom 25(3):303â€“325, 1984), Murphy et al. (Math Methods Stat 8(3):407â€“425, 1999), Chay and Powell (J Econ Perspect 15(4):29â€“42, 2001)]. In this paper, we consider censored high-dimensional data. High-dimensional models are in some way more complex than their low-dimensional versions, therefore some different techniques are required. For the linear case, appropriate estimators based on penalised regression have been developed in the last years [see for example Bickel et al. (Ann Stat 37(4):1705â€“1732, 2009), Koltchinskii (Bernoulli 15:799â€“828, 2009)]. In particular, in sparse contexts, the $$l_1$$l1-penalised regression (also known as LASSO) [see Tibshirani (J R Stat Soc Ser B 58:267â€“288, 1996), BÃ¼hlmann and van de Geer (Statistics for high-dimensional data. Springer, Heidelberg, 2011) and reference therein] performs very well. Only few theoretical work was done to analyse censored linear models in a high-dimensional context. We therefore consider a high-dimensional censored linear model, where the response variable is left censored. We propose a new estimator, which aims to work with high-dimensional linear censored data. Theoretical non-asymptotic oracle inequalities are derived.",2014,TEST
Sparse Projections over Graph,"Recent study has shown that canonical algorithms such as Principal Component Analysis (PCA) and Linear Discriminant Analysis (LDA) can be obtained from graph based dimensionality reduction framework. However, these algorithms yield projective maps which are linear combination of all the original features. The results are difficult to be interpreted psychologically and physiologically. This paper presents a novel technique for learning a sparse projection over graphs. The data in the reduced subspace is represented as a linear combination of a subset of the most relevant features. Comparing to PCA and LDA, the results obtained by sparse projection are often easier to be interpreted. Our algorithm is based on a graph embedding model, which encodes the discriminating and geometrical structure in terms of the data affinity. Once the embedding results are obtained, we then apply regularized regression for learning a set of sparse basis functions. Specifically, by using L1-norm regularizer (e.g. lasso), the sparse projections can be efficiently computed. Experimental results on two document databases demonstrate the effectiveness of our method.",2008,
Group Lasso Estimation of High-dimensional Covariance Matrices,"In this paper, we consider the Group Lasso estimator of the covariance matrix of a stochastic process corrupted by an additive noise. We propose to estimate the covariance matrix in a high-dimensional setting under the assumption that the process has a sparse representation in a large dictionary of basis functions. Using a matrix regression model, we propose a new methodology for high-dimensional covariance matrix estimation based on empirical contrast regularization by a group Lasso penalty. Using such a penalty, the method selects a sparse set of basis functions in the dictionary used to approximate the process, leading to an approximation of the covariance matrix into a low dimensional space. Consistency of the estimator is studied in Frobenius and operator norms and an application to sparse PCA is proposed.",2011,J. Mach. Learn. Res.
