title,abstract,year,journal
Measurement Error in LASSO - Analytical Results and a Simulation Study,"The LASSO (Tibshirani, 1996) is a powerful method which due to the fact that is uses a l 1-penalty allows for the estimation of regression coefficients and variable selection at the same time. An important property of the LASSO is that it can be applied even when the number of covariates p is larger than the number of observations n. This differs the LASSO from the popular OLS method which requires p < n. An assumption that is common to the vast majority of studies on the LASSO is that the design matrix X passed to the LASSO for performing linear regression contains perfect covariate measurements that do not suffer from additive measurement error. However, in practice where data corrupted by measurement errors or errors-invariable data are rather the norm than the exception, this assumption does not meet the truth. In this work, we studied the LASSO in the presence of additive measurement error in the design matrix. In doing so, we allowed for analytical results on the estimation and variable selection consistency of both the LASSO with perfect design and the naive LASSO with additive covariate measurement error. We performed a Monte Carlo simulation study to assess the finite sample performance of the OLS and the LASSO under matrix uncertainty. Thereby, we also computed the corresponding corrected estimates. In particular, we used the well-known reliability ratio (Fuller, 1987) for the OLS estimates and a reliability ratio-like factor according to SÃ¸rensen et al. (2014) for the naive LASSO estimates in the presence of measurement error. In summary, we found that the MSE values of both the naive LASSO and the naive OLS increase with growing measurement error variance and covariate correlation. With respect to the corrected LASSO and OLS estimates, our results suggest that there does not exist any overall evidence of the efficacy of the applied measurement error correction factors. Especially, the MSE values of the corrected estimates tend to be larger than the ones for the naive estimators. However, we found that the empirical averages of the MSE values were inflated by a few outliers and that the occurrence of outliers was due to the bad conditioning of a matrix which contributes to the correction factor. Moreover, our simulation results suggest that the coincidence of high covariate correlation and large measurement error variance leads the LASSO to be more or less unable to differ between important and unimportant â€¦",2015,
Consensus Ensemble System for Traffic Flow Prediction,"Traffic flow prediction is a key component of an intelligent transportation system. Accurate traffic flow prediction provides a foundation for other tasks, such as signal coordination and travel time forecasting. There are many known methods in literature for the short-term traffic flow prediction problem, but their efficacy depends heavily on the traffic characteristics. It is difficult, if not impossible, to pick a single method that works well over time. In this paper, we present an automated framework to address this practical issue. Instead of selecting a single method, we combine predictions from multiple methods to generate a consensus traffic flow prediction. We propose an ensemble learning model that exploits the temporal characteristics of the data, and balances the accuracy of individual models and their mutual dependence through a covariance-regularizer. We additionally use a pruning scheme to remove anomalous individual predictions. We apply our proposed model to multi-step-ahead arterial roadway flow prediction. In tests, our method consistently outperforms recently published ensemble prediction methods based on ridge regression and lasso. Our method also produces steady results even when the standalone models and other ensemble methods make wildly exaggerated predictions.",2018,IEEE Transactions on Intelligent Transportation Systems
Opinion polarity detection in Twitter data combining shrinkage regression and topic modeling,"We propose a method to analyze public opinion about political issues online by automatically detecting polarity in Twitter data. Previous studies have focused on the polarity classification of individual tweets. However, to understand the direction of public opinion on a political issue, it is important to analyze the degree of polarity on the major topics at the center of the discussion in addition to the individual tweets. The first stage of the proposed method detects polarity in tweets using the Lasso and Ridge models of shrinkage regression. The models are beneficial in that the regression results provide sentiment scores for the terms that appear in tweets. The second stage identifies the major topics via a latent Dirichlet analysis (LDA) topic model and estimates the degree of polarity on the LDA topics using term sentiment scores. To the best of our knowledge, our study is the first to predict the polarities of public opinion on topics in this manner. We conducted an experiment on a mayoral election in Seoul, South Korea and compared the total detection accuracy of the regression models with five support vector machine (SVM) models with different numbers of input terms selected by a feature selection algorithm. The results indicated that the performance of the Ridge model was approximately 7% higher on average than that of the SVM models. Additionally, the degree of polarity on the LDA topics estimated using the proposed method was compared with actual public opinion responses. The results showed that the polarity detection accuracy of the Lasso model was 83%, indicating that the proposed method was valid in most cases.",2016,J. Informetrics
Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD): The TRIPOD Statement,"Editors' Note: In order to encourage dissemination of the TRIPOD Statement, this article is freely accessible on the Annals of Internal Medicine Web site ( www.annals.org ) and will be also published in BJOG, British Journal of Cancer, British Journal of Surgery, BMC Medicine, British Medical Journal, Circulation, Diabetic Medicine, European Journal of Clinical Investigation, European Urology, and Journal of Clinical Epidemiology. The authors jointly hold the copyright of this article. An accompanying explanation and elaboration article is freely available only at www.annals.org ; Annals of Internal Medicine holds copyright for that article. In medicine, patients with their care providers are confronted with making numerous decisions on the basis of an estimated risk or probability that a specific disease or condition is present (diagnostic setting) or a specific event will occur in the future (prognostic setting) (Figure 1). In the diagnostic setting, the probability that a particular disease is present can be used, for example, to inform the referral of patients for further testing, initiate treatment directly, or reassure patients that a serious cause for their symptoms is unlikely. In the prognostic setting, predictions can be used for planning lifestyle or therapeutic decisions based on the risk for developing a particular outcome or state of health within a specific period (1, 2). Such estimates of risk can also be used to risk-stratify participants in therapeutic clinical trials (3, 4). Figure 1. Schematic representation of diagnostic and prognostic prediction modeling studies. The nature of the prediction in diagnosis is estimating the probability that a specific outcome or disease is present (or absent) within an individual, at this point in timethat is, the moment of prediction (T= 0). In prognosis, the prediction is about whether an individual will experience a specific event or outcome within a certain time period. In other words, in diagnostic prediction the interest is in principle a cross-sectional relationship, whereas prognostic prediction involves a longitudinal relationship. Nevertheless, in diagnostic modeling studies, for logistical reasons, a time window between predictor (index test) measurement and the reference standard is often necessary. Ideally, this interval should be as short as possible and without starting any treatment within this period. In both the diagnostic and prognostic setting, estimates of probabilities are rarely based on a single predictor (5). Doctors naturally integrate several patient characteristics and symptoms (predictors, test results) to make a prediction (see Figure 2 for differences in common terminology between diagnostic and prognostic studies). Prediction is therefore inherently multivariable. Prediction models (also commonly called prognostic models, risk scores, or prediction rules [6]) are tools that combine multiple predictors by assigning relative weights to each predictor to obtain a risk or probability (1, 2). Well-known prediction models include the Framingham Risk Score (7), Ottawa Ankle Rules (8), EuroScore (9), Nottingham Prognostic Index (10), and the Simplified Acute Physiology Score (11). Figure 2. Similarities and differences between diagnostic and prognostic prediction models. Prediction Model Studies Prediction model studies can be broadly categorized as model development (12), model validation (with or without updating) (13) or a combination of both (Figure 3). Model development studies aim to derive a prediction model by selecting the relevant predictors and combining them statistically into a multivariable model. Logistic and Cox regression are most frequently used for short-term (for example, disease absent vs. present, 30-day mortality) and long-term (for example, 10-year risk) outcomes, respectively (1214). Studies may also focus on quantifying the incremental or added predictive value of a specific predictor (for example, newly discovered) to a prediction model (18). Figure 3. Types of prediction model studies covered by the TRIPOD Statement. D = development data; V = validation data. Quantifying the predictive ability of a model on the same data from which the model was developed (often referred to as apparent performance) will tend to give an optimistic estimate of performance, owing to overfitting (too few outcome events relative to the number of candidate predictors) and the use of predictor selection strategies (19). Studies developing new prediction models should therefore always include some form of internal validation to quantify any optimism in the predictive performance (for example, calibration and discrimination) of the developed model. Internal validation techniques use only the original study sample and include such methods as bootstrapping or cross-validation. Internal validation is a necessary part of model development (2). Overfitting, optimism, and miscalibration may also be addressed and accounted for during the model development by applying shrinkage (for example, heuristic or based on bootstrapping techniques) or penalization procedures (for example, ridge regression or lasso) (20). After developing a prediction model, it is strongly recommended to evaluate the performance of the model in other participant data than was used for the model development. Such external validation requires that for each individual in the new data set, outcome predictions are made using the original model (that is, the published regression formula) and compared with the observed outcomes (13, 14). External validation may use participant data collected by the same investigators, typically using the same predictor and outcome definitions and measurements, but sampled from a later period (temporal or narrow validation); by other investigators in another hospital or country, sometimes using different definitions and measurements (geographic or broad validation); in similar participants but from an intentionally different setting (for example, model developed in secondary care and assessed in similar participants but selected from primary care); or even in other types of participants (for example, model developed in adults and assessed in children, or developed for predicting fatal events and assessed for predicting nonfatal events) (13, 15, 17, 21, 22). In case of poor performance, the model can be updated or adjusted on the basis of the validation data set (13). Reporting of Multivariable Prediction Model Studies Studies developing or validating a multivariable prediction model share specific challenges for researchers (6). Several reviews have evaluated the quality of published reports that describe the development or validation prediction models (2328). For example, Mallett and colleagues (26) examined 47 reports published in 2005 presenting new prediction models in cancer. Reporting was found to be poor, with insufficient information described in all aspects of model development, from descriptions of patient data to statistical modeling methods. Collins and colleagues (24) evaluated the methodological conduct and reporting of 39 reports published before May 2011 describing the development of models to predict prevalent or incident type 2 diabetes. Reporting was also found to be generally poor, with key details on which predictors were examined, the handling and reporting of missing data, and model-building strategy often poorly described. Bouwmeester and colleagues (23) evaluated 71 reports, published in 2008 in 6 high-impact general medical journals, and likewise observed an overwhelmingly poor level of reporting. These and other reviews provide a clear picture that, across different disease areas and different journals, there is a generally poor level of reporting of prediction model studies (6, 2327, 29). Furthermore, these reviews have shown that serious deficiencies in the statistical methods, use of small data sets, inappropriate handling of missing data, and lack of validation are common (6, 2327, 29). Such deficiencies ultimately lead to prediction models that are not or should not be used. It is therefore not surprising, and fortunate, that very few prediction models, relative to the large number of models published, are widely implemented or used in clinical practice (6). Prediction models in medicine have proliferated in recent years. Health care providers and policy makers are increasingly recommending the use of prediction models within clinical practice guidelines to inform decision making at various stages in the clinical pathway (30, 31). It is a general requirement of reporting of research that other researchers can, if required, replicate all the steps taken and obtain the same results (32). It is therefore essential that key details of how a prediction model was developed and validated be clearly reported to enable synthesis and critical appraisal of all relevant information (14, 3336). Reporting Guidelines for Prediction Model Studies: The TRIPOD Statement We describe the development of the TRIPOD (Transparent Reporting of a multivariable prediction model for Individual Prognosis or Diagnosis) Statement, a guideline specifically designed for the reporting of studies developing or validating a multivariable prediction model, whether for diagnostic or prognostic purposes. TRIPOD is not intended for multivariable modeling in etiologic studies or for studies investigating single prognostic factors (37). Furthermore, TRIPOD is also not intended for impact studies that quantify the impact of using a prediction model on participant or doctors' behavior and management, participant health outcomes, or cost-effectiveness of care, compared with not using the model (13, 38). Reporting guidelines for observational (the STrengthening the Reporting of OBservational studies in Epidemiology [STROBE]) (39), tumor marker (REporting recommendations for tumour MARKer prognostic studies [REMARK]) (37), diagnostic accuracy (STAndards f",2015,Annals of Internal Medicine
The adaptive BerHu penalty in robust regression,"We intend to combine Huber's loss with an adaptive reversed version as a penalty function. The purpose is twofold: first we would like to propose an estimator that is robust to data subject to heavy-tailed errors or outliers. Second we hope to overcome the variable selection problem in the presence of highly correlated predictors. For instance, in this framework, the adaptive least absolute shrinkage and selection operator (lasso) is not a very satisfactory variable selection method, although it is a popular technique for simultaneous estimation and variable selection. We call this new penalty the adaptive BerHu penalty. As for elastic net penalty, small coefficients contribute through their norm to this penalty while larger coefficients cause it to grow quadratically (as ridge regression). We will show that the estimator associated with Huber's loss combined with the adaptive BerHu penalty enjoys theoretical properties in the fixed design context. This approach is compared to existing regularisation methods such as adaptive elastic net and is illustrated via simulation studies and real data.",2016,Journal of Nonparametric Statistics
62 Predictors of Tardive Dyskinesia in Psychiatric Patients Taking Concomitant Antipsychotics.,"BACKGROUND
Tardive dyskinesia (TD) is typically caused by exposure to antipsychotics, is often irreversible, and can be debilitating. TD symptoms can increase the social stigma of patients with comorbid psychiatric disorders, negatively impact quality of life, and potentially increase medical morbidity and mortality. An increased risk of developing TD has been associated with factors such as older age, female sex, underlying mental illness, and long-term use and higher doses of antipsychotics. The association of TD with the use of typical versus atypical antipsychotics has also been evaluated, with mixed results. To date, predictive models assessing the joint effect of clinical characteristics on TD risk have not been developed and validated in the US population.Study ObjectiveTo develop a prediction model to identify patient and treatment characteristics associated with the occurrence of TD among patients with psychiatric disorders taking antipsychotic medications, using a retrospective database analysis.


METHODS
Adult patients with schizophrenia, major depressive disorder, or bipolar disorder who were taking oral antipsychotics, and who had 6months of data prior to the index date were identified from Medicaid claims from six US states. The index date was defined as the date of the first claim for an antipsychotic drug after a claim for the underlying disorder but before TD diagnosis. A multivariate Cox prediction model was developed using a cross-validated version of the least absolute shrinkage and selection operator (LASSO) regression method to improve prediction accuracy and interpretability of the model. The predictive performance was assessed in a separate validation set via model discrimination (concordance) and calibration.


RESULTS
A total of 189,415 patients were identified: 66,723 with bipolar disorder, 68,573 with depressive disorder, and 54,119 with schizophrenia. The selected prediction model had a clinically meaningful concordance of 70% and was well calibrated (P=0.46 for Hosmer-Leme show goodness-of-fit test). Patient's age at index date (hazard ratio [HR]: 1.03), diagnosis of schizophrenia (HR: 1.73), dosage of antipsychotic at index date (up to 100mg/day chlorpromazine equivalent; HR: 1.40), and presence of bipolar and related disorders (HR: 1.16) were significantly associated with an increased risk of TD diagnosis. Use of atypical antipsychotics at index date was associated with a modest reduction in the risk of TD (HR=0.94).


CONCLUSIONS
This study identified a group of factors associated with the development of TD among patients with psychiatric disorders treated with antipsychotics. This may allow physicians to better monitor their patients receiving antipsychotics, allowing for the prompt identification and treatment of TD to help maintain quality of life.Presented at: American Psychiatric Association Annual Meeting; May 5-9, 2018, New York, New York, USAFunding Acknowledgements: This study was supported by Teva Pharmaceuticals, Petach Tikva, Israel.",2019,CNS spectrums
Lasso penalized model selection criteria for high-dimensional multivariate linear regression analysis,"This paper proposes two model selection criteria for identifying relevant predictors in the high-dimensional multivariate linear regression analysis. The proposed criteria are based on a Lasso type penalized likelihood function to allow the high-dimensionality. Under the asymptotic framework that the dimension of multiple responses goes to infinity while the maximum size of candidate models has smaller order of the sample size, it is shown that the proposed criteria have the model selection consistency, that is, they can asymptotically pick out the true model. Simulation studies show that the proposed criteria outperform existing criteria when the dimension of multiple responses is large.",2014,J. Multivar. Anal.
Regularized Estimation and Feature Selection in Mixtures of Gaussian-Gated Experts Models,"Mixtures-of-Experts models and their maximum likelihood estimation (MLE) via the EM algorithm have been thoroughly studied in the statistics and machine learning literature. They are subject of a growing investigation in the context of modeling with high-dimensional predictors with regularized MLE. We examine MoE with Gaussian gating network, for clustering and regression, and propose an $\ell_1$-regularized MLE to encourage sparse models and deal with the high-dimensional setting. We develop an EM-Lasso algorithm to perform parameter estimation and utilize a BIC-like criterion to select the model parameters, including the sparsity tuning hyperparameters. Experiments conducted on simulated data show the good performance of the proposed regularized MLE compared to the standard MLE with the EM algorithm.",2019,ArXiv
Identification of a Five-Pseudogene Signature for Predicting Survival and Its ceRNA Network in Glioma,"Background: Glioma is the most common primary brain tumor with a dismal prognosis. It is urgent to develop novel molecular biomarkers and conform to individualized schemes. Methods: Differentially expressed pseudogenes between low grade glioma (LGG) and glioblastoma multiforme (GBM) were identified in the training cohort. Least absolute shrinkage and selection operator (LASSO) regression and multivariate Cox proportional hazards regression analyses were used to select pseudogenes associated with prognosis of glioma. A risk signature was constructed based on the selected pseudogenes for predicting the survival of glioma patients. A pseudogene-miRNA-mRNA regulatory network was established and visualized using Cytoscape 3.5.1. Gene Oncology (GO) and signaling pathway analyses were performed on the targeted genes to investigate functional roles of the risk signature. Results: Five pseudogenes (ANXA2P2, EEF1A1P9, FER1L4, HILS1, and RAET1K) correlating with glioma survival were selected and used to establish a risk signature. Time-dependent receiver operating characteristic (ROC) curves revealed that the risk signature could accurately predict the 1, 3, and 5-year survival of glioma patients. GO and signaling pathway analyses showed that the risk signature was involved in regulation of proliferation, migration, angiogenesis, and apoptosis in glioma. Conclusions: In this study, a risk signature with five pseudogenes was constructed and shown to accurately predict 1-, 3-, and 5-year survival for glioma patient. The risk signature may serve as a potential target against glioma.",2019,Frontiers in Oncology
Sparse Point Estimation for Bayesian Regression via Simulated Annealing,"In the context of variable selection in a regression model, the classical Lasso based optimization approach provides a sparse estimate with respect to regression coefficients but is unable to provide more information regarding the distribution of regression coefficients. Alternatively, using a Bayesian approach is more advantageous since it gives direct access to the distribution which is usually summarized by estimating the expectation (not sparse) and variance. Additionally, to support frequent application requirements, heuristics like thresholding are generally used to produce sparse estimates for variable selection purposes. In this paper, we provide a more principled approach for generating a sparse point estimate in a Bayesian framework. We extend an existing Bayesian framework for sparse regression to generate a MAP estimate by using simulated annealing. We then justify this extension by showing that this MAP estimate is also sparse in the regression coefficients. Experiments on real world applications like the splice site detection and diabetes progression demonstrate the usefulness of the extension.",2012,
