title,abstract,year,journal
Penalized Least Squares methods for solving the EEG Inverse Problem,"Most of the known solutions (linear and nonlinear) of the ill-posed EEG Inverse Problem can be interpreted as the estimated coefficients in a penalized regression framework. In this work we present a general formulation of this problem as a Multiple Penalized Least Squares model, which encompasses many of the previously known methods as particular cases (e.g., Minimum Norm, LORETA). New types of inverse solutions arise since recent advances in the field of penalized regression have made it possible to deal with non-convex penalty functions, which provide sparse solutions (Fan and Li (2001)). Moreover, a generalization of this approach allows the use of any combination of penalties based on l1 or l2-norms, leading to solutions with combined properties such as smoothness and sparsity. Synthetic data is used to explore the benefits of non-convex penalty functions (e.g., LASSO, SCAD and LASSO Fusion) and mixtures (e.g., Elastic Net and LASSO Fused) by comparing them with known solutions in terms of localization error, blurring and visibility. Real data is used to show that a mixture model (Elastic Net) allows for tuning the spatial resolution of the solution to range from very concentrated to very blurred sources.",2008,Statistica Sinica
New Error Analysis for Lasso,"The Lasso is one of the most important approaches for parameter estimation and variable selection in high dimensional linear regression. At the heart of its success is the attractive rate of convergence result even when $p$, the dimension of the problem, is much larger than the sample size $n$. In particular, Bickel et al. (2009) showed that this rate, in terms of the $\ell_1$ norm, is of the order $s\sqrt{(\log p)/n}$ for a sparsity index $s$. In this paper, we obtain a new bound on the convergence rate by taking advantage of the distributional information of the model. Under the normality or sub-Gaussian assumption, the rate can be improved to nearly $s/\sqrt{n}$ for certain design matrices. We further outline a general partitioning technique that helps to derive sharper convergence rate for the Lasso. The result is applicable to many covariance matrices suitable for high-dimensional data analysis.",2011,arXiv: Statistics Theory
Active odor cancellation,"Noise cancellation is a traditional problem in statistical signal processing that has not been studied in the olfactory domain for unwanted odors. In this paper, we use the newly discovered olfactory white signal class to formulate optimal active odor cancellation using both nuclear norm-regularized multivariate regression and simultaneous sparsity or group lasso-regularized non-negative regression. As an example, we show the proposed technique on real-world data to cancel the odor of durian, katsuobushi, sauerkraut, and onion.",2014,2014 IEEE Workshop on Statistical Signal Processing (SSP)
How powerful are summary-based methods for identifying expression-trait associations under different genetic architectures?,"Transcriptome-wide association studies (TWAS) have recently been employed as an approach that can draw upon the advantages of genome-wide association studies (GWAS) and gene expression studies to identify genes associated with complex traits. Unlike standard GWAS, summary level data suffices for TWAS and offers improved statistical power. Two popular TWAS methods include either (a) imputing the cis genetic component of gene expression from smaller sized studies (using multi-SNP prediction or MP) into much larger effective sample sizes afforded by GWAS - TWAS-MP or (b) using summary-based Mendelian randomization - TWAS-SMR. Although these methods have been effective at detecting functional variants, it remains unclear how extensive variability in the genetic architecture of complex traits and diseases impacts TWAS results. Our goal was to investigate the different scenarios under which these methods yielded enough power to detect significant expression-trait associations. In this study, we conducted extensive simulations based on 6000 randomly chosen, unrelated Caucasian males from Geisinger's MyCode population to compare the power to detect cis expression-trait associations (within 500 kb of a gene) using the above-described approaches. To test TWAS across varying genetic backgrounds we simulated gene expression and phenotype using different quantitative trait loci per gene and cis-expression /trait heritability under genetic models that differentiate the effect of causality from that of pleiotropy. For each gene, on a training set ranging from 100 to 1000 individuals, we either (a) estimated regression coefficients with gene expression as the response using five different methods: LASSO, elastic net, Bayesian LASSO, Bayesian spike-slab, and Bayesian ridge regression or (b) performed eQTL analysis. We then sampled with replacement 50,000, 150,000, and 300,000 individuals respectively from the testing set of the remaining 5000 individuals and conducted GWAS on each set. Subsequently, we integrated the GWAS summary statistics derived from the testing set with the weights (or eQTLs) derived from the training set to identify expression-trait associations using (a) TWAS-MP (b) TWAS-SMR (c) eQTL-based GWAS, or (d) standalone GWAS. Finally, we examined the power to detect functionally relevant genes using the different approaches under the considered simulation scenarios. In general, we observed great similarities among TWAS-MP methods although the Bayesian methods resulted in improved power in comparison to LASSO and elastic net as the trait architecture grew more complex while training sample sizes and expression heritability remained small. Finally, we observed high power under causality but very low to moderate power under pleiotropy.",2018,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing
A Computed Tomography-Based Radiomic Prognostic Marker of Advanced High-Grade Serous Ovarian Cancer Recurrence: A Multicenter Study,"Objectives: We used radiomic analysis to establish a radiomic signature based on preoperative contrast enhanced computed tomography (CT) and explore its effectiveness as a novel recurrence risk prognostic marker for advanced high-grade serous ovarian cancer (HGSOC). Methods: This study had a retrospective multicenter (two hospitals in China) design and a radiomic analysis was performed using contrast enhanced CT in advanced HGSOC (FIGO stage III or IV) patients. We used a minimum 18-month follow-up period for all patients (median 38.8 months, range 18.8-81.8 months). All patients were divided into three cohorts according to the timing of their surgery and hospital stay: training cohort (TC) and internal validation cohort (IVC) were from one hospital, and independent external validation cohort (IEVC) was from another hospital. A total of 620 3-D radiomic features were extracted and a Lasso-Cox regression was used for feature dimension reduction and determination of radiomic signature. Finally, we combined the radiomic signature with seven common clinical variables to develop a novel nomogram using a multivariable Cox proportional hazards model. Results: A final 142 advanced HGSOC patients were enrolled. Patients were successfully divided into two groups with statistically significant differences based on radiomic signature, consisting of four radiomic features (log-rank test P = 0.001, <0.001, <0.001 for TC, IVC, and IEVC, respectively). The discrimination accuracies of radiomic signature for predicting recurrence risk within 18 months were 82.4% (95% CI, 77.8-87.0%), 77.3% (95% CI, 74.4-80.2%), and 79.7% (95% CI, 73.8-85.6%) for TC, IVC, and IEVC, respectively. Further, the discrimination accuracies of radiomic signature for predicting recurrence risk within 3 years were 83.4% (95% CI, 77.3-89.6%), 82.0% (95% CI, 78.9-85.1%), and 70.0% (95% CI, 63.6-76.4%) for TC, IVC, and IEVC, respectively. Finally, the accuracy of radiomic nomogram for predicting 18-month and 3-year recurrence risks were 84.1% (95% CI, 80.5-87.7%) and 88.9% (95% CI, 85.8-92.5%), respectively. Conclusions: Radiomic signature and radiomic nomogram may be low-cost, non-invasive means for successfully predicting risk for postoperative advanced HGSOC recurrence before or during the perioperative period. Radiomic signature is a potential prognostic marker that may allow for individualized evaluation of patients with advanced HGSOC.",2019,Frontiers in Oncology
A Spatial-Temporal QoS Prediction Approach for Time-aware Web Service Recommendation,"Due to the popularity of service-oriented architectures for various distributed systems, an increasing number of Web services have been deployed all over the world. Recently, Web service recommendation became a hot research topic, one that aims to accurately predict the quality of functional satisfactory services for each end user. Generally, the performance of Web service changes over time due to variations of service status and network conditions. Instead of employing the conventional temporal models, we propose a novel spatial-temporal QoS prediction approach for time-aware Web service recommendation, where a sparse representation is employed to model QoS variations. Specifically, we make a zero-mean Laplace prior distribution assumption on the residuals of the QoS prediction, which corresponds to a Lasso regression problem. To effectively select the nearest neighbor for the sparse representation of temporal QoS values, the geo-location of web service is employed to reduce searching range while improving prediction accuracy. The extensive experimental results demonstrate that the proposed approach outperforms state-of-art methods with more than 10% improvement on the accuracy of temporal QoS prediction for time-aware Web service recommendation.",2016,TWEB
Sparse Sliced Inverse Quantile Regression,"The current paper proposes the sliced inverse quantile regression method (SIQR). In addition to the latter this study proposes both the sparse sliced inverse quantile regression method with Lasso (LSIQR) and Adaptive Lasso (ALSIQR) penalties. This article introduces a comprehensive study of SIQR and sparse SIQR. The simulation and real data analysis have been employed to check the performance of the SIQR, LSIQR and ALSIQR. According to the results of median of mean squared error and the absolute correlation criteria, we can conclude that the SIQR, LSIQR and ALSIQR are the more advantageous approaches in practice.",2016,Journal of Mathematics and Statistics
Asymptotic properties of adaptive group Lasso for sparse reduced rank regression,"This paper studies the asymptotic properties of the penalized least squares estimator using an adaptive group Lasso penalty for the reduced rank regression. The group Lasso penalty is defined in the way that the regression coefficients corresponding to each predictor are treated as one group. It is shown that under certain regularity conditions, the estimator can achieve the minimax optimal rate of convergence. Moreover, the variable selection consistency can also be achieved, that is, the relevant predictors can be identified with probability approaching one. In the asymptotic theory, the number of response variables, the number of predictors, and the rank number are allowed to grow to infinity with the sample size.",2016,arXiv: Statistics Theory
A comparative analysis of methods for predicting clinical outcomes using high-dimensional genomic datasets.,"OBJECTIVE
The objective of this investigation is to evaluate binary prediction methods for predicting disease status using high-dimensional genomic data. The central hypothesis is that the Bayesian network (BN)-based method called efficient Bayesian multivariate classifier (EBMC) will do well at this task because EBMC builds on BN-based methods that have performed well at learning epistatic interactions.


METHOD
We evaluate how well eight methods perform binary prediction using high-dimensional discrete genomic datasets containing epistatic interactions. The methods are as follows: naive Bayes (NB), model averaging NB (MANB), feature selection NB (FSNB), EBMC, logistic regression (LR), support vector machines (SVM), Lasso, and extreme learning machines (ELM). We use a hundred 1000-single nucleotide polymorphism (SNP) simulated datasets, ten 10,000-SNP datasets, six semi-synthetic sets, and two real genome-wide association studies (GWAS) datasets in our evaluation.


RESULTS
In fivefold cross-validation studies, the SVM performed best on the 1000-SNP dataset, while the BN-based methods performed best on the other datasets, with EBMC exhibiting the best overall performance. In-sample testing indicates that LR, SVM, Lasso, ELM, and NB tend to overfit the data.


DISCUSSION
EBMC performed better than NB when there are several strong predictors, whereas NB performed better when there are many weak predictors. Furthermore, for all BN-based methods, prediction capability did not degrade as the dimension increased.


CONCLUSIONS
Our results support the hypothesis that EBMC performs well at binary outcome prediction using high-dimensional discrete datasets containing epistatic-like interactions. Future research using more GWAS datasets is needed to further investigate the potential of EBMC.",2014,Journal of the American Medical Informatics Association : JAMIA
Sparsity with sign-coherent groups of variables via the cooperative-Lasso,"We consider the problems of estimation and selection of parameters endowed with a known group structure, when the groups are assumed to be sign-coherent, that is, gathering either nonnegative, nonpositive or null parameters. To tackle this problem, we propose the cooperative-Lasso penalty. We derive the optimality conditions defining the cooperative-Lasso estimate for generalized linear models, and propose an efficient active set algorithm suited to high-dimensional problems. We study the asymptotic consistency of the estimator in the linear regression setup and derive its irrepresentable conditions, which are milder than the ones of the group-Lasso regarding the matching of groups with the sparsity pattern of the true parameters. We also address the problem of model selection in linear regression by deriving an approximation of the degrees of freedom of the cooperative-Lasso estimator. Simulations comparing the proposed estimator to the group and sparse group-Lasso comply with our theoretical results, showing consistent improvements in support recovery for sign-coherent groups. We finally propose two examples illustrating the wide applicability of the cooperative-Lasso: first to the processing of ordinal variables, where the penalty acts as a monotonicity prior; second to the processing of genomic data, where the set of differentially expressed probes is enriched by incorporating all the probes of the microarray that are related to the corresponding genes.",2012,The Annals of Applied Statistics
