title,abstract,year,journal
Fully Bayesian Classification with Heavy-tailed Priors for Selection in High-dimensional Features with Grouping Structure,"Author(s): Jiang, Lai; Li, Longhai; Yao, Weixin | Abstract: Feature selection is demanded in many modern scientific research problems that use high-dimensional data. A typical example is to find the most useful genes that are related to a certain disease (eg, cancer) from high-dimensional gene expressions. The expressions of genes have grouping structures, for example, a group of co-regulated genes that have similar biological functions tend to have similar expressions. Many statistical methods have been proposed to take the grouping structure into consideration in feature selection, including group LASSO, supervised group LASSO, and regression on group representatives. In this paper, we propose a fully Bayesian Robit regression method with heavy-tailed (sparsity) priors (shortened by FBRHT) for selecting features with grouping structure. The main features of FBRHT include that it discards more aggressively unrelated features than LASSO, and it can make feature selection within groups automatically without a pre-specified grouping structure. In this paper, we use simulated and real datasets to demonstrate that the predictive power of the sparse feature subsets selected by FBRHT are comparable with other much larger feature subsets selected by LASSO, group LASSO, supervised group LASSO, penalized logistic regression and random forest, and that the succinct feature subsets selected by FBRHT have significantly better predictive power than the feature subsets of the same size taken from the top features selected by the aforementioned methods.",2018,arXiv: Methodology
Targeted metabolomics reveals reduced levels of polyunsaturated choline plasmalogens and a smaller dimethylarginine/arginine ratio in the follicular fluid of patients with a diminished ovarian reserve,"STUDY QUESTION
Does the metabolomic profile of the follicular fluid (FF) of patients with a diminished ovarian reserve (DOR) differ from that of patients with a normal ovarian reserve (NOR)?


SUMMARY ANSWER
The metabolomic signature of the FF reveals a significant decrease in polyunsaturated choline plasmalogens and methyl arginine transferase activity in DOR patients compared to NOR patients.


WHAT IS KNOWN ALREADY
The composition of the FF reflects the exchanges between the oocyte and its microenvironment during its acquisition of gametic competence. Studies of the FF have allowed identification of biomarkers and metabolic pathways involved in various pathologies affecting oocyte quality, but no large metabolomic analysis in the context of ovarian ageing and DOR has been undertaken so far.


STUDY DESIGN, SIZE, DURATION
This was an observational study of the FF retrieved from 57 women undergoing in vitro fertilization at the University Hospital of Angers, France, from November 2015 to September 2016. The women were classified in two groups: one including 28 DOR patients, and the other including 29 NOR patients, serving as controls.


PARTICIPANTS/MATERIALS, SETTING, METHODS
Patients were enrolled in the morning of oocyte retrieval after ovarian stimulation. Once the oocytes were isolated for fertilization and culture, the FF was pooled and centrifuged for analysis. A targeted quantitative metabolomic analysis was performed using high-performance liquid chromatography coupled with tandem mass spectrometry, and the Biocrates Absolute IDQ p180 kit. The FF levels of 188 metabolites and several sums and ratios of metabolic significance were assessed by multivariate and univariate analyses.


MAIN RESULTS AND THE ROLE OF CHANCE
A total of 136 metabolites were accurately quantified and used for calculating 23 sums and ratios. Samples were randomly divided into training and validation sets. The training set, allowed the construction of multivariate statistical models with a projection-supervised method, i.e. orthogonal partial least squares discriminant analysis (OPLS-DA), applied to the full set of metabolites, or the penalized least absolute shrinkage and selection operator with logistic regression (LASSO-LR), applied to the ratios and sums of the metabolites. Both multivariate models showed good predictive performances when applied to the validation set. The final penalized model retained the three most significant variables, i.e. the total dimethylarginine-to-arginine ratio (Total DMA/Arginine), the sum of the polyunsaturated choline plasmalogens (PUFA ae), and the patient's age. The negative coefficients of Total DMA/Arginine and PUFA ae indicated that these FF variables had lower values in DOR patients than in NOR patients.


LARGE SCALE DATA
N/A.


LIMITATIONS REASONS FOR CAUTION
This study presents two limitations. First, with this targeted metabolomics analysis, we have explored only a limited portion of the FF metabolome. Second, although the signature found was highly significant, the mechanism underlying the dysfunction remains undetermined.


WIDER IMPLICATIONS OF THE FINDINGS
The understanding of the mechanisms implied in ovarian ageing is essential for providing an adequate response to affected women desiring pregnancy. Our study proposes an incoming signature that may open new paths towards this goal.


STUDY FUNDING/COMPETING INTEREST(S)
This study was supported by the University Hospital of Angers, the University of Angers, and the French national research centers, INSERM and the CNRS. There were no competing interests.",2017,Human Reproduction
Regularized quantile regression applied to genome-enabled prediction of quantitative traits.,"Genomic selection (GS) is a variant of marker-assisted selection, in which genetic markers covering the whole genome predict individual genetic merits for breeding. GS increases the accuracy of breeding values (BV) prediction. Although a variety of statistical models have been proposed to estimate BV in GS, few methodologies have examined statistical challenges based on non-normal phenotypic distributions, e.g., skewed distributions. Traditional GS models estimate changes in the phenotype distribution mean, i.e., the function is defined for the expected value of trait-conditional on markers, E(Y|X). We proposed an approach based on regularized quantile regression (RQR) for GS to improve the estimation of marker effects and the consequent genomic estimated BV (GEBV). The RQR model is based on conditional quantiles, QÏ„(Y|X), enabling models that fit all portions of a trait probability distribution. This allows RQR to choose one quantile function that ""best"" represents the relationship between the dependent and independent variables. Data were simulated for 1000 individuals. The genome included 1500 markers; most had a small effect and only a few markers with a sizable effect were simulated. We evaluated three scenarios according to symmetrical, positively, and negatively skewed distributions. Analyses were performed using Bayesian LASSO (BLASSO) and RQR considering three quantiles (0.25, 0.50, and 0.75). The use of RQR to estimate GEBV was efficient; the RQR method achieved better results than BLASSO, at least for one quantile model fit for all evaluated scenarios. The gains in relation to BLASSO were 86.28 and 55.70% for positively and negatively skewed distributions, respectively.",2017,Genetics and molecular research : GMR
"Dietary exposures, epigenetics and pubertal tempo","Gene expression changes mediated by DNA methylation may play a role in pubertal tempo regulation, and availability of methyl donor nutrients affects these pathways. We examined first trimester maternal and adolescent diet patterns that may be associated with DNA methylation at long interspersed nucleotide (LINE-1) repetitive elements in adolescence using least absolute shrinkage and selection operator (LASSO) and calculated an 'Epigenetics-Associated Diet Score' (EADS) for each pattern; then tested the associations of these scores with pubertal tempo among adolescent boys and girls. The analytic sample included 118 boys and 132 girls aged 10-18 years. DNA methylation at LINE-1 repetitive elements was quantified. Typical maternal and adolescent nutrient intakes were estimated using food frequency questionnaires. Interval-censored time to event and ordinal regression models were used to examine associations EADS scores with pubertal tempo using physician-assessed Tanner stages and self-reported menarche, respectively, adjusted for confounders. We observed associations between maternal EADS and pubertal onset, but not pubertal progression. Each standard deviation (SD) greater maternal EADS was associated with 52% higher odds of having later onset of menarche in both cross-sectional and prospective analysis (P = 0.031 and 0.028, respectively). In contrast, we observed associations between adolescent EADS and pubertal progression, but not pubertal onset. Among boys, for each SD higher adolescent EADS, there was 13% increase in odds of slower genital progression (P = 0.050), as well as 26 and 27% increase in odds of slower left and right testicular development, respectively (P = 0.001). Epigenetic-associated diet influences pubertal tempo in a sex- and timing-specific manner.",2019,Environmental Epigenetics
bamlss: A Lego Toolbox for Flexible Bayesian Regression (and Beyond),"Over the last decades, the challenges in applied regression and in predictive modeling have been changing considerably: (1) More flexible model specifications are needed as big(ger) data become available, facilitated by more powerful computing infrastructure. (2) Full probabilistic modeling rather than predicting just means or expectations is crucial in many applications. (3) Interest in Bayesian inference has been increasing both as an appealing framework for regularizing or penalizing model estimation as well as a natural alternative to classical frequentist inference. However, while there has been a lot of research in all three areas, also leading to associated software packages, a modular software implementation that allows to easily combine all three aspects has not yet been available. For filling this gap, the R package bamlss is introduced for Bayesian additive models for location, scale, and shape (and beyond). At the core of the package are algorithms for highly-efficient Bayesian estimation and inference that can be applied to generalized additive models (GAMs) or generalized additive models for location, scale, and shape (GAMLSS), also known as distributional regression. However, its building blocks are designed as ""Lego bricks"" encompassing various distributions (exponential family, Cox, joint models, ...), regression terms (linear, splines, random effects, tensor products, spatial fields, ...), and estimators (MCMC, backfitting, gradient boosting, lasso, ...). It is demonstrated how these can be easily recombined to make classical models more flexible or create new custom models for specific modeling challenges.",2019,ArXiv
A Metaheuristic LASSO Model for Diabetic Readmission Prediction,"Hospital readmission prediction continues to be a highly-encouraged area of investigation mainly because of the readmissions reduction program by the Centers for Medicare and Medicaid services (CMS). The overall goal is to reduce the number of early hospital readmissions by identifying the key risk factors that cause hospital readmissions. This is especially important in Intensive Care Unit (ICU), where patient readmission increases the likelihood of mortality due to the worsening of the patient condition. Traditional approaches use simple logistic regression or other linear classification methods to identify the key features that provide high prediction accuracy. However, these methods are not sufficient since they cannot capture the complex patterns between different features. In this paper, we propose a hybrid Evolutionary Simulating Annealing LASSO Logistic Regression (ESALOR) model to accurately predict the hospital readmission rate and identify the important risk factors. The proposed model combines the evolutionary simulated annealing method with a sparse logistic regression model of Lasso. The ESALOR model was tested on a publicly available diabetes readmission dataset, and the results show that the proposed model provides better results compared to conventional classification methods including Support Vector Machines (SVM), Decision Tree, Naive Bayes, and Logistic Regression.",2016,
Joint multiple quantitative trait loci mapping for allometries of body compositions and metabolic traits to body weights in broiler.,"In order to map quantitative trait loci (QTLs) for allometries of body compositions and metabolic traits in chicken, we phenotypically characterize the allometric growths of multiple body components and metabolic traits relative to BWs using joint allometric scaling models and then establish random regression models (RRMs) to fit genetic effects of markers and minor polygenes derived from the pedigree on the allometric scalings. Prior to statistically inferring the QTLs for the allometric scalings by solving the RRMs, the LASSO technique is adopted to rapidly shrink most of marker genetic effects to zero. Computer simulation analysis confirms the reliability and adaptability of the so-called LASSO-RRM mapping method. In the F2 population constructed by multiple families, we formulate two joint allometric scaling models of body compositions and metabolic traits, in which six of nine body compositions are tested as significant, while six of eight metabolic traits are as significant. For body compositions, a total of 14 QTLs, of which 9 dominant, were detected to be associated with the allometric scalings of drumstick, fat, heart, shank, liver and spleen to BWs; while for metabolic traits, a total of 19 QTLs also including 9 dominant be responsible for the allometries of T4, IGFI, IGFII, GLC, INS, IGR to BWs. The detectable QTLs or highly linked markers can be used to regulate relative growths of the body components and metabolic traits to BWs in marker-assisted breeding of chickens.",2020,Animal : an international journal of animal bioscience
Improvement of experimental testing and network training conditions with genome-wide microarrays for more accurate predictions of drug gene targets,"BackgroundGenome-wide microarrays have been useful for predicting chemical-genetic interactions at the gene level. However, interpreting genome-wide microarray results can be overwhelming due to the vast output of gene expression data combined with off-target transcriptional responses many times induced by a drug treatment. This study demonstrates how experimental and computational methods can interact with each other, to arrive at more accurate predictions of drug-induced perturbations. We present a two-stage strategy that links microarray experimental testing and network training conditions to predict gene perturbations for a drug with a known mechanism of action in a well-studied organism.ResultsS. cerevisiae cells were treated with the antifungal, fluconazole, and expression profiling was conducted under different biological conditions using Affymetrix genome-wide microarrays. Transcripts were filtered with a formal network-based method, sparse simultaneous equation models and Lasso regression (SSEM-Lasso), under different network training conditions. Gene expression results were evaluated using both gene set and single gene target analyses, and the drugâ€™s transcriptional effects were narrowed first by pathway and then by individual genes. Variables included: (i) Testing conditions â€“ exposure time and concentration and (ii) Network training conditions â€“ training compendium modifications. Two analyses of SSEM-Lasso output â€“ gene set and single gene â€“ were conducted to gain a better understanding of how SSEM-Lasso predicts perturbation targets.ConclusionsThis study demonstrates that genome-wide microarrays can be optimized using a two-stage strategy for a more in-depth understanding of how a cell manifests biological reactions to a drug treatment at the transcription level. Additionally, a more detailed understanding of how the statistical model, SSEM-Lasso, propagates perturbations through a network of gene regulatory interactions is achieved.",2012,BMC Systems Biology
"Complementing the power of deep learning with statistical model fusion: Probabilistic forecasting of influenza in Dallas County, Texas, USA.","Influenza is one of the main causes of death, not only in the USA but worldwide. Its significant economic and public health impacts necessitate development of accurate and efficient algorithms for forecasting of any upcoming influenza outbreaks. Most currently available methods for influenza prediction are based on parametric time series and regression models that impose restrictive and often unverifiable assumptions on the data. In turn, more flexible machine learning models and, particularly, deep learning tools whose utility is proven in a wide range of disciplines, remain largely under-explored in epidemiological forecasting. We study the seasonal influenza in Dallas County by evaluating the forecasting ability of deep learning with feedforward neural networks as well as performance of more conventional statistical models, such as beta regression, autoregressive integrated moving average (ARIMA), least absolute shrinkage and selection operators (LASSO), and non-parametric multivariate adaptive regression splines (MARS) models for one week and two weeks ahead forecasting. Furthermore, we assess forecasting utility of Google search queries and meteorological data as exogenous predictors of influenza activity. Finally, we develop a probabilistic forecasting of influenza in Dallas County by fusing all the considered models using Bayesian model averaging.",2019,Epidemics
Short-term forecasting of emerging on-demand ride services,"In the last few years, on-demand ride services boomed worldwide, and different modes of ridesourcing services emerged, too. However, there have been few qualitative and quantitative analyses on these ride service patterns, partially due to the lack or unavailability of detailed on-demand ride service data. In this paper, we analyze the real-world individual-level order and the trip data extracted from the DiDi's on-demand mobility platform in Hangzhou, China. This study intends to understand the temporal and spatial travel pattern of passengers' demand and ride services which include four types, i.e., Taxi Hailing, Private Car Service, Hitch, and Express. We study the relationship between different service modes of the drivers from a selected region in specific time periods. In order to predict travel demand of the aforementioned on-demand ride services, we utilize LASSO (least absolute shrinkage and selection operator) to rank features of the on-demand platform data (e.g., distance, fee, and waiting time). An on-demand ride prediction model is established based on the random forest (RF), which is then compared with the autoregressive integrated moving average (ARIMA) and support vector regression (SVR). The results show that RF outperforms other models and it is utilized to provide an insight for forecasting the demand of distinctive on-demand ride service patterns. To the best knowledge of authors, this paper is among the first attempts to learn the temporal and spatial travel patterns, also to forecast emerging on-demand ride services.",2017,2017 4th International Conference on Transportation Information and Safety (ICTIS)
