title,abstract,year,journal
Liquid electrolyte informatics using an exhaustive search with linear regression.,"Exploring new liquid electrolyte materials is a fundamental target for developing new high-performance lithium-ion batteries. In contrast to solid materials, disordered liquid solution properties have been less studied by data-driven information techniques. Here, we examined the estimation accuracy and efficiency of three information techniques, multiple linear regression (MLR), least absolute shrinkage and selection operator (LASSO), and exhaustive search with linear regression (ES-LiR), by using coordination energy and melting point as test liquid properties. We then confirmed that ES-LiR gives the most accurate estimation among the techniques. We also found that ES-LiR can provide the relationship between the ""prediction accuracy"" and ""calculation cost"" of the properties via a weight diagram of descriptors. This technique makes it possible to choose the balance of the ""accuracy"" and ""cost"" when the search of a huge amount of new materials was carried out.",2018,Physical chemistry chemical physics : PCCP
High-dimensional regression and classification under a class of convex loss functions,"The weighted L1 penalty was used to revise the traditional Lasso in the linear regression model under quadratic loss. We make use of this penalty to investigate the highdimensional regression and classification under a wide class of convex loss functions. We show that for the dimension growing nearly exponentially with the sample size, the penalized estimator possesses the oracle property for suitable weights, and its induced classifier is shown to be consistent to the optimal Bayes rule. Moreover, we propose two methods, called componentwise regression (CR) and penalized componentwise regression (PCR), for estimating weights. Both theories and simulation studies provide supporting evidence for the advantage of PCR over CR in high-dimensional regression and classification. The effectiveness of the proposed method is illustrated using real data sets.",2013,Statistics and Its Interface
A note on adaptive Lp regularization,"In this paper, the adaptive Lp regularization is proposed for parameter estimation and variable selection. In particular, we focus on the (0 <; p <; 1) case when the adaptive Lp regularizer has a nonconvex penalty. Besides some traditional properties for penalized linear regression model, such as unbiasedness and sparsity, we have shown that the adaptive Lp regularization also enjoy the oracle property. A modified iterative algorithm is utilized to solve the adaptive Lp. By comparing with ordinary least square, adaptive lasso and Lp, the numerical results show that the adaptive Lp is more accurate and sparse.",2012,The 2012 International Joint Conference on Neural Networks (IJCNN)
Evaluating the HER-2 status of breast cancer using mammography radiomics features.,"PURPOSE
The aim of our study was to evaluate the HER-2 status in breast cancer patients using mammography (MG) radiomics features.


METHODS
A total of 306 Chinese female patients with invasive ductal carcinoma of no special type (IDC-NST) enrolled from January 2013 to July 2018 were divided into a training set (nâ€¯=â€¯244) and a testing set (nâ€¯=â€¯62). One hundred and eighty-six radiomics features were extracted from digital MG images based on the training set. The least absolute shrinkage and selection operator (LASSO) method was used to select the optimal predictive features for HER-2 status from the training set. Both support vector machine (SVM) and logistic regression models were employed based on the selected features. The area under the receiver operating characteristic (ROC) curves (AUCs) of the training set and testing set were used to evaluate the predictive performance of the models.


RESULTS
Compared with the SVM model, the performance of the logistic regression model using a combination of cranial caudal (CC) and mediolateral oblique (MLO) MG views was optimal. In the training set, the sensitivity, specificity, accuracy and area under the curve (AUC) values of the logistic regression model for evaluating HER-2 status based on quantitative radiomics features were 87.29%, 58.73%, 80.00% and 0.846 (95% confidence interval (CI), 0.800-0.887), respectively, and in the testing set, the values were 73.91%, 68.75%, 77.00% and 0.787 (95% CI, 0.673-0.885), respectively.


CONCLUSIONS
Radiomics features could be an efficient tool for the preoperative evaluation of HER-2 status in patients with breast cancer.",2019,European journal of radiology
"[Machine learning for predictive analyses in health: an example of an application to predict death in the elderly in SÃ£o Paulo, Brazil].","This study aims to present the stages related to the use of machine learning algorithms for predictive analyses in health. An application was performed in a database of elderly residents in the city of SÃ£o Paulo, Brazil, who participated in the Health, Well-Being, and Aging Study (SABE) (n = 2,808). The outcome variable was the occurrence of death within five years of the elder's entry into the study (n = 423), and the predictors were 37 variables related to the elder's demographic, socioeconomic, and health profile. The application was organized according to the following stages: division of data in training (70%) and testing (30%), pre-processing of the predictors, learning, and assessment of the models. The learning stage used 5 algorithms to adjust the models: logistic regression with and without penalization, neural networks, gradient boosted trees, and random forest. The algorithms' hyperparameters were optimized by 10-fold cross-validation to select those corresponding to the best models. For each algorithm, the best model was assessed in test data via area under the ROC curve (AUC) and related measures. All the models presented AUC ROC greater than 0.70. For the three models with the highest AUC ROC (neural networks and logistic regression with LASSO penalization and without penalization, respectively), quality measures of the predicted probability were also assessed. The expectation is that with the increased availability of data and trained human capital, it will be possible to develop predictive machine learning models with the potential to help health professionals make the best decisions.",2019,Cadernos de saude publica
EEG signal analysis using sparse approximations,"Electroencephalogram (EEG) is physiological signal generated in the brain. Electroencephalography is a method to record the electrical activity of the brain in order to detect the abnormalities of the brain. However, EEG also detects the signals which are not originated from the brain called artifacts. This paper deals with the analysis and extraction of EEG signals in sparse representation using sparse algorithms Orthogonal Matching Pursuit (OMP) and LASSO. OMP is an iterative greedy algorithm which replaces optimization problem in each step of Matching Pursuit(MP), an earlier algorithm for solving sparse approximation problems by least squares minimization. LASSO is an optimization technique which involves regression analysis concepts. Sparse approximations are used in practical applications like feature extraction, Denoising, Inpainting etc.",2017,"2017 Third International Conference on Biosignals, Images and Instrumentation (ICBSII)"
Chapter 4 Feature Selection in Feature Network Models : Finding Predictive Subsets of Features with the Positive Lasso 1,"A set of features is the basis for the network representation of proximity data achieved by Feature Network Models (FNM). Features are binary variables that characterize the objects in an experiment, with some measure of proximity as response variable. Sometimes features are provided by theory and play an important role in the construction of the experimental conditions. In some research settings, the features are not known a priori. This paper shows how to generate features in this situation and how to select an adequate subset of features that takes into account a good compromise between model fit and model complexity, using a new version of Least Angle Regression that restricts coefficients to be nonnegative, called the Positive Lasso. It will be shown that features can be generated efficiently with Gray codes that are naturally linked to the FNM. The model selection strategy makes use of the fact that FNM can be considered as a univariate multiple regression model. A simulation study shows that the proposed strategy leads to satisfactory results if the number of objects ! 22. If the number of objects is larger than 22, the number of features selected by our method exceeds the true number of features in some conditions.",2006,
Fast Sparse Group Lasso,"Sparse Group Lasso is a method of linear regression analysis that finds sparse parameters in terms of both feature groups and individual features. Block Coordinate Descent is a standard approach to obtain the parameters of Sparse Group Lasso, and iteratively updates the parameters for each parameter group. However, as an update of only one parameter group depends on all the parameter groups or data points, the computation cost is high when the number of the parameters or data points is large. This paper proposes a fast Block Coordinate Descent for Sparse Group Lasso. It efficiently skips the updates of the groups whose parameters must be zeros by using the parameters in one group. In addition, it preferentially updates parameters in a candidate group set, which contains groups whose parameters must not be zeros. Theoretically, our approach guarantees the same results as the original Block Coordinate Descent. Experiments show that our algorithm enhances the efficiency of the original algorithm without any loss of accuracy.",2019,
Identification of a six-gene signature predicting overall survival for hepatocellular carcinoma,"BackgroundHepatocellular carcinoma (HCC) remains a major challenge for public health worldwide. Considering the great heterogeneity of HCC, more accurate prognostic models are urgently needed. To identify a robust prognostic gene signature, we conduct this study.Materials and methodsLevel 3 mRNA expression profiles and clinicopathological data were obtained in The Cancer Genome Atlas Liver Hepatocellular Carcinoma (TCGA-LIHC). GSE14520 dataset from the gene expression omnibus (GEO) database was downloaded to further validate the results in TCGA. Differentially expressed mRNAs between HCC and normal tissue were investigated. Univariate Cox regression analysis and lasso Cox regression model were performed to identify and construct the prognostic gene signature. Time-dependent receiver operating characteristic (ROC), Kaplanâ€“Meier curve, multivariate Cox regression analysis, nomogram, and decision curve analysis (DCA) were used to assess the prognostic capacity of the six-gene signature. The prognostic value of the gene signature was further validated in independent GSE14520 cohort. Gene Set Enrichment Analyses (GSEA) was performed to further understand the underlying molecular mechanisms. The performance of the prognostic signature in differentiating between normal liver tissues and HCC were also investigated.ResultsA novel six-gene signature (including CSE1L, CSTB, MTHFR, DAGLA, MMP10, and GYS2) was established for HCC prognosis prediction. The ROC curve showed good performance in survival prediction in both the TCGA HCC cohort and the GSE14520 validation cohort. The six-gene signature could stratify patients into a high- and low-risk group which had significantly different survival. Cox regression analysis showed that the six-gene signature could independently predict OS. Nomogram including the six-gene signature was established and shown some clinical net benefit. Furthermore, GSEA revealed several significantly enriched oncological signatures and various metabolic process, which might help explain the underlying molecular mechanisms. Besides, the prognostic signature showed a strong ability for differentiating HCC from normal tissues.ConclusionsOur study established a novel six-gene signature and nomogram to predict overall survival of HCC, which may help in clinical decision making for individual treatment.",2019,Cancer Cell International
Hinging Hyperplanes for Time-Series Segmentation,"Division of a time series into segments is a common technique for time-series processing, and is known as segmentation. Segmentation is traditionally done by linear interpolation in order to guarantee the continuity of the reconstructed time series. The interpolation-based segmentation methods may perform poorly for data with a level of noise because interpolation is noise sensitive. To handle the problem, this paper establishes an explicit expression for segmentation from a compact representation for piecewise linear functions using hinging hyperplanes. This expression enables the use of regression to obtain a continuous reconstructed signal and, as a consequence, application of advanced techniques in segmentation. In this paper, a least squares support vector machine with lasso using a hinging feature map is given and analyzed, based on which a segmentation algorithm and its online version are established. Numerical experiments conducted on synthetic and real-world datasets demonstrate the advantages of our methods compared to existing segmentation algorithms.",2013,IEEE Transactions on Neural Networks and Learning Systems
