title,abstract,year,journal
Adaptive multi-view clustering via cross trace lasso,"We propose a novel multi-view clustering method by learning auto-regression problems under structural constraints and treating the regression coefficients as new feature representations for the cluster partition. In particular, we take the data intrinsic correlation structure into account. Correlated data under one view tend to be also related under another view and are likely to fall into the same group. Therefore we pair the data matrix from one view and the regression coefficient from a different view together to meet a trace Lasso constraint, which adaptively adjusts the sparsity of regression coefficients in order to promote consistent data correlations across views. Then a joint low-rank constraint is further imposed to encourage similar regression coefficients for the same samples under distinct views. Finally, we develop an effective algorithm to optimize the objective function. And experimental results demonstrate that our method is useful and fairly competitive compared with other state-of-the-art multi-view clustering methods.",2015,2015 3rd IAPR Asian Conference on Pattern Recognition (ACPR)
Sparsity considerations for dependent variables,"The aim of this paper is to provide a comprehensive introduc- tion for the study of `1-penalized estimators in the context of dependent observations. We define a general `1-penalized estimator for solving prob- lems of stochastic optimization. This estimator turns out to be the LASSO (Tib96) in the regression estimation setting. Powerful theoretical guaran- tees on the statistical performances of the LASSO were provided in recent papers, however, they usually only deal with the iid case. Here, we study this estimator under various dependence assumptions.",2011,Electronic Journal of Statistics
Stagewise Estimating Equations,"Stagewise estimation is a slow-brewing approach for model building that has recently experienced a revival due to its computational efficiency, its flexibility in handling complex data structures, and its intrinsic connections with penalized estimation. Synthesizing generalized estimating equations to handle correlated non-Gaussian data with stagewise techniques, this thesis proposes general stagewise estimation approaches that perform model selection in the presence of complex covariate structures. First, the setting where there is a prior covariate grouping structure or hierarchy is considered. As the grouping structure in practice is often not ideal as even important groups may contain unimportant variables, the key is to simultaneously conduct group selection and within-group variable selection, or in other words, bi-level selection. This thesis presents two approaches to address the challenge. The first is the bi-level stagewise estimating equations (BiSEE) approach, which is shown to correspond to the sparse group lasso penalized regression. The second is the hierarchical stagewise estimating equations (HiSEE) approach that can handle a more general hierarchical grouping structure, in which each stagewise estimation step itself is executed as a hierarchical selection process based on the grouping structure. The second setting explored is regression with interaction terms. As it is often required that main effect terms be included when an interaction term is part of a model, the goal is to perform variable selection that maintains the variable hierarchy. Two approaches are proposed by this thesis. The first is a hierarchical lasso stagewise estimating equations approach, which is shown to directly correspond to the hierarchical lasso penalized regression. The second is a stagewise active set approach, which enforces the variable hierarchy by conforming the selection to a properly growing active set in each stagewise estimation step. Simulation studies are presented to show the efficacy and superior computational efficiency of the proposed approaches. The approaches are also used to study the association between the suicide-related hospitalization rates among 15â€“19 year olds in Connecticut and the characteristics of the school districts in which they reside. Stagewise Estimating Equations Gregory Phillip Lucas Vaughan B.S., Mathematics, Trinity College, CT, USA, 2012 B.S., Computer Science, Trinity College, CT, USA, 2012 A Dissertation Submitted in Partial Fulfillment of the Requirements for the Degree of Doctor of Philosophy at the University of Connecticut 2017",2017,
Prioritizing predicted cis-regulatory elements for co-expressed gene sets based on Lasso regression models,Computational prediction of cis-regulatory elements for a set of co-expressed genes based on sequence analysis provides an overwhelming volume of potential transcription factor binding sites. It presents a challenge to prioritize transcription factors for regulatory functional studies. A novel approach based on the use of Lasso regression models is proposed to address this problem. We examine the ability of the Lasso model using time-course microarray data obtained from a comprehensive study of gene expression profiles in skin and mucosal wounds in mouse over all stages of wound healing.,2011,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society
A modified multinomial baseline logit model with logit functions having different covariates,"The multinomial logistic regression is a useful tool in the health and life sciences. In this paper, we propose a modified multinomial baseline logit model for nominal polychotomous data. The modified model is suitable for use in the situation where separate logistic models may be functions of different covariates. An estimation procedure is presented. The modified model is an alternative to the multinomial baseline logit model and the multivariate sparse group lasso. Simulation shows that this modified model outperforms the multinomial baseline logit model and the multinomial sparse group lasso. A real data set about an adolescent placement study is analyzed to demonstrate flexibility and efficiency of the modified model.",2019,Communications in Statistics - Simulation and Computation
Prediction models for solitary pulmonary nodules based on curvelet textural features and clinical parameters.,"Lung cancer, one of the leading causes of cancer-related deaths, usually appears as solitary pulmonary nodules (SPNs) which are hard to diagnose using the naked eye. In this paper, curvelet-based textural features and clinical parameters are used with three prediction models [a multilevel model, a least absolute shrinkage and selection operator (LASSO) regression method, and a support vector machine (SVM)] to improve the diagnosis of benign and malignant SPNs. Dimensionality reduction of the original curvelet-based textural features was achieved using principal component analysis. In addition, non-conditional logistical regression was used to find clinical predictors among demographic parameters and morphological features. The results showed that, combined with 11 clinical predictors, the accuracy rates using 12 principal components were higher than those using the original curvelet-based textural features. To evaluate the models, 10-fold cross validation and back substitution were applied. The results obtained, respectively, were 0.8549 and 0.9221 for the LASSO method, 0.9443 and 0.9831 for SVM, and 0.8722 and 0.9722 for the multilevel model. All in all, it was found that using curvelet-based textural features after dimensionality reduction and using clinical predictors, the highest accuracy rate was achieved with SVM. The method may be used as an auxiliary tool to differentiate between benign and malignant SPNs in CT images.",2013,Asian Pacific journal of cancer prevention : APJCP
A Penalized Regression Approach for Integrative Analysis in Gen ome-Wide Association Studies,"Over one thousand genome-wide association studies (GWAS) have been conducted in the past decade. Increasing biological evidence suggests the polygenic genetic architecture of complex traits: a complex trait is affected by many risk variants with small or moderate effects jointly. Meanwhile, recent progress in GWAS suggests that complex human traits may share common genetic bases, which is known as â€œpleiotropyâ€. To further improve statistical power of detecting risk genetic variants in GWAS, we propose a penalized regression method to analyze the GWAS dataset of primary interest by incorporating information from other related GWAS. The proposed method does not require the individual-level of genotype and phenotype data from other related GWAS, making it useful when only summary statistics are available. The key idea of the proposed approach is that related traits may share common genetic basis. Specifically, we propose a linear model for integrative analysis of multiple GWAS, in which risk genetic variants can be detected via identification of nonzero coefficients. Due to the pleiotropy effect, there exist genetic variants affecting multiple traits, which correspond to a consistent nonzero pattern of coefficients across multiple GWAS. To achieve this, we use a group Lasso penalty to identify this nonzero pattern in our model, and then develop an efficient algorithm based on the proximal gradient method. Simulation studies showed that the proposed approach had satisfactory performance. We applied the proposed method to analyze a body mass index (BMI) GWAS dataset from a European American (EA) population and achieved improvement over single GWAS analysis.",2015,Journal of biometrics & biostatistics
"Exploring the associations of serum concentrations of PCBs, PCDDs, and PCDFs with walking speed in the U.S. general population: Beyond standard linear models.","Studies have shown that persistent organic pollutants (POPs) can have various health effects. However, little is known about the effects of multiple chemicals with possible common sources of exposure on walking speed, a proxy index reflecting lower limb neuromuscular function and physical function. We simultaneously applied multiple linear and nonlinear statistical models to explore the complex exposure-response relationship between a mixture of 22 selected POPs and walking speed. A total of 14 polychlorinated biphenyls (PCBs), 3 polychlorinated dibenzo-p-dioxins (PCDDs), and 5 polychlorinated dibenzofurans (PCDFs) were measured in the serum of participants in the National Health and Nutrition Examination Survey (NHANES) from 1999 to 2002. Walking speed was measured during a physical examination. Linear regression (LR), least absolute shrinkage and selection operator (LASSO), and group LASSO were used to evaluate the linearity of mixtures, while restricted cubic spline (RCS) regression, random forest (RF), and Bayesian kernel machine regression (BKMR) models were used to evaluate the nonlinearity of mixtures. Potential confounders were adjusted in the above models. A total of 436 subjects were included in our final analysis. The results of the LR model did not identify any POP exposure that was significantly associated with walking speed. The LASSO results revealed an inverse association of one PCDD congener and two PCDF congeners with walking speed, while the group LASSO analysis identified PCDFs at the exposure level and at the group level. In the RCS analysis, two PCB congeners presented significant overall associations with walking speed. The PCB congener PCB194 showed statistically significant effects on the outcome (Pâ€¯=â€¯0.01) when a permutation-based RF was used. The BKMR analysis suggested that PCBs and PCDFs (probabilitiesâ€¯=â€¯0.887 and 0.909, respectively) are potentially associated with walking speed. Complex statistical models, such as RCS regression, RF and BKMR models, can detect the nonlinear and nonadditive relationships between PCBs and walking speed, while LASSO and group LASSO can identify only the linear relationships between PCDFs and walking speed. Fully considering the influence of collinearity in each method during modelling can increase the comprehensiveness and reliability of conclusions in studies of multiple chemicals.",2019,Environmental research
Oracle Inequalities for High-dimensional Prediction,"The abundance of high-dimensional data in the modern sciences has generated tremendous interest in penalized estimators such as the lasso, scaled lasso, square-root lasso, elastic net, and many others. In this paper, we establish a general oracle inequality for prediction in high-dimensional linear regression with such methods. Since the proof relies only on convexity and continuity arguments, the result holds irrespective of the design matrix and applies to a wide range of penalized estimators. Overall, the bound demonstrates that generic estimators can provide consistent prediction with any design matrix. From a practical point of view, the bound can help to identify the potential of specific estimators, and they can help to get a sense of the prediction accuracy in a given application.",2016,arXiv: Statistics Theory
Performance of CT-based radiomics in diagnosis of superior mesenteric vein resection margin in patients with pancreatic head cancer,"To accurately identify the relationship between a portal radiomics score (rad-score) and pathologic superior mesenteric vein (SMV) resection margin and to evaluate the diagnostic performance in patients with pancreatic head cancer. A total of 181 patients with postoperatively and pathologically confirmed pancreatic head cancer who underwent multislice computed tomography within one month of resection between January 2016 and December 2018 were retrospectively investigated. For each patient, 1029 radiomics features of the portal phase were extracted, which were reduced using the least absolute shrinkage and selection operator (LASSO) logistic regression algorithm. Multivariate logistic regression models were used to analyze the association between the portal rad-score and SMV resection margin. Patients with negative (R0) and positive (R1) margins accounted for 70.17% (127) and 29.83% (54) of the cohort, respectively. The rad-score was significantly associated with the SMV resection margin status (pâ€‰<â€‰0.05). Multivariate analyses confirmed a significant and independent association between the portal rad-score and SMV resection margin (OR 4.62; 95% CI 2.19â€“9.76; pâ€‰<â€‰0.0001). The portal rad-score had high accuracy (area under the curveâ€‰=â€‰0.750). The best cut point based on maximizing the sum of sensitivity and specificity was âˆ’ 0.741 (sensitivityâ€‰=â€‰64.8%; specificityâ€‰=â€‰74.0%; accuracyâ€‰=â€‰71.3%). Decision curve analysis indicated the clinical usefulness of radiomics score. The portal rad-score is significantly associated with the pathologic SMV resection margin, and it can accurately and noninvasively predict the SMV resection margin in patients with pancreatic cancer.",2020,Abdominal Radiology
