title,abstract,year,journal
Identifying prognostic intratumor heterogeneity using pre- and post-radiotherapy 18F-FDG PET images for pancreatic cancer patients.,"BACKGROUND
To stratify risks of pancreatic adenocarcinoma (PA) patients using pre- and post-radiotherapy (RT) PET/CT images, and to assess the prognostic value of texture variations in predicting therapy response of patients.


METHODS
Twenty-six PA patients treated with RT from 2011-2013 with pre- and post-treatment 18F-FDG-PET/CT scans were identified. Tumor locoregional texture was calculated using 3D kernel-based approach, and texture variations were identified by fitting discrepancies of texture maps of pre- and post-treatment images. A total of 48 texture and clinical variables were identified and evaluated for association with overall survival (OS). The prognostic heterogeneity features were selected using lasso/elastic net regression, and further were evaluated by multivariate Cox analysis.


RESULTS
Median age was 69 y (range, 46-86 y). The texture map and temporal variations between pre- and post-treatment were well characterized by histograms and statistical fitting. The lasso analysis identified seven predictors (age, node stage, post-RT SUVmax, variations of homogeneity, variance, sum mean, and cluster tendency). The multivariate Cox analysis identified five significant variables: age, node stage, variations of homogeneity, variance, and cluster tendency (with P=0.020, 0.040, 0.065, 0.078, and 0.081, respectively). The patients were stratified into two groups based on the risk score of multivariate analysis with log-rank P=0.001: a low risk group (n=11) with a longer mean OS (29.3 months) and higher texture variation (>30%), and a high risk group (n=15) with a shorter mean OS (17.7 months) and lower texture variation (<15%).


CONCLUSIONS
Locoregional metabolic texture response provides a feasible approach for evaluating and predicting clinical outcomes following treatment of PA with RT. The proposed method can be used to stratify patient risk and help select appropriate treatment strategies for individual patients toward implementing response-driven adaptive RT.",2017,Journal of gastrointestinal oncology
[Predictive mortality factors and the development of major complications in non-traumatic subarachnoid hemorrhage].,"Our aim was to analyze death prognostic factors in the first six months or the development of major neurological complications (delayed brain ischaemia and rebleeding) or general complications (cardiorespiratory, hydroelectrolytic or infectious) in non-traumatic subarachnoid haemorrhage. We carried out an observational study of a historical cohort of 111 patients admitted consecutively to our Centre between 1986 and 1992 and who were diagnosed as having subarachnoid haemorrhage based upon clinical data and confirmed in all cases by brain computerized tomography (CT) scan and/or lumbar puncture. Clinical variables upon admission were collected prospectively and radiological data were obtained retrospectively. We performed a logistic regression analysis which showed as significant predictive variables for death in the first six months a score on the Hunt-Hess scale greater than 2, a score on the Glassow scale of less than 9, female, aged over 50 and rebleeding. As predictive factors for delayed brain ischaemia we identified the female sex and the existence of earlier general complications. In the development of rebleeding a significant predictive factor was high blood pressure antecedents although this may have been controlled upon admission. For the appearance of general complications, significant predictive factors were more than 2 on the Hunt-Hess scale and hypertension antecedents. The use of these predictive parameters may help evaluate a prognosis in subarachnoid haemorrhage patients and also help make decisions in the management of this pathology.",1996,Revista de neurologia
Least Squares Estimation in High Dimensional Sparse Heteroscedastic Models,"This contribution gives a brief review on penalized least squares methods in sparse linear regression models with a specific focus on heteroscedastic data structures. We discuss the well known bridge estimators, Lasso and adaptive Lasso and a new class of weighted penalized least squares methods, which address the problem of heteroscedasticity. We give a careful explanation on how the choice of the regularizing parameter affects the quality of the statistical inference (such as conservative or consistent model selection). The new estimators are asymptotically (pointwise) as efficient as estimators which are assisted by a model selection oracle. The results are illustrated by means of a small simulation study and the analysis of a data example.",2013,
Regularized logistic regression for obstructive sleep apnea screening during wakefulness using daytime tracheal breathing sounds and anthropometric information,"Obstructive sleep apnea (OSA) is a prevalent health problem. Developing a technology for quick OSA screening is momentous. In this study, we used regularized logistic regression to predict the OSA severity level of 199 individuals (116 males) with apnea/hypopnea index (AHI) â‰¥ 15 (moderate/severe OSA) and AHI < 5 (non-OSA) using their tracheal breathing sounds (TBS) recorded during daytime, while they were awake. The participants were guided to breathe through their nose, and then through their mouth at their deep breathing rate. The least absolute shrinkage and selection operator (LASSO) feature selection approach was used to select the discriminative features from the power spectra of the TBS and the anthropometric information. Using a five-fold cross-validation procedure, five different training sets and their corresponding blind-testing sets were formed. The average blind-testing classification accuracy over the five different folds was found to be 79.3% Â± 6.1 with the sensitivity (specificity) of 82.2% Â± 7.2% (75.8% Â± 9.9%). The accuracy for the entire dataset was found to be 81.1% with sensitivity (specificity) of 84.4% (77.0%). The feature selection and classification procedures were intelligible and fast. The selected features were physiologically meaningful. Overall, the results show that TBS analysis can be used as a quick and reliable prediction of the presence and severity of OSA during wakefulness without a sleep study. Graphical abstract Wakefulness screening of obstructive sleep apnea using tracheal breathing sounds and anthropometric information by means of regularized logistic regression with the least absolute shrinkage and selection operator approach for feature selection and classification. Wakefulness screening of obstructive sleep apnea using tracheal breathing sounds and anthropometric information by means of regularized logistic regression with the least absolute shrinkage and selection operator approach for feature selection and classification.",2019,Medical & Biological Engineering & Computing
Penalized regression via the restricted bridge estimator.,"This article is concerned with the Bridge Regression, which is a special family in penalized regression with penalty function $\sum_{j=1}^{p}|\beta_j|^q$ with $q>0$, in a linear model with linear restrictions. The proposed restricted bridge (RBRIDGE) estimator simultaneously estimates parameters and selects important variables when a prior information about parameters are available in either low dimensional or high dimensional case. Using local quadratic approximation, the penalty term can be approximated around a local initial values vector and the RBRIDGE estimator enjoys a closed-form expression which can be solved when $q>0$. Special cases of our proposal are the restricted LASSO ($q=1$), restricted RIDGE ($q=2$), and restricted Elastic Net ($1< q < 2$) estimators. We provide some theoretical properties of the RBRIDGE estimator under for the low dimensional case, whereas the computational aspects are given for both low and high dimensional cases. An extensive Monte Carlo simulation study is conducted based on different prior pieces of information and the performance of the RBRIDGE estiamtor is compared with some competitive penalty estimators as well as the ORACLE. We also consider four real data examples analysis for comparison sake. The numerical results show that the suggested RBRIDGE estimator outperforms outstandingly when the prior is true or near exact",2019,arXiv: Statistics Theory
Reconstructing ecological networks with hierarchical Bayesian regression and Mondrian processes,"Ecological systems consist of complex sets of interactions among species and their environment, the understanding of which has implications for predicting environmental response to perturbations such as invading species and climate change. However, the revelation of these interactions is not straightforward, nor are the interactions necessarily stable across space. Machine learning can enable the recovery of such complex, spatially varying interactions from relatively easily obtained species abundance data. Here, we describe a novel Bayesian regression and Mondrian process model (BRAMP) for reconstructing species interaction networks from observed field data. BRAMP enables robust inference of species interactions considering autocorrelation in species abundances and allowing for variation in the interactions across space. We evaluate the model on spatially explicit simulated data, produced using a trophic niche model combined with stochastic population dynamics. We compare the modelâ€™s performance against L1-penalized sparse regression (LASSO) and non-linear Bayesian networks with the BDe scoring scheme. Finally, we apply BRAMP to real ecological data.",2013,
Predicting the risk of sarcopenia in elderly patients with patellar fracture: Development and assessment of a new predictive nomogram,"Purpose This study was aimed at developing a risk prediction model for postoperative dysplasia in elderly patients with patellar fractures in China. Patients and methods We conducted a community survey of patients aged â‰¥55 years who underwent surgery for patellar fractures between January 2013 and October 2018, through telephone interviews, community visits, and outpatient follow-up. We established a predictive model for assessing the risk of sarcopenia after patellar fractures. We developed the prediction model by combining multivariate logistic regression analysis with the least absolute shrinkage model and selection operator regression (Lasso analysis). The predictive quality and clinical utility of the predictive model were determined using C-index, calibration plots, and decision curve analysis. We conducted internal sampling methods for qualitative assessment. Result We recruited 61 participants (males: 20, mean age: 68.1 years). Various risk factors were assessed, and low body mass index and diabetes mellitus were identified as the most important risk factors (P<0.05). The model showed a good prediction rate (C-index: 0.909; 95% confidence interval: 0.81â€“1.00) and good correction effect. The C-index remained high (0.828) even after internal sample verification. Decision curve analysis showed that the risk of sarcopenia was 8.3â€“80.0%, suggesting good clinical practicability. Conclusion Our prediction model shows promise as a cost-effective tool for predicting the risk of postoperative sarcopenia in elderly patients based on the following: advanced age, low body mass index, diabetes, longer postoperative hospital stay, no higher education, no postoperative rehabilitation, removal of internal fixation, and less outdoor exercise.",2019,bioRxiv
A Study on the Influencing Factors of Stock Returns Based on PCA -LASSO Model,"This paper analyzes the influence factors to explain the cross-section of expected returns. Our paper proposes the PCA-LASSO model and its reduced model, comparing them with the results of traditional linear regression model and LASSO regression model. The results show that the proposed PCA-LASSO model and its reduced model are superior to the existing two methods in the prediction of the stock returns of the industry. For practical applications, the research method proposed in this paper has wide applicability and the research conclusion can provide important reference for the securities investors.",2017,DEStech Transactions on Computer Science and Engineering
Relative-error inertial-relaxed inexact versions of Douglas-Rachford and ADMM splitting algorithms,This paper derives new inexact variants of the Douglas-Rachford splitting method for maximal monotone operators and the alternating direction method of multipliers (ADMM) for convex optimization. The analysis is based on a new inexact version of the proximal point algorithm that includes both an inertial step and overrelaxation. We apply our new inexact ADMM method to LASSO and logistic regression problems and obtain somewhat better computational performance than earlier inexact ADMM methods.,2020,Comp. Opt. and Appl.
Thesis Abstract Incorporation of genetic marker information in beef cattle breeding programs,"The availability of molecular marker information has turned out to be an opportunity to improve animal breeding programs, by the inclusion of those effects in the estimation of breeding values. Along this perspective, the aims of present research were to compare genetic evaluation models that assume or not marker effects in the estimation of breeding values, as well as to estimate the allelic substitution effects of SNP markers, by applying six different methods (Bayesian multiple regression, Bayesian ridge regression, Bayes A, Bayes B, Bayes CÏ€, and Bayesian Lasso), and to evaluate the impact of these effects on the reliability of breeding values and the divergences in animal classification based on classical breeding values and markerassisted breeding values. Data of 83,404 animals belonging to a Nellore beef cattle (Bos indicus) selection program, measured for post-weaning gain, scrotal circumference and muscle score, and corresponding to 116,562 animals in the relationship matrix, were used. From these animals, a set of 3160 animals with phenotypic and genealogy data available were genotyped with a panel of 106 SNP markers. Model comparison results did not clearly demonstrate the advantage of",2013,Genetics and Molecular Research
