title,abstract,year,journal
Handbook of nucleic acid purification,"Nucleic Acids: Structures, Functions, and Applications, Valentin V. Vlassov, Dmitrii V. Pyshnyi, and Pavel E. Vorobjev Purification of Nucleic Acids from Viruses Isolation of Viral DNA from Cultures, Larry A. Hanson Isolation of Viral RNA from Cultures, Ling Zhao and Zhen F. Fu Preparation of Viral Samples for Direct Molecular Applications, Grant S. Hansman Purification of Nucleic Acids from Bacteria Chapter 5 Isolation of Bacterial DNA from Cultures, Dongyou Liu Isolation of Bacterial RNA from Cultures, Som Subhra Chatterjee and Trinad Chakraborty Isolation of Plasmids, Armelle Bigot and Alain Charbit Preparation of Bacterial Samples for Direct Molecular Applications, Knut Rudi, Robert C. Wilson, Kjetill S. Jakobsen, and Dongyou Liu Purification of Nucleic Acids from Fungi Isolation of Nucleic Acids from Yeasts, Lakshman P. Samaranayake, Nipuna B. Parahitiyawa, and C. Jayampath Seneviratne Isolation of Nucleic Acids from Filamentous Fungi, Margaret E. Katz and Brian F. Cheetham Preparation of Fungal Specimens for Direct Molecular Applications, Francoise Irlinger, Nicolas Berthet, Tatiana Vallaeys, Valerie Vasseur, Renaud Ioos, Marc Buee, and Jerome Mounier Purification of Nucleic Acids from Parasites and Insects olation of Nucleic Acids from Protozoa, Vitaliano A. Cama and Lihua Xiao Isolation of Nucleic Acids from Helminthes, Munehiro Okamoto and Akira Ito Isolation of Nucleic Acids from Insects, Kun Yan Zhu Preparation of Parasitic Specimens for Direct Molecular Applications, Huw Vaughan Smith and Rosely Angela Bergamin Nichols Purification of Nucleic Acids from Mammals Isolation of Nucleic Acids from Body Fluids, Karen Page and Jacqueline Amanda Shaw Isolation of Nucleic Acids from Soft Tissues, Sergey Kovalenko Isolation of Nucleic Acids from Hard Tissues. Judith Weidenhofer and Jennifer A. Byrne Isolation of DNA from Ancient Samples, Paula F. Campos, Eske Willerslev, and M. Thomas P. Gilbert Preparation of Forensic Samples for Direct Molecular Applications, Erin K. Hanson and Jack Ballantyne Purification of Nucleic Acids from Plants Isolation of Nucleic Acids from Plants, Song Weining and Dongyou Liu Isolation of Megabase-Sized DNA Fragments from Plants, Meiping Zhang, Yaning Li, and Hong-Bin Zhang Purification of Nucleic Acids from Miscellaneous Sources Purification of Nucleic Acids from Gels, Chunfang Zhang and Theo Papakonstantinou Index",2009,
Toxic and mutagenic action of the herbicide alachlor (lasso) on various strains of the nitrogen-fixing blue-green alga Nostoc muscorum and characterization of the herbicide-induced mutants resistant to methylamine and l-methionine-dl-sulfoximine,"Abstract Alachlor (lasso), like butachlor (machete) shows mutagenic properties when tested in Nostoc muscorum systems. The mutagenicity of the two herbicides seems considerably higher than that of MNNG ( N -methyl- N â€²-nitro- N -nhitrosoguanidine). A dose of alachlor considerably higher than that of butachlor is needed to obtain a comparable level of growth inhibition and mutagenesis, thus suggesting that butachlor is the more efficient mutagen. Methylamine-resistant (MA-R) and l -methionine- dl -sulfoximine-resistant (MSO-R) mutants have been obtained spontaneously or following mutagenic treatment with either herbicide. MA-R strains appear to metabolize methylamine as a nitrogen source. MSO-R strains do not form heterocysts in NO 3 âˆ’ or NH 4 + medium containing or lacking MSO; the parent N. muscorum does not form heterocysts in NO 3 âˆ’ or NH 4 + medium lacking MSO but does form them in either nitrogen medium containing MSO.",1979,Environmental and Experimental Botany
ì—˜ë¤¼ì•„ë¥´ ì‹œì˜ ì—¬ì„±ìœ í˜•ê³¼ ì†Œí†µì˜ ì€ìœ ,"La femme chez Eluard, que nous classons en quatre types, represente la poetique eluardienne. La femme chaotique qui fusionne en elle tous les elements du monde visible et invisible symbolise la poetique de la reception. GrÃ¢ce a son ubiquite, la femme creative, produisant partout les etres humains et naturels pareils a elle, manifeste la poetique de l'alterite. En outre, situee entre les elements de l'univers, la femme mediatrice reunit les antinomiques, pour representer la poetique du rapport. Enfin, la femme renaissante concretise la poetique de la vivacite, en allant de la mort a la vie, de la nuit a l'aurore. Face a ces femmes, le moi poetique manifeste sa volonte de se communiquer, en employant souvent â€œl'appelationâ€ qui est une strategie efficace pour attirer l'attention du recepteur. De plus, il utilise la metaphore afin d'identifier la femme avec tous les elements du monde. Il assure que l'union entre le toi et le monde garantit celle entre le toi et le moi. Il s'agit d'un lyrisme de l'alterite qui s'ouvre vers le monde et autrui. Il est concretise par le paysage cosmique de la femme, compose des sentiments, des concepts abstraits et du monde exterieur. Les caracteristiques de la femme sont eclairees par son rapport avec la rue qui symbolise l'avancement de l'etre et du monde et leur rencontre. La femme chaotique apprivoise la rue enfouie dans le noir, en l'ouvrant ou la fermant a son gre. Elle engendre ainsi un nouvel ordre dans le desordre. Devant cette femme, les tensions entre l'enfermement et la delivrance, entre l'ombre et la lumiere s'effondrent. Quant a la femme maternelle, elle abolit toutes les routes grÃ¢ce a son ubiquite. En dehors du temps et de l'espace habituels, elle engendre partout ses enfants pareils a elle. Cette femme permet ainsi au monde et aux etres de durer infinimemt. La femme mediatrice joue le role mediateur en englobant les humains, les organiques, les inorganiques, le monde et le temps. Dans cette femme metaphorisee par le paysage transparent, tous les routes se relient et personne n'y se perd. La femme-phenix annonce qu'au bout d'une rue en commence une autre, ce qui montre la demarche cyclique : la fin devient le debut, et la mort devient la vie. Ainsi, les femmes eluardiennes renoncent aux rues existantes et unilaterales. Transformables et multiformes, elles ouvrent infiniment une nouvelle rue et un nouvel espace. Les quatres types feminins que nous avons envisages chronologiquement representent la demarche cyclique de la poesie eluardienne, allant du chaos a la renaissance en passant par la creation et la mediation. Par rapport a la poesie de sa premiere periode ou fusionnent les images et les langages breves et morcelees, celle de sa derniere periode syntetise en une seule unite tous les elements epars. La poesie d'Eluard impregnee de caracteristiques feminines brille par son langage sensuel et vivace, et manifeste la poetique de l'ouverture vers le monde de l'autre.",2003,
Supervised Learning for Dynamical System Learning,"Recently there has been substantial interest in spectral methods for learning dynamical systems. These methods are popular since they often offer a good tradeoff between computational and statistical efficiency. Unfortunately, they can be difficult to use and extend in practice: e.g., they can make it difficult to incorporate prior information such as sparsity or structure. To address this problem, we present a new view of dynamical system learning: we show how to learn dynamical systems by solving a sequence of ordinary supervised learning problems, thereby allowing users to incorporate prior knowledge via standard techniques such as L1 regularization. Many existing spectral methods are special cases of this new framework, using linear regression as the supervised learner. We demonstrate the effectiveness of our framework by showing examples where nonlinear regression or lasso let us learn better state representations than plain linear regression does; the correctness of these instances follows directly from our general analysis.",2015,Advances in neural information processing systems
Optimizing large portfolios using factors and sparse hedging,"In this paper we make use of a combination of financial factors and sparse hedging portfolios to allocate a large number of assets into a minimum variance portfolio. Regularized hedging portfolios can be formed using the graphical lasso but relies on statistical sparsity assumptions. The financial factors serve an important role to make these assumptions more suitable. In turn, the estimated hedging portfolios complement the factor model by allowing for deviations from the strict factor structure. The method includes two important features, it makes it possible to avoid the explicit high-dimensional matrix inversion. Secondly, it imposes sparsity restrictions on the partial correlations instead of the pairwise correlation of returns. Empirically, we find that this method tends to reduce portfolio volatility more than prominent alternative methods. The performance improvements are statistically significant and greatest when high-dimensional matrix inversion is completely circumvented.",2020,
The More Obese - The Less Pubertal Height Gain,"Results â€“age at onset of pubertal growth There was a linear correlation of obesity degree (BMISDS) and onset of pubertal growth (AgeP5): 9.67 years 0.121 x BMISDS in girls, 11.59 years 0.115 x BMISDS in boys (Fig 5). The results were similar to the results from the population study (with AgeP5 9.82 years 0.137 x BMISDS in girls, 11.81 years 0.127 x BMISDS in boys), meaning that every increase in BMISDS by 1 SD-score give an earlier onset of pubertal growth by 1.4-1.6 month (both sexes, both study groups). The more obese -the less pubertal height gain Anton Holmgren1,2*, Aimon Niklasson1, JuliÃ¡n MartÃ­nez-Villanueva3, Gabriel Ã Martos-Moreno3,4,5,6* JesÃºs Argente3,4,5,6,7*, Kerstin Albertsson-Wikland8*",2018,
Machine Learning predictive model of grapevine yield based on agroclimatic patterns,"Abstract Grapevine yield prediction during phenostage and particularly, before harvest is highly significant as advanced forecasting could be a great value for superior grapevine management. The main contribution of the current study is to develop predictive model for each phenology that predicts yield during growing stages of grapevine and to identify highly relevant predictive variables. Current study uses climatic conditions, grapevine yield, phenological dates, fertilizer information, soil analysis and maturation index data to construct the relational dataset. After words, we use several approaches to pre-process the data to put it into tabular format. For instance, generalization of climatic variables using phenological dates. Random Forest, LASSO and Elasticnet in generalized linear models, and Spikeslab are feature selection embedded methods which are used to overcome dataset dimensionality issue. We used 10-fold cross validation to evaluate predictive model by partitioning the dataset into training set to train the model and test set to evaluate it by calculating Root Mean Squared Error (RMSE) and Relative Root Mean Squared Error (RRMSE). Results of the study show that rf_PF, rf_PC and rf_MH are optimal models for flowering (PF), colouring (PC) and harvest (MH) phenology respectively which estimate 1484.5, 1504.2 and 1459.4 (Kg/ha) low RMSE and 24.6%, 24.9% and 24.2% RRMSE, respectively as compared to other models. These models also identify some derived climatic variables as major variables for grapevine yield prediction. The reliability and early-indication ability of these forecast models justify their use by institutions and economists in decision making, adoption of technical improvements, and fraud detection.",2019,"Engineering in agriculture, environment and food"
The Quintessence of Child Conduct Problems: Identifying Central Behaviors through Network Analysis,"Child conduct problems are generally treated as a latent construct or as an additive index, where indicators are considered equally reflective indicators, in line with the â€œcommon cause hypothesisâ€. The current study presents a third alternative, where conduct problems constitute behaviors that associate and interact, in terms of a multivariate network structure. The aims of the study were to investigate the network structure of conduct problems and reveal strongly connected and central behaviors. Child gender and age were included into the analyses to uncover how these relate to the specific behaviors. The sample comprised of parent-reported data of 551 Norwegian children (age 3â€“12) with moderate to high levels of conduct problems, who reported intensity of 22 behaviors using the Eyberg Child Behavior Inventory. The research questions were examined by estimating a correlational and partial correlational LASSO network of conduct problems. Results showed that behaviors in general were positively connected. The majority of behaviors clustered into two distinct domains, reflecting inattention and oppositional defiant behavior. Furthermore, results showed that behaviors showed differential centrality, i.e., not all behaviors were equally important to the conceptualization of child conduct problems. Implications of the results for assessment and intervention are discussed.",2019,Journal of Psychopathology and Behavioral Assessment
Radiomic Nomogram Improves Preoperative T Category Accuracy in Locally Advanced Laryngeal Carcinoma,"Surgical decision-making on advanced laryngeal carcinoma is heavily depended on the identification of preoperative T category (T3 vs. T4), which is challenging for surgeons. A T category prediction radiomics (TCPR) model would be helpful for subsequent surgery. A total of 211 patients with locally advanced laryngeal cancer who had undergone total laryngectomy were randomly classified into the training cohort (n = 150) and the validation cohort (n = 61). We extracted 1,390 radiomic features from the contrast-enhanced computed tomography images. Interclass correlation coefficient and the least absolute shrinkage and selection operator (LASSO) analyses were performed to select features associated with pathology-confirmed T category. Eight radiomic features were found associated with preoperative T category. The radiomic signature was constructed by Support Vector Machine algorithm with the radiomic features. We developed a nomogram incorporating radiomic signature and T category reported by experienced radiologists. The performance of the model was evaluated by the area under the curve (AUC). The T category reported by radiologists achieved an AUC of 0.775 (95% CI: 0.667-0.883); while the radiomic signature yielded a significantly higher AUC of 0.862 (95% CI: 0.772-0.952). The predictive performance of the nomogram incorporating radiomic signature and T category reported by radiologists further improved, with an AUC of 0.892 (95% CI: 0.811-0.974). Consequently, for locally advanced laryngeal cancer, the TCPR model incorporating radiomic signature and T category reported by experienced radiologists have great potential to be applied for individual accurate preoperative T category. The TCPR model may benefit decision-making regarding total laryngectomy or larynx-preserving treatment.",2019,Frontiers in Oncology
"L'efficacite de traduction d'arnm hybrides lacz d'e. Coli est couplee a leur synthese et a leur degradation, et est modulee par les conditions metaboliques","Pour examiner l'influence possible des conditions de croissance sur la traduction des arnm de e. Coli et l'existence eventuelle d'un couplage entre traduction et degradation et entre traduction et synthese des arnm, nous avons construit une collection de genes chimeriques lamb-lacz et gale-lacz ne differant entre eux que par des mutations ponctuelles affectant l'efficacite de traduction. Nos resultats indiquent que selon l'efficacite de traduction des arnm hybrides lacz, il se produit soit un couplage entre traduction et synthese, soit un couplage entre traduction et degradation dans lequel l'endonuclease rnase e est impliquee. Nous proposons un modele mecanistique pour le role de la rnase e et nous nous interrogeons sur la generalite et le role physiologique d'un couplage traduction-degradation-synthese des arnm. Nous montrons egalement que les efficacites relatives de traduction des arnm hybrides lacz peuvent etre largement modulees par les conditions de croissance. Selon leur reponse a un changement des conditions de croissance, nous classons les arnm en deux categories. Le changement des conditions de croissance modifie de nombreux parametres cellulaires. Nous testons donc l'effet des variations de differents parametres sur les efficacites de traduction des arnm hybrides lacz et discutons de l'eventuelle generalite de ce phenomene",1992,
