title,abstract,year,journal
Sismabonus facile capannoni industriali,"Questo volume â€“ con taglio decisamente operativo e decine di illustrazioni tecniche originali - fornisce metodologie per progettare e realizzare interventi di miglioramento sismico, finalizzati a conseguire gli sgravi fiscali del c.d. â€œSismabonusâ€, con riferimento a capannoni industriali prefabbricati. Sono fornite indicazioni generali su tali tipologie di strutture e sulle azioni cui le stesse sono sottoposte in caso di sisma, anche alla luce degli opportuni richiami normativi alle NTC17.â€¨Vengono poi esaminati i rischi cui piu frequentemente tali tipologie costruttive sono esposte, che originano da carenze nelle unioni tra elementi strutturali travi-pilastri o copertura-travi, da carenze nella connessione tra il sistema di tamponatura esterna e la struttura portante, nonche da carenze di stabilita dei sistemi presenti internamente (macchinari, impianti, scaffalature, ecc.) che possono indurre danni alle strutture in quanto privi di sistemi di controventamento o indotti al collasso dal loro contenuto.â€¨Per ciascuna delle problematiche evidenziate sono fornite metodologie di intervento pratiche ed efficaci, coerenti con la finalita di conseguire il miglioramento della classe di rischio sismico in maniera non invasiva e con minime interferenze rispetto alle attivita svolte nelle strutture. 
A supporto dei Professionisti sono forniti - nella â€œCassetta degli attrezziâ€ accessibile tramite l'Area download collegata al volume - due fogli elettronici per la determinazione dellâ€™accelerazione sismica e per la verifica dei collegamenti prima e dopo lâ€™intervento, ed altre utilita varie.",2017,
Fast Convex Pruning of Deep Neural Networks,"We develop a fast, tractable technique called Net-Trim for simplifying a trained neural network. The method is a convex post-processing module, which prunes (sparsifies) a trained network layer by layer, while preserving the internal responses. We present a comprehensive analysis of Net-Trim from both the algorithmic and sample complexity standpoints, centered on a fast, scalable convex optimization program. Our analysis includes consistency results between the initial and retrained models before and after Net-Trim application and guarantees on the number of training samples needed to discover a network that can be expressed using a certain number of nonzero terms. Specifically, if there is a set of weights that uses at most $s$ terms that can re-create the layer outputs from the layer inputs, we can find these weights from $\mathcal{O}(s\log N/s)$ samples, where $N$ is the input size. These theoretical results are similar to those for sparse regression using the Lasso, and our analysis uses some of the same recently-developed tools (namely recent results on the concentration of measure and convex analysis). Finally, we propose an algorithmic framework based on the alternating direction method of multipliers (ADMM), which allows a fast and simple implementation of Net-Trim for network pruning and compression.",2020,ArXiv
Simultaneous nonparametric regression in RADWT dictionaries,"Abstract A new technique for nonparametric regression of multichannel signals is presented. The technique is based on the use of the Rational-Dilation Wavelet Transform (RADWT), equipped with a tunable Q-factor able to provide sparse representations of functions with different oscillations persistence. In particular, two different frames are obtained by two RADWT with different Q-factors that give sparse representations of functions with low and high resonance. It is assumed that the signals are measured simultaneously on several independent channels and that they share the low resonance component and the spectral characteristics of the high resonance component. Then, a regression analysis is performed by means of the grouped lasso penalty. Furthermore, a result of asymptotic optimality of the estimator is presented using reasonable assumptions and exploiting recent results on group-lasso like procedures. Numerical experiments show the performance of the proposed method in different synthetic scenarios as well as in a real case example for the analysis and joint detection of sleep spindles and K-complex events for multiple electroencephalogram (EEG) signals.",2019,Comput. Stat. Data Anal.
Measuring Systemic Risk with Network Connectivity: Extended Abstract,"Measuring connectedness among financial institutions is an important aspect of monitoring systemwide risk development and identifying systemically risky institutions. In this work, we present a novel statistical method for measuring connectivity among firms using publicly available time series of firm-level characteristics. The proposed method relies on a Lasso penalized estimation of high-dimensional vector autoregressive models (VAR) and provides a principled framework for estimating network topology of linkages among firms. We apply our method to analyze connectivity among stock returns of leading financial firms in the U.S. before, during and after the financial crisis of 2007-2009, and show that centrality measures of the estimated networks can be used to identify important systemic events and systemically risky institutions.",2016,
The Three Figures of Geontology,"Social Nature and the Limits to Capital,â€ March 2014, minor revisions June 2014, Jason W. Moore (blog), http://www.jasonwmoore.com/. 20. Joel Achenbach, â€œWelcome to the Anthropocene,â€ Achenblog (blog), Washington Post, August 3, 2010, https://www.washingtonpost.com/news/achenblog/. Achenbach is reporting on the talk that National Geographicâ€™s Dennis Dimick gave at the Aspen Environmental Forum. ANTHROPOCENE FEMINISM book interior.indb 63 1/18/17 11:09 AM 64    elizabeth a. povinelli 21. Dipesh Chakrabarty, â€œThe Climate of History: Four Theses,â€ Critical Inquiry 35 (Winter 2009): 197â€“ 222; Chakrabarty, Provincializing Europe: Postcolonial Thought and Historical Difference (Princeton, N.J.: Princeton University Press, 2007). 22. Bruno Latour, â€œPerspectivism: â€˜Typeâ€™ or â€˜Bombâ€™?,â€ Anthropology Today 25, no. 2 (2009): 1â€“ 2. In this editorial, Bruno Latour reviews a debate on â€œPerspectivism and Animismâ€ between Philippe Descola (College of France) and Eduardo Viveiros de Castro (National Museum of Rio de Janeiro) that took place at Maison Suger, Institute of Advanced Studies, Paris, on January 30, 2009. 23. Colebrook, Death of the PostHuman; Elizabeth Grosz, Becoming Undone: Darwinian Reflections on Life, Politics, and Art (Durham, N.C.: Duke University Press, 2011). 24. Eugene Thacker, After Life (Chicago: University of Chicago Press, 2010), x. 25. Quentin Meillassoux, After Finitude: An Essay of the Necessity of Contingency, trans. Ray Brassier (London: Bloomsbury, 2009), 10. 26. I elaborate the preceding points in â€œThe Will to Be Otherwise/The Effort of Endurance,â€ South Atlantic Quarterly 111, no. 3 (2012): 453â€“ 75. 27. Kathryn Yusoff, â€œGeologic Life: Prehistory, Climate, Futures in the Anthropocene,â€ Environment and Planning D: Society and Space 31, no. 5: 779â€“ 95. 28. Colebrook, Death of the PostHuman; Eugene Thacker, In the Dust of This Planet (Alresford Hants, U.K.: Zero Books, 2011). 29. John Carriero, â€œConatus and Perfection in Spinoza,â€ Midwest Studies in Philosophy 35, no. 1 (2011): 74. 30. Eduardo Kohn, How Forests Think: Toward an Anthropology beyond the Human (Berkeley: University of California Press, 2013). 31. Jane Bennett, â€œA Vitalist Stopover on the Way to a New Materialism,â€ in New Materialisms: Ontology, Agency, and Politics, ed. Diana Coole and Samantha Frost, 47â€“ 69 (Durham, N.C.: Duke University Press, 2010). See also Arun Saldanha and Hoon Song, eds., Sexual Difference: Between Psychoanalysis and Vitalism (London: Routledge, 2014). 32. Temple Grandin, Thinking in Pictures: My Life with Autism, expanded ed. (New York: Vintage Books, 2006), 122. 33. Jasbir Puar, Terrorist Assemblages: Homonationalism in Queer Times (Durham, N.C.: Duke University Press, 2007). 34. Nafeez Ahmed, â€œPentagon Bracing for Public Dissent over Climate and Energy Shocks,â€ The Guardian, June 14, 2013, https://www.theguardian.com/en vironment/earth-insight/2013/jun/14/climate-change-energy-shocks-nsa-prism. ANTHROPOCENE FEMINISM book interior.indb 64 1/18/17 11:09 AM Anthropocene Feminism Richard Grusin, Editor CENTER FOR 21ST CENTURY STUDIES university of minnesota Press",2016,
Variational Bayes Based Multiuser Detection for Onâ€“Off Random Access Channels,"This paper considers onâ€“off random access channels where the users transmit either a one or a zero to a base station or fusion center, and it is assumed that only a small fraction of users are active during any channel use. Under these assumptions, the problem of identifying the active users reduces to that of recovering a sparse binary vector from noisy random linear measurements. A hierarchical Bayesian approach is proposed in this paper to recover the set of active users. A fast approximate Bayesian inference based on Variational Bayes (VB) is then developed. Extensive simulation results are then provided to compare the performance of the proposed VB based Bayesian MUD approach to sparse estimation techniques such as OMP and LASSO. It is observed that the proposed approach is robust to variations in noise as well as sparsity levels. Further, for a given BER performance, the proposed approach requires substantially smaller dimensional codes as compared to OMP and LASSO, thus improving the spectral efficiency.",2018,Wireless Personal Communications
Arthur Guedel and the oropharyngeal airway.,"0 d ite block. The original airways were made of metal but this as liable to cause trauma to the teeth and soft tissues of the ips and tongue. Arthur Guedel designed an oropharyngeal irway made of rubber with a metal insert to reinforce the roximal portion and prevent obstruction, if the patient bit own on the tube. There was a phalange at the oral end to eep it in front of the patientâ€™s teeth and lips and prevent over nsertion. The curved portion of the tube conforms to the ontours of the oropharynx, while a central channel allows xchange of respiratory and anaesthetic gases and the passage f a suction catheter. Guedelâ€™s original paper describing this nduring piece of anaesthetic equipment was 14 lines of a half olumn in the Journal of theAmericanMedicalAssociation in 933 [1] (Fig. 1). Subsequent modifications have been made f plastic, but Guedelâ€™s principles remain and the eponymous the anatomical structure of the pharynx, this may partially or completely obstruct inspiration. It is usually remedied at once by the insertion of a pharyngeal airway which will hold the tongue forward from the pharyngeal wallâ€ [2]. One of Guedelâ€™s other major contributions was to standardise the clinical observations to estimate the depth of anaesthesia. These principles formed the core of his later text Inhalation Anesthesia: A Fundamental Guide first published in 1937 [2] with a second edition in 1951. The opening sentence of his book set the practical tone: â€œThis subject is treated concisely, avoiding confusing details, in order that the student may have a helpful picture to aid him in his early workâ€ [2]. The genesis of his observations was one of necessity during his service with the American Expeditionary Force in France during the latter part of the First World War. uedel airway has endured. When discussing pharyngeal spasm, Guedel emphasized revention and the use of the oropharyngeal airway to mainain oxygenation. If such an airway was not in place pharynThe paucity of trained medical and nursing staff to administer anaesthesia was highlighted by the overwhelming numbers of soldiers requiring this service. As he wrote in the forward to his book [2]:",2004,Resuscitation
Activity-Aware Wearable System for Power-Efficient Prediction of Physiological Responses,"Wearable health monitoring has emerged as a promising solution to the growing need for remote health assessment and growing demand for personalized preventative care and wellness management. Vital signs can be monitored and alerts can be made when anomalies are detected, potentially improving patient outcomes. One major challenge for the use of wearable health devices is their energy efficiency and battery-lifetime, which motivates the recent efforts towards the development of self-powered wearable devices. This article proposes a method for context aware dynamic sensor selection for power optimized physiological prediction using multi-modal wearable data streams. We first cluster the data by physical activity using the accelerometer data, and then fit a group lasso model to each activity cluster. We find the optimal reduced set of groups of sensor features, in turn reducing power usage by duty cycling these and optimizing prediction accuracy. We show that using activity state-based contextual information increases accuracy while decreasing power usage. We also show that the reduced feature set can be used in other regression models increasing accuracy and decreasing energy burden. We demonstrate the potential reduction in power usage using a custom-designed multi-modal wearable system prototype.",2019,"Sensors (Basel, Switzerland)"
Development of the corpus callosum and interhemispheric interactions,"Volume 18, Number 1, 2000 Contents: M.T. Banich, W.S. Brown, A Lifespan Perspective on Interaction Between the Cerebral Hemisphere. K.M. Hagelthorn, W.S. Brown, S. Amano, R. Asarnow, Normal Development of Bilateral Field Advantage and Evoked Potential Interhemispheric Transmission Time. M.T. Banich, A.M. Passarotti, D. Jones, Interhemispheric Interaction During Childhood: I. Neurologically-Intact Children. M.T. Banich, A.M. Passarotti, D.A. White, M.J. Nortz, R.D. Steiner, Interhemispheric Interaction During Childhood: II. Children With Early-Treated Phenylketonuria. A-J. Chicoine, L. Proteau, M. Lassonde, Absence of Interhemispheric Transfer of Unilateral Visuo-Motor Learning in Young Children and Individuals With Agenesis of the Corpus Callosum. P. Cowell, K. Hugdahl, Individual Differences in Neurobehavioral Measures of Laterality and Interhemispheric Function as Measured by Dichotic Listening. P.A. Reuter-Lorenz, L. Stanczak, Differential Effects of Aging on the Functions of the Corpus Callosum.",2000,
"Early Jurassic Sporopollen Assemblage from Well Eboliang 2 of the Chaidamu Basin, Qinghai and Their Stratigraphical Significance","Abundant spores and pollen grains of about 94 species referred to 53 genera and some acritarchs of 2 species referred to 2 genera were discovered from well Eboliang 2 of the Chadamu Basin, Qinghai. They are grouped into the Cyathidites Deltoidospora Piceites Quadraeculina Classopollis assemblage and featured by the following palynological characteristics.",2003,
