title,abstract,year,journal
Canon and Proclamation: Sermons for Our Times,"What role does the sermon play in the life of the church? How does one preach on the basis of Scripture as canon? What aspects of preaching are crucial for a renaissance of proclamation in the community of faith today? This volume answers, by way of example, these and other questions central to the task of Christian preaching.Building on Brevard Childs's theological perspective on canon, Paul McGlasson's highly original book addresses the relation of Scripture and contemporary proclamation through the week-to-week experience of preaching in a local church. The sermons included in this collection are not only gems in their own right but also illustrate a new theology of proclamation for other preachers seeking practical help in formulating sermons that bring Scripture to bear on the challenges of modern life.",2000,
Trop de diagnostics dâ€™insuffisance rÃ©nale chroniqueâ€¦,"Les auteurs appellent les cliniciens a se mefier des definitions actuelles de lâ€™insuffisance renale chronique (IRC) et a rester prudents avant dâ€™Â« etiqueter Â» leurs patients, notamment les plus Ã¢ges. Ils rappellent que ces definitions de 2002, modifiees en 2012, sont en grande partie fondees sur des mesures en laboratoire, avec comme Â« hypothese Â» quâ€™une identification precoce de lâ€™IRC permettrait de ralentir sa progression vers lâ€™insuffisance renale terminale et prevenir les comorbidites, notamment cardiovasculaires, donc ameliorer la survie et la qualite de vie des patients. Ce nouvel Â« etiquetage Â» a fait bondir la prevalence de lâ€™IRC a 14 % de la population adulte (quelques donnees anterieures de qualite moderee lâ€™estimaient a 1,7%). Le grand nombre de ces patients contraste avec le petit nombre de ceux qui sont en insuffisance renale terminale : la plupart nâ€™evoluent jamais vers des formes symptomatiques. Cependant, ce surdiagnostic a un effet psychologique desastreux (etiquetage Â« insuffisant renal chronique Â») et de serieux inconvenients en termes de couts et de risques (examens repetes, traitements potentiellement inutiles), alors quâ€™aucune donnee prospective nâ€™evalue les avantages et inconvenients du diagnostic precoce. Les auteurs soulignent les incertitudes concernant les Â« seuils Â» et la variabilite des resultats des tests, et le caractere rassurant de baisses modestes de clearance chez des sujets Ã¢ges, a tres faible risque evolutif sâ€™il nâ€™existe pas de proteinurie persistante. Moynihan R, Glassock R, Doust J. Chronic kidney disease controversy: how expanding definitions are unnecessarily labelling many people as diseased. BMJ. 2013;347:f4298. Que retenir pour notre pratique ? â€¢ Cette excellente serie Â« Too Much Medicine Â» du BMJ invite a une reflexion sur ce qui pourrait devenir une vraie preoccupation de soins primaires : la prevention Â« quaternaire Â», celle qui consisterait, apres les 3 Â« classiques Â», a eviter a nos patients de souffrir de la medicalisation intensive de nos societes. â€¢ Knock reste un exemple intemporelâ€¦ Mots cles : Insuffisance Renale Chronique ; Epidemiologie ; Sujet Ã¢ge [Aged; Epidemiology; Renal Insufficiency, Chronic]",2013,
Various Ferroelectric Configurations in Liquid Crystals,"Abstract. In this paper, we study ferroelectric con gurations ofliquid crystals by nonlocal interaction energy associated with thepolarization. 1. IntroductionLet be a bounded domain occupied by a ferroelectric liquid crys-tal. In a system of ferroelectric liquid crystals, the polarization vector eld p;jpj= 1, plays an important role in the equilibrium states of thesystem. There are two very distinct types which depend on the net po-larization. In this case, several types of local polarization arrangementsare possible to produce the total value of the polarization. This explainsthe observations of multiple periodic phases found in ferroelectric phasesof smectic C* [6, 14]. Assume that p = (p;0;0), The energy functionalassociated with the polarization is given byF~ =ZW(p)dx+ ZZk(x y)(p(x) p(y)) 2 dydx;where W(p) = a 0 4 (p 2 1) ;a 0 >0;>0;and q(x) =R k(x y)p(y)dysatis es(1.1) q+ q= pin :We note that the term W(p) forces pto have values 1. With pbeing 1, q= 1 are solutions of (1:1). This motivates us to replace W(p) by",2014,
Optimal and sequential design for bridge regression with application in organic chemistry,"This thesis presents and applies methods for the design and analysis of experiments for a family of coefficient shrinkage methods, known collectively as bridge regression, with emphasis on the two special cases of ridge regression and the lasso. The application is the problem of understanding and predicting the melting point of small molecule organic compounds using chemical descriptors. Experiments typically have a large number of predictors compared to the number of observations, and high correlations between pairs of predictors. In this thesis, bridge regression is used to select linear models which are then compared to models selected by more commonly used methods of variable selection, such as subset selection and stepwise selection. Models including two-way product, or interaction, terms are also considered. A general method is developed for the selection of an optimal design when accurate estimates of the model coefficients are required. The method exploits a relationship between bridge regression and Bayesian methods which is used to develop a class of D-optimal designs. A necessary approximation to the variance-covariance matrix of coefficient estimators is derived. Designs are found using algorithmic search for ridge regression and the lasso, for experiments with (a) two-level factors and (b) the motivating chemistry problem. Comparisons are made with alternative designs. A sequential design criterion is developed to enhance an existing design. The criterion selects additional design points, from a finite set of candidate points, that exhibit the highest estimated prediction variance obtained from bootstrapping. The method is applied to the Bayesian D-optimal designs and is shown to be capable of improving design performance through the addition of only a small number of runs",2011,
The diagnostic nomogram of platelet-based score models for hepatic alveolar echinococcosis and atypical liver cancer,"Hepatic alveolar echinococcosis (HAE) and liver cancer had similarities in imaging results, clinical characteristics, and so on. And it is difficult for clinicians to distinguish them before operation. The aim of our study was to build a differential diagnosis nomogram based on platelet (PLT) score model and use internal validation to check the model. The predicting model was constructed by the retrospective database that included in 153 patients with HAE (66 cases) or liver cancer (87 cases), and all cases was confirmed by clinicopathology and collected from November 2011 to December 2018. Lasso regression analysis model was used to construct data dimensionality reduction, elements selection, and building prediction model based on the 9 PLT-based scores. A multi-factor regression analysis was performed to construct a simplified prediction model, and we added the selected PLT-based scores and relevant clinicopathologic features into the nomogram. Identification capability, calibration, and clinical serviceability of the simplified model were evaluated by the Harrellâ€™s concordance index (C-index), calibration plot, receiver operating characteristic curve (ROC), and decision curve. An internal validation was also evaluated by the bootstrap resampling. The simplified model, including in 4 selected factors, was significantly associated with differential diagnosis of HAE and liver cancer. Predictors of the simplified diagnosis nomogram consisted of the API index, the FIB-4 index, fibro-quotent (FibroQ), and fibrosis index constructed by Kingâ€™s College Hospital (Kingâ€™s score). The model presented a perfect identification capability, with a high C-index of 0.929 (0.919 through internal validation), and good calibration. The area under the curve (AUC) values of this simplified prediction nomogram was 0.929, and the result of ROC indicated that this nomogram had a good predictive value. Decision curve analysis showed that our differential diagnosis nomogram had clinically identification capability. In conclusion, the differential diagnosis nomogram could be feasibly performed to verify the preoperative individualized diagnosis of HAE and liver cancer.",2019,Scientific Reports
The effect of artificial light on escapement beneath a survey trawl,"An underwater video system is under investigation by the National Marine Fisheries Service for use in studying the capture efficiency of a survey bottom trawlâ€™s footrope in diverse habitats commonly sampled during surveys. This system utilizes a 50-watt quartz halogen light since most survey stations are at depths greater than natural light can penetrate for low-light camera use. One potential shortcoming to this approach is that the light emitted might alter fish behaviour and thereby bias estimates of escapement. The light effect on escapement was examined by attaching the video system onto a trawl fitted with an auxiliary capture bag to retain those fish which would have otherwise escaped beneath. A paired towing experiment (unlit vs. lit) was conducted to test the hypothesis that there is no effect on capture proportion due to the addition of artificial light. ANOVA was used to test for the effect both fish length and water depth had on escapement. Since neither length nor depth were significant, a paired t test (Î±=0.05) was used to test the null hypothesis. For five of the six species examined, we found no effect of the light on fish escapement. Only flathead sole (Hippoglossoides elassodon) showed a statistically significant difference in capture proportion due to artificial light, the proportion decreasing by 0.0698.",1999,Ices Journal of Marine Science
Stochastic methods for l1 regularized loss minimization,"We describe and analyze two stochastic methods for l1 regularized loss minimization problems, such as the Lasso. The first method updates the weight of a single feature at each iteration while the second method updates the entire weight vector but only uses a single training example at each iteration. In both methods, the choice of feature/example is uniformly at random. Our theoretical runtime analysis suggests that the stochastic methods should outperform state-of-the-art deterministic approaches, including their deterministic counterparts, when the size of the problem is large. We demonstrate the advantage of stochastic methods by experimenting with synthetic and natural data sets.",2009,
Bayesian projection approaches to variable selection and exploring model uncertainty,"A Bayesian approach to variable selection which is based on the expected Kullback-Leibler divergence between the full model and its projection onto a submodel has recently been suggested in the literature. Here we extend this idea by considering projections onto subspaces defined via some form of $L_1$ constraint on the parameter in the full model. This leads to Bayesian model selection approaches related to the lasso. In the posterior distribution of the projection there is positive probability that some components are exactly zero and the posterior distribution on the model space induced by the projection allows exploration of model uncertainty. We also consider use of the approach in structured variable selection problems such as ANOVA models where it is desired to incorporate main effects in the presence of interactions. Here we make use of projections related to the non-negative garotte which are able to respect the hierarchical constraints. We also prove a consistency result concerning the posterior distribution on the model induced by the projection, and show that for some projections related to the adaptive lasso and non-negative garotte the posterior distribution concentrates on the true model asymptotically.",2009,arXiv: Methodology
Nueva Clinica Experimental De La Enep Zaragoza,"EL DOCTOR FERNANDO HERRERA LASSO, DIRECTOR DE LA ESCUELA NACIONAL DE ESTUDIOS PROFESIONALES (ENEP) ZARAGOZA, INAUGUO UNA NUEVA CLINICA EXPERIMENTAL CON LA QUE DARA RESPUESTA A LA NECESIDAD DE SERVICIOS MEDICOS EN LAS COLONIAS 7 DE JULIO, PROGRESISTA, AZTECA, VENUSTIANO CARRANZA Y PENITENCIARIA. HERRERA LASSO SENALO QUE CON ESTO SE BUSCA REGIONALIZAR LOS SERVICIOS DE SALUD PARA LOGRAR EL DESARROLLO DE LA DOCENCIA-APRENDIZAJE Y LLEVAR UNA MEJOR ATENCION AL PUEBLO.",1979,
Bidirectional manipulation facilitating percutaneous retrieval of Swan-Ganz catheter entrapped in tricuspid valve apparatus.,"We present a case of a 69-year-old male patient who, after uneventful coronary artery bypass grafting, had a Swan-Ganz catheter entrapped in the tricuspid apparatus. An original technique to remove the catheter percutaneously was used after unsuccessful attempts using a conventional lasso technique.",2008,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions
