title,abstract,year,journal
Decompositionof Mixed-Integer Optimal Control Problems UsingBranch and Bound and SparseDir ectCollocation,"A largeclassof optimalcontrolproblemsfor hybriddynamicsystemscanbeformulatedasmixed-integeroptimalcontrol problems(MIOCPs).It is theintrinsiccombinatorialcomplexity, in additionto thenonlinearityof thecontinuous, multi-phaseoptimal control problemsthat is largely responsiblefor the challengesin the theoreticalandnumerical solutionof MIOCPs. We presenta new decompositionapproachto numericallysolvingfairly generalMICOPswith binarycontrolvariables.A BranchandBound(B&B) techniqueis appliedto efficiently searchtheentirediscretesolution spaceperforminga truncatedbinarytreesearchfor thediscretevariablesmaintainingupperandlower bounds on theperformanceindex. Thepartially relaxedbinaryvariablesat an innernodedefineanoptimalcontrolproblem with dynamicequationsdefinedin multiple phases.Its global solutionprovidesa lower boundon the performance index for all nodesof thesubtree.If thelowerboundfor agivensubtreeis greaterthanthecurrentglobalupperbound thenthatentiresubtreeneedno longerbesearched.Themany optimal controlproblemswith nonlinear , continuous statedynamicsdefinedin multiple phasessubjectto nonlinearconstraintsaresolvedmostefficiently by a sparsedirectcollocationtranscription.Hereby, themulti-phaseoptimalcontrolproblemis transcribedto a sparse,large-scale nonlinearprogrammingproblembeingsolved efficiently by a tailoredSQPmethod. Despitethe high efficiency of thesparsedirectcollocationmethod,theefficiency of thedecompositiontechniquefor MIOCPsstronglydependson thedeterminationof goodlower andupperboundson theperformanceindex beingusedto fathomingentiresubtrees throughoutthebinarytreesearch.Theproposedapproachis successfullyappliedto two new benchmarkproblemsfor hybridoptimalcontrol: a motorizedtravelingsalesmananda teamof two cooperating, motorizedsalesmen.",2000,
â€œPractice makes perfect?â€ white matter microstructural characteristic predicts the degree of improvement in within-trial conflict processing across two weeks,"Several studies have investigated the trait-like characteristics of conflict processing at different levels. Our study extends these findings by reporting a practice-based improvement in within-trial conflict processing across two sessions. Eighty-three participants performed the same flanker task on two occasions 2Â weeks apart. A subset of 37 subjects also underwent diffusion tensor imaging (DTI) scanning the day before the first behavioral task. Despite the trait-like characteristics of conflict processing, within-trial conflict processing in the second behavioral session was significantly shorter than that in the first session, indicating a practice-based improvement in conflict processing. Furthermore, changes in within-trial conflict processing across the two sessions exhibited significant individual differences. Tract-based spatial statistics revealed that the improvement across two sessions was related to the axial diffusivity values in white matter regions, including the body and splenium of the corpus callosum, right superior and posterior corona radiate, and right superior longitudinal fasciculus. Subsequently, lasso regression with leave-one-out cross validation was used to assess the predictive ability of white matter microstructural characteristics in significant regions. The results showed that 61% of individual variability in the improvement in the within-trial conflict processing could be explained by variations in the axial diffusivity values in the four significant regions and the within-trial conflict processing in the first session. These results suggest that axonal morphology in the white tracts connecting conflict-related regions predicts the degree of within-trial conflict processing improvement across two sessions.",2018,Brain Imaging and Behavior
High-dimensional regression adjustments in randomized experiments.,"We study the problem of treatment effect estimation in randomized experiments with high-dimensional covariate information and show that essentially any risk-consistent regression adjustment can be used to obtain efficient estimates of the average treatment effect. Our results considerably extend the range of settings where high-dimensional regression adjustments are guaranteed to provide valid inference about the population average treatment effect. We then propose cross-estimation, a simple method for obtaining finite-sample-unbiased treatment effect estimates that leverages high-dimensional regression adjustments. Our method can be used when the regression model is estimated using the lasso, the elastic net, subset selection, etc. Finally, we extend our analysis to allow for adaptive specification search via cross-validation and flexible nonparametric regression adjustments with machine-learning methods such as random forests or neural networks.",2016,Proceedings of the National Academy of Sciences of the United States of America
Human Capital and Labor Informality in developing countries: A life-cycle approach (Job Market Paper)âˆ—,"Labor informality accounts for nearly 40% of the labor force in Latin America. While a more traditional view sees this phenomenon as a consequence of barriers to mobility resulting from poorly designed labor regulations, recent work provides evidence that individuals choose informal jobs based on their comparative advantage. In this paper, I develop a dynamic life-cycle model estimated with rich Chilean longitudinal data, in which individuals jointly decide on their schooling and labor participation, to investigate the extent to which comparative advantage drives participation in informal labor markets. Labor markets in Chile have been documented as being fairly competitive, and provide a unique setting to test for the comparative advantage approach to informality. This way, I explore three potential mechanisms: First, the importance that individuals assign to wages relative to their valuation of non-wage sector attributes; Second, whether individuals accumulate sector-speci c human capital with heterogeneous returns; and Third, the importance of the labor market expectations driving labor and schooling choices. Heterogeneous returns are included by modeling unobserved heterogeneity that determine both schooling and sector-speci c productivity. Model estimates suggest that comparative advantage is an important source of selection into informal jobs. I nd evidence that human capital di ers across sectors. In particular, High School returns are larger in the formal sector; there is a wage premium to College in the informal sector; and unlike informal experience, formal experience is positively rewarded in formal and informal jobs. In addition, more educated individuals assign more importance to non-wage sector attributes, particularly in the formal sector, while less educated individuals value higher wage returns, particularly in the informal sector. Using the model to study the e ects of recently implemented policies, I nd that a wage subsidy to formal youth employment would increase high school participation and would persistently reduce informality over the life-cycle, which serves to prove the importance of labor market expectations. Finally, I also nd some evidence of barriers to mobility to the formal sector. âˆ—I am deeply thankful to Costas Meghir and Orazio Attanasio, my thesis supervisors, for their valuable guidance and help. I also thank Pedro Carneiro, Emanuela Galasso and Jeremy Lise for their support and helpful discussions. â€ Department of Economics, University College of London, italo.garcia@ucl.ac.uk",2013,
A Novel Genetic Score Approach Using Instruments to Investigate Interactions between Pathways and Environment: Application to Air Pollution,"Air pollution has been associated with increased systemic inflammation markers. We developed a new pathway analysis approach to investigate whether gene variants within relevant pathways (oxidative stress, endothelial function, and metal processing) modified the association between particulate air pollution and fibrinogen, C-reactive protein (CRP), intercellular adhesion molecule-1 (ICAM-1), and vascular cell adhesion molecule-1 (VCAM-1). Our study population consisted of 822 elderly participants of the Normative Aging Study (1999-2011). To investigate the role of biological mechanisms and to reduce the number of comparisons in the analysis, we created pathway-specific scores using gene variants related to each pathway. To select the most appropriate gene variants, we used the least absolute shrinkage and selection operator (Lasso) to relate independent outcomes representative of each pathway (8-hydroxydeoxyguanosine for oxidative stress, augmentation index for endothelial function, and patella lead for metal processing) to gene variants. A high genetic score corresponds to a higher allelic risk profile. We fit mixed-effects models to examine modification by the genetic score of the weekly air pollution association with the outcome. Among participants with higher genetic scores within the oxidative stress pathway, we observed significant associations between particle number and fibrinogen, while we did not find any association among participants with lower scores (p(interaction)â€Š=â€Š0.04). Compared to individuals with low genetic scores of metal processing gene variants, participants with higher scores had greater effects of particle number on fibrinogen (p(interaction)â€Š=â€Š0.12), CRP (p(interaction)â€Š=â€Š0.02), and ICAM-1 (pinteractionâ€Š=â€Š0.08). This two-stage penalization method is easy to implement and can be used for large-scale genetic applications.",2014,PLoS ONE
MRI-based texture analysis of the primary tumor for pre-treatment prediction of bone metastases in prostate cancer.,"PURPOSE
To identify texture features of multiparametric MRI (mp-MRI) for pre-treatment prediction of bone metastases (BM) in patients with prostate cancer (PCa).


PATIENTS AND METHODS
One-hundred and seventy-six patients with clinicopathologically confirmed PCa were enrolledï¼Œand the data was gathered from January 2008 to January 2018. A total of 976 texture features were extracted from T2-weighted (T2-w) and dynamic contrast-enhanced T1-weighted (DCE T1-w) MRI. Step regression, ridge regression and LASSO regression method model was applied to select features and develop the predicting model for BM. The performance of the radiomics features, PSA level and Gleason Score were explored with the respect to the receiver operating characteristics (ROC) curve. Multivariable logistic regression analysis starting with the following clinical risk factors (PSA level, Gleason Score and age) and imaging biomarkers were applied to develop diagnostic model for BM in PCa.


RESULTS
The texture features, which consisted of 15 selected features, were significantly associated with BM (Pâ€¯<â€¯0.01). The combined MRI features derived from T2-w and DCE T1-w showed better prognostic performance (AUCâ€¯=â€¯0.898) than features derived from single sequence (T2WI AUCâ€¯=â€¯0.875, DCE T1-w AUCâ€¯=â€¯0.870) and Gleason Score (AUCâ€¯=â€¯0.731) for pre-treatment prediction of BM in PCa. MRI -based imaging biomarker combined with clinical risk factors (free PSA, age and Gleason score) yielded the highest AUC(AUCâ€¯=â€¯0.916). Multivariate regression analysis showed that the imaging biomarker was an independent risk factor for the detection of bone metastases along with f-PSA level (free PSA) and Gleason score.


CONCLUSION
Multiparametric MRI-based texture feature was significant predictor for BM in PCa. Clinical risk factors combined with MRI-based texture feature could further improve the prediction performance, which provide an illustrative example of precision medicine and may affect treatment strategies.",2019,Magnetic resonance imaging
Le traitement biomÃ©dical de la malnutrition au temps du sida,"El tratamiento biomedical de la malnutricion en el tiempo del sida Considerada principalmente como la consecuencia de problemas socio-economicos, la malnutricion infantil esta tratada en Africa por la biomedicina. Los servicios especificos, que son los Centras de recuperacion y de educacion nutritional, asocian el tratamiento y la prevencion con una intervencion educativa y social de las madres. Desde el desarrollo epidemiologiico del sida, un numero creciente de ninos malnutridos tratados en estos centros estan infectados por el VIH. Las consecuencias del sida sobre sus tratamientos y sobre el funcionamientos de estos servicios fueron estudiadas en Bobo-Dioulasso (Burkina Faso). El analisis de esta consecuencias muestra que el tratamiento actual del sida pediatrico impide la accion de estos servicios ya que estos medicalizan la malnutricion infantil.",1996,Sciences Sociales Et Sante
BAMarrayâ„¢: Java software for Bayesian analysis of variance for microarray data,"BackgroundDNA microarrays open up a new horizon for studying the genetic determinants of disease. The high throughput nature of these arrays creates an enormous wealth of information, but also poses a challenge to data analysis. Inferential problems become even more pronounced as experimental designs used to collect data become more complex. An important example is multigroup data collected over different experimental groups, such as data collected from distinct stages of a disease process. We have developed a method specifically addressing these issues termed Bayesian ANOVA for microarrays (BAM). The BAM approach uses a special inferential regularization known as spike-and-slab shrinkage that provides an optimal balance between total false detections and total false non-detections. This translates into more reproducible differential calls. Spike and slab shrinkage is a form of regularization achieved by using information across all genes and groups simultaneously.ResultsBAMarrayâ„¢ is a graphically oriented Java-based software package that implements the BAM method for detecting differentially expressing genes in multigroup microarray experiments (up to 256 experimental groups can be analyzed). Drop-down menus allow the user to easily select between different models and to choose various run options. BAMarrayâ„¢ can also be operated in a fully automated mode with preselected run options. Tuning parameters have been preset at theoretically optimal values freeing the user from such specifications. BAMarrayâ„¢ provides estimates for gene differential effects and automatically estimates data adaptive, optimal cutoff values for classifying genes into biological patterns of differential activity across experimental groups. A graphical suite is a core feature of the product and includes diagnostic plots for assessing model assumptions and interactive plots that enable tracking of prespecified gene lists to study such things as biological pathway perturbations. The user can zoom in and lasso genes of interest that can then be saved for downstream analyses.ConclusionBAMarrayâ„¢ is user friendly platform independent software that effectively and efficiently implements the BAM methodology. Classifying patterns of differential activity is greatly facilitated by a data adaptive cutoff rule and a graphical suite. BAMarrayâ„¢ is licensed software freely available to academic institutions. More information can be found at http://www.bamarray.com.",2005,BMC Bioinformatics
The incidence and clinical significance of non-isolation of the pulmonary vein carina after encircling ipsilateral pulmonary veins isolation for paroxysmal atrial fibrillation: a pitfall of the double-Lasso technique.,"AIMS
Encircling ipsilateral pulmonary veins (PVs) isolation (EIPVsI) with the double-Lasso technique has proven to be effective to cure atrial fibrillation (AF). However, in this technique, PV mapping with circular catheters may miss a non-isolation of the PV carina. The purpose of this study was to reveal the incidence and clinical significance of a non-isolation of the PV carina after EIPVsI.


METHODS AND RESULTS
We studied 81 consecutive paroxysmal AF patients (age 61 Â± 12 years, 56 men), in whom EIPVsI was successfully performed in one encircling line with the endpoint of the demonstration of bidirectional conduction block between the PVs and left atrium (LA) with the double-Lasso technique. After a successful EIPVsI, pacing from the PV carina was performed and it captured the LA in 17 (21.0%) patients. During a mean follow-up period of 19 Â± 13 months, AF recurred in 13 (16.0%) patients. A multivariate Cox proportional analysis revealed that a non-isolation of the PV carina after the EIPVsI was a significant predictor (hazard ratio = 3.91, 95% confidence interval = 1.13-14.16, P = 0.03) of AF recurrence.


CONCLUSIONS
Pulmonary vein mapping with the double-Lasso technique did miss the non-isolation of the PV carina after a successful EIPVsI, which was an independent predictor of AF recurrence after the EIPVsI. Pacing from the PV carina may be required to confirm the electrical isolation of the PV carina after EIPVsI with the double-Lasso technique.",2013,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology"
Genomic Selection for Adjacent Genetic Markers of Yorkshire Pigs Using Regularized Regression Approaches,"This study considers a problem of genomic selection (GS) for adjacent genetic markers of Yorkshire pigs which are typically correlated. The GS has been widely used to efficiently estimate target variables such as molecular breeding values using markers across the entire genome. Recently, GS has been applied to animals as well as plants, especially to pigs. For efficient selection of variables with specific traits in pig breeding, it is required that any such variable selection retains some properties: i) it produces a simple model by identifying insignificant variables; ii) it improves the accuracy of the prediction of future data; and iii) it is feasible to handle high-dimensional data in which the number of variables is larger than the number of observations. In this paper, we applied several variable selection methods including least absolute shrinkage and selection operator (LASSO), fused LASSO and elastic net to data with 47K single nucleotide polymorphisms and litter size for 519 observed sows. Based on experiments, we observed that the fused LASSO outperforms other approaches.",2014,Asian-Australasian Journal of Animal Sciences
