title,abstract,year,journal
Incidence and Predictors of Unsuspected Recurrent Laryngeal Nerve Lymph Node Metastases After Neoadjuvant Chemoradiotherapy in Patients with Esophageal Squamous Cell Carcinoma,"BackgroundRadical lymph node (LN) dissection along the recurrent laryngeal nerve (RLN) area carries a substantial morbidity rate, and its usefulness in neoadjuvant chemoradiotherapy (nCRT)-treated esophageal cancer patients remains unclear.MethodsThis study was conducted in two Asian thoracic surgery centers. Patients with esophageal squamous cell carcinoma (ESCC) who were judged to be ycN-RLN(âˆ’) after nCRT and received bilateral RLN LN dissection were eligible. The incidence of unsuspected RLN LN involvement was analyzed, and we used least absolute shrinkage and selection operator (LASSO) regression to identify its predictors.ResultsA total of 56 patients (53 males and 3 females; mean age: 55Â years) were included. The upper mediastinumâ€”including the bilateral RLN areaâ€”was covered by the radiation field in 48 (85.3%) patients. Although all of them were judged as ycN-RLN(âˆ’), unsuspected RLN LN involvement was identified on pathological examination in 11 (19.6%) subjects, being the only positive nodal station in seven. LASSO regression identified the pre-nCRT RLN LN(cN-RLN) status as the only independent predictor of ypN-RLN positivity; in contrast, neither the tumor location nor the radiation dose to the upper mediastinum were independently associated with ypN-RLN(+). RLN nodal dissection resulted in positive LN discovery rates of 30.8 and 10% in ycN-RLN(âˆ’) patients who had positive and negative cN-RLNs before nCRT, respectively. Consequently, 23.1 and 6.7% of patients in each subgroup would have been understaged in the absence of RLN nodal dissection.ConclusionNearly one-fifth of ESCC patients who were judged to be ycN-RLN(âˆ’) unexpectedly had positive ypN-RLN. The pre-nCRT cN-RLN status plays a key role in the selection of patients that should undergo RLN LN dissection after nCRT.",2018,World Journal of Surgery
"An Encounter with Mehdi Belhaj Kacem, Transgression and the Inexistent: A Philosophical Vocabulary","Although Mehdi Belhaj Kacem is not often included in lists of contemporary French philosophers that appear in English-language works on the subjectâ€”lists that privilege names like Badiou, Laruelle, Malabou, Stiegler, Meillassoux, and now Garciaâ€”the appearance of his first translated book may indeed grant him a place on those lists. Until now, the North American reader of French philosophy will have only seen a substantial treatment of Kacem in the work of Alexander Galloway (whether through his CTheory review of Kacemâ€™s Lâ€™espirit du nihilisme or in his lectures at the Public School in New York). Apart from Gallowayâ€™s work however, only a popular article in The New Inquiry provides an English introduction to Kacemâ€™s work.",2016,
A review of original articles published in the emerging field of radiomics.,"PURPOSE
To determine the characteristics of and trends in research in the emerging field of radiomics through bibliometric and hotspot analyses of relevant original articles published between 2013 and 2018.


METHODS
We evaluated 553 original articles concerning radiomics, published in a total of 61 peer-reviewed journals between 2013 and 2018. The following information was retrieved for each article: radiological subspecialty, imaging technique(s), machine learning technique(s), sample size, study setting and design, statistical result(s), study purpose, software used for feature calculation, funding declarations, author number, first author's affiliation, study origin, and journal name. Qualitative and quantitative analyses were performed for the manually extracted data for identification and visualization of the trends in radiomics research.


RESULTS
The annual growth rate in the number of published papers was 177.82% (p < 0.001). The characteristics and trends of research hotspots in the field of radiomics were clarified and visualized in this study. It was found that the field of radiomics is at a more mature stage for lung, breast, and prostate cancers than for other sites. Radiomics studies primarily focused on radiological characterization (215) and monitoring (182). Logistic regression and LASSO were the two most commonly used techniques for feature selection. Non-clinical researchers without a medical background dominated radiomics studies (70.52%), the vast majority of which only highlighted positive results (97.80%) while downplaying negative findings.


CONCLUSIONS
The reporting of quantifiable knowledge about the characteristics and trajectories of radiomics can inform researchers about the gaps in the field of radiomics and guide its future direction.",2020,European journal of radiology
Biomarkers of Environmental Enteropathy are Positively Associated with Immune Responses to an Oral Cholera Vaccine in Bangladeshi Children,"Environmental enteropathy (EE) is a poorly understood condition that refers to chronic alterations in intestinal permeability, absorption, and inflammation, which mainly affects young children in resource-limited settings. Recently, EE has been linked to suboptimal oral vaccine responses in children, although immunological mechanisms are poorly defined. The objective of this study was to determine host factors associated with immune responses to an oral cholera vaccine (OCV). We measured antibody and memory T cell immune responses to cholera antigens, micronutrient markers in blood, and EE markers in blood and stool from 40 Bangladeshi children aged 3-14 years who received two doses of OCV given 14 days apart. EE markers included stool myeloperoxidase (MPO) and alpha anti-trypsin (AAT), and plasma endotoxin core antibody (EndoCab), intestinal fatty acid binding protein (i-FABP), and soluble CD14 (sCD14). We used multiple linear regression analysis with LASSO regularization to identify host factors, including EE markers, micronutrient (nutritional) status, age, and HAZ score, predictive for each response of interest. We found stool MPO to be positively associated with IgG antibody responses to the B subunit of cholera toxin (P = 0.03) and IgA responses to LPS (P = 0.02); plasma sCD14 to be positively associated with LPS IgG responses (P = 0.07); plasma i-FABP to be positively associated with LPS IgG responses (P = 0.01) and with memory T cell responses specific to cholera toxin (P = 0.01); stool AAT to be negatively associated with IL-10 (regulatory) T cell responses specific to cholera toxin (P = 0.02), and plasma EndoCab to be negatively associated with cholera toxin-specific memory T cell responses (P = 0.02). In summary, in a cohort of children 3-14 years old, we demonstrated that the majority of biomarkers of environmental enteropathy were positively associated with immune responses after vaccination with an OCV.",2016,PLoS Neglected Tropical Diseases
Higher-order Weighted Graph Convolutional Networks,"Graph Convolution Network (GCN) has been recognized as one of the most effective graph models for semi-supervised learning, but it extracts merely the first-order or few-order neighborhood information through information propagation, which suffers performance drop-off for deeper structure. Existing approaches that deal with the higher-order neighbors tend to take advantage of adjacency matrix power. In this paper, we assume a seemly trivial condition that the higher-order neighborhood information may be similar to that of the first-order neighbors. Accordingly, we present an unsupervised approach to describe such similarities and learn the weight matrices of higher-order neighbors automatically through Lasso that minimizes the feature loss between the first-order and higher-order neighbors, based on which we formulate the new convolutional filter for GCN to learn the better node representations. Our model, called higher-order weighted GCN(HWGCN), has achieved the state-of-the-art results on a number of node classification tasks over Cora, Citeseer and Pubmed datasets.",2019,ArXiv
Within class optimization of cepstra for speaker recognition,"WITHINCLASSOPTIMIZATIONOFCEPSTRAFORSPEAKERRECOGNITIONJ.Thompson&J.S.MasonDepartmentofElectrical&ElectronicEngineering,UniversityCollegeofSwansea,SWANSEA,SA28PP,UKABSTRACTByidentifyinghighlysp eakersp eci casp ectsofcep-stralfeatures,thetaskofsp eakerrecognitioncanb ep otentiallysimpli ed.Theidenti cationpro cesscanb ep erformedb othphoneticallyandinthecepstraldomain.Thephoneticanalysisaimstodeterminethetemp oralasp ectsofutteranceswhichexhibitthehighestdegreeofsp eakersp eci city,whilecepstralanalysisexaminesindividualcepstrawithinthesetemp oraldivisions.Thispap eraimstocom-plementworkthathasalreadyb eenconductedonaphoneticbasis,byp erforminganalysisup onthein-dividualcepstralco ecientswithinutterances.Keywords:Sp eakerRecognition,Sp eci- city,Inter-sp eakerVariation,tra-sp eakaria-tion.1INTRODUCTIONInvestigationsintothephoneticasp ectsofsp eechsp eakerrecognitionarerep ortedbyEato ck[1 ],vandenHeuvel[2 ]andBonastre[3].Intheseinvestiga-tions,ithasb eenfoundthatsp eakersp eci cityvariesnoticeablyb etweendi erentphoneticsubgroups,butremainsmoreconstantwithinthem.Thesephonemesubgroupscanb ecrudelyrankedinthefollowingor-der:longvowels,nasals,shortfricatives,andplosives,wherelongvowelsexhibitthehighestdegreeofsp eakersp eci city,andplosivesthelowest.Thispap erexaminesthecepstralrepresentationsofutterances,inparticularthosesubgroupswhichex-hibitahighsp eakersp eci citysuchaslongvowelsandnasals.Moresp eci callytheaimistoidentifyindividualcepstralco ecientswhichcontainthema-jorityofthesp eakersp eci cinformation,andshowbyanalysisofcepstraldistributions,whsomesp eak-ersp erformsigni cantlyworsethanothers.Severalb ene tsfromidentifyingthemoste ectiveco ecientsexist.Firstlytherecognitionsystemcanb ereducedincomplexitybusingcepstrathatcon-tainahighdegreeofsp eakersp eci city.Secondly,p erhapsb etteroverallp erformancecanb eachievedby`liftering'thefeaturevectorspriortoclassi ca-tion[4],wherethecepstraweightingsarederiveddi-rectlyfromtheaverageoftheirsp eakersp eci cityforagroupofsp eakers.Exp erimentssimilarnaturearerep ortedonfrequencydomainfeaturesusingavariancemeasure[5 ]andmultiplefeaturesusingdy-namicprogramming[6 ][7].2CEPSTRALFEATURESThecepstralfeaturesconsideredherearegeneratedfromasp eechdatabaseusing24channelDFT-simulatedmel lter-bank[8 ],witha95%overlapb e-tweensuccessiveframes.This lterbankiswidelyusedandleadstothestandardformofmelcepstra.Thesp eechdatabaseconsistsof20sp eakers(10male,10female),utteringthelettersofalphab et(atoz)threetimes.Thesamplingrateofthedatais10KHz.Ofthe24p ossiblestandardcepstralfeaturesonlyMFCCs1-14areusedinordertoremovethema jor-ityofpitchinformation(whicmaexhibitamis-leadinglyhighsp eakersp eci citybutisprobablyanunreliableparameterinpracticalsp eakerrecognitionsystems[9 ]).Alsothisreduceddimensionfeaturesetisinverseariance,zeromeanweighted,onaglobalp o oledbasis.",1993,
A late antique ceramic workshop complex: evidence for workshop organisation at Sagalassos (southwest Turkey),"Sites of ceramic production have been discovered throughout the area that was once the Roman Empire; as a result, it is becoming increasingly clear that this industry was, in the Roman and late antique worlds, organised in numerous ways. In consideration of the organisational diversity in ceramic production attested during the period, this article presents some of the findings from the excavations of a late antique complex of ceramic workshops at the site of Sagalassos in order to consider archaeological evidence in terms of, not only the organisation of the manufacturing process, but also structures of workshop decision-making. Several lines of archaeological evidence are outlined, and argue for a model of independent work units integrated into a larger organisational structure of decision-making, and possibly even ownership, across the complex. In addition, the motivation to invest in a multi-workshop complex during the late antique period at Sagalassos is contextualised within the wider history of local and regional economic development.",2016,Anatolian studies
Yoga in der Therapie von Stress,"Mit einer integrierten Yogatherapie bei Stress lassen sich hervorragende Ergebnisse in der Praxis erzielen. In zahlreichen Studien hat sich gezeigt, dass die Ubungsmethode gerade bei lebensstilassoziierten wie den stressverursachten Erkrankungen wirksam ist. Alle Glieder des Yoga werden therapeutisch eingesetzt. Es gibt kein â€žAnti-Stress-Yoga-Ubungs-programmâ€œ, die individuell erarbeiteten Äsanas sollten ruhig und konzentriert geubt werden. Aus Äyurvedischer Sicht wird das Verdauungsfeuer aktiviert und vÄta reduziert. Die Autorin erlautert, worauf es in der Praxis ankommt und wie die Umsetzung erfolgen kann.",2015,
Monotone regression in high (and lower) dimensions,"In this thesis, we first present an overview of monotone regression, both in the classical setting and in the high dimensional setting. High dimensional data means that the number of covariates, p, exceeds the number of observations, n. It is often reasonable to assume a monotone relationship between a predictor variable and the response, especially in medicine and biology. The monotone regression methods for the high dimensional data setting that are considered are the liso regression method and the monotone splines lasso regression method (to our knowledge, the only two methods). Both these methods are special forms of penalised regression. The performances of these two high dimensional methods in the classical setting are studied and compared to the performances of existing methods for monotone regression developed for the classical setting, known as MonBoost, scam and scar. The two high dimensional methods work well also in the classical setting, but they do not outperform the existing methods. The two methods can still be useful in the classical setting, since they can be used in situations where the monotonicity directions of the effects are not known, in contrast to the existing methods and also perform automatic variable selection. Furthermore, we investigate the robustness of the monotone splines lasso method to the number of interior knots used to fit the monotone splines and find that it is very robust. In addition, two new methods for fitting a partially linear model where the non-linear covariates are assumed to have a monotone effect on the response are developed. These two methods can be used in the setting where p > n as well as in the classical setting. To our knowledge, no such methods have been developed in the past. The first method, PLAMM-1, is a straight forward extension of the monotone splines lasso method to the partially linear setting. The second method developed, PLAMM-2, is a method with two penalties, one on the linear parameters and one on the non-linear parameters. In this last case, estimation has to be performed iteratively, and we prove convergence of the iterative scheme. The estimation, selection and prediction performances of the methods are investigated by simulation experiments in different settings. Through the simulation experiments, the methods are shown to work well in both the classical settings and in the high dimensional setting where the number of observations is not too small. We also apply the partially linear monotone model to a medical dataset where clinical covariates enter the linear part and genomic covariates are assumed to have a monotone effect on the outcome.",2016,
"Growth and sexual strategies in the fishThalassoma duperrey (Labridae), a protogynous hermaphrodite","SynopsisAdults of the fishThalassoma duperrey, a protogynous hermaphrodite, were collected and growth observed in captivity to study the relationship between growth and reproduction among primary males, females, and secondary males. Sexual maturity is reached at about 60 mm standard length, probably less than 1 year after fertilization. Gonosomatic index in both males and females peaks at about 120 mm, nearly 2 years later. Shortly thereafter females typically change sex, and both primary and secondary males undergo color change. At the same time gonosomatic index falls abruptly and remains low in large fish. The above changes appear to reflect differences in reproductive effort over a lifetime and are interpreted as the optimum strategy given the social and mating system of this fish. Unless they cannot acquire enough food to develop large gonads, small individuals put a much greater proportion of energy into growth than reproduction apparently to minimize the period of low fitness. Intermediate-sized males and females generally invest heavily in gametes, though some retain small gonads. Large individuals (both primary and secondary males) greatly reduce their investment in gametes, probably trading the energy required to maintain reproductive territories for it. This kind of gonad ontogeny involving gonad regression, as inT. duperrey and other labrid fishes, is unique among vertebrates.",2004,Environmental Biology of Fishes
The Behavioral Physiology of Labroid Fishes.,"Abstract : The cunner Tautogolabrus adspersus is one of two temperate-dwelling Western North Atlantic labrid fishes, and is one of the few fishes that remain in New England waters throughout the year. Observations indicate that cunner enter behavioral torpor in winter. The present study showed that cunner undergo physiological torpor, or hibernation, based on low oxygen consumption rates, contributing to a large Q10 value of 8.5. This establishes cunner as one of the few marine species that hibernate. Cunner withstood four months of starvation at 4 deg C. Glycogen, lipid, and protein in the liver decreased during this period, but remained unchanged in whole-body samples. Regression analysis predicts that cunner can live at least 6 months on their glycogen and lipid reserves, and 9 months based on their protein reserves. Cunner maintained a diel cycle in oxygen consumption rates (low at night, high during the day) during periods of warm temperature, but the cycle approximated 48 hours at temperatures generally below 8 deg C. Two tropical labroids, Thalassoma bifasciatum and Scarus iserti, also had a diel cycle in metabolic rate. The ability of labrids to undergo marked diel decreases in metabolic rate may have predisposed them to becoming established in temperate waters by surviving cold temperatures through hibernation.... Physiology, Fish, Hibernation.",1992,
