title,abstract,year,journal
Modeling daily guest count prediction,"We present a novel method for analyzing data with temporal variations. In particular, the problem of modeling daily guest count forecast for a restaurant with more than 60 chain stores is presented. We study the transaction data collected from each store, perform data preprocessing and feature constructions for the data. We then discuss different forecasting techniques based on data mining and machine learning techniques. A new modeling algorithm SW-LAR-LASSO is proposed. We compare multiple regression model, poisson regression model, and the proposed SW-LAR-LASSO model for prediction. Experimental results show that the approach of combining sliding windows and LAR-LASSO produces the best results with the highest precision. This approach can also be applied to other areas where temporal variations exist in the data.",2017,
Accurate and Scalable Image Clustering Based on Sparse Representation of Camera Fingerprint,"Clustering images according to their acquisition devices is a well-known problem in multimedia forensics, which is typically faced by means of camera sensor pattern noise (SPN). Such an issue is challenging since SPN is a noise-like signal, hard to be estimated, and easy to be attenuated or destroyed by many factors. Moreover, the high dimensionality of SPN hinders large-scale applications. Existing approaches are typically based on the correlation among SPNs in the pixel domain, which might not be able to capture intrinsic data structure in the union of vector subspaces. In this paper, we propose an accurate clustering framework, which exploits linear dependences among SPNs in their intrinsic vector subspaces. Such dependences are encoded under sparse representations, which are obtained by solving an LASSO problem with non-negativity constraint. The proposed framework is highly accurate in a number of clustersâ€™ estimation and image association. Moreover, our framework is scalable to the number of images and robust against double JPEG compression as well as the presence of outliers, owning big potential for real-world applications. Experimental results on Dresden and Vision database show that our proposed framework can adapt well to both medium-scale and large-scale contexts and outperforms the state-of-the-art methods.",2019,IEEE Transactions on Information Forensics and Security
Determinants of consumption-day amounts applicable for the estimation of usual dietary intake with a short 24-h food list,"Next to the information on frequency of food consumption, information on consumption-day amounts is important to estimate usual dietary intake in epidemiological studies. Our objective was to identify determinants of consumption-day amounts to derive person-specific standard consumption-day amounts applicable for the estimation of usual dietary intake using separate sources to assesss information on consumption probability and amount consumed. 24-h Dietary recall data from the German National Nutrition Survey II (nÂ =Â 8522; aged 20-80 years) conducted between 2005 and 2007 were analysed for determinants of consumption-day amounts of thirty-eight food and beverage groups using LASSO variable selection for linear mixed-effects models. Determinants included sex, age, BMI, smoking status, years of education, household net income, living status and employment status. Most often, sex, age and smoking status were selected as predictors for consumption-day amounts across thirty-eight food groups. In contrast, living with a partner, employment status and household net income were less frequently chosen. Overall, different determinants were of relevance for different food groups. The number of selected determinants ranged from eight for coffee and juice to zero for cabbage, tea, root vegetables, leafy vegetables, fruit vegetables, legumes, offal, vegetable oils, and other fats. For the estimation of usual dietary intake in a combined approach with a 24-h food list, person-specific standard consumption-day amounts could be used. Sex, age and smoking status were shown to be the most relevant predictors in our analysis. Their impact on the estimation of usual dietary intake needs to be evaluated in future studies.",2016,Journal of Nutritional Science
"Propuesta de promociÃ³n y desarrollo turÃ­stico en la penÃ­nsula Ãnimas, cantÃ³n Daule en la provincia del Guayas","This thesis seeks to promote tourism in the Peninsula Souls, a place that has natural characteristics, the same that can make known for its beauty, this will help captivate tourists willing to visit the place. Consents tourism will enjoy nature for visitors and local people themselves, in order to preserve the culture and natural resources of the campus Animas. This research seeks improvements lifestyle of people with the proposal to promote and develop tourism purposes in Animas Animas Peninsula Campus in Canton Duale. The Canton Duale is known as the rice capital of Ecuador since land is productive for growing rice and attractive landscapes to exploit tourist. The Animas Peninsula is a community of people with interests in production, its climate and views over green rice fields, mango, corn, melon and others. This community is located 5 minutes from Canton Duale, to reach the Animas Peninsula Enjoy the teak forest and the College of Agriculture Galo Plaza Lasso, where you can see the cattle and the activities of the school.",2015,
Estimation for counting processes with high-dimensional covariates,"Nous cherchons a estimer lâ€™intensite de sauts dâ€™un processus de comptage en presence dâ€™un grand nombre de covariables. Nous proposons deux approches. Dâ€™abord, nous considerons une intensite non-parametrique et nous lâ€™estimons par le meilleur modele de Cox etant donne deux dictionnaires de fonctions. Le premier dictionnaire est utilise pour construire une approximation du logarithme du risque de base et le second pour approximer le risque relatif. Nous considerons une procedure Lasso, specifique a la grande dimension, pour estimer simultanement les deux parametres inconnus du meilleur modele de Cox approximant lâ€™intensite. Nous prouvons des inegalites oracles non-asymptotiques pour lâ€™estimateur Lasso obtenu. Dans une seconde partie, nous supposons que lâ€™intensite satisfait un modele de Cox. Nous proposons deux procedures en deux etapes pour estimer les parametres inconnus du modele de Cox. La premiere etape est commune aux deux procedures, il sâ€™agit dâ€™estimer le parametre de regression en grande dimension via une procedure Lasso. Le risque de base est ensuite estime soit par selection de modeles, soit par un estimateur a noyau avec une fenetre choisie par la methode de Goldenshluger et Lepski. Nous etablissons des inegalites oracles non-asymptotiques pour les deux estimateurs du risque de base ainsi obtenus. Nous menons une etude comparative de ces estimateurs sur des donnees simulees, et enfin, nous appliquons les procedures implementees a une base de donnees sur le cancer du sein.",2014,
The huge Package for High-dimensional Undirected Graph Estimation in R,"We describe an R package named huge which provides easy-to-use functions for estimating high dimensional undirected graphs from data. This package implements recent results in the literature, including Friedman et al. (2007), Liu et al. (2009, 2012) and Liu et al. (2010). Compared with the existing graph estimation package glasso, the huge package provides extra features: (1) instead of using Fortan, it is written in C, which makes the code more portable and easier to modify; (2) besides fitting Gaussian graphical models, it also provides functions for fitting high dimensional semiparametric Gaussian copula models; (3) more functions like data-dependent model selection, data generation and graph visualization; (4) a minor convergence problem of the graphical lasso algorithm is corrected; (5) the package allows the user to apply both lossless and lossy screening rules to scale up large-scale problems, making a tradeoff between computational and statistical efficiency.",2012,Journal of machine learning research : JMLR
"Second Issue, 2017","After the successful publication of the first issue of Statistical Theory and Related Fields in August, we are very happy to see the second issue in print. We would like to take this opportunity to express our sincere gratitude to all the supporters of this journal. Following the first issue, Statistical Theory and Related Fields continues to publish significant and original articles inmodern statistical theory and applications in natural, economical, medical and social sciences. The first article in the second issue by Li, Fine and Pencina is a review paper for the statistical analysis of diagnostic accuracy in a multi-category classification task. The paper reviews important statistical concepts formulti-category classification accuracy and their utilities, demonstrated with real medical examples and problem-based R code. The next three papers are in precision medicine and personalisedmedical treatments. Zhou, Dai, Zheng and Cai applied a non-parametric inverse probabilityweighted kernel estimating equation to provide accurate and dynamic age-specific risk prediction in precision medicine. Their approach facilitates the utilisation of predictors varying over an individualâ€™s lifetime, and allows borrowing information across individuals of similar ages. Xiong, Yu and Shao proposed a single-index contrast functionmodel for treatment recommendation in personalised medicine. They adopted a non-parametric kernel method to construct treatment rules that are asymptotically optimal. The short communication by Luo is an abstract of the authorâ€™s PhD thesis in the problem of finding a solution to the treatment assignment when there are multiple treatments. The next four articles are in the general area of Bayesian analysis. Caoâ€™s article provided a Bayesian functional enrichment analysis of high-throughput experiment results to identify genes or proteins with certain characteristics, gain more insights into the underlying biology, and provide functional interpretation for the identified genes or proteins. Jha, Li and Guha developed a cost-effective Markov chain Monte Carlo strategy for censored outcomes in a semiparametric Bayesian analysis, motivated by the study of breast cancer mortality rates in New Mexico. The results offered insights into differences in breast cancer mortality rates between ethnic groups, tumour grade and spatial effect of counties. The next article by Liang, Habiger and Min focused on the influence of a misspecified covariance structure on false discovery rate for the large-scale multiple testing problem. They evaluated the influence on the marginal distribution of local false discovery rate statistics related to Bayesian posterior probabilities, under both correctly specified and incorrectly specified models. Tang, Liu and Xu studied Bayesian and maximum-likelihood estimation based on data augmentationmethod in a zero-and-oneinflated Poisson model. The method was illustrated by the analyses of data-sets from Legionnairesâ€™ disease in Singapore and from accidental rates data in Detroit, Michigan. Partially linear or partially nonlinear models are important extensions of the traditional linear models in studying relationship between a response and some covariates. Que, Huang and Zhang in their article applied the generalised least square estimation and B-splinesmethod to estimate the link function and variance components related to random effects. Both theoretical and empirical results were derived. The paper by Li, Li and Tong proposed a sequential profile lasso method for screening the linear predictors in an ultrahigh-dimensional partially linear model. The proposed procedure can detect all relevant predictors with probability tending to one, regardless of whether the ultrahigh model involves a non-parametric part or not. An extended Bayesian information criterion was also added to select the best model among the models generated by the sequential profile lasso method. High-dimensional issue is also addressed in the next paper by Marino and Li in factor analysis of correlation matrices based on contemporary data for biomedical studies, disease surveillance and genetics, in which the number of variables may be much larger than the sample size. Motivated by the study of annual cancer mortality rate in the United States, the authors developed an approach based on group sequential theory to estimate the number of relevant factors to be extracted. To facilitate interpretation of the extracted factors, they used a Bayesian information criterion to produce a sparse factor loading representation. The Current Population Survey is the oldest household sample survey in the United States conducted monthly to provide estimates of employment, unemployment and other characteristics of the noninstitutionalised civilian population 16 years of age and older. In the paper by Cheng, Shao and Yu, they derived an estimation procedure that improves the currently used composite type estimator for monthly population total in terms of the mean-squared error of estimators.",2017,Statistical Theory and Related Fields
Optimal designs in sparse linear models,"The Lasso approach is widely adopted for screening and estimating active effects in sparse linear models with quantitative factors. Many design schemes have been proposed based on different criteria to make the Lasso estimator more accurate. This article applies $$\varPhi _l$$Î¦l-optimality to the asymptotic covariance matrix of the Lasso estimator. Smaller mean squared error and higher power of significant hypothesis tests can be achieved. A theoretically converging algorithm is given for searching for $$\varPhi _l$$Î¦l-optimal designs, and modified by intermittent diffusion to avoid local solutions. Some simulations are given to support the theoretical results.",2019,Metrika
"Estudio Palinologico Del Berriasiano En La Localidad Mallin Quemado, Provincia De Neuquen, Argentina","The section considered is the upper part of the Vaca Muerta Fm. sensu Leanza (1973). It has yielded the first marine microfloras of Berriasian age from Argentina (12 species of dinocysts and 4 of acritarchs). The genera present are cf. Rhaetogonyaulax, Pareodinia, Gonyaulacysta, Cribroperidin ium ,Millioudodin ium, A cantaulax, Ctenidodinium, Hystrichosphaerina, Sy stematophora, Proli:xosphaeridium, Sentusidinium, Lithodinia, Micrhystridium, Cymatiosphaera and Leiosphaeridia. Amongst the terrestrial genera, Alisporites, Anapiculatisporites, Araucariacites, Callialasporites, Converrucosisporites,. Classopollis, Cycadopites, C;Tclogranisporites, Deltoidospora, Equisetosporites, Eucommiidites, Inaperturopollenites, Leptolepidites, Lycopodiumsporites, Microcachryidites, Monosulcites, Phrixipollenites, Pilasporites, Podocarpidites, Stereisporites, Trisaccites, Verrucosisporites and Vitreisporites have been observed. The microfloras are compared with other Jurassic and Lower Cretaceous palynomorph assemblages from the same basin and other regions. From statistical study there microfloristic assemblages some environmental data are inferred.",1985,Ameghiniana
Comparison of the analyses of the XVth QTLMAS common dataset II: QTL analysis,"BackgroundThe QTLMAS XVth dataset consisted of the pedigrees, marker genotypes and quantitative trait performances of 2,000 phenotyped animals with a half-sib family structure. The trait was regulated by 8 QTL which display additive, imprinting or epistatic effects. This paper aims at comparing the QTL mapping results obtained by six participants of the workshop.MethodsDifferent regression, GBLUP, LASSO and Bayesian methods were applied for QTL detection. The results of these methods are compared based on the number of correctly mapped QTL, the number of false positives, the accuracy of the QTL location and the estimation of the QTL effect.ResultsAll the simulated QTL, except the interacting QTL on Chr5, were identified by the participants. Depending on the method, 3 to 7 out of the 8 QTL were identified. The distance to the real location and the accuracy of the QTL effect varied to a large extent depending on the methods and complexity of the simulated QTL.ConclusionsWhile all methods were fairly efficient in detecting QTL with additive effects, it was clear that for non-additive situations, such as parent-of-origin effects or interactions, the BayesC method gave the best results by detecting 7 out of the 8 simulated QTL, with only two false positives and a good precision (less than 1 cM away on average). Indeed, if LASSO could detect QTL even in complex situations, it was associated with too many false positive results to allow for efficient GWAS. GENMIX, a method based on the phylogenies of local haplotypes, also appeared as a promising approach, which however showed a few more false positives when compared with the BayesC method.",2012,BMC Proceedings
Survival Analysis by Penalized Regression and Matrix Factorization,"Because every disease has its unique survival pattern, it is necessary to find a suitable model to simulate followups. DNA microarray is a useful technique to detect thousands of gene expressions at one time and is usually employed to classify different types of cancer. We propose combination methods of penalized regression models and nonnegative matrix factorization (NMF) for predicting survival. We tried L1- (lasso), L2- (ridge), and L1-L2 combined (elastic net) penalized regression for diffuse large B-cell lymphoma (DLBCL) patients' microarray data and found that L1-L2 combined method predicts survival best with the smallest logrank P value. Furthermore, 80% of selected genes have been reported to correlate with carcinogenesis or lymphoma. Through NMF we found that DLBCL patients can be divided into 4 groups clearly, and it implies that DLBCL may have 4 subtypes which have a little different survival patterns. Next we excluded some patients who were indicated hard to classify in NMF and executed three penalized regression models again. We found that the performance of survival prediction has been improved with lower logrank P values. Therefore, we conclude that after preselection of patients by NMF, penalized regression models can predict DLBCL patients' survival successfully.",2013,The Scientific World Journal
Abstract 1027: Multiple Biomarkers for Long-Term Risk Stratification in Patients With Coronary Artery Disease,"Background-Multiple biomarkers have been suggested for risk prediction in coronary artery disease. Results of single and multimarker approaches have remained inconsistent. Methods and Results-We prospectively investigated 12 biomarkers reflecting inflammation (C-reactive protein, growth-differentiation factor (GDF)-15, neopterin), oxidative stress (Cu/Zn-superoxiddismutase), lipid metabolism (apolipoproteins AI, B100), renal function (cystatin C), cardiovascular function and remodeling (copeptin, C-terminal-pro-endothelin-1, mid-regional-pro-adrenomedullin (MR-proADM), midregional-pro-atrial natriuretic peptide (MR-pro-ANP), and N-terminal-pro-B-type natriuretic peptide (Nt-proBNP) in 1781 stable angina patients in relation to non-fatal myocardial infarction and cardiovascular death (n=137) over a median follow-up of 3.6 years. Using Cox regression models and C-indices, the strongest association with outcome in the validation set was observed for MR-proADM, cystatin C, GDF-15, Nt-proBNP, and MR-proANP. We developed two risk scores from forward stepwise variable selection (Nt-proBNP and GDF-15; HR 1.46, 1.12â€“1.91; C-index 0.73), through Lasso method (MR-proADM, MR-proANP, neopterin, GDF-15, Nt-proBNP; HR 1.43, 1.11â€“1.83; C-index 0.73), which performed similar to the top five single markers. Each top single marker and the scores added incremental predictive information beyond the baseline model (all p Conclusions-Comparative analysis of 12 biomarkers revealed MR-proADM, cystatin C, GDF-15, and the natriuretic peptides Nt-proBNP and MR-proANP as the strongest predictors of cardiovascular outcome in stable angina. All five biomarkers offered incremental predictive ability over established risk factors as single markers or incorporated in scores.",2009,Circulation
On the reconstruction of residual stresses after matter removal in rods,"Abstract This article discusses the reconstruction methods for the inversion of the residual stresses in rods under the Navierâ€“Bernoulli or the Vlassov (containing warping) kinematic conditions. The proposed framework permits us to express the residual stresses in terms of the Airy stress potential expressed as the solution of an ordinary differential equation. The particular case of the Navierâ€“Bernoulli kinematics leads to a closed-form solution. To cite this article: A. Constantinescu, A. Oueslati, C. R. Mecanique 336 (2008).",2008,Comptes Rendus Mecanique
