title,abstract,year,journal
The energy spectra of solar flare electrons,"ABSTRACT. A surveyof 50 electronenergy spectrafrom.itoI00MeVoriginatingfromsolarflareshasbeenmade by the combinationof datafromtwospectrometersonboardtheISEE-3(ICE)spacecraft.Theobservedspectralshapesofflareeventscanbedividedintotwo classesthroughthe criteriaof fit toanaccelerationmodel. This""standard""twostepaccelerationmodel,whichfitsthespectralshapeof thefirst classofflares,involvesan impulsivestepthatacceleratesparticlesuptoI00keVanda secondstepthatfurtheracceleratestheseparticlesup to 100MeV by a singleshock. This fit failsfor thesecondclassofflaresthatcanbecharacterizedashavin gexcessivelyhardspectraabove 1MeVrelativeto the predictionsofthemodel. Correlationswithsoftx-rayandmeterradioobservationsimply that theaccelerationof the highenergy particlesinthe secondclassof flaresis dominatedby theimpulsivephaseoftheflares.I. INTRODUCTION. Previoussurveysof electronflare spectrawithenergiesextendlnguptoI0MeVhavebeenconductedby Datlowe(1971),Simnett(1974),Line__tal.(1982),andEvensone__al.(tt 1984).""Thestudypresentedinthispaperhastheadvantageofnearlycontinuouscoverageover a four year period of high solaractivityinthe absenceofmagnetosphericeffectsdue to the orbit of the spacecraft. Twoindependentlywellcalibratedinstrumentsonthesamespacecraftareused",1985,
"SistemÃ¡tica y distribuciÃ³n de los oligoquetos marinos (Annelida: Oligochaeta) de la bahÃ­a de San QuintÃ­n, Baja California, MÃ©xico","Bahia de San Quintin is a coastal lagoon located 200 km. south from Ensenada, Baja California, Mexico. Systematic samples in 17 stations during July, September and December 1981, and February and April 1982 were done. Seven species were found: Limnodriloides barnardi Cook, 1974, L. monothecus Cook, 1974, Tectidrilus verrucosus (Cook, 1974), T. diversus Erseus , 1982. Thalassodrilides belli (Cook, 1974), Tubificoides postcapillatus (Cook, 1974) and Tubificoides sp. Oligochaetes were more abundant in silty or silty-sand sediments. L. barnardi made up 60% of the collected oligochaetes.",2016,Revista De Biologia Tropical
A Strongly Consistent Sparse k-means Clustering with Direct l1 Penalization on Variable Weights,"We propose the Lasso Weighted $k$-means ($LW$-$k$-means) algorithm as a simple yet efficient sparse clustering procedure for high-dimensional data where the number of features ($p$) can be much larger compared to the number of observations ($n$). In the $LW$-$k$-means algorithm, we introduce a lasso-based penalty term, directly on the feature weights to incorporate feature selection in the framework of sparse clustering. $LW$-$k$-means does not make any distributional assumption of the given dataset and thus, induces a non-parametric method for feature selection. We also analytically investigate the convergence of the underlying optimization procedure in $LW$-$k$-means and establish the strong consistency of our algorithm. $LW$-$k$-means is tested on several real-life and synthetic datasets and through detailed experimental analysis, we find that the performance of the method is highly competitive against some state-of-the-art procedures for clustering and feature selection, not only in terms of clustering accuracy but also with respect to computational time.",2019,ArXiv
Proximal end of 15-year-old ventricular electrode penetrating pulmonary tissue â€“ a source of infection and a challenge for transvenous lead extraction,"We report a case of a 56-year-old man with a DDD pacemaker implanted in 1998 followed by additional ventricular lead implantation in 2000 due to lead dysfunction and battery replacement in 2006 (proximal end of the abandoned lead already observed in the pulmonary artery), with currently present clinical signs of lead-dependent infective endocarditis (LDIE). In March 2013 he was diagnosed with recurrent episodes of shortness of breath, cough and fever. Initially the patient was hospitalized in the pneumology ward and underwent a series of diagnostic examinations, including computed tomography (CT) and bronchoscopy. Chest CT revealed localized signs of inflammation (which could be differentiated from neoplastic lesions) in the mid-right pulmonary lobe. Given the vicinity of the migrated lead to the lung inflammatory process, penetration of the lead in the lung tissue was confirmed. Blood cultures were positive for Staphylococcus epidermidis (MSS). After cardiologist consultation the patient was transferred to the Cardiology Clinic with LDIE diagnosed. The patient was qualified for a transvenous lead extraction (TLE) procedure. Pre-operative transthoracic echocardiography (TTE) revealed dilatation of the right atrium and ventricle with very high pulmonary artery systolic pressure (PASP = 80 mm Hg) calculated from tricuspid regurgitation. There were no signs of vegetations in transesophageal echocardiography (TEE) examination. The TLE procedure was performed in the cardiovascular operating room with on-site surgical standby. General anesthesia was used; invasive blood pressure, ECG, and ventilation parameters were monitored. At the beginning both functional leads were removed (using a Byrd dilator mechanical sheath). After unsuccessful grasping of the non-functional lead at the level of the right ventricle (due to adherences to the wall), it was successfully captured in the pulmonary artery using a pig-tail catheter; afterwards the proximal end was grasped in the right atrium lumen with a lasso catheter and the lead was finally extracted using the left subclavian approach and dilator sheaths (Figure 1). There were no procedural or post-procedural complications. Full radiological and clinical success was achieved. Postoperative TTE/TEE showed no signs of lead fragments or vegetations and reduction of PASP (60 mm Hg). As the patient was not pace-dependent, system reimplantation was delayed. 
 
 
 
Figure 1 
 
A â€“ Proximal end of the abandoned non-functional lead penetrating pulmonary tissue. B â€“ Removed leads covered with fibrotic tissue. C, D â€“ The lead recaptured with a lasso via the left subclavian approach 
 
 
 
According to the current guidelines, indications for TLE of a non-functional lead present in the pulmonary bed should be considered as class IIb (extraction during procedure on cardiac implantable electronic device if contraindications are absent, the lead position might become dangerous) or even class IIa (potentially dangerous lead, which does not immediately threaten the patient) but not class III (despite anomalous lead displacement) [1]. Although the TLE complication rate remains low (about 2%) [2], longer dwelling time of the lead is a known risk factor of TLE, lead adherence to the vessel wall is much stronger after years, which often necessitates the use of extra tools [3]. Moreover, the proximal end of the broken lead in pulmonary tissue might have an impact on development of infection. Having in mind the fact that in spite of technical difficulties, the clinical success rate of TLE in patients with broken, migrating leads is comparable to the â€œstandardâ€ procedure [4], earlier extraction could prevent lead-related infections and reduce the potential procedural risk.",2015,PostÄ™py w Kardiologii Interwencyjnej = Advances in Interventional Cardiology
Automated Extraction of Results from Full Text Journal Articles,"Recent mandates by federal funding agencies and universities to create open access repositories of published research allow researchers a wealth of texts to analyze. Furthermore, some publishers of academic texts have begun creating policies to permit non-commercial text mining of journal articles. This project follows the approach of [7], which automatically extracts result sentences from full-text biomedical journal articles by using support vector machines and naive BÃ¤yes classifiers. I also experiment with using the least absolute shrinkage and selection operator (LASSO) [6, 18] as a method to select features for the classifiers. I compare this new approach with other feature selection strategies used in previous studies.",2017,
Hybrid LASSO and Neural Network estimator for gaze estimation,"Gaze estimation has wide applications in drowsiness detection, security, and biomedical domains. The challenges in estimating the gaze angle include varying light conditions and subtle movements of the gaze. The Convolutional Neural Network (CNN) has recently been suggested as a potential method for gaze estimation. In this present work, we have proposed a gaze estimator combining a neural network and Least Absolute Shrinkage and Selection Operator (LASSO). The features considered are both eye and head features. The combined estimator neural network-LASSO (NN-LASSO) outperforms the individual performance of neural network and LASSO estimator. The results are validated using MPII Gaze dataset and it has been shown that the proposed NN-LASSO estimator outperforms CNN in mean error sense.",2016,2016 IEEE Region 10 Conference (TENCON)
Inferring species interaction networks from species abundance data: A comparative evaluation of various statistical and machine learning methods,"Abstract The complexity of ecosystems is staggering, with hundreds or thousands of species interacting in a number of ways from competition and predation to facilitation and mutualism. Understanding the networks that form the systems is of growing importance, e.g. to understand how species will respond to climate change, or to predict potential knock-on effects of a biological control agent. In recent years, a variety of summary statistics for characterising the global and local properties of such networks have been derived, which provide a measure for gauging the accuracy of a mathematical model for network formation processes. However, the critical underlying assumption is that the true network is known. This is not a straightforward task to accomplish, and typically requires minute observations and detailed field work. More importantly, knowledge about species interactions is restricted to specific kinds of interactions. For instance, while the interactions between pollinators and their host plants are amenable to direct observation, other types of species interactions, like those mentioned above, are not, and might not even be clearly defined from the outset. To discover information about complex ecological systems efficiently, new tools for inferring the structure of networks from field data are needed. In the present study, we investigate the viability of various statistical and machine learning methods recently applied in molecular systems biology: graphical Gaussian models, L1-regularised regression with least absolute shrinkage and selection operator (LASSO), sparse Bayesian regression and Bayesian networks. We have assessed the performance of these methods on data simulated from food webs of known structure, where we combined a niche model with a stochastic population model in a 2-dimensional lattice. We assessed the network reconstruction accuracy in terms of the area under the receiver operating characteristic (ROC) curve, which was typically in the range between 0.75 and 0.9, corresponding to the recovery of about 60% of the true species interactions at a false prediction rate of 5%. We also applied the models to presence/absence data for 39 European warblers, and found that the inferred species interactions showed a weak yet significant correlation with phylogenetic similarity scores, which tended to weakly increase when including bio-climate covariates and allowing for spatial autocorrelation. Our findings demonstrate that relevant patterns in ecological networks can be identified from large-scale spatial data sets with machine learning methods, and that these methods have the potential to contribute novel important tools for gaining deeper insight into the structure and stability of ecosystems.",2010,Ecol. Informatics
A Family-Based Rare Haplotype Association Method for Quantitative Traits,"Background: The variants identified in genome-wide association studies account for only a small fraction of disease heritability. A key to this â€œmissing heritabilityâ€ is believed to be rare variants. Specifically, we focus on rare haplotype variant (rHTV). The existing methods for detecting rHTV are mostly population-based, and as such, are susceptible to population stratification and admixture, leading to an inflated false-positive rate. Family-based methods are more robust in this respect. Methods: We propose a method for detecting rHTVs associated with quantitative traits called family-based quantitative Bayesian LASSO (famQBL). FamQBL can analyze any type of pedigree and is based on a mixed model framework. We regularize the haplotype effects using Bayesian LASSO and estimate the posterior distributions using Markov chain Monte Carlo methods. Results: We conduct simulation studies, including analyses of Genetic Analysis Workshop 18 simulated data, to study the properties of famQBL and compare with a standard family-based haplotype association test implemented in FBAT (family-based association test) software. We find famQBL to be more powerful than FBAT with well-controlled false-positive rates. We also apply famQBL to the Framingham Heart Study data and detect an rHTV associated with diastolic blood pressure. Conclusion: FamQBL can help uncover rHTVs associated with quantitative traits.",2018,Human Heredity
GraphLIME: Local Interpretable Model Explanations for Graph Neural Networks,"Graph structured data has wide applicability in various domains such as physics, chemistry, biology, computer vision, and social networks, to name a few. Recently, graph neural networks (GNN) were shown to be successful in effectively representing graph structured data because of their good performance and generalization ability. GNN is a deep learning based method that learns a node representation by combining specific nodes and the structural/topological information of a graph. However, like other deep models, explaining the effectiveness of GNN models is a challenging task because of the complex nonlinear transformations made over the iterations. In this paper, we propose GraphLIME, a local interpretable model explanation for graphs using the Hilbert-Schmidt Independence Criterion (HSIC) Lasso, which is a nonlinear feature selection method. GraphLIME is a generic GNN-model explanation framework that learns a nonlinear interpretable model locally in the subgraph of the node being explained. More specifically, to explain a node, we generate a nonlinear interpretable model from its $N$-hop neighborhood and then compute the K most representative features as the explanations of its prediction using HSIC Lasso. Through experiments on two real-world datasets, the explanations of GraphLIME are found to be of extraordinary degree and more descriptive in comparison to the existing explanation methods.",2020,ArXiv
Narrow-spectrum inhibitors targeting an alternative menaquinone biosynthetic pathway of Helicobacter pylori.,"We aimed to identify narrow-spectrum natural compounds that specifically inhibit an alternative menaquinone (MK; vitamin K2) biosynthetic pathway (the futalosine pathway) of Helicobacter pylori. Culture broth samples of 6183 microbes were examined using the paper disc method with different combinations of 2 of the following 3 indicator microorganisms: Bacillus halodurans C-125 and Kitasatospora setae KM-6054(T), which have only the futalosine pathway of MK biosynthesis, and Bacillus subtilis H17, which has only the canonical MK biosynthetic pathway. Most of the active compounds isolated from culture broth samples were from the families of polyunsaturated fatty acids (PUFAs). Only one compound isolated from the culture broth of Streptomyces sp. K12-1112, siamycin I (a 21-residue lasso peptide antibiotic), targeted the futalosine pathway. The inhibitory activities of representative PUFAs and siamycin I against the growth of B.Â halodurans or K.Â setae were abrogated by supplementation with MK. Thereafter, the growth of H.Â pylori strains SS1 and TN2GF4 in broth cultures was dose-dependently suppressed by eicosapentaenoic acid (EPA), docosahexaenoic acid (DHA), or siamycin I, and these inhibitory effects were reduced by supplementation with MK. Daily administration of EPA (100Â Î¼M), DHA (100Â Î¼M), or siamycin I (2.5Â Î¼M) in drinking water reduced the H.Â pylori SS1 colonization in the gastric mucosa of C57BL/6 mice by 96%, 78%, and 68%, respectively. These data suggest that EPA, DHA, and siamycin I prevented H.Â pylori infection by inhibiting the futalosine pathway of MK biosynthesis.",2016,Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy
