title,abstract,year,journal
Inflammation drives an altered phenotype of mucosal-associated invariant T cells in chronic hepatitis D virus infection.,"Patients with chronic hepatitis B virus (HBV) infection are at risk of superinfection with the Hepatitis D virus (HDV), a small circular RNA virus that uses the HBV surface antigen (HBsAg) to envelope its genome and infect hepatocytes. Superinfection with HDV increases the severity of viral hepatitis, accelerates the progression to cirrhosis and increases the risk of developing hepatocellular carcinoma. This process is thought to be immune-mediated, but the factors that drive disease pathogenesis are not well understood. Tools to study the role of CD8 T cells in chronic HDV infection only recently became available when a comprehensive set of CD8 T cell epitopes was identified in 3 independent publications. These studies also revealed the presence of HDV mutations in both individual patients and at the population level. HDV mutations were associated with a memory-like phenotype of the corresponding CD8 T cells, consistent with the notion that stimulation via their HDV-specific T cell receptor (TCR) had ceased. These findings imply that alternative mechanisms of immune cell activation may contribute to liver disease pathogenesis. Indeed, HDV but not HBV results in vigorous innate immune responses such as interferon (IFN)-b and IFN-k-mediated induction of interferon-stimulated genes. Innate immune cells with constitutively high expression of receptors for IFN-a/b and/or other inflammatory cytokines such as IL-12 and IL-18 constitute a large part of the intrahepatic infiltrate, even in the healthy liver. Of particular interest are mucosalassociated invariant T (MAIT) cells which comprise up to 40% of the intrahepatic immune cell population, even in the healthy liver. MAIT cells are innate-like T cells, typically identified by their expression of the C-type lectin CD161 and a semi-invariant TCR with conserved Va7.2 chain. They are stimulated in a TCRdependent manner by bacterial metabolites that are presented by the non-classical, monomorphic major histocompatibility",2019,Journal of hepatology
A periodic version of Lie series for normal mode dynamics,Lie series solutions of smooth dynamical systems are adapted for the classof periodic motions by invoking the temporal mode shapes of the classicimpact oscillator.,2006,
Spazio ai giovani : metaprogetto per la residenza del nuovo polo universitario di Aosta,"""Dalla citta dei Pretoriani alla citta degli studenti..."" 
Fondata dai soldati pretoriani nel 25 a.C. con il nome di Augusta Praetoria Salassorum, la citta di Aosta e un piccolo centro urbano, situato nel cuore della piana centrale di una vallata delle Alpi occidentali. 
Attualmente capoluogo di regione, il nucleo abitato subi durante i due millenni di vita una trasformazione territoriale e morfologica che ha modificato l'aspetto dell'intera piana e del suo ruolo rispetto del panorama esterno. 
Fin dalle sue origini, Aosta ebbe un ruolo di rilievo grazie alla posizione strategica in cui e collocata, al centro dei due punti di attraversamento dell'arco alpino costituiti dai valichi dell'Alpis Graia e dellâ€™Alpis Pennino, attualmente denominati colle del Piccolo e del Gran San Bernardo. Questa particolare ubicazione geografica determino l'assunzione del ruolo di punto di transito viario, che la citta mantenne nei secoli successivi come predominante a causa delle inadeguate condizioni fisiche per lo sviluppo di un sistema agricolo - produttivo. 
Vista la posizione geografica e la particolare conformazione morfologica dell'arduo territorio montuoso, l'espansione planimetrica della citta segui criteri legati al territorio circostante, che racchiusero il nucleo tra l'area collinare settentrionale e l'area fluviale dovuta al passaggio della Dora Baltea nel meridione del fondovalle. Lo sviluppo urbano pone le sue origini nell'esiguo impianto a castrum romano, che rimase quasi invariato nei secoli successivi, delimitando i confini del nucleo originario, chiamato C/fe durante il periodo medioevale, contraddistinguendolo dalle piccole espansioni dovute ai nuovi poli oltre alle mura romane. Il vero e proprio fenomeno di espansione urbana inizio solo all'inizio del XX secolo, durante il quale Aosta fu la protagonista di una trasformazione dettata dallo sviluppo del nucleo industriale degli anni Venti e dal boom economico del secondo dopoguerra. 
La realta territoriale attuale e frutto di queste ultime espansioni disordinate, che non seguirono le direttive proposte dagli strumenti urbanistici del secolo scorso. L'aggregato cittadino odierno e assimilabile a una conurbazione territoriale ben marcata al centro della vallata principale, con la creazione di un continuum urbano grazie all'eliminazione dei confini fisici con i comuni di confine. 
A seguito di queste significative espansioni, che portarono alla saturazione dell'intero territorio comunale, rimase una cesura interna nell'area divenuta ormai il cuore del tessuto urbano aostano. Si tratta dello spazio occupato dalla Caserma Testafochi, storico complesso dell'ordine degli Alpini, edificato alla fine del XIX secolo, appena al di fuori del confine romano ovest dove gia in passato durante l'epoca medioevale era adibito alla funzione di deposito armi. Questo nucleo fu uno dei primi che si stanziarono al di fuori del confine romano ovest, che a causa della sua funzione e della configurazione chiusa dell'edificato divenne all'inizio del XX secolo uno spazio urbano isolato e inaccessibile da parte dei cittadini aostani. Ai giorni nostri, la Caserma risulta ormai priva della sua ragione d'essere, in quanto il continuo decremento del numero dei soldati presenti la rende quasi inutilizzata. 
La Variante del 2000 del Piano Regolatore individua l'area della Caserma come Area della Trasformazione Urbana di Pubblico Interesse, assegnandole la nuova funzione di polo universitario. La scelta ricade sulla scia di un fenomeno comune ad altri centri abitati d'Italia, nei quali, come ad Aosta, sono presenti grandi complessi militari oramai inutilizzati ancora in buono stato, predisponendo la riconversione di questi ultimi a residenze universitarie. 
La Variante successiva del marzo 2010 individua nell'art. 27 l'area come Zona F- IMPIANTI ED ATTREZZATURE DI INTERESSE GENERALE, rappresentando poli di concentrazione dei servizi. In particolare la superficie di progetto rientra nella categoria delle sottozone territoriali Fa (attrezzature di rilevanza regionale), denominata Fa06 Caserma Testafochi. 
L'Universita degli Studi della Valle d'Aosta, nata all'inizio del 2000 e in continua crescita, necessita di una nuova sede, in quanto e attualmente frammentata in 
diversi stabili inadeguati per le attivita e per l'amministrazione dell'intero ateneo. Il progetto di riconversione va oltre il semplice spostamento di sede, proponendo un vero e proprio campus universitario che potra ospitare al suo interno numerosi studenti, creando una nuova dimensione all'interno della citta. 
L'approccio metodologico scelto per la progettazione e l'inserimento della nuova residenza all'interno del contesto urbano pone il suo punto di inizio da un'analisi dei sistemi urbani e della stratificazione di questi all'interno dell'attuale citta di Aosta, con particolare attenzione allo sviluppo pianimetrico dell'area di progetto durante i secoli. 
Il passo successivo e stato quello di prendere in considerazione l'area nella sua dimensione presente, subordinata all'ultima Variante del Piano Regolatore 2010, mettendo in rilievo le forme e l'arredo urbano che la caratterizzano sia al suo interno che negli isolati circostanti, evidenziando le potenzialita e le criticita. 
In base alle analisi preliminari svolte sul contesto urbano di Aosta, e a un approfondimento sulla tipologia della residenza universitaria, sono stati cosi determinati il volume del nuovo edificio e l'inserimento di questo all'interno dell'area di trasformazione. Il nuovo edificio e stato pensato per far fronte alle esigenze della nuova funzione alla quale verra adibito, tenendo conto dei servizi da inserire o da potenziare rispetto a quelli gia presenti nell'area. Una particolare attenzione e stata posta inoltre alla realizzazione di un progetto cromatico dei vari ambienti, con il fine ultimo di garantire un maggiore comfort e benessere per la vita all'interno della residenza.",2013,
Analisi di fragilitÃ  di tamponamenti in muratura soggetti ad azioni sismiche nel piano e fuori piano = Fragility analysis of masonry infills subject to seismic actions in-plane and out-of-plane,"Questa tesi si pone come obiettivo lâ€™analisi della fragilita dei tamponamenti in muratura soggetti ad azioni simiche applicate nel piano e fuori piano. Nella prima parte dellâ€™elaborato viene messa in evidenza lâ€™influenza che i tamponamenti in muratura hanno sulla risposta simica strutturale del contesto edilizio in cui risultano essere inseriti. Sono state quindi descritte le modalita di comportamento dei tamponamenti in muratura quando questi sono soggetti ad azioni nel piano e fuori piano, focalizzando lâ€™attenzione sui meccanismi resistenti che il sistema e in grado di sviluppare. Successivamente e stato condotto un piccolo excursus normativo, in cui sono stati sottolineati gli aspetti fondamentali richiamati dalla normativa italiana attualmente in vigore e dagli Eurocodici in materia di tamponamenti in muratura. A questa prima parte fa seguito la parte di implementazione del modello sul software di calcolo OpenSees. Il modello a cui ci si e ispirati e il macromodello a quattro bielle equivalenti proposto da Di Trapani et al. (2018) il quale si e mostrato in grado di cogliere sia il comportamento nel piano che il comportamento fuori piano dei telai tamponati in muratura. Mediante opportune operazioni di calibrazione e stata definita la massa da assegnare al sistema per poter cogliere in maniera ottimale il comportamento reale del tamponamento quando questo veniva sollecitato dalle azioni inerziali indotte da un evento sismico. Nel tentativo di simulare il contesto strutturale in cui questi tamponamenti potevano venirsi a trovare, sono state collocate in corrispondenza dei quattro vertici del telaio, delle molle elastiche. Assegnando a queste molle elastiche diversi valori di rigidezza e stato possibile analizzare, con un unico modello di tamponamento isolato, il comportamento che questo veniva ad avere in contesti strutturali differenti. Una volta calibrato, il modello in questione e stato sottoposto ad una approfondita serie di analisi dinamiche incrementali, grazie alle quali e stato possibile tracciare le cosiddette curve IDA. Le stesse analisi dinamiche incrementali sono state condotte su campioni soggetti a diversi livelli di pre-danneggiamento nel piano ottenuto applicando al sistema dei cicli di carico nel piano a spostamento massimo imposto. Sulla base delle curve IDA ottenute per tutti questi modelli, sono state tracciate le curve di fragilita grazie alle quali e stato possibile descrivere in maniera efficace il legame che sussiste tra resistenza nel piano e fuori piano e analizzare un eventuale trend di comportamento al variare della rigidezza delle molle. Si e infatti osservato che la fragilita sismica dei tamponamenti in muratura non solo dipende dalle proprieta meccaniche e geometriche del pannello, ma dipende anche dal rapporto di rigidezza che sussiste tra il pannello e il telaio. I dati sperimentali evidenziano infatti come esistano dei rapporti di rigidezza piu problematici di altri. Inoltre sulla base dei risultati ottenuti e stato possibile affermare come il pre-danneggiamento causato dai cicli nel piano riducano notevolmente la rigidezza fuori piano del pannello stesso, rendendolo quindi piu predisposto al collasso in caso di eventi sismici. Infine sono state condotte una serie di analisi dinamiche su un telaio multipiano in c.a. tamponato nel tentativo di cercare un riscontro pratico dei risultati ottenuti con lâ€™analisi di fragilita del pannello isolato.",2019,
Response of Pulmonary Vein Potentials to Burst Pacing,"AbstractBackground: Pulmonary vein potentials recorded at the ostia of pulmonary veins (PV) are a useful guide for segmental isolation of the PV in patients with atrial fibrillation (AF). Even during coronary sinus pacing at 600 ms, atrial (A) and PV potentials can overlap in 50â€“60% of patients making the accurate identification of PV potentials very difficult.
Methods: Nineteen patients (M:F 15:4) with paroxysmal AF underwent segmental isolation of one or more PV. Coronary sinus (CS) pacing was performed at cycle lengths of 600/550/500/450/400/350/300 ms and bipolar electrograms were recorded from the 10 or 20 pole Lasso catheter placed at the atrial-PV junction in 27 pulmonary veins. Stimulus (S) to A, S-PVP and A-PVP intervals were measured during CS pacing at the different cycle lengths at sweep speed of 200 mm/sec.
Results: During CS pacing at 600 ms the A and PV potentials were significantly overlapped (A-PVP â‰¤ 25 ms) in 15 of 27 (55%) veins. During pacing at 300 ms, the A and PV potentials were significantly separated (A-PVP â‰¥ 25 ms) in 9 of the 15 veins where A and PV potentials overlapped and 21 of all 27 (78%) veins. In two patients pacing at 300 ms was associated with 2:1 conduction block from atrial to PV fascicle.
Conclusions: Coronary sinus pacing at cycle length of 300 ms demonstrated better separation of A and PV potentials compared to pacing at 600 ms. This strategy is easier and less time consuming compared to extrastimuli testing. It also confirms that the electrophysiological properties of PV fascicles are different from that of the adjacent atrial musculature.",2004,Journal of Interventional Cardiac Electrophysiology
Kamu Hastane BiÌ‡rliÌ‡kleriÌ‡ Performansinin PabÃ³n Lasso ModeliÌ‡ IÌ‡le AnaliÌ‡ziÌ‡,"Hastaneler bir saglik sisteminin en buyuk ve en maliyetli birimleri olmasi nedeniyle yonetimsel ve finansal bakimdan bircok sorunla karsi karsiya kalmaktadir. Bu yuzden hastanelerin her iki bakimdan da performanslarinin degerlendirilmesi onem tasimaktadir. Bu calismanin amaci ise Turkiye saglik sisteminde yeni role sahip Kamu Hastane Birliklerinin performansinin Pabon Lasso modeli yardimiyla incelenmesidir. Pabon Lasso (PL) modeli Turkiyeâ€™de hastanelerin kapasite kullanimi performansi calismalarinda kullanilmamis bir modeldir. Bu yatay kesit calisma 2014 yilina dayanmaktadir. Calismaya Turkiyeâ€™deki 89 Kamu Hastane Birligi dahil edilmistir. Calismada ortalama kalis suresi, yatak doluluk orani ve yatak devir hizi olarak uc performans gostergesi kullanilmistir. Sonuclara gore birlik hastanelerinin % 25â€™i iyi bir performans (yuksek yatak devir hizi ve yuksek yatak doluluk orani) gosterirken geriye kalan birlik hastaneleri bir ya da daha cok performans gostergesi bakimindan zayif bir performansa sahiptir.",2016,
Four Salmon Recipes from the Blogosphere (New York Edition) | Verlasso,"Here are 4 salmon recipes from New York food bloggers that we can???t wait to try with Verlasso. If you have a salmon recipe that you love, let us know.",2013,
Surgical Reconstruction of Intrinsic Muscle Function in Tetraplegia : Comparison of Techniques,"The aim of this study was to analyze the contribution of the intrinsics (INT) to a functional hand closing and to compare the results of two INT reconstruction techniques (ZancolliLasso and House procedures). Kinematics of cadaveric hands during hand closing (FDP tendon pulled by a motor) were analyzed at following conditions: no activation of INT, high activation of INT and reconstruction of INT by Zancolli-Lasso or House technique. The results showed that INT activation results in a more functional hand closing represented by a larger fingertip-topalm distance. Both reconstruction techniques showed improved grasp capacity in comparison to the nonreconstructed hand. However, only the House procedure restored hand kinematics resembling those of an active INT hand.",2013,
Computational design of the lasso peptide antibiotic microcin J25.,"Microcin J25 (MccJ25) is a 21 amino acid (aa) ribosomally synthesized antimicrobial peptide with an unusual structure in which the eight N-terminal residues form a covalently cyclized macrolactam ring through which the remaining 13 aa tail is fed. An open question is the extent of sequence space that can occupy such an extraordinary, highly constrained peptide fold. To begin answering this question, here we have undertaken a computational redesign of the MccJ25 peptide using a two-stage sequence selection procedure based on both energy minimization and fold specificity. Eight of the most highly ranked sequences from the design algorithm, each of which contained two or three amino acid substitutions, were expressed in Escherichia coli and tested for production and antimicrobial activity. Six of the eight variants were successfully produced by E.coli at production levels comparable with that of the wild-type peptide. Of these six variants, three retain detectable antimicrobial activity, although this activity is reduced relative to wild-type MccJ25. The results here build upon previous findings that even rigid, constrained structures like the lasso architecture are amenable to redesign. Furthermore, this work provides evidence that a large amount of amino acid variation is tolerated by the lasso peptide fold.",2011,"Protein engineering, design & selection : PEDS"
Multilevel Heterogeneous Factor Analysis and Application to Ecological Momentary Assessment.,"Ansari et al. (Psychometrika 67:49-77, 2002) applied a multilevel heterogeneous model for confirmatory factor analysis to repeated measurements on individuals. While the mean and factor loadings in this model vary across individuals, its factor structure is invariant. Allowing the individual-level residuals to be correlated is an important means to alleviate the restriction imposed by configural invariance. We relax the diagonality assumption of residual covariance matrix and estimate it using a formal Bayesian Lasso method. The approach improves goodness of fit and avoids ad hoc one-at-a-time manipulation of entries in the covariance matrix via modification indexes. We illustrate the approach using simulation studies and real data from an ecological momentary assessment.",2019,Psychometrika
