title,abstract,year,journal
Union support recovery in high-dimensional multivariate regression,"In the problem of multivariate regression, a K-dimensional response vector is regressed upon a common set of p covariates, with a matrix B* isin RopfptimesK of regression coefficients. We study the behavior of the group Lasso using lscr1/lscr2 regularization for the union support problem, meaning that the set of s rows for which B* is non-zero is recovered exactly. Studying this problem under high-dimensional scaling, we show that group Lasso recovers the exact row pattern with high probability over the random design and noise for scalings of (n, p, s) such that the sample complexity parameter given by thetas(n, p, s) := n/[2psi(B*) log(p - s)] exceeds a critical threshold. Here n is the sample size, p is the ambient dimension of the regression model, s is the number of non-zero rows, and psi(B*) is a sparsity-overlap function that measures a combination of the sparsities and overlaps of the K-regression coefficient vectors that constitute the model. This sparsity-overlap function reveals that, if the design is uncorrelated on the active rows, block lscr1/lscr2 regularization for multivariate regression never harms performance relative to an ordinary Lasso approach, and can yield substantial improvements in sample complexity (up to a factor of K) when the regression vectors are suitably orthogonal. For more general designs, it is possible for the ordinary Lasso to outperform the group Lasso.",2008,"2008 46th Annual Allerton Conference on Communication, Control, and Computing"
Adaptive Lasso for generalized linear models with a diverging number of parameters,"ABSTRACT In this paper, we study the asymptotic properties of the adaptive Lasso estimators in high-dimensional generalized linear models. The consistency of the adaptive Lasso estimator is obtained. We show that, if a reasonable initial estimator is available, under appropriate conditions, the adaptive Lasso correctly selects covariates with non zero coefficients with probability converging to one, and that the estimators of non zero coefficients have the same asymptotic distribution they would have if the zero coefficients were known in advance. Thus, the adaptive Lasso has an Oracle property. The results are examined by some simulations and a real example.",2017,Communications in Statistics - Theory and Methods
"Taxonomy of deep-sea trachyleberidid, thaerocytherid, and hemicytherid genera (Ostracoda)","We conducted a comprehensive systematic revision of deep-sea Trachyleberididae, Thaerocytheridae, and Hemicytheridae (Ostracoda, Crustacea) covering almost all Cenozoic genera using high-resolution scanning electron microscopy. Trachyleberididae, our main focus, is one of the most diverse and abundant ostracod families, but its genus-level taxonomy is still confusing. Approximately 700 specimens from 177 species from 47 genera were examined. The studied samples range in age from the Cretaceous to the present day and cover all major oceans in the world, including the Atlantic, Pacific, Indian, and Southern Oceans, the Mediterranean Sea, and the Gulf of Mexico. Five new genera and 45 new species are described: Bensonodutoitella gen. nov., Hornibrookoleberis gen. nov., Croninocythereis gen. nov., Bensonocosta gen. nov., Ryugucivis gen. nov., Abyssocythere scotti sp. nov., Ambocythere tomocaudata sp. nov., Ambocythere whatleyi sp. nov., Ambocythere hyakunome sp. nov., Atlanticythere bensoni sp. nov., Atlanticythere oculi sp. nov., Dutoitella cronini sp. nov., Dutoitella symmetrica sp. nov., Dutoitella mazziniae sp. nov., Dutoitella paradinglei sp. nov., Dutoitella ayressi sp. nov., Dutoitella colesi sp. nov., Dutoitella spinosa sp. nov., Dutoitella whatleyi sp. nov., Dutoitella atlantiformis sp. nov., Bensonodutoitella bicornigeri sp. nov., Oligocythereis sylvesterbradleyi sp. nov., Cythereis guerneti sp. nov., Cythereis johnnealei sp. nov., Cythereis parajohnnealei sp. nov., Cythereis neoanteplana sp. nov., Cythereis sylvesterbradleyi sp. nov., Cythereis bensoni sp. nov., Cythereis purii sp. nov., Cythereis fungina sp. nov.,Cythereis tomcronini sp. nov., Cythereis legitimoformis sp. nov., Cythereis richardbensoni sp. nov., Cythereis dinglei sp.nov., Cythereis ovi sp. nov., Cythereis swansoni sp. nov., Croninocythereis tridentiferi sp. nov., Croninocythereis cronini sp. nov., Bensonocosta bensoni sp. nov., Ayressoleberis colesi sp. nov., Leguminocythereis? buzasi sp. nov., Legitimocythere tomi sp. nov., Ryugucivis jablonskii sp. nov., Ryugucivis acuminata sp. nov., Ryugucivis obtusa sp. nov., Phacorhabdotus mazzinireticulatus sp. nov., Phacorhabdotus nudus sp. nov., Phacorhabdotus slipperi sp. nov., Taracythere ayressoabyssora sp. nov., and Taracythere thalassoformis sp. nov. Emended concepts are proposed for several important genera to better stabilize their taxonomy. This study considerably reduces taxonomic uncertainty of this important component of the modern and fossil deep-sea ostracod community and provides a robust taxonomic baseline for deep-sea ostracod-based paleoceanographic, paleoecological, and macroevolutionary research.",2015,
VÃ´luspÃ¡ i Uppsalaeddan : En nyfilologisk undersÃ¶kning,"I den har uppsatsen undersoks eddadikten Voluspa sa som den citeras i en handskrift av Snorre Sturlassons Edda, namligen Codex Upsaliensis eller Uppsalaeddan. Dock diskuteras inte dvargnamnen i str ...",2007,
Vijverberg et al. 1 Grey matter network differences between behavioral variant Frontotemporal Dementia and Alzheimerâ€™s disease,"We set out to study whether single-subject grey matter (GM) networks show disturbances that are specific for Alzheimerâ€™s disease (AD) (n=90) or behavioral variant Frontotemporal dementia (bvFTD) (n=59), and whether such disturbances would be related to cognitive deficits measured with Mini-mental state examination (MMSE) and a neuropsychological battery, using subjective cognitive decline subjects (SCD) as reference. AD and bvFTD patients had a lower degree, connectivity density, clustering, path length, betweenness centrality and small world values compared to SCD. AD patients had a lower connectivity density than bvFTD patients (F = 5.79, p = 0.02; MeanÂ±SD bvFTD 16.10% Â± 1.19; MeanÂ±SD AD 15.64% Â± 1.02). Lasso logistic regression showed that connectivity differences between bvFTD and AD were specific to 23 anatomical areas, in terms of local GM volume, degree and clustering. Lower clustering values and lower degree values were specifically associated with worse MMSE scores and lower performance on the neuropsychological tests. GM showed disease-specific alterations, when comparing bvFTD with AD patients, and these alterations were associated with cognitive deficits.",2017,
Inverse covariance matrix estimation for the global minimum variance portfolio,"The estimation of inverse covariance matrices plays a major role in portfolio optimization, for the global minimum variance portfolio in mean-variance analysis it is the only parameter used to determine the asset allocation. In this thesis I propose to of use the graphical lasso methodology to directly estimate the inverse covariance matrix, and apply it to the global minimum variance portfolio. The results indicate that the graphical lasso provides better out-of-sample portfolio variance than the traditional sample estimator.",2017,
An L1 Representer Theorem for Multiple-Kernel Regression,"The theory of RKHS provides an elegant framework for supervised learning. It is the foundation of all kernel methods in machine learning. Implicit in its formulation is the use of a quadratic regularizer associated with the underlying inner product which imposes smoothness constraints. In this paper, we consider instead the generalized total-variation (gTV) norm as the sparsity-promoting regularizer. This leads us to propose a new Banach-space framework that justifies the use of generalized LASSO, albeit in a slightly modified version. We prove a representer theorem for multiple-kernel regression (MKR) with gTV regularization. The theorem states that the solutions of MKR have kernel expansions with adaptive positions, while the gTV norm enforces an $\ell_1$ penalty on the coefficients. We discuss the sparsity-promoting effect of the gTV norm which prevents redundancy in the multiple-kernel scenario.",2018,ArXiv
"Simultaneous regression shrinkage , variable selection and clustering of predictors with OSCAR","In this paper, a new method called the OSCAR (Octagonal Shrinkage and Clustering Algorithm for Regression) is proposed to simultaneously select variables and perform supervised clustering in the context of linear regression. The technique is based on penalized least squares with a geometrically intuitive penalty function that, like the LASSO penalty, shrinks some coefficients to exactly zero. Additionally, this penalty yields exact equality of some coefficients, encouraging correlated predictors that have a similar effect on the response to form clusters represented by a single coefficient. These resulting clusters can then be investigated further to discover what contributes to the group having a similar behavior. The OSCAR then enjoys sparseness in terms of the number of unique coefficients in the model. The proposed procedure is shown to compare favorably to the existing shrinkage and variable selection techniques in terms of both prediction error and reduced model complexity.",2006,
Feature Selection via Sequential Parallel LASSO for eQTL Analysis,"Human gene expression is subjected to multiple layers of controls including the impact of genetic variants. Expression quantitative trait loci (eQTL) analysis has emerged as a powerful tool for investigating this genetic impact. In eQTL analysis, the data is typically high-dimensional whereas the number of observations exceed the number of samples. Therefore, sparse learning models are suitable for eQTL analysis. Sparse learning models have the ability to reflect the underlying biology in cases where only a small subset of genetic variants significantly affect gene expression. Therefore, sparse learning models such as LASSO, have shown their strengths to select associated features in high dimensional data. However, classical LASSO performs poorly when dealing with extremely high dimensional datasets in human genomic data. In this study, we introduce two novel methods named sequential LASSO and parallel LASSO. These methods allow efficient learning for datasets of ultra-high dimension. We theoretically prove the consistency of these methods when exact recovery is achieved in each sub-procedure. We further provided a multi-round process to address the sample size limitation in real applications. In addition to our theoretical analysis, we also perform extensive simulations on synthetic data to validate our methods. When applying to a real human genomics data set, we identify a set of SNP eQTLs that affect genes previously reported to be associated with human traits and diseases. Our methods are not limited to classical LASSO models and can be extended to variations of LASSO and many other machine learning models. Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. ACM BCB â€™2015 Atlanta, Georgia USA Copyright 20XX ACM X-XXXXX-XX-X/XX/XX ...$15.00.",2015,
"The 2016 Economic and Product Market Databook for Bobo Dioulasso , Burkina Faso","Description: This study covers the outlook for products and services in Bobo Dioulasso. Estimates reported are given for the latent demand, or potential industry earnings (P.I.E.), for Bobo Dioulasso across hundreds of categories (in millions of U.S. dollars) and of the region and of the globe. These comparative benchmarks allow the reader to quickly gauge a Bobo Dioulasso vis-Ã -vis the world. Using econometric models which project fundamental economic dynamics, latent demand estimates are created. This report does not discuss the specific players in the market serving the latent demand, nor specific details at the product level. The study also does not consider short-term cyclicalities that might affect realized sales. The study, therefore, is strategic in nature, taking an aggregate and long-run view, irrespective of the players or products involved.",2016,
