title,abstract,year,journal
Tagungsbericht. Lookism und Etabliertenvorrechte,"FORSCHUNGSJOURNAL SOZIALE BEWEGUNGEN 29. Jg. 2 | 2016 dass wir uns treffen. Rede auf dem Bundeskongress der Neuen Deutschen 2015. 15.2.2015, Berlin. http://neue-deutsche-organisationen. de/de/positionen/ [10.12.2015]. Bota, Alice/TopÃ§u, Ã–zlem/Pham, KhuÃª 2012: Wir neuen Deutschen. Wer wir sind, was wir wollen. Reinbek: Rowohlt. Butler, Judith 2006: Hass spricht. Zur Politik des Performativen. Frankfurt am Main: Suhrkamp. Foroutan, Naika 2010: Neue Deutsche, Postmigranten und Bindungs-IdentitÃ¤ten. Wer gehÃ¶rt zum neuen Deutschland? In: Aus Politik und Zeitgeschichte, Heft 46-47, 9-15. Kontny, Oliver 2014: Zur Ethnisierung von Konflikten ReprÃ¤sentation, Patizipation und Dritte RÃ¤ume. Vortrag beim 4. Bundesfachkongress interkultur_DIVERSITY. RealitÃ¤ten, Konzepte, Visionen in Hamburg, gehalten am 25. 10. 2012. Vortragsmitschnitt: http:// www.youtube.com/watch? v=ulsZYfbkw4A [25.12.2015]. Kosnick, Kira 2004: The Gap between Culture and Cultures: Cultural Policy in Berlin and its Implications for Immigrant Cultural Production. Badia Fiesolana: EUI Working Papers. Modood, Tariq 2002: The Place of Muslims in British Secular Multiculturalism. In: Alsayyad, Nezar/Castells, Manuel (Hg.). Muslim Europe or Euro-Islam: Politics, Culture, and Citizenship in the Age of Globalization, Lanham MD: Lexington, 113-30. RÃ¶mhild, Regina/BojadÅ¾ijev, Manuela 2014: Was kommt nach dem Â»transnational turnÂ«? Perspektiven fÃ¼r eine kritische Migrationsforschung. Berliner BlÃ¤tter, Heft 65: 10-24. Salzmann, Marianna 2012: Sie missÃ¼berschÃ¤tzen uns. Ãœber den Versuch, das Mittelstandsperlenkettchen wie ein Lasso um das Ballhaus NaunynstraÃŸe zu werfen â€“ Eine KomÃ¶die. TRANSIT, Jg. 8, Heft 1: 1-4. Sharifi, Azadeh 2011a: Postmigrantisches Theater â€“ Eine neue Agenda fÃ¼r die deutschen BÃ¼hnen, In: Schneider, Wolfgang (Hg.): Theater und Migration: Herausforderungen fÃ¼r Kulturpolitik und Theaterpraxis. Bielefeld: transcript, 35-45. Sharifi, Azadeh 2011b: Theater fÃ¼r Alle?: Partizipation von Postmigranten am Beispiel der BÃ¼hnen der Stadt KÃ¶ln. Frankfurt am Main: Peter Lang. Sharifi, Azadeh 2014: Blackfacing, Kunstfreiheit und die Partizipation von Postmigrant_ innen an den Stadttheatern. In: Heinrich BÃ¶ll Stiftung: Dossier THEMA Theater und Diskriminierung. www.migration-boell.de/web/ integration/47_3281.asp [25.12.2015]. Sieg, Katrin 2015: Race, Guilt and Innocence: Facing Blackfacing in Contemporary German Theater. http://stopblackface. com/race-guilt-and-innocence-facing-blackfacing-in-contemporary-german-theater/ [28.12.2015]. Spielhaus, Riem 2014: Studien in der postmigrantischen Gesellschaft: Eine kritische Auseinandersetzung. In: 4. Bundesfachkongress interkultur_DIVERSITY. RealitÃ¤ten, Konzepte, Visionen. Hamburg: KulturbehÃ¶rde der Freien und Hansestadt Hamburg, 96-100. Spielhaus, Riem 2016: â€žDeutschland, wir mÃ¼ssen reden!â€œâ€“ Integrationsdebatten in der kabarettistischen und stand-up Performance von Humoristen muslimischer Herkunft. In: Leontiy, Halyna (Hg.): Tragikomik. Neueste ForschungsbeitrÃ¤ge zur Komik und Satire in Migrationsund Kulturkontexten. Wiesbaden: Springer Verlag, im Erscheinen. Theater Heute 2014: Reale Utopien: Jahrbuch Theater heute. Berlin: Theaterverlag Friedrich",2016,Forschungsjournal Soziale Bewegungen
Construction and Validation of an Autophagy-Related Prognostic Risk Signature for Survival Predicting in Clear Cell Renal Cell Carcinoma Patients,"Background: Clear cell renal cell carcinoma (ccRCC) is a common type of malignant tumors in urinary system. Evaluating the prognostic outcome at the time of initial diagnosis is essential for patients. Autophagy is known to play a significant role in tumors. Here, we attempted to construct an autophagy-related prognostic risk signature based on the expression profile of autophagy-related genes (ARGs) for predicting the long-term outcome and effect of precise treatments for ccRCC patients. Methods: We obtained the expression profile of ccRCC from the cancer genome atlas (TCGA) database and extract the portion of ARGs. We conducted differentially expressed analysis on ARGs and then performed enrichment analyses to confirm the anomalous autophagy-related biological functions. Then, we performed univariate Cox regression to screen out overall survival (OS)-related ARGs. With these genes, we established an autophagy-related risk signature by least absolute shrinkage and selection operator (LASSO) Cox regression. We validated the reliability of the risk signature with receiver operating characteristic (ROC) analysis, survival analysis, clinic correlation analysis, and Cox regression. Then we analyzed the function of each gene in the signature by single-gene gene set enrichment analysis (GSEA). Finally, we analyzed the correlation between our risk score and expression level of several targets of immunotherapy and targeted therapy. Results: We established a seven-gene prognostic risk signature, according to which we could divide patients into high or low risk groups and predict their outcomes. ROC analysis and survival analysis validated the reliability of the signature. Clinic correlation analysis found that the risk group is significantly correlated with severity of ccRCC. Multivariate Cox regression revealed that the risk score could act as an independent predictor for the prognosis of ccRCC patients. Correlation analysis between risk score and targets of precise treatments showed that our risk signature could predict the effects of precise treatment powerfully. Conclusion: Our study provided a brand new autophagy-related seven-gene prognostic risk signature, which could perform as a prognostic indicator for ccRCC. Meanwhile, our study provides a novel sight to understand the role of autophagy and suggest therapeutic strategies in the category of precise treatment in ccRCC.",2020,
Machine Learning Methods for Identifying Critical Data Elements in Nursing Documentation,"Background Public health nurses (PHNs) engage in home visiting services and documentation of care services for at-risk clients. To increase efficiency and decrease documentation burden, it would be useful for PHNs to identify critical data elements most associated with patient care priorities and outcomes. Machine learning techniques can aid in retrospective identification of critical data elements. Objective We used two different machine learning feature selection techniques of minimum redundancyâ€“maximum relevance (mRMR) and LASSO (least absolute shrinkage and selection operator) and elastic net regularized generalized linear model (glmnet in R). Methods We demonstrated application of these techniques on the Omaha System database of 205 data elements (features) with a cohort of 756 family home visiting clients who received at least one visit from PHNs in a local Midwest public health agency. A dichotomous maternal risk index served as the outcome for feature selection. Application Using mRMR as a feature selection technique, out of 206 features, 50 features were selected with scores greater than zero, and generalized linear model applied on the 50 features achieved highest accuracy of 86.2% on a held-out test set. Using glmnet as a feature selection technique and obtaining feature importance, 63 features had importance scores greater than zero, and generalized linear model applied on them achieved the highest accuracy of 95.5% on a held-out test set. Discussion Feature selection techniques show promise toward reducing public health nursing documentation burden by identifying the most critical data elements needed to predict risk status. Further studies to refine the process of feature selection can aid in informing PHNsâ€™ focus on client-specific and targeted interventions in the delivery of care.",2019,Nursing Research
Identification of an Immune-Related Nine-lncRNA Signature Predictive of Overall Survival in Colon Cancer,"Growing evidence suggests that immune-related genes (IRGs) and long non-coding RNAs (lncRNAs) can serve as prognostic markers of overall survival (OS) in patients with colon cancer. This study aimed to identify an immune-related lncRNA signature for the prospective assessment of prognosis in these patients. Gene expression and clinical data of colon cancer patients were downloaded from The Cancer Genome Atlas (TCGA). Immune-related lncRNAs were identified by a correlation analysis between IRGs and lncRNAs. In total, 447 samples were divided into a training cohort (224 samples) and a testing cohort (223 samples). Univariate, lasso and multivariate Cox regression analyses identified an immune-related nine-lncRNA signature closely related to OS in colon cancer patients in the training dataset. A risk score formula involving nine immune-related lncRNAs was developed to evaluate the prognostic value of the lncRNA signature in the training dataset. Colon cancer patients with a high risk score had poorer OS than those with a low risk score. A multivariate Cox regression analysis confirmed that the immune-related nine-lncRNA signature could be an independent prognostic factor in colon cancer patients. The results were further confirmed in the testing cohort and the entire TCGA cohort. Furthermore, a gene set enrichment analysis revealed several pathways with significant enrichment in the high- and low-risk groups that may be helpful in formulating clinical strategies and understanding the underlying mechanisms. Finally, a quantitative real-time polymerase chain reaction assay found that the nine lncRNAs were significantly differentially expressed in colon cancer cell lines. The results of this study indicate that this signature has important clinical implications for improving predictive outcomes and guiding individualized treatment in colon cancer patients. These lncRNAs could be potential biomarkers affecting the prognosis of colon cancer.",2020,
Identifying subtype-specific associations between gene expression and DNA methylation profiles in breast cancer,"BackgroundBreast cancer is a complex disease in which different genomic patterns exists depending on different subtypes. Recent researches present that multiple subtypes of breast cancer occur at different rates, and play a crucial role in planning treatment. To better understand underlying biological mechanisms on breast cancer subtypes, investigating the specific gene regulatory system via different subtypes is desirable.MethodsGene expression, as an intermediate phenotype, is estimated based on methylation profiles to identify the impact of epigenomic features on transcriptomic changes in breast cancer. We propose a kernel weighted l1-regularized regression model to incorporate tumor subtype information and further reveal gene regulations affected by different breast cancer subtypes. For the proper control of subtype-specific estimation, samples from different breast cancer subtype are learned at different rate based on target estimates. Kolmogorov Smirnov test is conducted to determine learning rate of each sample from different subtype.ResultsIt is observed that genes that might be sensitive to breast cancer subtype show prediction improvement when estimated using our proposed method. Comparing to a standard method, overall performance is also enhanced by incorporating tumor subtypes. In addition, we identified subtype-specific network structures based on the associations between gene expression and DNA methylation.ConclusionsIn this study, kernel weighted lasso model is proposed for identifying subtype-specific associations between gene expressions and DNA methylation profiles. Identification of subtype-specific gene expression associated with epigenomic changes might be helpful for better planning treatment and developing new therapies.",2017,BMC Medical Genomics
Extension de la r\'egression lin\'eaire g\'en\'eralis\'ee sur composantes supervis\'ees (SCGLR) aux donn\'ees group\'ees,"We address component-based regularisation of a multivariate Generalized Linear Mixed Model. A set of random responses Y is modelled by a GLMM, using a set X of explanatory variables and a set T of additional covariates. Variables in X are assumed many and redundant: generalized linear mixed regression demands regularisation with respect to X. By contrast, variables in T are assumed few and selected so as to demand no regularisation. Regularisation is performed building an appropriate number of orthogonal components that both contribute to model Y and capture relevant structural information in X. We propose to optimize a SCGLR-specific criterion within a Schall's algorithm in order to estimate the model. This extension of SCGLR is tested on simulated and real data, and compared to Ridge-and Lasso-based regularisations.",2018,arXiv: Methodology
Underdetermined Wideband DOA Estimation for Off-Grid Sources with Coprime Array Using Sparse Bayesian Learning,"Sparse Bayesian learning (SBL) is applied to the coprime array for underdetermined wideband direction of arrival (DOA) estimation. Using the augmented covariance matrix, the coprime array can achieve a higher number of degrees of freedom (DOFs) to resolve more sources than the number of physical sensors. The sparse-based DOA estimation can deteriorate the detection and estimation performance because the sources may be off the search grid no matter how fine the grid is. This dictionary mismatch problem can be well resolved by the SBL using fixed point updates. The SBL can automatically choose sparsity and approximately resolve the non-convex optimizaton problem. Numerical simulations are conducted to validate the effectiveness of the underdetermined wideband DOA estimation via SBL based on coprime array. It is clear that SBL can obtain good performance in detection and estimation compared to least absolute shrinkage and selection operator (LASSO), simultaneous orthogonal matching pursuit least squares (SOMP-LS) , simultaneous orthogonal matching pursuit total least squares (SOMP-TLS) and off-grid sparse Bayesian inference (OGSBI).",2018,"Sensors (Basel, Switzerland)"
Effect of different hand-milking techniques on milk production and teat treatment in Zebu dairy cattle,"The aim of the study was to test three different hand-milking techniques (â€œpull downâ€, â€œthumb inâ€, and â€œfull hand gripâ€) and their effects on milk production and teat treatment. This is important since milk production in many tropical areas still rely on hand-milking. The study was carried out at a peri-urban farm in the Bobo-Dioulasso area in Burkina Faso. Twelve indigenous Zebu cows in early lactation were used in the study. The sequences of the treatments (hand-milking techniques) and the milkers were balanced for carry-over effects between successive periods and days, respectively. The sequences were constructed by using special Latin squares. Yield and composition of saleable milk was not affected by milking technique but there were differences between the milkers in milk yield. There was also a significant interaction for saleable milk yield between milker and milking technique. Hemoglobin in milk was measured as an indicator of teat damage. The hemoglobin content was numerically higher in post-milking strip milk samples than in saleable milk. It was concluded that the amount of milk removed depends mainly on the milker and how well the milking technique works for the individual milker. No effect of milking technique was observed on teat treatment.",2011,Tropical Animal Health and Production
Minimax theory and applications,"Preface. Nonlinear Two Functions Minimax Theorems Cao-Zong Cheng, Bor-Luh Lin. Weakly Upward-Downward Minimax Theorem Cao-Zong Cheng, et al. A Two-Function Minimax Theorem A. Chinni. Generalized Fixed-Points and Systems of Minimax Inequalities P. Deguire. A Minimax Inequality for Marginally Semicontinuous Functions G.H. Greco, M.P. Moschen. On Variational Minimax Problems under Relaxed Coercivity Assumptions J. Gwinner. A Topological Investigation of the Finite Intersection Property C.D. Horvath. Minimax Results and Randomization for Certain Stochastic Games A. Irle. Intersection Theorems, Minimax Theorems and Abstract Connectedness J. Kindler. K-K-M-S Type Theorems in Infinite Dimensional Spaces H. Komiya. Hahn-Banach Theorems for Convex Functions M. Lassonde. Two Functions Generalization of Horvath's Minimax Theorem Bor-Luh Lin, Feng-Shuo Yu. Some Remarks on a Minimax Formulation of a Variational Inequality G. Mastroeni. Network Analysis M.M. Neumann, M.V. Velasco. On a Topological Minimax Theorem and its Applications B. Ricceri. Three Lectures on Minimax and Monotonicity S. Simons. Fan's Existence Theorem for Inequalities Concerning Convex Functions and its Applications W. Takahashi. An Algorithm for the Multi-Access Channel Problem Peng-Jung Wan, et al. Author Index.",1998,
Socio-economic factors and use of health services as determinants of child mortality.,"The authors examine the impact of socioeconomic factors and usage of health services on infant and child mortality. ""Urban surveys of infant and child mortality taken in various cities of francophone Africa using a methodology designed by IFORD the United Nations Training and Research Center in Yaounde Cameroon (which are often called IFORD surveys in short) are of particular interest....The analysis which follows is based upon a survey along the IFORD design executed in the provincial city of Bobo-Dioulasso between April 1981 and March 1984 by the National Institute of Statistics and Demography of Burkina Faso with the technical assistance and financial support of the Sahel Institute."" (EXCERPT)",1992,
