title,abstract,year,journal
Additive Models for Quantile Regression: An Analysis of Risk Factors for Malnutrition in India,"This brief report describes some recent developments of the R quantreg package to incorporate methods for additive models. The methods are illustrated with an application to modeling childhood malnutrition in India. Models with additive nonparametric effects offer a valuable dimension re- duction device throughout applied statistics. In this paper we describe some recent developments of additive models for quantile regression. These meth- ods employ the total variation smoothing penalties introduced in (9) for uni- variate components and (7) for bivariate components. We focus on selection of smoothing parameters including lasso-type selection of parametric compo- nents, and on post selection inference methods. Additive models have received considerable attention since their intro- duction by Hastie and Tibshirani (1986, 1990). They provide a pragmatic approach to nonparametric regression modeling; by restricting nonparamet- ric components to be composed of low-dimensional additive pieces we can circumvent some of the worst aspects of the notorious curse of dimension- ality. It should be emphasized that we use the word ""circumvent"" advisedly, in full recognition that we have only swept difficulties under the rug by the assumption of additivity. When conditions for additivity are violated there will obviously be a price to pay.",2010,
Predicting disability progression in multiple sclerosis: Insights from advanced statistical modeling.,"BACKGROUND
There is an unmet need for precise methods estimating disease prognosis in multiple sclerosis (MS).


OBJECTIVE
Using advanced statistical modeling, we assessed the prognostic value of various clinical measures for disability progression.


METHODS
Advanced models to assess baseline prognostic factors for disability progression over 2â€‰years were applied to a pooled sample of patients from placebo arms in four different phase III clinical trials. least absolute shrinkage and selection operator (LASSO) and ridge regression, elastic nets, support vector machines, and unconditional and conditional random forests were applied to model time to clinical disability progression confirmed at 24â€‰weeks. Sensitivity analyses for different definitions of a combined endpoint were carried out, and bootstrap was used to assess prediction model performance.


RESULTS
A total of 1582 patients were included, of which 434 (27.4%) had disability progression in a combined endpoint over 2â€‰years. Overall model discrimination performance was relatively poor (all C-indicesâ€‰â©½â€‰0.65) across all models and across different definitions of progression.


CONCLUSION
Inconsistency of prognostic factor importance ranking confirmed the relatively poor prediction ability of baseline factors in modeling disease progression in MS. Our findings underline the importance to explore alternative predictors as well as alternative definitions of commonly used endpoints.",2019,Multiple sclerosis
2 2 Ju l 2 00 8 Tow ards observable signatures ofother bubble universes II : Exact solutions for thin-w allbubble collisions,"W e assess the e ects ofa collision between two vacuum bubbles in the thin-walllim it. After describing theoutcom eofa genericcollision possessing theexpected hyperbolicsym m etry,wefocus on collisions experienced by a bubble containing positive vacuum energy,which could in principle contain our observable universe. W e provide criteria governing whether the post-collision dom ain wallaccelerates towards or away from this \observation"" bubble,and discuss the im plications for observerslocated atvariouspositionsinside ofthe bubble.Then,we identify the classofsolutions which have m inim alim pacton the interiorofthe observation bubble,and derive a sim ple form ula for the energy density ofa shellofradiation em itted from such a collision. In the context ofa universe undergoing false vacuum eternalin ation,these solutionsare perhapsthe m ostprom ising candidates for collisions that could exist within our past light cone,and therefore in principle be observable.",2013,
New Records of Fishes from the Hawaiian Islands,"The following fishes represent new records for the Hawaiian Islands: the moray eel Lycodontis javanicus (Bleeker), the frogfish Antennarius nummifer (Cuvier), the jack Carangoides ferdau (Forssk::U), the grouper Cromileptes altivelis (Cuvier) (probably an aquarium release), the chubs Kyphosus cinerascens (Forsskal) and K. vaigiensis (Quoy and Gaimard), the armorhead Pentaceros richardsoni Smith, the goatfish Upeneus vittatus (Forsskal) (a probable unintentional introduction by the Division of Fish and Game, State of Hawaii), the wrasse Halichoeres marginatus Ruppell,' the gobies Nemateleotris magnifica Fowler and Discordipinna griessingeri Hoese and Fourmanoir, the angelfish Centropyge multicolor Randall and Wass, the surgeonfish Acanthurus lineatus (Linnaeus), the oceanic cutlassfish Assurger anzac (Alexander), and the driftfish Hyperoglyphe japonica (Doderlein). In addition, the snapper Pristipomoides auricilla (Jordan, Evermann, and Tanaka) and the wrasse Thalassoma quinquevittatum (Lay and Bennett), both overlooked in recent compilations, are shown to be valid species for the Hawaiian region. Following Parin (1967), the needlefish Tylosurus appendiculatus (Klunzinger), which has a ventral bladelike bony projection from the end of the lower jaw, is regarded as a morphological variant of T. acus (Lacepede). modified by Randall and Caldwell (1970). Randall (1976) reviewed the additions to, and alterations in, the nomenclature of the Hawaiian fish fauna to 1975. Papers are cited that add 25 species of fishes to the Hawaiian fauna as new species, new records, or species overlooked by Gosline and Brock or regarded erroneously as junior synonyms. Randall (1976) does not mention the first record of the muraenid eel Lycodontis javanicus (Bleeker) from the Hawaiian Islands cited by Brock (1972) in his M.S. thesis, because the author believed that this would be published by Brock. Since it has not been, this record is given here (though still attributed to Brock). Brock had two Hawaiian specimens. One is BPBM 13318, 143 mm total length, collected off Waikiki, Oahu, by W. A. Gosline and ichthyology class on 27 September 1962. The other, 2160 mm total length and weighing 29 kg, was not retained (though it is illustrated in Brock 1972). The Bernice P. Bishop Museum received another specimen (BPBM 22767, 2053 mm total length, 31.3 kg), a male, which was caught by hook and line by Royden Suzuki off",1980,
Series No . 238 Liquid Geographies : India in the Oceanic Imaginary,"In the construction of national space, is there a contrast between continental and oceanic determinants? I consider this question by looking at how India was conceptualized, conceived, imaged, and imagined in the first half of the 20th century, before it became independent. More specifically, how did the idea of India came to be articulated from two ends of the Indian Ocean, by M. K. Gandhi in South Africa, and, later, by Subhas Chandra Bose in Singapore? Gandhi was the author of the seminal anti-colonial and, some might add, anti-modern text, Hind Swaraj (1909). Bose became the commander of the Azad Hind Fauj also known as the Indian National Army. Though these leaders belong to two different ideological and discursive traditions, what united them was anti-imperialism and â€œcolourfulâ€ cosmopolitanism. I argue that their work as not just normatively constitutive of the Indian nation, but that it might more fruitfully be seen as part of an older, looser, and more fluid Indian Oceanic cross-currents of cultural formation and circulation. These networks are today almost forgotten, with the end of empire and the rise of independent nations in the Indian Ocean system. Yet, it is of vital importance to reconsider, if not resurrect, them if we wish to arrive at a better understanding not just of the Indian Ocean but of Asia. This presentation, with the help of both textual and visual sources, illustrates how the national space was shaped by geo-critical politics, by oceanic hybridity, and by a special type of anti-imperial, colourful cosmopolitanism. The space which gave rise to such discourses constitutes a vital link between world shaped by Western imperialism and the post-national world which we might regard as coming into being before our very eyes and one of whose key constituents is signified by the â€œshifterâ€ term, â€œthe Global South.â€ ARI Working Paper No. 238 Asia Research Institute â— Singapore 4 As a part of what Markus P. M. Vink wink called â€œIndian Ocean Studies and the â€˜New Thalassology,â€™â€ I wish to ask if there a contrast between continental and oceanic perspectives, especially in the way in which nations are imagined? I propose to raise this question by looking at how India was conceptualized, conceived, imaged, and imagined from two ends of the Indian Ocean, M. K. Gandhi in South Africa and Subhas Chandra Bose in Singapore. Gandhi was the author of the seminal anticolonial and, some might add, anti-modern text, Hind Swaraj (1909). Bose became the commander of the Azad Hind Fauj also known as the Indian National Army, announcing the provincial government of free India from Singapore in October 1943. Though these leaders belong to two different ideological and discursive traditions, what united them was anti-imperialism and â€œcolourfulâ€ cosmopolitanism. The term â€œcolourful cosmopolitanismâ€ itself is of recent coinage, first used by Sugata Bose â€œto evoke a kind of cosmopolitanism that springs from vernacular roots and is compatible with the best traditions of anti-colonial nationalismâ€ (â€œRabindranath Tagore and Asian Universalismâ€ 18). Nico Slateâ€™s Colored Cosmopolitanism: The Shared Struggle for Freedom in the United States and India (2012) is a valuable contribution in this regard, showing transnational and trans-continental connections and alliances among blacks and Indians against colonialism. Such an idea of cosmopolitanism is quite at variance with Martha Nussbaumâ€™s 1994 essay in which she claimed that â€œCosmopolitanism ... offers only reason and the love of humanity, which may seem at times less colorful than other sources of belongingâ€ (161). Both Gandhi and Bose, eventually, constituted not so much discordant, but interconnected strands in Indiaâ€™s freedom struggle. I argue that their work as not just normatively constitutive of the Indian nation, but that it might more fruitfully be seen as part of an older, looser, and more fluid Indian Oceanic cross-currents of cultural formation and circulation. These networks are today almost forgotten, with the end of empire and the rise of independent nations in the Indian Ocean system. Yet, it is of vital importance to reconsider, if not resurrect, them if we wish to arrive at a better understanding not just of the Indian Ocean but of Asia. I am also concerned with the dialogical relationship between imaging and imagining, specifically with how images contributed to national imaginaries in the first half of the 20 century, before it became independent. This paper, with the help of visual sources, illustrates how texts and activities by leaders like Gandhi and Bose helped to fashion the nation that India became. This nation was shaped not only by an oceanic hybridity, but by a special type of anti-imperial, colourful cosmopolitanism. The space which gave rise to such discourses constitutes a vital link between a world before Western imperialism and the globalized world of the future which we might regard as coming into being before our very eyes after Western hegemony. 1 I develop this idea at greater length in my book, â€œCultural Politics in Modern India: Postcolonial Prospects, Colourful Cosmopolitanism, Global Proximitiesâ€ (New Delhi and London: Routledge, forthcoming). I am deeply grateful to Professor John D. Kelly for his wide-ranging and detailed comments on this paper. 2 Throughout this paper, I use â€œoceanicâ€ both as a cognitive metaphor and as an actual geo-spatial site, with the relation between the two left multivalent. See George Lakoff and Mark Johnso, whose opening observation in â€œThe Metaphorical Structure of the Human Conceptual System,â€ is worth recalling: â€œthe human conceptual system ... is fundamentally metaphorical in characterâ€ (195). ARI Working Paper No. 238 Asia Research Institute â— Singapore 5 The Indian Ocean has been characterized as â€œthe ocean of notionsâ€ and â€œcradle of globalization.â€ As it begins to reveal its own stories to us, we start seeing it not only as a geo-political, but cultural and conceptual space. It allows, even invites us, to evolve an alternative paradigm of area studies from the perspective of post-colonial societies so as to promote a holistic understanding of Asia, a vast and complex continent, which demands a multi-disciplinary, multi-cultural, and multi-lingual methodology to understand it. It would be useful to invoke here a note circulated by the late svarajist scholar-researcher, Dharampal, several years back, but revised in September 2003. Dharampal argued that Indiaâ€™s relations with its large neighbourhood both to its West and East constitute what might be termed as an enduring Indian Ocean oecumene. He advocated a reorienation of Indian scholarship so that this region could be studied more seriously, with a view to understanding the the social, cultural, political, and economic structure of this region. According to Dharampal: Such a recovery of knowledge and self-awareness requires a major scholarly effort to work on this past in all its manifestations and detail, say from 1500 AD backwards to 600 BC. Regaining of such knowledge would require search of original sources not only in India, but initially perhaps much more in China, Korea, Japan, S.E. Asia, etc, where such sources seem to be more known and perused by scholars in recent times. In this ambitious, even daunting project, scholars from several countries would need to work together. It is such a spirit of cooperation that will create a new, non-Western and truly â€œAsianâ€ Asian Studies. As much recent work in a variety of disciplines shows, region-making is comprised of multiscalar networks, marked by coalitional and conflictual webbing. Prasenjit Duara, for instance, observes, â€œNetworks in this sense are effective carriers of circulatory histories not only because they can cross various boundaries of territories, institutions and ideologies but also because their effects ... can produce unexpected coalitional resultsâ€ (242). He goes on to speak more specifically of how networks in maritime Asia produced space. When capitalism and imperialism triumphed over the vast breadth of the continent, these older networks were coopted and harnessed to the new â€œterritorial organizational systemsâ€; even so, â€œsome of these networks continued to maintain their transborder and multiscalar character, and in the current era of hyperconnectivity, networks have become a new force to be reckoned withâ€ (242-243). Thus, Dharampalâ€™s older call, with its antiimperalistic overtones, resonates with scholarly trends in recent times, trying to emphasize circulatory, global histories over nationalistically confined narratives. Apart from attending more closely to oceanic rather than continental stories, my second major thrust in this exercise is that I wish to incline to visual in additional to textual sources. Such a move follows another strand of scholarship which examines the manner in which visual histories sometimes compliment, sometimes contradict, but always inflect the more official textual accounts. It would therefore be useful to see how the optical archives of the Indian Ocean impact the more authoritative and familiar textual histories. In Photographyâ€™s Other Histories (2003), Christopher Pinney and Nicholas Peterson offer a useful starting point that signals, to use Arjun Appaduraiâ€™s phrase, â€œvisual decolonization.â€ What is implied is a way of reading visual images so that they 3 Shanti Moorthy and Ashraf Jamal adapt the phrase â€œocean of notionsâ€ from Salman Rushdieâ€™s Haroun and the Sea of Stories in their Introduction to Indian Ocean Studies: Cultural, Social, and Political Perspectives (2010); like Rashid in Rushdieâ€™s story, the Indian Ocean too â€œbecomes its own storytellerâ€ (3, 20). â€œCradle of globalizationâ€ is used in Lee Cassanelli et al., â€œIndian Ocean: Cradle of Globalization,â€ http://ccat.sas.upenn.edu/indianocean (Moorthy and Jamal 25). ARI Working Paper No. 238 Asia Research Institute â— Singapore 6 become sources of an alternate history of modernity, or i",2015,
Machine Learning based Performance Modeling of Flash SSDs,"Flash memory based solid state drives(SSDs) have alleviated the I/O bottleneck by exploiting its data parallel design. In an enterprise environment, Flash SSD used in the form of a hybrid storage architecture to achieve the better performance with lower cost. In this architecture, I/O load balancing is one of the important factors. However, the internal parallelism distorts the performance measures of the flash SSDs. Despite the criticality of load balancing on I/O intensive environments, these studies have rarely been addressed. In this paper, we examine the effectiveness of applying classification method using machine learning techniques to the I/O saturation estimation by using Linux kernel I/O statistics instead of the utilization measure that is currently used for HDDs. We conclude that machine learning techniques that we employed (Support Vector Machine and LASSO Generalized Linear Model) performs well compared to the existing utilization measure even we cannot collect the internal information of the flash SSDs.",2017,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management
Health System Reform Plan and Performance of Hospitals: an Iranian Case Study,"Background
Health system reform is essential to make desired Changes. In Iran, first phase of Health Reform Plan (HRP) was implemented in hospitals affiliated with Ministry of Health and Medical Education (MHME) in 2014.


Aim
The present study was carried out to evaluate the performance of hospitals affiliated with Urmia University of Medical Sciences at the time of the implementation of HRP.


Methods
This cross-sectional study carried out in two stages, before (2012- 2013) and during (2014- 2015) implementation of the HRP in district and teaching hospitals. Data collection and evaluation of performance of hospitals was performed using indices issued by MHME using graphical and statistical analysis.


Results
Average bed occupancy rate and bed turnover rate increased and the average length of stay decreased in the majority of hospitals during the study period. The highest and lowest bed occupancy rate was observed in district hospitals. All hospitals were shifted toward the third zone in Pabon Lasso (PL) diagram.


Conclusion
This study confirmed that the implementation of the defined package of HRP in hospitals affiliated with UUMS resulted in increased admissions and hospitalization and improved performance.",2017,Materia Socio-Medica
51â€…Does degree of low amplitude atrial voltage correlate with poor left atrial function in atrial fibrillation?,"Background Patients with atrial fibrillation (AF) frequently have atrial scarring characterised by discrete regions of low voltage. Pre-existing left atrial scarring is an independent predictor of pulmonary vein isolation (PVI) failure. Novel mapping algorithms have also been developed to assess the degree of atrial fibrosis. This may be expressed as a percentage of the total left atrial (LA) volume mapped. In addition to the electrical remodelling seen, structural remodelling occurs, with dilatation and reduced function. The most accurate determinant of LA function is debated, but the most frequently used method is transmitral A Wave velocity on pulsed-wave Doppler. The relationship between LA function and electrical changes seen in AF has not been defined. Methods This was a single centre observational study. Left atrial voltage maps were created in patients undergoing PVI for the first time in the Mater Private Hospital between August 2016 and April 2017. LA voltage maps were initially created with a Lasso catheter with some further points taken with a Smarttouch ablation catheter (both Biosense Webster, Diamond Bar, California). Voltage greater than 0.5 mV was accepted as normal tissue and voltages < 0.2 mV scar. After creation of the voltage maps, the percentage scar was assessed using a novel computer algorithm (Biosense Webster). Pre-ablation echocardiograms were studied and the LA function was assessed by measuring the trans-mitral pulse wave Doppler. Assessments were only made in sinus rhythm. Results Out of 96 patients who had undergone PVI, only 24 were found to have had sinus rhythm on pre-procedural echo. The mean age was 63.5 (standard deviation or SD 10.6) years. 66% of the group were men. 58% had paroxysmal AF. The mean amplitude of the A-wave in the study was 0.61 (SD 0.16) ms-1. An average of 1269.7 (SD 857.0) mapping points were taken. The mean LA percentage scar was 25.1 (SD 20.3) %. Using linear regression, adjusted for age at time of procedure, there was a significant negative association between a wave (in ms-1) and % LA scar (Beta coefficient -72.44, 95% CI -122.99 to -21.88, p=0.007). Using pairwise correlation, the correlation coefficient between LA scar and A wave was -0.38, p=0.06. Abstract 51 Figure 1 Two-way scatterplot with fitted regression line between left atrial scar and transmitral A wave velocity. A wave measure in ms-1, LA scar expressed as a percentage Conclusion Our study found an inverse correlation between transmitral A wave and degree of left atrial scarring when LA function was adjusted for patient age, indicating that LA electrical remodelling as measure by percentage scar is associated with decreased LA function in patients with AF. However, there were only 24 patients in this study and ongoing research with more patients is warranted to further substantiate this.",2017,Heart
Meta-analytic framework for sparse K-means to identify disease subtypes in multiple transcriptomic studies.,"Disease phenotyping by omics data has become a popular approach that potentially can lead to better personalized treatment. Identifying disease subtypes via unsupervised machine learning is the first step towards this goal. In this paper, we extend a sparse K-means method towards a meta-analytic framework to identify novel disease subtypes when expression profiles of multiple cohorts are available. The lasso regularization and meta-analysis identify a unique set of gene features for subtype characterization. An additional pattern matching reward function guarantees consistent subtype signatures across studies. The method was evaluated by simulations and leukemia and breast cancer data sets. The identified disease subtypes from meta-analysis were characterized with improved accuracy and stability compared to single study analysis. The breast cancer model was applied to an independent METABRIC dataset and generated improved survival difference between subtypes. These results provide a basis for diagnosis and development of targeted treatments for disease subgroups.",2016,Journal of the American Statistical Association
A Syntactic Approach to Meillassouxâ€™s Concept of Hyper-Chaos,"Abstract Axiomatic systems can be understood as subsets of syntactic systems. By a process of increasing abstraction, the notion of a syntactic system can become useful for understanding Meillassouxâ€™s concept of hyper-Chaos.",2019,Open Philosophy
