title,abstract,year,journal
Enormes incidentalomes surrÃ©naliens: rÃ´le de l'imagerie mÃ©dicale Ã  propos de deux cas,"La terminologie incidentalome derive etymologiquement de l'expression anglaise Â« incidental tumor Â». Il s'agit d'une masse tumorale de decouverte fortuite par imagerie medicale aussi appelee fortuitome. Les premieres tumeurs en cause etaient des tumeurs surrenaliennes decouvertes dans 4-10% des explorations dâ€²imagerie [1]. Ensuite d'autres tumeurs comme les tumeurs hypophysaires, pancreatiques, thyroidiennes, ovariennes, cardiaques et hepatiques ont ete decouvertes fortuitement. Finalement le concept a ete elargi a toute decouverte fortuite a l'occasion d'un examen realise en radiodiagnostic pour une autre affection [2â€“4]. La differenciation entre lesions benignes et malignes est importante pour la prise en charge [5]. Ceci est d'autant important dans les pays a ressources limitees ou le plateau technique est insuffisant. Cette situation est notee dans notre hopital ou il n'existe pas d'imagerie par resonance magnetique (IRM), d'imagerie nucleaire, de biologie de pointe et d'anatomopathologie. Nous decrivons deux cas dâ€™enormes masses surrenaliennes rarement observees dans la litterature. Elles ont ete explorees au CHU Souro-Sanou de Bobo-Dioulasso a l'aide d'un echographe standard et d'un scanner multicoupe de 6 barrettes avec un protocole en quatre phases dont la phase tardive etait retardee de 10 minutes (mn). Nous discuterons des approches diagnostiques de l'imagerie au scanner.",2012,The Pan African Medical Journal
Variables selection by the LASSO method. Application to malaria data of Tori-Bossito (Benin),"This work deals with prediction of anopheles number using environmental and climate variables. The variables selection is performed 
by GLMM (Generalized linear mixed model) combined with the Lasso method and simple cross validation. Selected variables are debiased 
while the prediction 
is generated by simple GLMM. Finally, the results reveal to be qualitatively better, at selection, the prediction 
 point of view than those obtained by the reference method.",2016,
MeningiSSS: A New Predictive Score to Support Decision on Invasive Procedures to Monitor or Manage the Intracerebral Pressure in Children with Bacterial Meningitis,"Knowing the individual childâ€™s risk is highly useful when deciding on treatment strategies, especially when deciding on invasive procedures. In this study, we aimed to develop a new predictive score for children with bacterial meningitis and compare this with existing predictive scores and individual risk factors. We developed the Meningitis Swedish Survival Score (MeningiSSS) based on a previous systematic review of risk factors. From this, we selected risk factors identified in moderate-to-high-quality studies that could be assessed at admission to the hospital. Using data acquired from medical records of 101 children with bacterial meningitis, we tested the overall capabilities of the MeningiSSS compared with four existing predictive scores using a receiver operating characteristic curve (ROC) analysis to assert the area under the curve (AUC). Finally, we tested all predictive scores at their cut-off levels using a Chi-square test. As outcome, we used a small number of predefined outcomes; in-hospital mortality, 30-day mortality, occurrence of neurological disabilities at discharge defined as Pediatric Cerebral Performance Category Scale category two to five, any type of complications occurring during the hospital stay, use of intensive care, and use of invasive procedures to monitor or manage the intracerebral pressure. For identifying children later undergoing invasive procedures to monitor or manage the intracerebral pressure, the MeningiSSS excelled in the ROC-analysis (AUCâ€‰=â€‰0.90) and also was the only predictive score able to identify all cases at its cut-off level (25 vs 0%, pâ€‰<â€‰0.01). For intensive care, the MeningiSSS (AUCâ€‰=â€‰0.79) and the Simple Luanda Scale (AUCâ€‰=â€‰0.75) had the best results in the ROC-analysis, whereas others performed less well (AUCâ€‰â‰¤â€‰0.65). Finally, while none of the scoresâ€™ results were significantly associated with complications, an elevated score on the MeningiSSS (AUCâ€‰=â€‰0.70), Niklasson Scale (AUCâ€‰=â€‰0.72), and the Hersonâ€“Todd Scale (AUCâ€‰=â€‰0.79) was all associated with death. The MeningiSSS outperformed existing predictive scores at identifying children later having to undergo invasive procedures to monitor or manage the intracerebral pressure in children with bacterial meningitis. Our results need further external validation before use in clinical practice. Thus, the MeningiSSS could potentially be helpful when making difficult decisions concerning intracerebral pressure management.",2019,Neurocritical Care
The Measurement of Income Segregation,"We examine the problem of measuring the extent to which students with different income levels attend separate schools. Unless rich and poor attend the same schools in the same proportions, some segregation will exist. Since income is a continuous cardinal variable, however, the rich-poor dichotomy is necessarily arbitrary and renders any application of a binary segregation measure artificial. This paper provides an axiomatic characterization of a measure of income segregation that takes into account the cardinal nature of income. This measure satisfies an empirically useful decomposition by sub-districts. âˆ—We are indebted to David M. Frankel. This paper benefited greatly from his generous collaboration. We also thank the Spanish Ministerio de EconomÄ±Ìa y Competitividad (project ECO201567519-P) and the Gobierno Vasco (project IT568-13) for research support. This research has used as a source of information databases of the Education Quality Agency of Chile (Agencia de Calidad de la EducaciÃ³n). The authors thanks the Education Quality Agency for access to information. All the results of the study are the responsibility of the authors and do not compromise the Institution. Email addresses: casilda.lassodelavega@ehu.es; ovolij@bgu.ac.il.",2017,Social Science Research Network
Asymptotics and Optimal Designs of SLOPE for Sparse Linear Regression,"In sparse linear regression, the SLOPE estimator generalizes LASSO by assigning magnitude-dependent regularizations to different coordinates of the estimate. In this paper, we present an asymptotically exact characterization of the performance of SLOPE in the high-dimensional regime where the number of unknown parameters grows in proportion to the number of observations. Our asymptotic characterization enables us to derive optimal regularization sequences to either minimize the MSE or to maximize the power in variable selection under any given level of Type-I error. In both cases, we show that the optimal design can be recast as certain infinite-dimensional convex optimization problems, which have efficient and accurate finite-dimensional approximations. Numerical simulations verify our asymptotic predictions. They also demonstrate the superiority of our optimal design over LASSO and a regularization sequence previously proposed in the literature.",2019,2019 IEEE International Symposium on Information Theory (ISIT)
Overview of clinical perspectives and mechanisms of obesity.,"One only has to open the newspaper or turn on the radioto hear about the epidemic of obesity in America. Not onlydoes obesity exact a heavy toll on the populationâ€™s health,but the medical costs associated with obesity, especiallythose related to treatment for type II diabetes and cardio-vascular disease, are astronomical. The American MedicalAssociation now estimates that the expense to society oftreating obesity-associated diseases, particularly diabetes,now exceeds that of smoking-related diseases (Schwimmeret al., 2003). Even the aviation industry has recently in-creased its average per-passenger weight estimate by 10pounds, in order to maintain air safety in the face of theever-increasing waistline (Phillips, 2003).The existence of adipose tissue as a specialized organreï¬‚ects the needs developed by organisms over time tocope with irregular and unpredictable supplies of nutri-ents. These needs became especially acute in the omnivo-rous mammals and were probably a key survival feature.In",2005,"Birth defects research. Part A, Clinical and molecular teratology"
Post-selection adaptive inference for Least Angle Regression and the Lasso,"We propose inference tools for least angle regression and the lasso, from the joint distribution of suitably normalized spacings of the LARS algorithm. From this we extend the results of the asymptotic null distribution of the â€œcovariance testâ€ of Lockhart et al. (2013). But we go much further, deriving exact finite sample results for a new asymptotically equivalent procedure called the â€œspacing testâ€. This provides exact conditional tests at any step of the LAR algorithm as well as â€œselection intervalsâ€ for the appropriate true underlying regression parameter. Remarkably, these tests and intervals account correctly for the adaptive selection done by LARS.",2014,
Lutte contre les cambriolages,"* Lorsque vous prenez possession dâ€™un nouvel appartement ou dâ€™une maison, pensez Ã  changer les serrures. * Ã‰quipez votre porte d'un systÃ¨me de fermeture fiable, d'un viseur optique, d'un entrebÃ¢illeur. * Installez des Ã©quipements adaptÃ©s et agrÃ©Ã©s (volets, grilles, Ã©clairage automatique intÃ©rieur/extÃ©rieur, alarmes ou protection Ã©lectronique...). Demandez conseils Ã  un professionnel. * N'inscrivez pas vos nom et adresse sur votre trousseau de clÃ©s. * Si vous avez perdu vos clÃ©s et que lâ€™on peut identifier votre adresse, changez immÃ©diatement vos serrures. * Ne laissez pas vos clÃ©s sous le paillasson, dans la boite Ã  lettres, dans le pot de fleurs... Confiez les plutÃ´t Ã  une personne de confiance. * Fermez la porte Ã  double tour, mÃªme lorsque vous Ãªtes chez vous. Soyez vigilant sur tous les accÃ¨s, ne laissez pas une clÃ© sur la serrure intÃ©rieure dâ€™une porte vitrÃ©e. * De nuit, en pÃ©riode estivale, Ã©vitez de laisser les fenÃªtres ouvertes, surtout si elles sont accessibles depuis la voie publique. * Ne laissez pas traÃ®ner dans le jardin, une Ã©chelle, des outils, un Ã©chafaudage... * Avant de laisser quelqu'un pÃ©nÃ©trer dans votre domicile, assurez-vous de son identitÃ© en utilisant l'interphone, le judas ou l'entrebÃ¢illeur de porte. * En cas de doute, mÃªme si des cartes professionnelles vous sont prÃ©sentÃ©es, appelez le service ou la sociÃ©tÃ© dont vos interlocuteurs se rÃ©clament. * Ne laissez jamais une personne inconnue seule dans une piÃ¨ce de votre domicile. * Placez en lieu sÃ»r et Ã©loignÃ© des accÃ¨s, vos bijoux, carte de crÃ©dit, sac Ã  main, clÃ©s de voiture et ne laissez pas d'objets de valeur qui soient visibles Ã  travers les fenÃªtres. * Si vous possÃ©dez un coffre-fort, il ne doit pas Ãªtre visible des personnes qui passent chez vous. * Photographiez vos objets de valeur pour faciliter les recherches en cas de vol.",2017,
"BehÃ¤ltnis mit Bestandteilen eines Konzentrats, insbesondere mit Bestandteilen eines sauren Konzentrats fÃ¼r eine DialysierflÃ¼ssigkeit sowie Verfahren und Vorrichtung zum Herstellen eines Konzentrats","Die Erfindung bezieht sich auf ein Behaltnis mit Bestandteilen eines Konzentrats, insbesondere
eines sauren Konzentrats fur eine Dialysierflussigkeit sowie Verfahren und Vorrichtung zum
Aufbereiten eines Konzentrats, insbesondere einer Dialysierflussigkeit. Das Behaltnis (10) wiest
eine erste und eine zweite Einlass-/Auslassoffnung (16, 18) auf. Um eine Volumen- und Gewichtsreduktion
zu erreichen ist vorgesehen, dass das Behaltnis (10) selbst als Mischbehaltnis
mit einem Volumen derart ausgebildet ist, dass eine definierte Flussigkeitsmenge zur Losung der
Bestandteile (12) aufnehmbar ist.",2002,
Study on Lower-Middle Jurassic boundary in Chongqing region,"The Lower-Middle Jurassic strata are subdivided in Chongqing region.It has been confirmed that the appearance of different species of Coniopteris and coexistence of different genera of Dicksoniaceae have been regarded as the mark of Middle Jurassic.It has also been confirmed that Thaumatopteris and Dictyophyllum nilsoni of Dipteridaceae are the typical fossils of Lower Jurassic.Moreover,the enormous change in percent proportion of Classopollis pollens can roughly denote the Lower-Middle boundary.According to the above-mentioned biological criteria and the fact that the Ziliujing Fm.can be subdivided into two sedimentary cycles,it is suggested that the Lower-Middle Jurassic boundary in the study area should be located between the Dongyuemiao Member and the Maâ€²anshan Member of the Ziliujing Fm.,and the Shuishikou Lower-Middle Jurassic boundary section in Yunyang County can be taken as the boundary stratotype.",2005,Geology and Mineral Resources of South China
