title,abstract,year,journal
Die Umschichtung im polyphonen Denken,"Angesichts der Tatsache, dass Wort und Ausdruck im Zentrum von Lassoâ€™s musikalischem Denken stehen, steigt die Frage auf: Warum brach Lasso nicht mit den traditionellen Mitteln musikalischer Gestaltung? Warum gab er nicht die niederlandische Polyphonie auf? Warum schuf er nicht den monodischen Stil, wenn es ihm doch nur auf Ausdruck ankam ? Lag das wirklich daran, dass die â€ž technische Entwicklungâ€œ noch nicht soweit gediehen, dass die â€žZeit dafur noch nicht reif warâ€œ? Diese Anschauung steht doch wohl hinter der mehrfach geausserten Meinung: Lasso ware â€” eine Generation spater geboren â€” ein beruhmter Opernkomponist geworden.",1937,
Multiple Equivalent Solutions for the Lasso.,"Feature selection is an important problem studied in data analytics seeking to identify a minimal-size feature subset that is optimally predictive for an outcome of interest. It is also a powerful tool in Knowledge Discovery as a means for gaining domain insight, e.g., identifying which medical quantities carry unique information for the disease status. It is arguably less recognized however, that the problem may have multiple, equivalent solutions. In that case, it is misleading to domain experts to report only one of them and ignore all other equivalent solutions. In this paper, we extend a well-established single, feature selection algorithm (i.e., reporting a single solution), namely the Lasso algorithm, to the multiple solution problem based on formalized notion of equivalence for both classification and regression tasks. Empirical results are obtained using a fully automated pipeline called Just Add Data Bio or JAD Bio training and selecting multiple, linear as well as nonlinear learners, optimizing hyper-parameter values, and correcting for the bias of multiple inductions (model selection). The results show that multiple solutions do exist in real datasets, as well as the ability of the algorithm to identify a subset of them. A comparison with the Statistical Equivalent Solutions (SES) algorithm shows that Lasso equivalent solutions have better prediction performance at the cost of selecting more features.",2017,arXiv: Statistics Theory
â€œDel turco vencedor al turco derrotado: La santa Liga de Lope de Vega y su relaciÃ³n con La destruyciÃ³n de Constantinopla de Gabriel Lobo Lasso de la Vegaâ€,"espanolSe senalan y estudian los paralelismos estructurales entre la pieza de Lope de Vega y la â€˜tragediaâ€™ de Lobo Lasso de la Vega, ambas centradas en un choque decisivo entre el imperio otomano y la cristiandad. Asimismo se senalan los puntos de contacto que pueden rastrearse entre la pieza de Lope y otras obras teatrales del ultimo cuarto del siglo XVI que dramatizan un choque belico entre cristianos y musulmanes. El analisis de La Santa Liga en relacion con estas obras teatrales de tema analogo ayuda a aclarar algunos aspectos que el examen de otras fuentes literarias (cronicas, poemas epicos) ha dejado sin explicar EnglishStructural parallelisms between Lope de Vegaâ€™s La santa Liga and Lobo Lasso de la Vegaâ€™s tragedy are pointed out in this paper, based on the common theme of the clash between the Ottoman empire and Christendom. It also points out relationships between Lopeâ€™s piece and other theatrical works of the last quarter of the 16th century that dramatize some armed conflicts in 601034707 which Christians and Muslims are involved. This approach helps explain some aspects of La Santa Liga that remain unexplained in previous investigations based on other literary sources such as epic poems or historical works.",2016,ehumanista Journal of Iberian Studies
DualitÃ©s de forme de pratique fÃ©minine de ski et de consommation de matÃ©riel de glisse,"Lâ€™objectif de cet article est dâ€™ameliorer la connaissance de la pratiquante de ski alpin et de ses logiques de consommation de materiel de glisse. Quelques questions simples peuvent schematiser notre reflexionÂ : Qui est la pratiquante de skiÂ ? Que fait-elle sur les planchesÂ ? Comment achete-t-elle son materiel de glisseÂ ? Sa consommation est-elle influencee par sa position sociale et sa modalite de pratiqueÂ ? Ces questions seront etudiees dans le cadre des theories sociologiques des pratiques sportives et de la consommation. La methodologie repose sur un sondage (n=318) par questionnaire en station de sports dâ€™hiver. On repere deux dimensions-profils de pratiquantesÂ : lâ€™une majoritaire, que nous avons qualifiee de Â«Â jouisseuseÂ Â», a la recherche de convivialite, de detente et de contemplation, lâ€™autre minoritaire, que nous avons appelee Â«Â performeuseÂ Â» et dont la pratique repond a une depense dâ€™energie, une prise de risque et un souci technique. Paradoxalement, câ€™est ce second profil que visent prioritairement les marques dans leur communication. En ce qui concerne le materiel de glisse, la segmentation du marche entre location (70%) et achat (30%) conduit a des criteres de choix communs dâ€™abord centres sur une technologie adaptee aux femmes, facile a skier, legere, mais qui se differencient en demandant un rapport qualite/prix avantageux chez les acheteuses alors que les loueuses avouent aussi un Â«Â choix par defautÂ Â». Ce dernier renvoie au role essentiel du conseilleur loueur ou vendeur et aux repercussions manageriales que cela implique. Les criteres esthetiques souvent evoques pour la consommation feminine ne sont pas mis en avant ici. La segmentation acheteuse versus loueuse est operee par la technique statistique innovante de la regression logistique avec lasso qui releve dâ€™abord des elements spatiaux et temporels de la sociodemographie et des formes de pratiques et, secondairement, motivationnels. Enfin, les deux profils de pratiquantes seront relies a leurs formes de pratique et modes de consommation.",2012,Management & Avenir
"Paper 1 ( Work in progress ) Adolescents sexual behavior and risk of HIV in Bobo-Dioulasso , Burkina Faso","Based on the sentinel sites information, the HIV rate was estimated to 7.2% for Burkina Faso at the end of 1997. In order to have thinner data, useful for designing local interventions, a representative cross-sectional survey was conducted in Bobo-Dioulasso in year 2000. Behavioural and biological information were collected on 2400 people aged between 13 and 49. The current study is related to the sub-sample of adolescent people (13-19 years). It first analyses the sero-status and then, some sexual behaviours considered in the literature as risky in regard of HIV infection. The results show that six adolescents (5 girls and 1 boy) are infected by HIV. It is however surprising to notice that five of the six infected adolescents (the boy and 4 of the 5 girls) say they never had sex. If their statements were true, it would require to look for ways of HIV transmission in BoboDioulasso, other than sex, for more appropriate strategies to fight against the disease. The analysis of the adolescentsâ€™ sexual behaviours (sexually active adolescents) show however risky behaviours regarding HIV infection and therefore, early interventions towards this category of the population are needed.",2003,
Statistical process adjustment of multivariate processes with minimum control efforts,"In controlling a multiple-input-multiple-output (MIMO) process, usually all control variables have to be adjusted at each step, which may incur high adjustment cost. This paper proposes a Lasso adjustment algorithm, which minimizes the number of variables to be adjusted at each step. Simulation results show that the proposed algorithm can maintain acceptable output deviations while reduce the number of variables need to be adjusted significant.",2010,2010 IEEE International Conference on Industrial Engineering and Engineering Management
"Batrachus uranoscopus Guichenot, 1866 supposedly from Madagascar, is not a threatened species of toadfish (Batrachoididae)","Batrachus uranoscopus Guichenot, 1866 pretendu-ment originaire de Madagascar, n'est pas une espece menacee de poisson-crapaud tachete (Batrachoididae). Batrachus uranoscopus Guichenot, 1866 pretendument originaire de Madagascar, est en realite le synonyme le plus recent de Thalassophryne maculosa Gunther, 1861 provenant du nord de l'Amerique du sud et devrait etre retire de la liste rouge IUCN des especes vulnerables, ainsi que de la liste de l'ichtyofaune de Madagascar.",2009,Cybium
Asian Barbecue Verlasso Salmon with Raspberry Vegetables | Verlasso,Verlasso Salmon is perfectly paired with summer grilling. Serve this on the vegetables the first day and then use the leftovers on the second!,2014,
Sistema nervoso centrale,"Le immagini di Risonanza Magnetica (RM) che otteniamo studiando lâ€™encefalo di un neo-nato sono il risultato di un processo di sviluppo che si realizza nei 9 mesi di gravidanza. La RM cerebrale del feto non e sovrapponibile a quella neonatale e va pertanto valutata in modo differente. Innanzitutto la qualita delle immagini e inferiore rispetto a quella ottenibile in epoca post-natale e le strutture cerebrali fetali sono di dimensioni estremamente ridotte. Il feto e inoltre un soggetto che si muove e cio e fonte di artefatti. La differenza sostanziale sta pero nel fatto che lâ€™encefalo fetale e fortemente diverso da quello neonatale e subisce variazioni importanti nelle diverse epoche gestazionali. La RM fetale puo essere eseguita in un lasso di tempo piuttosto lungo, che va allâ€™incirca dalla 17a alla 35a settimana di eta gestazionale. Le modificazioni che avvengono in questo periodo sono notevoli e riguardano le dimensioni, la morfologia, il segnale del parenchima cerebrale e sono apprezzabili nella sequenza T2 dipendente, sequenza cardine per lo studio dellâ€™encefalo fetale [1â€“3]. La cono-scenza di queste modifieazioni sta alla base di una corretta valutazione dello studio fetale.",2013,
"Vital Ferry, Du trimoteur au quadrijet : le transport aÃ©rien en Afrique noire francophone (1940-1961). Ã‰ditions du Gerfaut, Aix-en-Provence, 2006, 255 pages.","Â«Â Reseau imperial francaisÂ Â», câ€™est sous ce nom quâ€™en juillet 1941, les appareils dâ€™Air France relient Marseille a Dakar, le samedi et le mardi de chaque semaine, avec escales a Niamey, Bamako et Bobo-Dioulasso un mardi sur deux. Troisieme opus dâ€™une serie consacree a lâ€™aviation commerciale en Afrique francophone, lâ€™ouvrage de Vital Ferry propose une synthese tres documentee, sur lâ€™essor des reseaux aeriens africains de 1940 a la genese des compagnies nationales africaines au debut des annees...",2008,
Sparse Additive Interaction Learning,"A conceptual paradigm for onset of a new disease is often considered to be the result of changes in entire biological networks whose states are affected by a complex interaction of genetic and environmental factors. However, when modelling a relevant phenotype as a function of high dimensional measurements, power to estimate interactions is low, the number of possible interactions could be enormous and their effects may be non-linear. Existing approaches for high dimensional modelling such as the lasso might keep an interaction but remove a main effect, which is problematic for interpretation. In this work, we introduce a method called sail for detecting non-linear interactions with a key environmental or exposure variable in high-dimensional settings which respects either the strong or weak heredity constraints. We prove that asymptotically, our method possesses the oracle property, i.e., it performs as well as if the true model were known in advance. We develop a computationally efficient fitting algorithm with automatic tuning parameter selection, which scales to high-dimensional datasets. Through an extensive simulation study, we show that sail outperforms existing penalized regression methods in terms of prediction accuracy and support recovery when there are non-linear interactions with an exposure variable. We then apply sail to detect non-linear interactions between genes and a prenatal psychosocial intervention program on cognitive performance in children at 4 years of age. Results from our method show that individuals who are genetically predisposed to lower educational attainment are those who stand to benefit the most from the intervention. Our algorithms are implemented in an R package available on CRAN https://cran.r-project.org/package=sail.",2018,bioRxiv
